Date,GCAP_Open_average,GCAP_Open_max,GCAP_Open_min,GCAP_Open_volatility,GCAP_Open_change,GCAP_High_average,GCAP_High_max,GCAP_High_min,GCAP_High_volatility,GCAP_High_change,GCAP_Low_average,GCAP_Low_max,GCAP_Low_min,GCAP_Low_volatility,GCAP_Low_change,GCAP_Close_average,GCAP_Close_max,GCAP_Close_min,GCAP_Close_volatility,GCAP_Close_change,GCAP_Volume_average,GCAP_Volume_max,GCAP_Volume_min,GCAP_Volume_volatility,GCAP_Volume_change
2018-01-14,8.186,8.39,8.09,0.3000000000000007,-0.3000000000000007,8.358,8.55,8.15,0.40000000000000036,-0.25,7.87,7.99,7.65,0.33999999999999986,-0.07000000000000028,8.104,8.27,7.98,0.28999999999999915,-0.09999999999999964,2067694,3019266,1380322,1638944,-818030
2018-01-21,8.1,8.25,7.96,0.29000000000000004,0.11000000000000032,8.296,8.58,8.14,0.4399999999999995,-0.4399999999999995,7.928,8.04,7.72,0.3199999999999994,-0.22000000000000064,8.074,8.29,7.8,0.4899999999999993,-0.4899999999999993,1286489,3069788,606947,2462841,-2210390
2018-01-28,7.234,7.7,6.66,1.04,-1.04,7.434,7.7,7.29,0.41000000000000014,-0.41000000000000014,6.968,7.17,6.61,0.5599999999999996,-0.5099999999999998,7.138,7.36,6.87,0.4900000000000002,-0.35999999999999943,1196110,1795580,784225,1011355,-506000
2018-02-04,6.66,6.86,6.4,0.45999999999999996,-0.34999999999999964,6.808,7.05,6.62,0.4299999999999997,-0.4299999999999997,6.364,6.55,6.08,0.46999999999999975,-0.3099999999999996,6.546,6.73,6.41,0.3200000000000003,-0.14000000000000057,1013380,1179167,761432,417735,-332764
2018-02-11,6.7925,7.11,6.52,0.5900000000000007,0.5600000000000005,7.0225,7.23,6.6,0.6300000000000008,0.6300000000000008,6.66,6.91,6.43,0.4800000000000004,0.4800000000000004,6.9025,7.11,6.57,0.54,0.3899999999999997,722296,953436,365302,588134,253155
2018-02-18,7.058,7.19,6.93,0.2600000000000007,0.10999999999999943,7.218,7.38,7.06,0.3200000000000003,-0.1299999999999999,6.974,7.15,6.89,0.2600000000000007,0.04999999999999982,7.082,7.21,6.92,0.29000000000000004,-0.03000000000000025,585542,939993,290649,649344,-649344
2018-02-25,7.102,7.22,6.96,0.2599999999999998,0.04999999999999982,7.312,7.63,7.18,0.4500000000000002,0.34999999999999964,7.036,7.17,6.89,0.28000000000000025,0.07000000000000028,7.208,7.56,7.01,0.5499999999999998,0.4499999999999993,585941,1072427,386626,685801,685801
2018-03-04,7.314,7.57,7.04,0.5300000000000002,-0.5300000000000002,7.474,7.64,7.34,0.2999999999999998,-0.2999999999999998,7.106,7.36,6.63,0.7300000000000004,-0.2599999999999998,7.318,7.43,7.04,0.3899999999999997,-0.13999999999999968,977308,2038545,467169,1571376,141924
2018-03-11,7.1979999999999995,7.28,7.09,0.1900000000000004,-0.14000000000000057,7.322,7.39,7.26,0.1299999999999999,-0.10999999999999943,7.034,7.07,6.98,0.08999999999999986,0.019999999999999574,7.162,7.29,7.07,0.21999999999999975,0.09999999999999964,821106,1036243,683191,353052,-225540
2018-03-18,7.03,7.25,6.62,0.6299999999999999,-0.5800000000000001,7.117999999999999,7.35,6.83,0.5199999999999996,-0.5199999999999996,6.866,7.15,6.6,0.5500000000000007,-0.54,6.9239999999999995,7.22,6.6,0.6200000000000001,-0.54,506595,606053,384117,221936,137176
