Date,ProShares Short SmallCap600_Open_average,ProShares Short SmallCap600_Open_max,ProShares Short SmallCap600_Open_min,ProShares Short SmallCap600_Open_volatility,ProShares Short SmallCap600_Open_change,ProShares Short SmallCap600_High_average,ProShares Short SmallCap600_High_max,ProShares Short SmallCap600_High_min,ProShares Short SmallCap600_High_volatility,ProShares Short SmallCap600_High_change,ProShares Short SmallCap600_Low_average,ProShares Short SmallCap600_Low_max,ProShares Short SmallCap600_Low_min,ProShares Short SmallCap600_Low_volatility,ProShares Short SmallCap600_Low_change,ProShares Short SmallCap600_Close_average,ProShares Short SmallCap600_Close_max,ProShares Short SmallCap600_Close_min,ProShares Short SmallCap600_Close_volatility,ProShares Short SmallCap600_Close_change
2018-07-22,30.44,30.44,30.44,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-07-29,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2018-08-05,29.9,29.9,29.9,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-08-12,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-08-19,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-08-26,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-09-02,29.35,29.35,29.35,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-09-09,29.28,29.28,29.28,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-09-16,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-09-23,29.79,29.79,29.79,0.0,0.0,30.38,30.38,30.38,0.0,0.0,29.79,29.79,29.79,0.0,0.0,30.36,30.36,30.36,0.0,0.0
2018-09-30,31.26,31.26,31.26,0.0,0.0,31.35,31.35,31.35,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-10-07,32.88,32.88,32.88,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2018-10-14,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-10-21,33.6,33.6,33.6,0.0,0.0,34.25,34.25,34.25,0.0,0.0,33.6,33.6,33.6,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-10-28,32.53,32.53,32.53,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-11-04,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-11-11,32.99,32.99,32.99,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2018-11-18,33.37,33.37,33.37,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-11-25,32.72,32.72,32.72,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-12-02,34.93,34.93,34.93,0.0,0.0,35.43,35.43,35.43,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2018-12-09,36.08,36.08,36.08,0.0,0.0,36.69,36.69,36.69,0.0,0.0,35.74,35.74,35.74,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2018-12-16,39.23,39.23,39.23,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.81,38.81,38.81,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2018-12-23,36.97,36.97,36.97,0.0,0.0,37.36,37.36,37.36,0.0,0.0,36.97,36.97,36.97,0.0,0.0,37.12,37.12,37.12,0.0,0.0
2018-12-30,36.16,36.16,36.16,0.0,0.0,36.16,36.16,36.16,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-01-06,34.81,34.81,34.81,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-01-13,34.15,34.15,34.15,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-01-20,34.1,34.1,34.1,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.11,34.11,34.11,0.0,0.0
2019-01-27,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-02-03,33.2,33.2,33.2,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2019-02-10,32.06,32.06,32.06,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-02-17,31.44,31.44,31.44,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-02-24,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2019-03-03,33.45,33.45,33.45,0.0,0.0,33.45,33.45,33.45,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2019-03-10,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-03-17,33.98,33.98,33.98,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-03-24,32.81,32.81,32.81,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-03-31,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-04-07,31.98,31.98,31.98,0.0,0.0,32.21,32.21,32.21,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-04-14,32.51,32.51,32.51,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-04-21,31.82,31.82,31.82,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2019-04-28,32.05,32.05,32.05,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-05-05,33.01,33.01,33.01,0.0,0.0,33.27,33.27,33.27,0.0,0.0,32.76,32.76,32.76,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2019-05-12,33.52,33.52,33.52,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.5,33.5,33.5,0.0,0.0
2019-05-19,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-05-26,35.0,35.0,35.0,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-06-02,33.33,33.33,33.33,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-06-09,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-06-16,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-06-23,31.86,31.86,31.86,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.84,31.84,31.84,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-06-30,32.4,32.4,32.4,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-07-07,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.67,32.67,32.67,0.0,0.0
2019-07-14,32.94,32.94,32.94,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.94,32.94,32.94,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-07-21,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2019-07-28,33.91,33.91,33.91,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-08-04,33.44,33.44,33.44,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-08-11,33.14,33.14,33.14,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.05,33.05,33.05,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-08-18,34.03,34.03,34.03,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.03,34.03,34.03,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2019-08-25,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-09-01,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-09-08,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.43,31.43,31.43,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-09-15,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-09-22,32.23,32.23,32.23,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-09-29,32.88,32.88,32.88,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-10-06,32.89,32.89,32.89,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-10-13,31.96,31.96,31.96,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2019-10-20,31.59,31.59,31.59,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2019-10-27,30.98,30.98,30.98,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2019-11-03,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-11-10,31.16,31.16,31.16,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-11-17,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-11-24,30.76,30.76,30.76,0.0,0.0,31.19,31.19,31.19,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2019-12-01,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2019-12-08,30.28,30.28,30.28,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2019-12-15,29.77,29.77,29.77,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2019-12-22,29.9,29.9,29.9,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-12-29,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0
