Date,DB Gold Short Exp 15 Feb 2038_Open_average,DB Gold Short Exp 15 Feb 2038_Open_max,DB Gold Short Exp 15 Feb 2038_Open_min,DB Gold Short Exp 15 Feb 2038_Open_volatility,DB Gold Short Exp 15 Feb 2038_Open_change,DB Gold Short Exp 15 Feb 2038_High_average,DB Gold Short Exp 15 Feb 2038_High_max,DB Gold Short Exp 15 Feb 2038_High_min,DB Gold Short Exp 15 Feb 2038_High_volatility,DB Gold Short Exp 15 Feb 2038_High_change,DB Gold Short Exp 15 Feb 2038_Low_average,DB Gold Short Exp 15 Feb 2038_Low_max,DB Gold Short Exp 15 Feb 2038_Low_min,DB Gold Short Exp 15 Feb 2038_Low_volatility,DB Gold Short Exp 15 Feb 2038_Low_change,DB Gold Short Exp 15 Feb 2038_Close_average,DB Gold Short Exp 15 Feb 2038_Close_max,DB Gold Short Exp 15 Feb 2038_Close_min,DB Gold Short Exp 15 Feb 2038_Close_volatility,DB Gold Short Exp 15 Feb 2038_Close_change
2018-05-27,13.84,13.84,13.84,0.0,0.0,13.88,13.88,13.88,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2018-06-03,13.8,13.8,13.8,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.8,13.8,13.8,0.0,0.0
2018-06-10,14.01,14.01,14.01,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.05,14.05,14.05,0.0,0.0
2018-06-17,14.2,14.2,14.2,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.21,14.21,14.21,0.0,0.0
2018-06-24,14.42,14.42,14.42,0.0,0.0,14.49,14.49,14.49,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.49,14.49,14.49,0.0,0.0
2018-07-01,14.25,14.25,14.25,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.24,14.24,14.24,0.0,0.0
2018-07-08,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0,14.52,14.52,14.52,0.0,0.0
2018-07-15,14.71,14.71,14.71,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.71,14.71,14.71,0.0,0.0
2018-07-22,14.73,14.73,14.73,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.74,14.74,14.74,0.0,0.0
2018-07-29,14.9,14.9,14.9,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.9,14.9,14.9,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2018-08-05,15.15,15.15,15.15,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2018-08-12,15.39,15.39,15.39,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.26,15.26,15.26,0.0,0.0
2018-08-19,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2018-08-26,15.04,15.04,15.04,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.06,15.06,15.06,0.0,0.0
2018-09-02,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.11,15.11,15.11,0.0,0.0
2018-09-09,15.02,15.02,15.02,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2018-09-16,15.06,15.06,15.06,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2018-09-23,15.29,15.29,15.29,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.26,15.26,15.26,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2018-09-30,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2018-10-07,14.75,14.75,14.75,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2018-10-14,14.77,14.77,14.77,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.77,14.77,14.77,0.0,0.0,14.79,14.79,14.79,0.0,0.0
2018-10-21,14.77,14.77,14.77,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.76,14.76,14.76,0.0,0.0,14.78,14.78,14.78,0.0,0.0
2018-10-28,14.8,14.8,14.8,0.0,0.0,14.8,14.8,14.8,0.0,0.0,14.75,14.75,14.75,0.0,0.0,14.77,14.77,14.77,0.0,0.0
2018-11-04,15.06,15.06,15.06,0.0,0.0,15.15,15.15,15.15,0.0,0.0,15.06,15.06,15.06,0.0,0.0,15.15,15.15,15.15,0.0,0.0
2018-11-11,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0,14.88,14.88,14.88,0.0,0.0
2018-11-18,14.88,14.88,14.88,0.0,0.0,14.91,14.91,14.91,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2018-11-25,14.81,14.81,14.81,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.81,14.81,14.81,0.0,0.0
2018-12-02,14.7,14.7,14.7,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2018-12-09,14.65,14.65,14.65,0.0,0.0,14.68,14.68,14.68,0.0,0.0,14.65,14.65,14.65,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2018-12-16,14.48,14.48,14.48,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.45,14.45,14.45,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2018-12-23,14.28,14.28,14.28,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.28,14.28,14.28,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2018-12-30,14.19,14.19,14.19,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-01-06,14.21,14.21,14.21,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2019-01-13,14.32,14.32,14.32,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.31,14.31,14.31,0.0,0.0,14.31,14.31,14.31,0.0,0.0
2019-01-20,14.07,14.07,14.07,0.0,0.0,14.1,14.1,14.1,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2019-01-27,13.99,13.99,13.99,0.0,0.0,14.02,14.02,14.02,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2019-02-03,14.17,14.17,14.17,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.07,14.07,14.07,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2019-02-10,13.95,13.95,13.95,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2019-02-17,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.87,13.87,13.87,0.0,0.0
2019-02-24,14.37,14.37,14.37,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2019-03-03,14.21,14.21,14.21,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.21,14.21,14.21,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2019-03-10,14.09,14.09,14.09,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.09,14.09,14.09,0.0,0.0,14.17,14.17,14.17,0.0,0.0
2019-03-17,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2019-03-24,14.28,14.28,14.28,0.0,0.0,14.39,14.39,14.39,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2019-03-31,14.31,14.31,14.31,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.28,14.28,14.28,0.0,0.0
2019-04-07,14.4,14.4,14.4,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.37,14.37,14.37,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2019-04-14,14.53,14.53,14.53,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2019-04-21,14.44,14.44,14.44,0.0,0.0,14.46,14.46,14.46,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.46,14.46,14.46,0.0,0.0
2019-04-28,14.62,14.62,14.62,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.43,14.43,14.43,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-05-05,14.25,14.25,14.25,0.0,0.0,14.3,14.3,14.3,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.3,14.3,14.3,0.0,0.0
2019-05-12,14.63,14.63,14.63,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2019-05-19,14.52,14.52,14.52,0.0,0.0,14.54,14.54,14.54,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.42,14.42,14.42,0.0,0.0
2019-05-26,14.15,14.15,14.15,0.0,0.0,14.15,14.15,14.15,0.0,0.0,13.99,13.99,13.99,0.0,0.0,13.99,13.99,13.99,0.0,0.0
2019-06-02,14.11,14.11,14.11,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2019-06-09,13.86,13.86,13.86,0.0,0.0,14.01,14.01,14.01,0.0,0.0,13.86,13.86,13.86,0.0,0.0,13.93,13.93,13.93,0.0,0.0
2019-06-16,13.18,13.18,13.18,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2019-06-23,13.4,13.4,13.4,0.0,0.0,13.49,13.49,13.49,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2019-06-30,13.37,13.37,13.37,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2019-07-07,13.15,13.15,13.15,0.0,0.0,13.15,13.15,13.15,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-07-14,12.98,12.98,12.98,0.0,0.0,13.05,13.05,13.05,0.0,0.0,12.98,12.98,12.98,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2019-07-21,13.04,13.04,13.04,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.08,13.08,13.08,0.0,0.0
2019-07-28,12.66,12.66,12.66,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.66,12.66,12.66,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2019-08-04,12.39,12.39,12.39,0.0,0.0,12.39,12.39,12.39,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.34,12.34,12.34,0.0,0.0
2019-08-11,12.41,12.41,12.41,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.47,12.47,12.47,0.0,0.0
2019-08-18,12.22,12.22,12.22,0.0,0.0,12.22,12.22,12.22,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.21,12.21,12.21,0.0,0.0
2019-08-25,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0,12.18,12.18,12.18,0.0,0.0
2019-09-01,12.45,12.45,12.45,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.44,12.44,12.44,0.0,0.0
2019-09-08,12.43,12.43,12.43,0.0,0.0,12.52,12.52,12.52,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.49,12.49,12.49,0.0,0.0
2019-09-15,12.28,12.28,12.28,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2019-09-22,12.67,12.67,12.67,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2019-09-29,12.6,12.6,12.6,0.0,0.0,12.6,12.6,12.6,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-10-06,12.44,12.44,12.44,0.0,0.0,12.51,12.51,12.51,0.0,0.0,12.44,12.44,12.44,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-10-13,12.62,12.62,12.62,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.59,12.59,12.59,0.0,0.0,12.59,12.59,12.59,0.0,0.0
2019-10-20,12.58,12.58,12.58,0.0,0.0,12.58,12.58,12.58,0.0,0.0,12.54,12.54,12.54,0.0,0.0,12.54,12.54,12.54,0.0,0.0
2019-10-27,12.39,12.39,12.39,0.0,0.0,12.42,12.42,12.42,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-11-03,12.83,12.83,12.83,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2019-11-10,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2019-11-17,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.84,12.84,12.84,0.0,0.0
2019-11-24,12.8,12.8,12.8,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.8,12.8,12.8,0.0,0.0,12.8,12.8,12.8,0.0,0.0
2019-12-01,12.75,12.75,12.75,0.0,0.0,12.87,12.87,12.87,0.0,0.0,12.75,12.75,12.75,0.0,0.0,12.87,12.87,12.87,0.0,0.0
2019-12-08,12.74,12.74,12.74,0.0,0.0,12.74,12.74,12.74,0.0,0.0,12.7,12.7,12.7,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-12-15,12.62,12.62,12.62,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.62,12.62,12.62,0.0,0.0,12.62,12.62,12.62,0.0,0.0
2019-12-22,12.32,12.32,12.32,0.0,0.0,12.46,12.46,12.46,0.0,0.0,12.32,12.32,12.32,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-12-29,12.18,12.18,12.18,0.0,0.0,12.21,12.21,12.21,0.0,0.0,12.1,12.1,12.1,0.0,0.0,12.1,12.1,12.1,0.0,0.0
