Date,ISIG_Open_average,ISIG_Open_max,ISIG_Open_min,ISIG_Open_volatility,ISIG_Open_change,ISIG_High_average,ISIG_High_max,ISIG_High_min,ISIG_High_volatility,ISIG_High_change,ISIG_Low_average,ISIG_Low_max,ISIG_Low_min,ISIG_Low_volatility,ISIG_Low_change,ISIG_Close_average,ISIG_Close_max,ISIG_Close_min,ISIG_Close_volatility,ISIG_Close_change,ISIG_Volume_average,ISIG_Volume_max,ISIG_Volume_min,ISIG_Volume_volatility,ISIG_Volume_change
2018-01-14,1.342,1.4,1.25,0.1499999999999999,0.1299999999999999,1.388,1.4,1.35,0.04999999999999982,0.04999999999999982,1.294,1.33,1.21,0.1200000000000001,0.1200000000000001,1.3634,1.38,1.35,0.029999999999999805,0.0,444134,1532814,60658,1472156,-1472156
2018-01-21,1.3496000000000001,1.37,1.337,0.03300000000000014,-0.010000000000000009,1.374,1.43,1.35,0.07999999999999985,0.0,1.3244,1.331,1.311,0.020000000000000018,0.010000000000000009,1.356,1.37,1.35,0.020000000000000018,-0.010000000000000009,118429,310315,41596,268719,8012
2018-01-28,1.312,1.36,1.27,0.09000000000000008,-0.09000000000000008,1.324,1.36,1.28,0.08000000000000007,-0.08000000000000007,1.2731999999999999,1.305,1.2109999999999999,0.09400000000000008,-0.09400000000000008,1.2928,1.33,1.224,0.1060000000000001,-0.1060000000000001,63994,89053,42088,46965,-46965
2018-02-04,1.206,1.2590000000000001,1.17,0.08900000000000019,-0.030000000000000027,1.2578,1.3,1.23,0.07000000000000006,-0.030000000000000027,1.1838,1.218,1.14,0.07800000000000007,-0.040000000000000036,1.22,1.27,1.19,0.08000000000000007,-0.040000000000000036,35012,56254,15879,40375,-36428
2018-02-11,1.2149999999999999,1.26,1.19,0.07000000000000006,0.07000000000000006,1.245,1.27,1.23,0.040000000000000036,0.040000000000000036,1.1925,1.21,1.18,0.030000000000000027,0.020000000000000018,1.2075,1.24,1.19,0.050000000000000044,0.050000000000000044,21050,29745,13651,16094,9761
2018-02-18,1.248,1.25,1.24,0.010000000000000009,0.0,1.2676,1.27,1.26,0.010000000000000009,0.010000000000000009,1.2318,1.25,1.202,0.04800000000000004,0.04800000000000004,1.2429999999999999,1.255,1.23,0.02499999999999991,0.020000000000000018,23969,61624,11929,49695,-49065
2018-02-25,1.269,1.3,1.25,0.050000000000000044,0.04500000000000015,1.2922,1.339,1.27,0.06899999999999995,0.020000000000000018,1.248,1.27,1.24,0.030000000000000027,0.030000000000000027,1.272,1.32,1.24,0.08000000000000007,0.030000000000000027,34792,76929,12678,64251,-17202
2018-03-04,1.302,1.339,1.271,0.06800000000000006,0.020000000000000018,1.3316000000000001,1.34,1.32,0.020000000000000018,-0.010000000000000009,1.2752,1.291,1.263,0.028000000000000025,-0.007000000000000117,1.2982,1.32,1.27,0.050000000000000044,0.050000000000000044,16841,25835,7704,18131,6324
2018-03-11,1.5338,1.749,1.3,0.44900000000000007,0.44900000000000007,1.6598,1.82,1.33,0.49,0.41900000000000004,1.4822,1.62,1.26,0.3600000000000001,0.3600000000000001,1.5879999999999999,1.7,1.27,0.42999999999999994,0.41999999999999993,314575,1113407,12873,1100534,38079
2018-03-18,1.6502,1.68,1.63,0.050000000000000044,-0.02100000000000013,1.676,1.7,1.65,0.050000000000000044,-0.030000000000000027,1.6181999999999999,1.65,1.58,0.06999999999999984,-0.06999999999999984,1.656,1.69,1.64,0.050000000000000044,-0.030000000000000027,28888,44726,11159,33567,-33567
2018-03-25,1.6125,1.65,1.57,0.07999999999999985,-0.04999999999999982,1.6424999999999998,1.65,1.63,0.020000000000000018,0.0,1.54125,1.57,1.52,0.050000000000000044,-0.015000000000000124,1.585,1.62,1.53,0.09000000000000008,0.010000000000000009,52213,87307,11135,76172,76172
2018-04-01,1.714,1.97,1.61,0.3599999999999999,0.3400000000000001,1.8378,2.1,1.65,0.4500000000000002,0.38900000000000023,1.682,1.91,1.6,0.30999999999999983,0.2999999999999998,1.752,2.0,1.61,0.3899999999999999,0.3899999999999999,94694,275275,10019,265256,118468
2018-04-08,2.038,2.1,2.02,0.08000000000000007,-0.009999999999999787,2.11,2.16,2.03,0.13000000000000034,-0.050000000000000266,1.976,2.02,1.91,0.1100000000000001,0.07000000000000006,2.034,2.07,2.02,0.04999999999999982,0.0,68715,105739,26338,79401,-44859
2018-04-15,2.122,2.23,2.0,0.22999999999999998,0.22999999999999998,2.228,2.4,2.05,0.3500000000000001,0.18000000000000016,2.056,2.18,1.98,0.20000000000000018,0.020000000000000018,2.1408,2.23,2.03,0.20000000000000018,0.11400000000000032,122643,280894,16053,264841,71918
2018-04-22,2.124,2.16,2.07,0.0900000000000003,-0.020000000000000018,2.1966,2.26,2.153,0.10699999999999976,-0.07999999999999963,2.062,2.08,2.05,0.03000000000000025,0.028999999999999915,2.14,2.16,2.08,0.08000000000000007,0.0,14339,24028,8040,15988,-5135
2018-04-29,1.8639999999999999,2.15,1.7,0.44999999999999996,-0.44999999999999996,1.9156,2.1790000000000003,1.75,0.42900000000000027,-0.41900000000000026,1.7362,2.06,1.62,0.43999999999999995,-0.42000000000000015,1.782,2.11,1.68,0.42999999999999994,-0.42999999999999994,92623,259585,18954,240631,50213
2018-05-06,1.668,1.74,1.62,0.11999999999999988,-0.029999999999999805,1.6984,1.74,1.66,0.08000000000000007,-0.04800000000000004,1.6312,1.65,1.6,0.04999999999999982,-0.04999999999999982,1.657,1.695,1.62,0.07499999999999996,-0.07499999999999996,19390,34791,6151,28640,-28640
2018-05-13,1.5972000000000002,1.62,1.556,0.06400000000000006,0.0,1.6316000000000002,1.6880000000000002,1.59,0.09800000000000009,0.028000000000000247,1.572,1.62,1.55,0.07000000000000006,0.040000000000000036,1.594,1.63,1.55,0.07999999999999985,0.019999999999999796,12465,28024,3127,24897,1557
2018-05-20,1.75,1.89,1.63,0.26,0.26,1.822,1.909,1.679,0.22999999999999998,0.22999999999999998,1.72025,1.831,1.63,0.20100000000000007,0.20100000000000007,1.8,1.88,1.66,0.21999999999999997,0.21999999999999997,52749,85116,28549,56567,35074
2018-05-27,1.83,1.88,1.8,0.07999999999999985,-0.07999999999999985,1.8801999999999999,1.89,1.87,0.019999999999999796,-0.001000000000000112,1.7828,1.83,1.71,0.1200000000000001,-0.07000000000000006,1.824,1.84,1.8,0.040000000000000036,-0.040000000000000036,27600,52533,6818,45715,-797
2018-06-03,1.796,1.8,1.78,0.020000000000000018,0.0,1.862,1.88,1.83,0.04999999999999982,0.0,1.77,1.8,1.71,0.09000000000000008,-0.010000000000000009,1.792,1.88,1.72,0.15999999999999992,0.07999999999999985,10526,17468,4318,13150,-2808
2018-06-10,1.782,1.83,1.73,0.10000000000000009,-0.10000000000000009,1.8072000000000001,1.84,1.78,0.06000000000000005,-0.03699999999999992,1.7522,1.8,1.72,0.08000000000000007,-0.08000000000000007,1.758,1.8,1.72,0.08000000000000007,-0.08000000000000007,28508,50796,14407,36389,-1552
2018-06-17,1.712,1.73,1.69,0.040000000000000036,-0.020000000000000018,1.728,1.75,1.71,0.040000000000000036,-0.040000000000000036,1.6718,1.7,1.65,0.050000000000000044,-0.010999999999999899,1.6878,1.72,1.66,0.06000000000000005,-0.020999999999999908,14965,22789,7759,15030,-15030
