Date,iShares 1-3 Year Treasury Bond_Open_average,iShares 1-3 Year Treasury Bond_Open_max,iShares 1-3 Year Treasury Bond_Open_min,iShares 1-3 Year Treasury Bond_Open_volatility,iShares 1-3 Year Treasury Bond_Open_change,iShares 1-3 Year Treasury Bond_High_average,iShares 1-3 Year Treasury Bond_High_max,iShares 1-3 Year Treasury Bond_High_min,iShares 1-3 Year Treasury Bond_High_volatility,iShares 1-3 Year Treasury Bond_High_change,iShares 1-3 Year Treasury Bond_Low_average,iShares 1-3 Year Treasury Bond_Low_max,iShares 1-3 Year Treasury Bond_Low_min,iShares 1-3 Year Treasury Bond_Low_volatility,iShares 1-3 Year Treasury Bond_Low_change,iShares 1-3 Year Treasury Bond_Close_average,iShares 1-3 Year Treasury Bond_Close_max,iShares 1-3 Year Treasury Bond_Close_min,iShares 1-3 Year Treasury Bond_Close_volatility,iShares 1-3 Year Treasury Bond_Close_change
2018-01-14,83.7,83.7,83.7,0.0,0.0,83.71,83.71,83.71,0.0,0.0,83.66,83.66,83.66,0.0,0.0,83.71,83.71,83.71,0.0,0.0
2018-01-21,83.71,83.71,83.71,0.0,0.0,83.71,83.71,83.71,0.0,0.0,83.62,83.62,83.62,0.0,0.0,83.63,83.63,83.63,0.0,0.0
2018-01-28,83.48,83.48,83.48,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.44,83.44,83.44,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2018-02-04,83.54,83.54,83.54,0.0,0.0,83.7,83.7,83.7,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2018-02-11,83.37,83.37,83.37,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.37,83.37,83.37,0.0,0.0,83.44,83.44,83.44,0.0,0.0
2018-02-18,83.47,83.47,83.47,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.45,83.45,83.45,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2018-02-25,83.45,83.45,83.45,0.0,0.0,83.45,83.45,83.45,0.0,0.0,83.4,83.4,83.4,0.0,0.0,83.43,83.43,83.43,0.0,0.0
2018-03-04,83.39,83.39,83.39,0.0,0.0,83.43,83.43,83.43,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.39,83.39,83.39,0.0,0.0
2018-03-11,83.45,83.45,83.45,0.0,0.0,83.45,83.45,83.45,0.0,0.0,83.41,83.41,83.41,0.0,0.0,83.41,83.41,83.41,0.0,0.0
2018-03-18,83.48,83.48,83.48,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2018-03-25,83.5,83.5,83.5,0.0,0.0,83.56,83.56,83.56,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.56,83.56,83.56,0.0,0.0
2018-04-01,83.47,83.47,83.47,0.0,0.0,83.49,83.49,83.49,0.0,0.0,83.44,83.44,83.44,0.0,0.0,83.49,83.49,83.49,0.0,0.0
2018-04-08,83.37,83.37,83.37,0.0,0.0,83.39,83.39,83.39,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.37,83.37,83.37,0.0,0.0
2018-04-15,83.27,83.27,83.27,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.26,83.26,83.26,0.0,0.0
2018-04-22,83.27,83.27,83.27,0.0,0.0,83.3,83.3,83.3,0.0,0.0,83.27,83.27,83.27,0.0,0.0,83.3,83.3,83.3,0.0,0.0
2018-04-29,83.22,83.22,83.22,0.0,0.0,83.24,83.24,83.24,0.0,0.0,83.18,83.18,83.18,0.0,0.0,83.19,83.19,83.19,0.0,0.0
2018-05-06,83.18,83.18,83.18,0.0,0.0,83.18,83.18,83.18,0.0,0.0,83.16,83.16,83.16,0.0,0.0,83.16,83.16,83.16,0.0,0.0
2018-05-13,83.18,83.18,83.18,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.17,83.17,83.17,0.0,0.0,83.17,83.17,83.17,0.0,0.0
2018-05-20,83.35,83.35,83.35,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.36,83.36,83.36,0.0,0.0
2018-05-27,83.28,83.28,83.28,0.0,0.0,83.3,83.3,83.3,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2018-06-03,83.28,83.28,83.28,0.0,0.0,83.31,83.31,83.31,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.28,83.28,83.28,0.0,0.0
2018-06-10,83.24,83.24,83.24,0.0,0.0,83.27,83.27,83.27,0.0,0.0,83.23,83.23,83.23,0.0,0.0,83.24,83.24,83.24,0.0,0.0
2018-06-17,83.3,83.3,83.3,0.0,0.0,83.31,83.31,83.31,0.0,0.0,83.28,83.28,83.28,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2018-06-24,83.36,83.36,83.36,0.0,0.0,83.38,83.38,83.38,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.37,83.37,83.37,0.0,0.0
2018-07-01,83.27,83.27,83.27,0.0,0.0,83.27,83.27,83.27,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2018-07-08,83.25,83.25,83.25,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.23,83.23,83.23,0.0,0.0,83.25,83.25,83.25,0.0,0.0
2018-07-15,83.28,83.28,83.28,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.24,83.24,83.24,0.0,0.0,83.25,83.25,83.25,0.0,0.0
2018-07-22,83.19,83.19,83.19,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.18,83.18,83.18,0.0,0.0,83.19,83.19,83.19,0.0,0.0
2018-07-29,83.1,83.1,83.1,0.0,0.0,83.14,83.14,83.14,0.0,0.0,83.1,83.1,83.1,0.0,0.0,83.12,83.12,83.12,0.0,0.0
2018-08-05,83.22,83.22,83.22,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.25,83.25,83.25,0.0,0.0
2018-08-12,83.27,83.27,83.27,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.28,83.28,83.28,0.0,0.0
2018-08-19,83.29,83.29,83.29,0.0,0.0,83.33,83.33,83.33,0.0,0.0,83.29,83.29,83.29,0.0,0.0,83.33,83.33,83.33,0.0,0.0
2018-08-26,83.34,83.34,83.34,0.0,0.0,83.35,83.35,83.35,0.0,0.0,83.33,83.33,83.33,0.0,0.0,83.34,83.34,83.34,0.0,0.0
2018-09-02,83.17,83.17,83.17,0.0,0.0,83.17,83.17,83.17,0.0,0.0,83.13,83.13,83.13,0.0,0.0,83.13,83.13,83.13,0.0,0.0
2018-09-09,83.05,83.05,83.05,0.0,0.0,83.08,83.08,83.08,0.0,0.0,83.05,83.05,83.05,0.0,0.0,83.07,83.07,83.07,0.0,0.0
2018-09-16,83.03,83.03,83.03,0.0,0.0,83.06,83.06,83.06,0.0,0.0,83.02,83.02,83.02,0.0,0.0,83.03,83.03,83.03,0.0,0.0
2018-09-23,83.09,83.09,83.09,0.0,0.0,83.11,83.11,83.11,0.0,0.0,83.09,83.09,83.09,0.0,0.0,83.09,83.09,83.09,0.0,0.0
2018-09-30,82.88,82.88,82.88,0.0,0.0,82.89,82.89,82.89,0.0,0.0,82.86,82.86,82.86,0.0,0.0,82.89,82.89,82.89,0.0,0.0
2018-10-07,82.98,82.98,82.98,0.0,0.0,83.01,83.01,83.01,0.0,0.0,82.95,82.95,82.95,0.0,0.0,82.95,82.95,82.95,0.0,0.0
2018-10-14,82.99,82.99,82.99,0.0,0.0,82.99,82.99,82.99,0.0,0.0,82.94,82.94,82.94,0.0,0.0,82.95,82.95,82.95,0.0,0.0
2018-10-21,83.14,83.14,83.14,0.0,0.0,83.19,83.19,83.19,0.0,0.0,83.12,83.12,83.12,0.0,0.0,83.13,83.13,83.13,0.0,0.0
2018-10-28,82.93,82.93,82.93,0.0,0.0,82.94,82.94,82.94,0.0,0.0,82.88,82.88,82.88,0.0,0.0,82.88,82.88,82.88,0.0,0.0
2018-11-04,82.86,82.86,82.86,0.0,0.0,82.92,82.92,82.92,0.0,0.0,82.86,82.86,82.86,0.0,0.0,82.89,82.89,82.89,0.0,0.0
2018-11-11,83.12,83.12,83.12,0.0,0.0,83.14,83.14,83.14,0.0,0.0,83.1,83.1,83.1,0.0,0.0,83.12,83.12,83.12,0.0,0.0
2018-11-18,83.2,83.2,83.2,0.0,0.0,83.2,83.2,83.2,0.0,0.0,83.15,83.15,83.15,0.0,0.0,83.15,83.15,83.15,0.0,0.0
2018-11-25,83.22,83.22,83.22,0.0,0.0,83.27,83.27,83.27,0.0,0.0,83.21,83.21,83.21,0.0,0.0,83.25,83.25,83.25,0.0,0.0
2018-12-02,83.19,83.19,83.19,0.0,0.0,83.28,83.28,83.28,0.0,0.0,83.18,83.18,83.18,0.0,0.0,83.27,83.27,83.27,0.0,0.0
2018-12-09,83.27,83.27,83.27,0.0,0.0,83.32,83.32,83.32,0.0,0.0,83.26,83.26,83.26,0.0,0.0,83.31,83.31,83.31,0.0,0.0
2018-12-16,83.33,83.33,83.33,0.0,0.0,83.39,83.39,83.39,0.0,0.0,83.32,83.32,83.32,0.0,0.0,83.39,83.39,83.39,0.0,0.0
2018-12-23,83.51,83.51,83.51,0.0,0.0,83.59,83.59,83.59,0.0,0.0,83.5,83.5,83.5,0.0,0.0,83.59,83.59,83.59,0.0,0.0
2018-12-30,83.67,83.67,83.67,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.62,83.62,83.62,0.0,0.0,83.62,83.62,83.62,0.0,0.0
2019-01-06,83.61,83.61,83.61,0.0,0.0,83.63,83.63,83.63,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.61,83.61,83.61,0.0,0.0
2019-01-13,83.58,83.58,83.58,0.0,0.0,83.59,83.59,83.59,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.54,83.54,83.54,0.0,0.0
2019-01-20,83.63,83.63,83.63,0.0,0.0,83.64,83.64,83.64,0.0,0.0,83.59,83.59,83.59,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2019-01-27,83.64,83.64,83.64,0.0,0.0,83.66,83.66,83.66,0.0,0.0,83.58,83.58,83.58,0.0,0.0,83.58,83.58,83.58,0.0,0.0
2019-02-03,83.73,83.73,83.73,0.0,0.0,83.75,83.75,83.75,0.0,0.0,83.71,83.71,83.71,0.0,0.0,83.71,83.71,83.71,0.0,0.0
2019-02-10,83.7,83.7,83.7,0.0,0.0,83.7,83.7,83.7,0.0,0.0,83.68,83.68,83.68,0.0,0.0,83.68,83.68,83.68,0.0,0.0
2019-02-17,83.72,83.72,83.72,0.0,0.0,83.78,83.78,83.78,0.0,0.0,83.72,83.72,83.72,0.0,0.0,83.76,83.76,83.76,0.0,0.0
2019-02-24,83.56,83.56,83.56,0.0,0.0,83.57,83.57,83.57,0.0,0.0,83.52,83.52,83.52,0.0,0.0,83.54,83.54,83.54,0.0,0.0
2019-03-03,83.71,83.71,83.71,0.0,0.0,83.74,83.74,83.74,0.0,0.0,83.69,83.69,83.69,0.0,0.0,83.73,83.73,83.73,0.0,0.0
