Date,PCARStock_Open_average,PCARStock_Open_max,PCARStock_Open_min,PCARStock_Open_volatility,PCARStock_Open_change,PCARStock_High_average,PCARStock_High_max,PCARStock_High_min,PCARStock_High_volatility,PCARStock_High_change,PCARStock_Low_average,PCARStock_Low_max,PCARStock_Low_min,PCARStock_Low_volatility,PCARStock_Low_change,PCARStock_Close_average,PCARStock_Close_max,PCARStock_Close_min,PCARStock_Close_volatility,PCARStock_Close_change,PCARStock_Volume_average,PCARStock_Volume_max,PCARStock_Volume_min,PCARStock_Volume_volatility,PCARStock_Volume_change
2018-01-14,76.515,76.67,76.4,0.269999999999996,0.15000000000000568,77.175,77.64,76.8,0.8400000000000034,0.8400000000000034,75.9875,76.42,75.5,0.9200000000000017,0.9200000000000017,76.605,77.51,75.97,1.5400000000000063,1.5400000000000063,2035359,3014603,1493387,1521216,-1052559
2018-01-21,77.7,78.41,77.32,1.0900000000000034,0.07000000000000739,78.24,78.79,77.63,1.1600000000000108,1.0500000000000114,77.04599999999999,77.54,76.71,0.8300000000000125,0.3100000000000023,77.844,78.71,77.22,1.4899999999999949,1.0699999999999932,2003440,2565676,1081747,1483929,-389550
2018-01-28,75.906,78.4,74.04,4.359999999999999,-4.040000000000006,76.622,79.69,74.57,5.1200000000000045,-5.1200000000000045,74.128,78.25,72.06,6.189999999999998,-5.769999999999996,75.324,79.0,72.6,6.400000000000006,-6.400000000000006,3333573,5874592,1944732,3929860,-1720929
2018-02-04,69.17999999999999,72.6,67.47,5.1299999999999955,-5.049999999999997,70.242,72.95,68.12,4.829999999999998,-4.829999999999998,67.488,69.19,65.31,3.8799999999999955,-3.8799999999999955,68.484,70.05,66.98,3.069999999999993,-1.7000000000000028,2961768,3268907,2382083,886824,-508150
2018-02-11,68.288,69.49,67.5,1.9899999999999949,0.7099999999999937,69.166,69.71,68.29,1.4199999999999875,0.5300000000000011,67.72200000000001,68.29,67.17,1.1200000000000045,0.5400000000000063,68.652,69.12,68.14,0.980000000000004,0.5400000000000063,2018643,2681993,1298077,1383916,551951
2018-02-18,69.56,70.97,68.39,2.5799999999999983,2.5799999999999983,70.4825,71.34,69.17,2.1700000000000017,2.1700000000000017,69.2925,70.43,68.16,2.2700000000000102,2.2700000000000102,69.9825,71.32,68.99,2.3299999999999983,2.3299999999999983,2195548,2781453,1682892,1098561,493865
2018-02-25,71.044,71.68,68.74,2.940000000000012,-2.940000000000012,71.444,72.4,69.1,3.3000000000000114,-2.7700000000000102,69.67399999999999,71.05,66.47,4.579999999999998,-4.359999999999999,70.12,71.59,67.19,4.400000000000006,-4.359999999999999,4464375,7541799,2137198,5404601,1128102
2018-03-04,68.658,70.09,66.73,3.3599999999999994,1.8100000000000023,69.47,70.55,68.97,1.5799999999999983,0.4000000000000057,67.94800000000001,69.37,66.68,2.6899999999999977,1.5,69.00399999999999,69.91,68.16,1.75,0.2599999999999909,4043392,6146426,2045831,4100595,1493956
2018-03-11,67.618,69.26,66.39,2.8700000000000045,-2.410000000000011,68.116,69.26,66.9,2.3599999999999994,-1.1700000000000017,66.694,67.4,66.13,1.2700000000000102,-0.7700000000000102,67.20599999999999,67.74,66.35,1.3900000000000006,0.0,3377501,6264016,1983783,4280233,3053600
2018-03-18,65.852,66.42,64.59,1.8299999999999983,-1.3299999999999983,66.488,67.46,65.19,2.269999999999996,-1.4300000000000068,64.97800000000001,66.23,62.82,3.4100000000000037,-2.6399999999999935,65.304,66.82,62.94,3.8799999999999955,-3.210000000000008,2124527,2601192,1514818,1086374,22980
2018-03-25,64.5975,65.25,64.06,1.1899999999999977,0.7399999999999949,65.565,66.6,65.0,1.5999999999999943,1.509999999999991,63.96,64.67,63.57,1.1000000000000014,0.8700000000000045,64.8925,66.17,63.88,2.289999999999999,1.1500000000000057,2589572,2905984,2404227,501757,501757
2018-04-01,66.188,67.93,64.47,3.460000000000008,1.970000000000013,67.404,69.03,65.8,3.230000000000004,2.5999999999999943,65.008,67.46,63.35,4.109999999999992,2.249999999999993,66.41,68.34,64.41,3.930000000000007,1.8500000000000085,2930060,3856332,2264302,1592030,-395869
2018-04-08,67.358,68.68,66.83,1.8500000000000085,1.8500000000000085,67.99,68.68,66.9,1.7800000000000011,1.7800000000000011,66.68,67.54,65.43,2.1099999999999994,2.1099999999999994,67.27,68.18,65.53,2.6500000000000057,2.3400000000000034,1906176,2454579,1588582,865997,-864829
2018-04-15,69.852,70.44,68.55,1.8900000000000006,1.2999999999999972,70.492,71.58,69.78,1.7999999999999972,0.23999999999999488,69.1,70.02,68.18,1.8399999999999892,0.5999999999999943,69.792,70.88,69.18,1.6999999999999886,-0.3399999999999892,2322957,2523365,2171334,352031,-160720
2018-04-22,66.628,70.11,64.19,5.920000000000002,-5.060000000000002,67.384,71.4,64.75,6.650000000000006,-5.159999999999997,64.734,69.06,63.4,5.660000000000004,-5.140000000000001,65.58,69.41,64.26,5.1499999999999915,-5.0,3289168,5575544,1448889,4126655,-847277
2018-04-29,62.914,64.75,61.85,2.8999999999999986,-2.530000000000001,63.796,64.85,62.85,1.999999999999993,-0.6799999999999926,61.782,63.65,60.36,3.289999999999999,-1.9299999999999997,63.172,63.8,62.17,1.6299999999999955,0.12999999999999545,2492347,3400833,1812911,1587922,-470135
2018-05-06,64.222,64.57,63.85,0.7199999999999918,-0.0899999999999963,64.61,64.78,64.41,0.37000000000000455,-0.37000000000000455,63.598,63.94,63.16,0.7800000000000011,-0.7800000000000011,64.07,64.5,63.76,0.740000000000002,-0.7100000000000009,1922489,2403139,1551368,851771,564465
2018-05-13,63.638,64.46,62.81,1.6499999999999915,0.9699999999999918,64.416,65.3,63.66,1.6400000000000006,1.3699999999999974,63.384,64.11,62.73,1.3800000000000026,1.0600000000000023,63.984,65.01,63.19,1.8200000000000074,1.8200000000000074,1699269,2615430,1224461,1390969,-1221391
2018-05-20,65.456,66.25,65.15,1.0999999999999943,-0.3199999999999932,65.97,66.75,65.44,1.3100000000000023,-1.0700000000000074,64.778,65.7,64.3,1.4000000000000057,-0.7600000000000051,65.342,66.01,64.64,1.3700000000000045,-1.3700000000000045,1316142,1574624,951461,623163,-339541
2018-05-27,63.4375,64.05,62.63,1.4199999999999946,-1.4199999999999946,64.075,64.62,63.4,1.220000000000006,-1.1000000000000014,62.715,63.54,61.64,1.8999999999999986,-0.4199999999999946,63.245,64.27,62.23,2.039999999999999,-0.5399999999999991,2154327,3931033,1518663,2412370,120007
2018-06-03,64.466,65.48,63.05,2.430000000000007,2.0799999999999983,65.016,65.67,63.7,1.9699999999999989,1.7000000000000028,63.96,64.7,62.76,1.9400000000000048,1.9400000000000048,64.644,65.49,63.08,2.4099999999999966,2.180000000000007,1797862,2651268,1335376,1315892,-1613
2018-06-10,64.80799999999999,65.59,63.85,1.740000000000002,-1.249999999999993,65.206,65.9,64.35,1.5500000000000114,-1.3700000000000045,64.026,65.02,62.55,2.469999999999999,-2.469999999999999,64.514,65.6,63.76,1.8399999999999963,-1.5999999999999943,1674224,3302747,1153975,2148772,2148772
2018-06-17,62.748,63.51,62.09,1.4199999999999946,-1.4199999999999946,62.986,64.02,62.33,1.6899999999999977,-1.499999999999993,62.018,63.07,60.97,2.1000000000000014,-1.4799999999999969,62.492,63.58,61.51,2.0700000000000003,-1.4699999999999989,1937502,2653043,1444790,1208253,1208253
2018-06-24,61.928,62.29,61.47,0.8200000000000003,0.09999999999999432,62.78,63.2,62.28,0.9200000000000017,0.14999999999999858,61.572,61.82,61.22,0.6000000000000014,0.6000000000000014,62.012,62.16,61.76,0.3999999999999986,-0.17999999999999972,1967946,3240510,1244632,1995878,-1525449
2018-07-01,60.71,61.24,60.29,0.9500000000000028,0.39000000000000057,61.1,61.56,60.81,0.75,0.10999999999999943,59.9675,60.13,59.82,0.3100000000000023,0.21000000000000085,60.5775,60.91,59.96,0.9499999999999957,0.04999999999999716,1836251,2199449,1091242,1108207,-288544
2018-07-08,61.788,62.64,61.08,1.5600000000000023,0.7100000000000009,62.488,63.71,61.91,1.8000000000000043,1.7199999999999989,61.31,61.99,60.83,1.1600000000000037,0.9600000000000009,62.164,63.45,61.22,2.230000000000004,1.6099999999999994,1588897,2225769,1034461,1191308,3128
2018-07-15,62.866,63.5,62.05,1.4500000000000028,-0.28999999999999915,63.564,64.14,63.23,0.9100000000000037,-0.28000000000000114,62.352000000000004,62.63,62.05,0.5800000000000054,0.23000000000000398,63.078,63.45,62.57,0.8800000000000026,0.17999999999999972,1935712,2556087,1527344,1028743,-134399
