Date,UUU_stock_Open_average,UUU_stock_Open_max,UUU_stock_Open_min,UUU_stock_Open_volatility,UUU_stock_Open_change,UUU_stock_High_average,UUU_stock_High_max,UUU_stock_High_min,UUU_stock_High_volatility,UUU_stock_High_change,UUU_stock_Low_average,UUU_stock_Low_max,UUU_stock_Low_min,UUU_stock_Low_volatility,UUU_stock_Low_change,UUU_stock_Close_average,UUU_stock_Close_max,UUU_stock_Close_min,UUU_stock_Close_volatility,UUU_stock_Close_change,UUU_stock_Volume_average,UUU_stock_Volume_max,UUU_stock_Volume_min,UUU_stock_Volume_volatility,UUU_stock_Volume_change
2018-01-14,1.6375,1.7,1.6,0.09999999999999987,0.050000000000000044,1.6749999999999998,1.75,1.65,0.10000000000000009,0.10000000000000009,1.6375,1.7,1.6,0.09999999999999987,0.050000000000000044,1.6624999999999999,1.7,1.65,0.050000000000000044,0.050000000000000044,1042,2042,330,1712,644
2018-01-21,1.76,1.85,1.65,0.20000000000000018,0.15000000000000013,1.88,2.15,1.75,0.3999999999999999,0.050000000000000044,1.71,1.75,1.65,0.10000000000000009,0.10000000000000009,1.765,1.8,1.7,0.10000000000000009,0.050000000000000044,8631,26495,254,26241,-3241
2018-01-28,1.66,1.8,1.55,0.25,-0.25,1.6942,1.8,1.55,0.25,-0.25,1.5898,1.75,1.45,0.30000000000000004,-0.30000000000000004,1.6066,1.75,1.5,0.25,-0.23699999999999988,5682,12924,5,12919,561
2018-02-04,1.45,1.5,1.4,0.10000000000000009,0.050000000000000044,1.4942,1.55,1.45,0.10000000000000009,-0.050000000000000044,1.42,1.45,1.4,0.050000000000000044,-0.050000000000000044,1.462,1.5,1.44,0.06000000000000005,-0.0009999999999998899,1848,3582,405,3177,-1972
2018-02-11,1.4,1.45,1.35,0.09999999999999987,-0.050000000000000044,1.43,1.45,1.4,0.050000000000000044,0.0,1.39,1.4,1.35,0.04999999999999982,0.0,1.4102,1.45,1.4,0.050000000000000044,0.050000000000000044,1960,3833,300,3533,1800
2018-02-18,1.3625,1.5,1.25,0.25,0.1499999999999999,1.4500000000000002,1.6,1.35,0.25,0.1499999999999999,1.25,1.45,1.15,0.30000000000000004,0.30000000000000004,1.375,1.5,1.2,0.30000000000000004,0.19999999999999996,12932,20587,4787,15800,-15800
2018-02-25,1.37,1.5,1.3,0.19999999999999996,-0.19999999999999996,1.39,1.5,1.3,0.19999999999999996,-0.19999999999999996,1.275,1.3,1.25,0.050000000000000044,0.050000000000000044,1.295,1.4,1.25,0.1499999999999999,0.050000000000000044,2991,9747,27,9720,-9720
2018-03-04,1.33,1.35,1.3,0.050000000000000044,0.050000000000000044,1.4400000000000002,1.6,1.35,0.25,0.25,1.3186,1.35,1.3,0.050000000000000044,0.050000000000000044,1.3786,1.5,1.3,0.19999999999999996,0.1499999999999999,2891,7239,1,7238,6277
2018-03-11,1.51,1.6,1.45,0.15000000000000013,-0.050000000000000044,1.5802,1.6,1.501,0.0990000000000002,0.0990000000000002,1.49,1.5,1.45,0.050000000000000044,-0.050000000000000044,1.5202,1.55,1.5,0.050000000000000044,0.049000000000000155,3804,17132,127,17005,322
2018-03-18,1.49,1.55,1.45,0.10000000000000009,-0.050000000000000044,1.504,1.55,1.45,0.10000000000000009,-0.07000000000000006,1.4707999999999999,1.5,1.45,0.050000000000000044,-0.050000000000000044,1.4848,1.52,1.45,0.07000000000000006,-0.07000000000000006,263,599,9,590,47
2018-03-25,1.35,1.4,1.3,0.09999999999999987,-0.09999999999999987,1.37775,1.411,1.35,0.06099999999999994,0.01100000000000012,1.33725,1.399,1.3,0.09899999999999998,-0.09899999999999998,1.365,1.411,1.3,0.11099999999999999,0.01200000000000001,1237,2234,1,2233,-1484
2018-04-01,1.3,1.35,1.25,0.10000000000000009,-0.050000000000000044,1.35,1.4,1.3,0.09999999999999987,0.0,1.29,1.3,1.25,0.050000000000000044,0.0,1.32,1.35,1.3,0.050000000000000044,0.050000000000000044,976,3675,5,3670,-3159
2018-04-08,1.55,1.65,1.4,0.25,0.15000000000000013,1.66,1.8,1.55,0.25,-0.25,1.486,1.53,1.4,0.13000000000000012,0.10000000000000009,1.5458,1.6,1.5,0.10000000000000009,-0.10000000000000009,2928,9946,488,9458,-9401
2018-04-15,1.6199999999999999,1.65,1.55,0.09999999999999987,0.09999999999999987,1.64,1.7,1.55,0.1499999999999999,0.1499999999999999,1.6199999999999999,1.65,1.55,0.09999999999999987,0.09999999999999987,1.6199999999999999,1.65,1.55,0.09999999999999987,0.09999999999999987,781,1869,144,1725,-332
2018-04-22,1.6400000000000001,1.7,1.6,0.09999999999999987,-0.09999999999999987,1.66,1.7,1.6,0.09999999999999987,-0.050000000000000044,1.596,1.63,1.55,0.07999999999999985,-0.07999999999999985,1.626,1.65,1.6,0.04999999999999982,0.020000000000000018,1757,4191,34,4157,2595
2018-04-29,1.59,1.65,1.55,0.09999999999999987,-0.09999999999999987,1.595,1.65,1.55,0.09999999999999987,-0.07499999999999996,1.56,1.6,1.5,0.10000000000000009,-0.050000000000000044,1.565,1.6,1.5,0.10000000000000009,-0.025000000000000133,842,2604,100,2504,350
2018-05-06,1.68,2.0,1.45,0.55,0.0,2.09,3.5,1.55,1.95,-0.30000000000000004,1.54,1.9,1.4,0.5,-0.15000000000000013,1.6506,2.0,1.403,0.597,-0.44700000000000006,62395,262396,3035,259361,-11357
2018-05-13,1.48,1.55,1.4,0.15000000000000013,-0.050000000000000044,1.491,1.55,1.405,0.14500000000000002,-0.09499999999999997,1.445,1.5,1.4,0.10000000000000009,-0.050000000000000044,1.446,1.5,1.405,0.09499999999999997,-0.04499999999999993,4695,13482,941,12541,-7921
