Date,PGTI_Open_average,PGTI_Open_max,PGTI_Open_min,PGTI_Open_volatility,PGTI_Open_change,PGTI_High_average,PGTI_High_max,PGTI_High_min,PGTI_High_volatility,PGTI_High_change,PGTI_Low_average,PGTI_Low_max,PGTI_Low_min,PGTI_Low_volatility,PGTI_Low_change,PGTI_Close_average,PGTI_Close_max,PGTI_Close_min,PGTI_Close_volatility,PGTI_Close_change,PGTI_Volume_average,PGTI_Volume_max,PGTI_Volume_min,PGTI_Volume_volatility,PGTI_Volume_change
2018-01-14,17.02,17.5,16.75,0.75,-0.3500000000000014,17.21,17.6,17.0,0.6000000000000014,-0.40000000000000213,16.75,16.9,16.65,0.25,0.25,16.9,17.15,16.8,0.34999999999999787,0.09999999999999787,269844,338234,197189,141045,-141045
2018-01-21,16.76,16.85,16.6,0.25,-0.25,16.830000000000002,16.9,16.75,0.14999999999999858,-0.10000000000000142,16.42,16.6,16.0,0.6000000000000014,-0.5500000000000007,16.57,16.8,16.05,0.75,-0.5999999999999979,335943,498901,224824,274077,70743
2018-01-28,15.93,16.3,15.45,0.8500000000000014,-0.5,16.276,16.7,15.65,1.049999999999999,-0.9500000000000011,15.61,15.95,14.9,1.049999999999999,-0.8499999999999996,15.84,16.35,15.0,1.3500000000000014,-1.3500000000000014,292551,340502,236233,104269,3443
2018-02-04,15.08,15.25,14.65,0.5999999999999996,0.5999999999999996,15.3,15.35,15.25,0.09999999999999964,-0.09999999999999964,14.786,14.98,14.5,0.4800000000000004,0.34999999999999964,15.129999999999999,15.25,14.95,0.3000000000000007,-0.15000000000000036,331011,435518,233145,202373,-202373
2018-02-11,15.2625,15.7,15.0,0.6999999999999993,0.34999999999999964,15.6075,15.85,15.25,0.5999999999999996,0.5999999999999996,15.1,15.35,14.9,0.4499999999999993,0.40000000000000036,15.4375,15.6,15.15,0.4499999999999993,0.4499999999999993,223954,302992,166751,136241,73169
2018-02-18,17.759999999999998,18.15,17.2,0.9499999999999993,0.9499999999999993,18.116,18.65,17.78,0.8699999999999974,0.46999999999999886,17.45,17.9,16.95,0.9499999999999993,0.8500000000000014,17.73,18.1,17.35,0.75,0.29999999999999716,637240,837576,414459,423117,-169053
2018-02-25,18.13,19.2,17.45,1.75,1.1999999999999993,18.79,19.55,17.9,1.6500000000000021,1.1000000000000014,17.79,18.65,17.35,1.2999999999999972,1.0499999999999972,18.47,19.45,17.5,1.9499999999999993,1.75,1021805,1432508,500526,931982,-748606
2018-03-04,19.35,19.55,19.0,0.5500000000000007,-0.05000000000000071,19.5,19.6,19.35,0.25,0.05000000000000071,19.04,19.25,18.75,0.5,0.5,19.29,19.4,19.15,0.25,0.15000000000000213,499600,682964,303992,378972,114560
2018-03-11,18.99,19.35,18.75,0.6000000000000014,-0.45000000000000284,19.16,19.35,18.95,0.40000000000000213,-0.40000000000000213,18.704,18.9,18.55,0.34999999999999787,-0.34999999999999787,18.83,19.0,18.65,0.3500000000000014,-0.14999999999999858,1000441,1346904,663366,683538,-683538
2018-03-18,18.62,18.75,18.45,0.3000000000000007,-0.3000000000000007,18.936,19.05,18.75,0.3000000000000007,-0.120000000000001,18.465999999999998,18.7,18.2,0.5,-0.25,18.63,18.85,18.25,0.6000000000000014,0.0,527582,717055,272578,444477,-272211
2018-03-25,18.55,18.9,18.3,0.5999999999999979,-0.25,18.725,18.9,18.45,0.4499999999999993,-0.1999999999999993,18.1375,18.2,18.05,0.14999999999999858,-0.14999999999999858,18.35,18.65,18.15,0.5,-0.15000000000000213,333323,354529,317161,37368,31727
2018-04-01,18.63,18.9,18.2,0.6999999999999993,0.6999999999999993,18.91,19.15,18.55,0.5999999999999979,0.34999999999999787,18.42,18.75,18.1,0.6499999999999986,0.1999999999999993,18.66,19.0,18.3,0.6999999999999993,-0.1999999999999993,341504,460040,294515,165525,189
2018-04-08,18.490000000000002,18.55,18.35,0.1999999999999993,-0.05000000000000071,18.669999999999998,18.8,18.45,0.3500000000000014,-0.10000000000000142,18.355999999999998,18.5,18.2,0.3000000000000007,-0.120000000000001,18.490000000000002,18.65,18.35,0.29999999999999716,-0.04999999999999716,334862,491104,178995,312109,157687
2018-04-15,18.44,18.75,17.7,1.0500000000000007,-1.0,18.63,18.95,18.2,0.75,-0.6999999999999993,18.03,18.7,17.25,1.4499999999999993,-0.6500000000000021,18.31,18.75,17.65,1.1000000000000014,-0.5,536111,887639,286868,600771,-583362
2018-04-22,17.81,18.15,17.6,0.5499999999999972,-0.34999999999999787,17.976,18.3,17.8,0.5,-0.40000000000000213,17.47,17.65,17.35,0.29999999999999716,0.0,17.65,17.85,17.45,0.40000000000000213,-0.10000000000000142,295102,469885,218252,251633,135491
2018-04-29,18.18,18.7,17.8,0.8999999999999986,0.8999999999999986,18.68,19.2,18.0,1.1999999999999993,0.8999999999999986,17.740000000000002,18.05,17.1,0.9499999999999993,0.9499999999999993,18.18,18.6,17.8,0.8000000000000007,0.3999999999999986,789613,1079518,479582,599936,-175376
2018-05-06,18.57,18.85,18.2,0.6500000000000021,0.5,18.856,19.1,18.55,0.5500000000000007,0.3000000000000007,18.44,18.65,18.2,0.4499999999999993,0.3000000000000007,18.63,18.9,18.45,0.4499999999999993,0.10000000000000142,503428,607059,329465,277594,-178508
2018-05-13,19.19,20.75,18.55,2.1999999999999993,2.1999999999999993,19.666,20.8,18.65,2.150000000000002,2.150000000000002,19.0,20.1,18.4,1.7000000000000028,1.7000000000000028,19.439999999999998,20.4,18.5,1.8999999999999986,1.6999999999999993,646515,1055474,344676,710798,266491
2018-05-20,20.3,20.5,20.1,0.3999999999999986,0.1999999999999993,20.525,20.65,20.35,0.29999999999999716,0.25,20.0875,20.2,19.95,0.25,0.25,20.3875,20.55,20.25,0.3000000000000007,0.3000000000000007,603044,811728,378741,432987,432987
2018-05-27,20.674,20.75,20.52,0.23000000000000043,0.08000000000000185,21.192,21.97,20.94,1.0299999999999976,0.0,20.464,20.55,20.35,0.1999999999999993,0.14999999999999858,20.669999999999998,20.85,20.4,0.45000000000000284,0.15000000000000213,649311,891230,393219,498011,-325363
2018-06-03,20.94,21.05,20.85,0.1999999999999993,0.15000000000000213,21.17,21.35,21.0,0.3500000000000014,0.3000000000000007,20.8,21.05,20.65,0.40000000000000213,0.3500000000000014,20.99,21.15,20.8,0.34999999999999787,0.34999999999999787,368906,476759,226877,249882,-92580
2018-06-10,20.900000000000002,21.35,20.1,1.25,-0.10000000000000142,21.28,21.8,20.8,1.0,0.3000000000000007,20.656,21.1,19.7,1.4000000000000021,0.10000000000000142,21.11,21.6,20.55,1.0500000000000007,0.10000000000000142,513730,943013,266526,676487,666008
