Date,Schwab US Small-Cap_Open_average,Schwab US Small-Cap_Open_max,Schwab US Small-Cap_Open_min,Schwab US Small-Cap_Open_volatility,Schwab US Small-Cap_Open_change,Schwab US Small-Cap_High_average,Schwab US Small-Cap_High_max,Schwab US Small-Cap_High_min,Schwab US Small-Cap_High_volatility,Schwab US Small-Cap_High_change,Schwab US Small-Cap_Low_average,Schwab US Small-Cap_Low_max,Schwab US Small-Cap_Low_min,Schwab US Small-Cap_Low_volatility,Schwab US Small-Cap_Low_change,Schwab US Small-Cap_Close_average,Schwab US Small-Cap_Close_max,Schwab US Small-Cap_Close_min,Schwab US Small-Cap_Close_volatility,Schwab US Small-Cap_Close_change
2019-09-15,71.11,71.11,71.11,0.0,0.0,71.62,71.62,71.62,0.0,0.0,70.98,70.98,70.98,0.0,0.0,71.38,71.38,71.38,0.0,0.0
2019-09-22,69.65,69.65,69.65,0.0,0.0,70.04,70.04,70.04,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.73,69.73,69.73,0.0,0.0
2019-09-29,68.42,68.42,68.42,0.0,0.0,68.96,68.96,68.96,0.0,0.0,68.17,68.17,68.17,0.0,0.0,68.42,68.42,68.42,0.0,0.0
2019-10-06,68.93,68.93,68.93,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.56,68.56,68.56,0.0,0.0,68.85,68.85,68.85,0.0,0.0
2019-10-13,70.65,70.65,70.65,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.64,70.64,70.64,0.0,0.0,70.73,70.73,70.73,0.0,0.0
2019-10-20,71.48,71.48,71.48,0.0,0.0,72.03,72.03,72.03,0.0,0.0,71.48,71.48,71.48,0.0,0.0,71.68,71.68,71.68,0.0,0.0
2019-10-27,72.86,72.86,72.86,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.61,72.61,72.61,0.0,0.0,72.81,72.81,72.81,0.0,0.0
2019-11-03,72.56,72.56,72.56,0.0,0.0,72.93,72.93,72.93,0.0,0.0,72.5,72.5,72.5,0.0,0.0,72.77,72.77,72.77,0.0,0.0
2019-11-10,72.85,72.85,72.85,0.0,0.0,72.85,72.85,72.85,0.0,0.0,72.52,72.52,72.52,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2019-11-17,72.9,72.9,72.9,0.0,0.0,73.98,73.98,73.98,0.0,0.0,72.81,72.81,72.81,0.0,0.0,73.9,73.9,73.9,0.0,0.0
2019-11-24,74.12,74.12,74.12,0.0,0.0,74.12,74.12,74.12,0.0,0.0,73.18,73.18,73.18,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2019-12-01,74.33,74.33,74.33,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.14,74.14,74.14,0.0,0.0,74.18,74.18,74.18,0.0,0.0
2019-12-08,74.81,74.81,74.81,0.0,0.0,75.17,75.17,75.17,0.0,0.0,74.64,74.64,74.64,0.0,0.0,74.76,74.76,74.76,0.0,0.0
2019-12-15,75.93,75.93,75.93,0.0,0.0,75.93,75.93,75.93,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.91,75.91,75.91,0.0,0.0
2019-12-22,75.77,75.77,75.77,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.16,75.16,75.16,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2019-12-29,74.86,74.86,74.86,0.0,0.0,75.56,75.56,75.56,0.0,0.0,74.75,74.75,74.75,0.0,0.0,75.41,75.41,75.41,0.0,0.0
