Date,Schwab US Small-Cap_Open_average,Schwab US Small-Cap_Open_max,Schwab US Small-Cap_Open_min,Schwab US Small-Cap_Open_volatility,Schwab US Small-Cap_Open_change,Schwab US Small-Cap_High_average,Schwab US Small-Cap_High_max,Schwab US Small-Cap_High_min,Schwab US Small-Cap_High_volatility,Schwab US Small-Cap_High_change,Schwab US Small-Cap_Low_average,Schwab US Small-Cap_Low_max,Schwab US Small-Cap_Low_min,Schwab US Small-Cap_Low_volatility,Schwab US Small-Cap_Low_change,Schwab US Small-Cap_Close_average,Schwab US Small-Cap_Close_max,Schwab US Small-Cap_Close_min,Schwab US Small-Cap_Close_volatility,Schwab US Small-Cap_Close_change
2018-01-14,72.5,72.5,72.5,0.0,0.0,72.96,72.96,72.96,0.0,0.0,72.42,72.42,72.42,0.0,0.0,72.96,72.96,72.96,0.0,0.0
2018-01-21,72.95,72.95,72.95,0.0,0.0,73.19,73.19,73.19,0.0,0.0,72.66,72.66,72.66,0.0,0.0,72.7,72.7,72.7,0.0,0.0
2018-01-28,69.76,69.76,69.76,0.0,0.0,70.32,70.32,70.32,0.0,0.0,67.81,67.81,67.81,0.0,0.0,67.84,67.84,67.84,0.0,0.0
2018-02-04,67.16,67.16,67.16,0.0,0.0,68.07,68.07,68.07,0.0,0.0,66.58,66.58,66.58,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2018-02-11,69.71,69.71,69.71,0.0,0.0,70.48,70.48,70.48,0.0,0.0,69.71,69.71,69.71,0.0,0.0,70.05,70.05,70.05,0.0,0.0
2018-02-18,70.54,70.54,70.54,0.0,0.0,70.84,70.84,70.84,0.0,0.0,70.06,70.06,70.06,0.0,0.0,70.75,70.75,70.75,0.0,0.0
2018-02-25,69.23,69.23,69.23,0.0,0.0,70.39,70.39,70.39,0.0,0.0,69.15,69.15,69.15,0.0,0.0,70.14,70.14,70.14,0.0,0.0
2018-03-04,72.38,72.38,72.38,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.1,72.1,72.1,0.0,0.0,72.38,72.38,72.38,0.0,0.0
2018-03-11,71.24,71.24,71.24,0.0,0.0,71.24,71.24,71.24,0.0,0.0,70.04,70.04,70.04,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2018-03-18,69.17,69.17,69.17,0.0,0.0,69.67,69.67,69.67,0.0,0.0,68.4,68.4,68.4,0.0,0.0,69.66,69.66,69.66,0.0,0.0
2018-03-25,68.97,68.97,68.97,0.0,0.0,69.19,69.19,69.19,0.0,0.0,67.02,67.02,67.02,0.0,0.0,67.51,67.51,67.51,0.0,0.0
2018-04-01,68.89,68.89,68.89,0.0,0.0,69.38,69.38,69.38,0.0,0.0,68.43,68.43,68.43,0.0,0.0,68.46,68.46,68.46,0.0,0.0
2018-04-08,70.28,70.28,70.28,0.0,0.0,70.7,70.7,70.7,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.51,70.51,70.51,0.0,0.0
2018-04-15,70.58,70.58,70.58,0.0,0.0,70.91,70.91,70.91,0.0,0.0,70.17,70.17,70.17,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2018-04-22,70.35,70.35,70.35,0.0,0.0,70.56,70.56,70.56,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.59,69.59,69.59,0.0,0.0
2018-04-29,70.79,70.79,70.79,0.0,0.0,71.45,71.45,71.45,0.0,0.0,70.75,70.75,70.75,0.0,0.0,71.11,71.11,71.11,0.0,0.0
2018-05-06,72.57,72.57,72.57,0.0,0.0,72.82,72.82,72.82,0.0,0.0,72.18,72.18,72.18,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2018-05-13,73.5,73.5,73.5,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.78,73.78,73.78,0.0,0.0
2018-05-20,73.13,73.13,73.13,0.0,0.0,73.3,73.3,73.3,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2018-05-27,74.18,74.18,74.18,0.0,0.0,74.31,74.31,74.31,0.0,0.0,73.79,73.79,73.79,0.0,0.0,74.3,74.3,74.3,0.0,0.0
2018-06-03,75.35,75.35,75.35,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.26,75.26,75.26,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2018-06-10,75.11,75.11,75.11,0.0,0.0,75.87,75.87,75.87,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.85,75.85,75.85,0.0,0.0
2018-06-17,75.25,75.25,75.25,0.0,0.0,75.28,75.28,75.28,0.0,0.0,73.87,73.87,73.87,0.0,0.0,74.23,74.23,74.23,0.0,0.0
2018-06-24,73.15,73.15,73.15,0.0,0.0,74.01,74.01,74.01,0.0,0.0,73.01,73.01,73.01,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2018-07-01,75.89,75.89,75.89,0.0,0.0,76.2,76.2,76.2,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.2,76.2,76.2,0.0,0.0
2018-07-08,75.63,75.63,75.63,0.0,0.0,75.77,75.77,75.77,0.0,0.0,74.91,74.91,74.91,0.0,0.0,75.2,75.2,75.2,0.0,0.0
2018-07-15,75.85,75.85,75.85,0.0,0.0,76.13,76.13,76.13,0.0,0.0,75.64,75.64,75.64,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2018-07-22,74.6,74.6,74.6,0.0,0.0,74.81,74.81,74.81,0.0,0.0,73.99,73.99,73.99,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2018-07-29,75.3,75.3,75.3,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.11,75.11,75.11,0.0,0.0,75.72,75.72,75.72,0.0,0.0
2018-08-05,75.79,75.79,75.79,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.01,75.01,75.01,0.0,0.0,75.29,75.29,75.29,0.0,0.0
2018-08-12,76.33,76.33,76.33,0.0,0.0,76.54,76.54,76.54,0.0,0.0,75.99,75.99,75.99,0.0,0.0,76.41,76.41,76.41,0.0,0.0
2018-08-19,77.85,77.85,77.85,0.0,0.0,78.2,78.2,78.2,0.0,0.0,77.73,77.73,77.73,0.0,0.0,77.83,77.83,77.83,0.0,0.0
2018-08-26,77.81,77.81,77.81,0.0,0.0,78.34,78.34,78.34,0.0,0.0,77.76,77.76,77.76,0.0,0.0,78.22,78.22,78.22,0.0,0.0
2018-09-02,77.5,77.5,77.5,0.0,0.0,77.62,77.62,77.62,0.0,0.0,77.15,77.15,77.15,0.0,0.0,77.34,77.34,77.34,0.0,0.0
2018-09-09,77.71,77.71,77.71,0.0,0.0,77.74,77.74,77.74,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.8,76.8,76.8,0.0,0.0
2018-09-16,77.02,77.02,77.02,0.0,0.0,77.06,77.06,77.06,0.0,0.0,76.39,76.39,76.39,0.0,0.0,76.78,76.78,76.78,0.0,0.0
2018-09-23,76.49,76.49,76.49,0.0,0.0,76.49,76.49,76.49,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2018-09-30,73.25,73.25,73.25,0.0,0.0,73.52,73.52,73.52,0.0,0.0,72.73,72.73,72.73,0.0,0.0,73.35,73.35,73.35,0.0,0.0
2018-10-07,69.55,69.55,69.55,0.0,0.0,70.41,70.41,70.41,0.0,0.0,69.28,69.28,69.28,0.0,0.0,69.98,69.98,69.98,0.0,0.0
2018-10-14,69.63,69.63,69.63,0.0,0.0,69.85,69.85,69.85,0.0,0.0,69.02,69.02,69.02,0.0,0.0,69.18,69.18,69.18,0.0,0.0
2018-10-21,67.43,67.43,67.43,0.0,0.0,68.05,68.05,68.05,0.0,0.0,65.59,65.59,65.59,0.0,0.0,66.34,66.34,66.34,0.0,0.0
2018-10-28,69.66,69.66,69.66,0.0,0.0,69.98,69.98,69.98,0.0,0.0,69.03,69.03,69.03,0.0,0.0,69.63,69.63,69.63,0.0,0.0
2018-11-04,69.71,69.71,69.71,0.0,0.0,69.78,69.78,69.78,0.0,0.0,68.28,68.28,68.28,0.0,0.0,68.38,68.38,68.38,0.0,0.0
2018-11-11,68.74,68.74,68.74,0.0,0.0,68.84,68.84,68.84,0.0,0.0,67.29,67.29,67.29,0.0,0.0,67.47,67.47,67.47,0.0,0.0
2018-11-18,67.67,67.67,67.67,0.0,0.0,68.14,68.14,68.14,0.0,0.0,67.46,67.46,67.46,0.0,0.0,67.95,67.95,67.95,0.0,0.0
2018-11-25,70.19,70.19,70.19,0.0,0.0,70.21,70.21,70.21,0.0,0.0,69.06,69.06,69.06,0.0,0.0,69.91,69.91,69.91,0.0,0.0
2018-12-02,65.54,65.54,65.54,0.0,0.0,65.7,65.7,65.7,0.0,0.0,64.24,64.24,64.24,0.0,0.0,65.22,65.22,65.22,0.0,0.0
2018-12-09,63.23,63.23,63.23,0.0,0.0,63.69,63.69,63.69,0.0,0.0,61.65,61.65,61.65,0.0,0.0,61.98,61.98,61.98,0.0,0.0
2018-12-16,57.91,57.91,57.91,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0
2018-12-23,60.54,60.54,60.54,0.0,0.0,60.68,60.68,60.68,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.68,60.68,60.68,0.0,0.0
2018-12-30,62.11,62.11,62.11,0.0,0.0,63.47,63.47,63.47,0.0,0.0,61.88,61.88,61.88,0.0,0.0,63.13,63.13,63.13,0.0,0.0
2019-01-06,64.67,64.67,64.67,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.47,64.47,64.47,0.0,0.0,64.61,64.61,64.61,0.0,0.0
2019-01-13,66.55,66.55,66.55,0.0,0.0,67.2,67.2,67.2,0.0,0.0,66.36,66.36,66.36,0.0,0.0,67.02,67.02,67.02,0.0,0.0
2019-01-20,66.51,66.51,66.51,0.0,0.0,66.99,66.99,66.99,0.0,0.0,66.37,66.37,66.37,0.0,0.0,66.87,66.87,66.87,0.0,0.0
2019-01-27,68.2,68.2,68.2,0.0,0.0,68.84,68.84,68.84,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2019-02-03,68.66,68.66,68.66,0.0,0.0,68.97,68.97,68.97,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2019-02-10,70.51,70.51,70.51,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.32,70.32,70.32,0.0,0.0,71.13,71.13,71.13,0.0,0.0
2019-02-17,72.42,72.42,72.42,0.0,0.0,72.56,72.56,72.56,0.0,0.0,71.96,71.96,71.96,0.0,0.0,72.0,72.0,72.0,0.0,0.0
2019-02-24,72.12,72.12,72.12,0.0,0.0,72.21,72.21,72.21,0.0,0.0,70.79,70.79,70.79,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2019-03-03,69.33,69.33,69.33,0.0,0.0,70.26,70.26,70.26,0.0,0.0,69.28,69.28,69.28,0.0,0.0,70.26,70.26,70.26,0.0,0.0
2019-03-10,70.71,70.71,70.71,0.0,0.0,71.29,71.29,71.29,0.0,0.0,70.53,70.53,70.53,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2019-03-17,68.35,68.35,68.35,0.0,0.0,69.06,69.06,69.06,0.0,0.0,67.88,67.88,67.88,0.0,0.0,68.65,68.65,68.65,0.0,0.0
2019-03-24,70.46,70.46,70.46,0.0,0.0,70.81,70.81,70.81,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.8,70.8,70.8,0.0,0.0
2019-03-31,71.66,71.66,71.66,0.0,0.0,71.8,71.8,71.8,0.0,0.0,71.33,71.33,71.33,0.0,0.0,71.78,71.78,71.78,0.0,0.0
2019-04-07,72.25,72.25,72.25,0.0,0.0,72.31,72.31,72.31,0.0,0.0,71.73,71.73,71.73,0.0,0.0,71.96,71.96,71.96,0.0,0.0
2019-04-14,71.17,71.17,71.17,0.0,0.0,71.36,71.36,71.36,0.0,0.0,70.88,70.88,70.88,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2019-04-21,72.64,72.64,72.64,0.0,0.0,73.05,73.05,73.05,0.0,0.0,72.59,72.59,72.59,0.0,0.0,72.76,72.76,72.76,0.0,0.0
2019-04-28,72.29,72.29,72.29,0.0,0.0,73.63,73.63,73.63,0.0,0.0,72.25,72.25,72.25,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2019-05-05,70.34,70.34,70.34,0.0,0.0,70.47,70.47,70.47,0.0,0.0,69.17,69.17,69.17,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2019-05-12,69.66,69.66,69.66,0.0,0.0,70.04,70.04,70.04,0.0,0.0,69.42,69.42,69.42,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2019-05-19,68.97,68.97,68.97,0.0,0.0,69.27,69.27,69.27,0.0,0.0,68.74,68.74,68.74,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2019-05-26,67.14,67.14,67.14,0.0,0.0,67.64,67.64,67.64,0.0,0.0,66.87,66.87,66.87,0.0,0.0,67.22,67.22,67.22,0.0,0.0
2019-06-02,69.91,69.91,69.91,0.0,0.0,70.58,70.58,70.58,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.99,69.99,69.99,0.0,0.0
2019-06-09,70.09,70.09,70.09,0.0,0.0,70.48,70.48,70.48,0.0,0.0,70.04,70.04,70.04,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2019-06-16,71.21,71.21,71.21,0.0,0.0,71.33,71.33,71.33,0.0,0.0,70.25,70.25,70.25,0.0,0.0,70.27,70.27,70.27,0.0,0.0
2019-06-23,72.41,72.41,72.41,0.0,0.0,72.59,72.59,72.59,0.0,0.0,71.45,71.45,71.45,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2019-06-30,72.03,72.03,72.03,0.0,0.0,72.19,72.19,72.19,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.71,71.71,71.71,0.0,0.0
2019-07-07,72.35,72.35,72.35,0.0,0.0,72.36,72.36,72.36,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.83,71.83,71.83,0.0,0.0
2019-07-14,71.51,71.51,71.51,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.26,71.26,71.26,0.0,0.0,71.32,71.32,71.32,0.0,0.0
2019-07-21,73.03,73.03,73.03,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.27,72.27,72.27,0.0,0.0,72.51,72.51,72.51,0.0,0.0
2019-07-28,69.23,69.23,69.23,0.0,0.0,69.26,69.26,69.26,0.0,0.0,67.62,67.62,67.62,0.0,0.0,68.41,68.41,68.41,0.0,0.0
2019-08-04,69.61,69.61,69.61,0.0,0.0,69.66,69.66,69.66,0.0,0.0,68.79,68.79,68.79,0.0,0.0,68.95,68.95,68.95,0.0,0.0
2019-08-11,69.64,69.64,69.64,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.4,69.4,69.4,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2019-08-18,68.26,68.26,68.26,0.0,0.0,68.33,68.33,68.33,0.0,0.0,67.8,67.8,67.8,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-08-25,69.58,69.58,69.58,0.0,0.0,69.64,69.64,69.64,0.0,0.0,68.77,68.77,68.77,0.0,0.0,69.22,69.22,69.22,0.0,0.0
2019-09-01,70.13,70.13,70.13,0.0,0.0,70.37,70.37,70.37,0.0,0.0,69.75,69.75,69.75,0.0,0.0,70.34,70.34,70.34,0.0,0.0
2019-09-08,71.85,71.85,71.85,0.0,0.0,72.49,72.49,72.49,0.0,0.0,71.74,71.74,71.74,0.0,0.0,72.24,72.24,72.24,0.0,0.0
