Date,NexPoint Credit Strategies_etf_Open_average,NexPoint Credit Strategies_etf_Open_max,NexPoint Credit Strategies_etf_Open_min,NexPoint Credit Strategies_etf_Open_volatility,NexPoint Credit Strategies_etf_Open_change,NexPoint Credit Strategies_etf_High_average,NexPoint Credit Strategies_etf_High_max,NexPoint Credit Strategies_etf_High_min,NexPoint Credit Strategies_etf_High_volatility,NexPoint Credit Strategies_etf_High_change,NexPoint Credit Strategies_etf_Low_average,NexPoint Credit Strategies_etf_Low_max,NexPoint Credit Strategies_etf_Low_min,NexPoint Credit Strategies_etf_Low_volatility,NexPoint Credit Strategies_etf_Low_change,NexPoint Credit Strategies_etf_Close_average,NexPoint Credit Strategies_etf_Close_max,NexPoint Credit Strategies_etf_Close_min,NexPoint Credit Strategies_etf_Close_volatility,NexPoint Credit Strategies_etf_Close_change
2018-01-14,25.07,25.07,25.07,0.0,0.0,25.13,25.13,25.13,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-01-21,24.68,24.68,24.68,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-01-28,24.14,24.14,24.14,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.88,23.88,23.88,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-02-04,23.7,23.7,23.7,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2018-02-11,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,23.93,23.93,23.93,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-02-18,24.87,24.87,24.87,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-02-25,23.95,23.95,23.95,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-03-04,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2018-03-11,23.95,23.95,23.95,0.0,0.0,24.21,24.21,24.21,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2018-03-18,23.85,23.85,23.85,0.0,0.0,24.02,24.02,24.02,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2018-03-25,23.18,23.18,23.18,0.0,0.0,23.19,23.19,23.19,0.0,0.0,22.95,22.95,22.95,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-04-01,23.0,23.0,23.0,0.0,0.0,23.13,23.13,23.13,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2018-04-08,23.03,23.03,23.03,0.0,0.0,23.09,23.09,23.09,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.9,22.9,22.9,0.0,0.0
2018-04-15,23.14,23.14,23.14,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.17,23.17,23.17,0.0,0.0
2018-04-22,23.83,23.83,23.83,0.0,0.0,24.09,24.09,24.09,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-04-29,24.25,24.25,24.25,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2018-05-06,23.66,23.66,23.66,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2018-05-13,23.1,23.1,23.1,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-05-20,22.5,22.5,22.5,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-05-27,22.12,22.12,22.12,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.14,22.14,22.14,0.0,0.0
2018-06-03,22.27,22.27,22.27,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-06-10,22.45,22.45,22.45,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-06-17,22.16,22.16,22.16,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2018-06-24,22.04,22.04,22.04,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2018-07-01,22.19,22.19,22.19,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-07-08,22.4,22.4,22.4,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-07-15,22.2,22.2,22.2,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2018-07-22,22.5,22.5,22.5,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2018-07-29,22.69,22.69,22.69,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-08-05,22.92,22.92,22.92,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2018-08-12,22.98,22.98,22.98,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-08-19,22.96,22.96,22.96,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-08-26,22.9,22.9,22.9,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.58,22.58,22.58,0.0,0.0,22.87,22.87,22.87,0.0,0.0
2018-09-02,22.65,22.65,22.65,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-09-09,22.59,22.59,22.59,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2018-09-16,22.37,22.37,22.37,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-09-23,22.42,22.42,22.42,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2018-09-30,22.1,22.1,22.1,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.82,21.82,21.82,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-10-07,22.08,22.08,22.08,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-10-14,22.28,22.28,22.28,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-10-21,21.7,21.7,21.7,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-10-28,21.91,21.91,21.91,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-11-04,22.01,22.01,22.01,0.0,0.0,22.11,22.11,22.11,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2018-11-11,21.89,21.89,21.89,0.0,0.0,22.12,22.12,22.12,0.0,0.0,21.85,21.85,21.85,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2018-11-18,21.45,21.45,21.45,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2018-11-25,22.0,22.0,22.0,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2018-12-02,21.62,21.62,21.62,0.0,0.0,21.67,21.67,21.67,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2018-12-09,21.42,21.42,21.42,0.0,0.0,21.53,21.53,21.53,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.96,20.96,20.96,0.0,0.0
2018-12-16,18.88,18.88,18.88,0.0,0.0,19.15,19.15,19.15,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-12-23,19.6,19.6,19.6,0.0,0.0,20.34,20.34,20.34,0.0,0.0,19.6,19.6,19.6,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2018-12-30,20.18,20.18,20.18,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-01-06,21.12,21.12,21.12,0.0,0.0,21.23,21.23,21.23,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.07,21.07,21.07,0.0,0.0
