Date,IQ Hedge Macro Tracker_Open_average,IQ Hedge Macro Tracker_Open_max,IQ Hedge Macro Tracker_Open_min,IQ Hedge Macro Tracker_Open_volatility,IQ Hedge Macro Tracker_Open_change,IQ Hedge Macro Tracker_High_average,IQ Hedge Macro Tracker_High_max,IQ Hedge Macro Tracker_High_min,IQ Hedge Macro Tracker_High_volatility,IQ Hedge Macro Tracker_High_change,IQ Hedge Macro Tracker_Low_average,IQ Hedge Macro Tracker_Low_max,IQ Hedge Macro Tracker_Low_min,IQ Hedge Macro Tracker_Low_volatility,IQ Hedge Macro Tracker_Low_change,IQ Hedge Macro Tracker_Close_average,IQ Hedge Macro Tracker_Close_max,IQ Hedge Macro Tracker_Close_min,IQ Hedge Macro Tracker_Close_volatility,IQ Hedge Macro Tracker_Close_change
2019-04-07,26.24,26.24,26.24,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-04-14,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-04-21,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-04-28,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2019-05-05,25.8,25.8,25.8,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2019-05-12,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-05-19,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-05-26,25.73,25.73,25.73,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-06-02,25.96,25.96,25.96,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2019-06-09,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-06-16,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-06-23,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-06-30,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2019-07-07,26.29,26.29,26.29,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2019-07-14,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2019-07-21,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2019-07-28,25.78,25.78,25.78,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-08-04,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2019-08-11,25.95,25.95,25.95,0.0,0.0,25.96,25.96,25.96,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-08-18,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2019-08-25,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-09-01,26.24,26.24,26.24,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-09-08,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-09-15,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2019-09-22,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-09-29,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2019-10-06,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-10-13,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-10-20,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-10-27,26.56,26.56,26.56,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2019-11-03,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2019-11-10,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0
2019-11-17,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-11-24,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-12-01,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2019-12-08,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-12-15,26.96,26.96,26.96,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-12-22,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-12-29,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0
