Date,IQ Hedge Macro Tracker_Open_average,IQ Hedge Macro Tracker_Open_max,IQ Hedge Macro Tracker_Open_min,IQ Hedge Macro Tracker_Open_volatility,IQ Hedge Macro Tracker_Open_change,IQ Hedge Macro Tracker_High_average,IQ Hedge Macro Tracker_High_max,IQ Hedge Macro Tracker_High_min,IQ Hedge Macro Tracker_High_volatility,IQ Hedge Macro Tracker_High_change,IQ Hedge Macro Tracker_Low_average,IQ Hedge Macro Tracker_Low_max,IQ Hedge Macro Tracker_Low_min,IQ Hedge Macro Tracker_Low_volatility,IQ Hedge Macro Tracker_Low_change,IQ Hedge Macro Tracker_Close_average,IQ Hedge Macro Tracker_Close_max,IQ Hedge Macro Tracker_Close_min,IQ Hedge Macro Tracker_Close_volatility,IQ Hedge Macro Tracker_Close_change
2018-01-14,27.07,27.07,27.07,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.04,27.04,27.04,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-01-21,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2018-01-28,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-02-04,26.3,26.3,26.3,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-02-11,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2018-02-18,26.56,26.56,26.56,0.0,0.0,26.56,26.56,26.56,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2018-02-25,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2018-03-04,26.7,26.7,26.7,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2018-03-11,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2018-03-18,26.23,26.23,26.23,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2018-03-25,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-04-01,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-04-08,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0
2018-04-15,26.33,26.33,26.33,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2018-04-22,26.42,26.42,26.42,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-04-29,26.45,26.45,26.45,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-05-06,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.57,26.57,26.57,0.0,0.0
2018-05-13,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-05-20,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0
2018-05-27,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2018-06-03,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2018-06-10,25.64,25.64,25.64,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.64,25.64,25.64,0.0,0.0,26.16,26.16,26.16,0.0,0.0
2018-06-17,26.25,26.25,26.25,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-06-24,26.11,26.11,26.11,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-07-01,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2018-07-08,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-07-15,26.32,26.32,26.32,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-07-22,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-07-29,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-08-05,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-08-12,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-08-19,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-08-26,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2018-09-02,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-09-09,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.06,26.06,26.06,0.0,0.0
2018-09-16,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-09-23,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2018-09-30,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-10-07,25.66,25.66,25.66,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-10-14,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2018-10-21,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.48,25.48,25.48,0.0,0.0
2018-10-28,25.72,25.72,25.72,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2018-11-04,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-11-11,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-11-18,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.58,25.58,25.58,0.0,0.0
2018-11-25,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-12-02,25.35,25.35,25.35,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2018-12-09,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.35,25.35,25.35,0.0,0.0,25.35,25.35,25.35,0.0,0.0
2018-12-16,25.0,25.0,25.0,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2018-12-23,24.95,24.95,24.95,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2018-12-30,25.16,25.16,25.16,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2019-01-06,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2019-01-13,25.53,25.53,25.53,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-01-20,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-01-27,25.75,25.75,25.75,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2019-02-03,25.69,25.69,25.69,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.68,25.68,25.68,0.0,0.0
2019-02-10,25.83,25.83,25.83,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2019-02-17,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2019-02-24,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2019-03-03,25.91,25.91,25.91,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2019-03-10,26.1,26.1,26.1,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-03-17,25.95,25.95,25.95,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.94,25.94,25.94,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2019-03-24,26.16,26.16,26.16,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2019-03-31,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.28,26.28,26.28,0.0,0.0
