Date,ProShares Short SmallCap600Etf_Open_average,ProShares Short SmallCap600Etf_Open_max,ProShares Short SmallCap600Etf_Open_min,ProShares Short SmallCap600Etf_Open_volatility,ProShares Short SmallCap600Etf_Open_change,ProShares Short SmallCap600Etf_High_average,ProShares Short SmallCap600Etf_High_max,ProShares Short SmallCap600Etf_High_min,ProShares Short SmallCap600Etf_High_volatility,ProShares Short SmallCap600Etf_High_change,ProShares Short SmallCap600Etf_Low_average,ProShares Short SmallCap600Etf_Low_max,ProShares Short SmallCap600Etf_Low_min,ProShares Short SmallCap600Etf_Low_volatility,ProShares Short SmallCap600Etf_Low_change,ProShares Short SmallCap600Etf_Close_average,ProShares Short SmallCap600Etf_Close_max,ProShares Short SmallCap600Etf_Close_min,ProShares Short SmallCap600Etf_Close_volatility,ProShares Short SmallCap600Etf_Close_change
2018-07-29,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0
2018-08-05,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.79,29.79,29.79,0.0,0.0
2018-08-12,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2018-08-19,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2018-08-26,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2018-09-02,29.27,29.27,29.27,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2018-09-09,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-09-16,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2018-09-23,30.02,30.02,30.02,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2018-09-30,30.85,30.85,30.85,0.0,0.0,31.22,31.22,31.22,0.0,0.0,30.85,30.85,30.85,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-10-07,32.6,32.6,32.6,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2018-10-14,32.66,32.66,32.66,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-10-21,33.91,33.91,33.91,0.0,0.0,34.61,34.61,34.61,0.0,0.0,33.6,33.6,33.6,0.0,0.0,34.04,34.04,34.04,0.0,0.0
2018-10-28,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-11-04,32.29,32.29,32.29,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.04,32.04,32.04,0.0,0.0
2018-11-11,33.19,33.19,33.19,0.0,0.0,33.2,33.2,33.2,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2018-11-18,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.56,33.56,33.56,0.0,0.0
2018-11-25,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2018-12-02,34.13,34.13,34.13,0.0,0.0,34.78,34.78,34.78,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-12-09,35.33,35.33,35.33,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2018-12-16,37.83,37.83,37.83,0.0,0.0,38.82,38.82,38.82,0.0,0.0,37.61,37.61,37.61,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-12-23,37.24,37.24,37.24,0.0,0.0,37.57,37.57,37.57,0.0,0.0,36.76,36.76,36.76,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-12-30,37.4,37.4,37.4,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2019-01-06,34.86,34.86,34.86,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2019-01-13,34.15,34.15,34.15,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-01-20,33.84,33.84,33.84,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.87,33.87,33.87,0.0,0.0
2019-01-27,33.53,33.53,33.53,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.49,33.49,33.49,0.0,0.0
2019-02-03,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2019-02-10,32.06,32.06,32.06,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2019-02-17,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2019-02-24,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2019-03-03,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2019-03-10,32.86,32.86,32.86,0.0,0.0,33.01,33.01,33.01,0.0,0.0,32.82,32.82,32.82,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-03-17,33.34,33.34,33.34,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-03-24,33.02,33.02,33.02,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-03-31,32.19,32.19,32.19,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-04-07,32.03,32.03,32.03,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2019-04-14,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-04-21,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2019-04-28,31.85,31.85,31.85,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-05-05,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.32,32.32,32.32,0.0,0.0
2019-05-12,32.95,32.95,32.95,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2019-05-19,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-05-26,34.93,34.93,34.93,0.0,0.0,35.13,35.13,35.13,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-06-02,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2019-06-09,33.61,33.61,33.61,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.6,33.6,33.6,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-06-16,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-06-23,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2019-06-30,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-07-07,32.64,32.64,32.64,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2019-07-14,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2019-07-21,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-07-28,33.14,33.14,33.14,0.0,0.0,33.14,33.14,33.14,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-08-04,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2019-08-11,34.1,34.1,34.1,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-08-18,33.79,33.79,33.79,0.0,0.0,34.41,34.41,34.41,0.0,0.0,33.78,33.78,33.78,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-08-25,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2019-09-01,32.91,32.91,32.91,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-09-08,31.36,31.36,31.36,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-09-15,31.84,31.84,31.84,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-09-22,32.18,32.18,32.18,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.18,32.18,32.18,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-09-29,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2019-10-06,32.5,32.5,32.5,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-10-13,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.22,32.22,32.22,0.0,0.0,32.22,32.22,32.22,0.0,0.0
2019-10-20,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-10-27,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0
2019-11-03,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.02,31.02,31.02,0.0,0.0
2019-11-10,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2019-11-17,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-11-24,30.67,30.67,30.67,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2019-12-01,30.43,30.43,30.43,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-12-08,30.58,30.58,30.58,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2019-12-15,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-12-22,29.92,29.92,29.92,0.0,0.0,29.97,29.97,29.97,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-12-29,30.23,30.23,30.23,0.0,0.0,30.23,30.23,30.23,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.91,29.91,29.91,0.0,0.0
