Date,First Trust Latin America AlphaDEX_Open_average,First Trust Latin America AlphaDEX_Open_max,First Trust Latin America AlphaDEX_Open_min,First Trust Latin America AlphaDEX_Open_volatility,First Trust Latin America AlphaDEX_Open_change,First Trust Latin America AlphaDEX_High_average,First Trust Latin America AlphaDEX_High_max,First Trust Latin America AlphaDEX_High_min,First Trust Latin America AlphaDEX_High_volatility,First Trust Latin America AlphaDEX_High_change,First Trust Latin America AlphaDEX_Low_average,First Trust Latin America AlphaDEX_Low_max,First Trust Latin America AlphaDEX_Low_min,First Trust Latin America AlphaDEX_Low_volatility,First Trust Latin America AlphaDEX_Low_change,First Trust Latin America AlphaDEX_Close_average,First Trust Latin America AlphaDEX_Close_max,First Trust Latin America AlphaDEX_Close_min,First Trust Latin America AlphaDEX_Close_volatility,First Trust Latin America AlphaDEX_Close_change
2018-03-25,22.15,22.15,22.15,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.84,21.84,21.84,0.0,0.0,21.96,21.96,21.96,0.0,0.0
2018-04-01,21.93,21.93,21.93,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-04-08,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2018-04-15,22.17,22.17,22.17,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2018-04-22,21.84,21.84,21.84,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2018-04-29,20.74,20.74,20.74,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.48,20.48,20.48,0.0,0.0
2018-05-06,20.65,20.65,20.65,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.32,20.32,20.32,0.0,0.0
2018-05-13,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2018-05-20,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-05-27,19.25,19.25,19.25,0.0,0.0,19.31,19.31,19.31,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2018-06-03,18.46,18.46,18.46,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2018-06-10,17.85,17.85,17.85,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.85,17.85,17.85,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2018-06-17,17.69,17.69,17.69,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.75,17.75,17.75,0.0,0.0
2018-06-24,17.44,17.44,17.44,0.0,0.0,17.56,17.56,17.56,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.56,17.56,17.56,0.0,0.0
2018-07-01,18.21,18.21,18.21,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2018-07-08,18.52,18.52,18.52,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.51,18.51,18.51,0.0,0.0
2018-07-15,19.19,19.19,19.19,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.06,19.06,19.06,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-07-22,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.93,19.93,19.93,0.0,0.0
2018-07-29,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.16,20.16,20.16,0.0,0.0
2018-08-05,18.71,18.71,18.71,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.68,18.68,18.68,0.0,0.0
2018-08-12,18.5,18.5,18.5,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2018-08-19,18.99,18.99,18.99,0.0,0.0,19.01,19.01,19.01,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2018-08-26,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-09-02,17.91,17.91,17.91,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-09-09,17.91,17.91,17.91,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2018-09-16,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-09-23,18.6,18.6,18.6,0.0,0.0,18.66,18.66,18.66,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-09-30,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.64,19.64,19.64,0.0,0.0
2018-10-07,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.19,19.19,19.19,0.0,0.0
2018-10-14,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.26,19.26,19.26,0.0,0.0
2018-10-21,19.13,19.13,19.13,0.0,0.0,19.2,19.2,19.2,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2018-10-28,19.35,19.35,19.35,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2018-11-04,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2018-11-11,18.76,18.76,18.76,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0
2018-11-18,17.76,17.76,17.76,0.0,0.0,17.76,17.76,17.76,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-11-25,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0,18.8,18.8,18.8,0.0,0.0
2018-12-02,18.15,18.15,18.15,0.0,0.0,18.24,18.24,18.24,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-12-09,18.24,18.24,18.24,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2018-12-16,17.79,17.79,17.79,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2018-12-23,18.53,18.53,18.53,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.16,18.16,18.16,0.0,0.0
2018-12-30,19.59,19.59,19.59,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2019-01-06,20.07,20.07,20.07,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-01-13,20.45,20.45,20.45,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-01-20,20.61,20.61,20.61,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-01-27,21.5,21.5,21.5,0.0,0.0,21.74,21.74,21.74,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2019-02-03,20.73,20.73,20.73,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-02-10,20.96,20.96,20.96,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.74,20.74,20.74,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-02-17,21.25,21.25,21.25,0.0,0.0,21.25,21.25,21.25,0.0,0.0,21.05,21.05,21.05,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2019-02-24,20.16,20.16,20.16,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2019-03-03,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.04,20.04,20.04,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-03-10,20.66,20.66,20.66,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2019-03-17,19.53,19.53,19.53,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2019-03-24,19.91,19.91,19.91,0.0,0.0,20.15,20.15,20.15,0.0,0.0,19.91,19.91,19.91,0.0,0.0,20.04,20.04,20.04,0.0,0.0
2019-03-31,20.36,20.36,20.36,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.36,20.36,20.36,0.0,0.0,20.43,20.43,20.43,0.0,0.0
2019-04-07,19.89,19.89,19.89,0.0,0.0,19.91,19.91,19.91,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.91,19.91,19.91,0.0,0.0
2019-04-14,19.74,19.74,19.74,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.74,19.74,19.74,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-04-21,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2019-04-28,19.54,19.54,19.54,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.59,19.59,19.59,0.0,0.0
2019-05-05,18.82,18.82,18.82,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.81,18.81,18.81,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-05-12,18.48,18.48,18.48,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-05-19,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2019-05-26,19.93,19.93,19.93,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.88,19.88,19.88,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2019-06-02,20.48,20.48,20.48,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-06-09,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.9,19.9,19.9,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2019-06-16,20.8,20.8,20.8,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-06-23,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-06-30,21.12,21.12,21.12,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-07-07,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2019-07-14,21.52,21.52,21.52,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2019-07-21,21.09,21.09,21.09,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-07-28,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.89,19.89,19.89,0.0,0.0
2019-08-04,20.26,20.26,20.26,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-08-11,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-08-18,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2019-08-25,19.91,19.91,19.91,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-09-01,20.51,20.51,20.51,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-09-08,20.55,20.55,20.55,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.7,20.7,20.7,0.0,0.0
2019-09-15,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2019-09-22,20.37,20.37,20.37,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2019-09-29,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-10-06,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2019-10-13,20.45,20.45,20.45,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-10-20,20.88,20.88,20.88,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2019-10-27,21.19,21.19,21.19,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-11-03,20.34,20.34,20.34,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-11-10,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0
2019-11-17,20.5,20.5,20.5,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-11-24,20.4,20.4,20.4,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-12-01,21.17,21.17,21.17,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-12-08,22.0,22.0,22.0,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.88,21.88,21.88,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-12-15,22.52,22.52,22.52,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2019-12-22,22.62,22.62,22.62,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2019-12-29,22.89,22.89,22.89,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.11,23.11,23.11,0.0,0.0
