Date,First Trust US IPO_etf_Open_average,First Trust US IPO_etf_Open_max,First Trust US IPO_etf_Open_min,First Trust US IPO_etf_Open_volatility,First Trust US IPO_etf_Open_change,First Trust US IPO_etf_High_average,First Trust US IPO_etf_High_max,First Trust US IPO_etf_High_min,First Trust US IPO_etf_High_volatility,First Trust US IPO_etf_High_change,First Trust US IPO_etf_Low_average,First Trust US IPO_etf_Low_max,First Trust US IPO_etf_Low_min,First Trust US IPO_etf_Low_volatility,First Trust US IPO_etf_Low_change,First Trust US IPO_etf_Close_average,First Trust US IPO_etf_Close_max,First Trust US IPO_etf_Close_min,First Trust US IPO_etf_Close_volatility,First Trust US IPO_etf_Close_change
2018-04-15,70.57,70.57,70.57,0.0,0.0,70.66,70.66,70.66,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2018-04-22,69.51,69.51,69.51,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.7,68.7,68.7,0.0,0.0,68.84,68.84,68.84,0.0,0.0
2018-04-29,67.74,67.74,67.74,0.0,0.0,69.04,69.04,69.04,0.0,0.0,67.62,67.62,67.62,0.0,0.0,68.79,68.79,68.79,0.0,0.0
2018-05-06,71.08,71.08,71.08,0.0,0.0,71.24,71.24,71.24,0.0,0.0,70.96,70.96,70.96,0.0,0.0,71.2,71.2,71.2,0.0,0.0
2018-05-13,71.3,71.3,71.3,0.0,0.0,71.55,71.55,71.55,0.0,0.0,71.26,71.26,71.26,0.0,0.0,71.4,71.4,71.4,0.0,0.0
2018-05-20,70.8,70.8,70.8,0.0,0.0,70.8,70.8,70.8,0.0,0.0,70.46,70.46,70.46,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2018-05-27,70.89,70.89,70.89,0.0,0.0,71.27,71.27,71.27,0.0,0.0,70.73,70.73,70.73,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2018-06-03,72.32,72.32,72.32,0.0,0.0,73.14,73.14,73.14,0.0,0.0,72.3,72.3,72.3,0.0,0.0,73.06,73.06,73.06,0.0,0.0
2018-06-10,74.16,74.16,74.16,0.0,0.0,74.46,74.46,74.46,0.0,0.0,73.82,73.82,73.82,0.0,0.0,74.39,74.39,74.39,0.0,0.0
2018-06-17,73.59,73.59,73.59,0.0,0.0,73.59,73.59,73.59,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.9,72.9,72.9,0.0,0.0
2018-06-24,71.77,71.77,71.77,0.0,0.0,72.02,72.02,72.02,0.0,0.0,71.43,71.43,71.43,0.0,0.0,71.43,71.43,71.43,0.0,0.0
2018-07-01,72.66,72.66,72.66,0.0,0.0,73.53,73.53,73.53,0.0,0.0,72.52,72.52,72.52,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-07-08,74.19,74.19,74.19,0.0,0.0,74.19,74.19,74.19,0.0,0.0,73.83,73.83,73.83,0.0,0.0,73.97,73.97,73.97,0.0,0.0
2018-07-15,73.8,73.8,73.8,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.51,73.51,73.51,0.0,0.0
2018-07-22,73.52,73.52,73.52,0.0,0.0,73.52,73.52,73.52,0.0,0.0,71.54,71.54,71.54,0.0,0.0,71.85,71.85,71.85,0.0,0.0
2018-07-29,72.18,72.18,72.18,0.0,0.0,72.31,72.31,72.31,0.0,0.0,71.97,71.97,71.97,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2018-08-05,72.57,72.57,72.57,0.0,0.0,73.14,73.14,73.14,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.85,72.85,72.85,0.0,0.0
2018-08-12,72.56,72.56,72.56,0.0,0.0,73.09,73.09,73.09,0.0,0.0,72.36,72.36,72.36,0.0,0.0,72.97,72.97,72.97,0.0,0.0
2018-08-19,74.19,74.19,74.19,0.0,0.0,74.86,74.86,74.86,0.0,0.0,74.19,74.19,74.19,0.0,0.0,74.83,74.83,74.83,0.0,0.0
2018-08-26,75.28,75.28,75.28,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.28,75.28,75.28,0.0,0.0,75.68,75.68,75.68,0.0,0.0
2018-09-02,73.64,73.64,73.64,0.0,0.0,74.59,74.59,74.59,0.0,0.0,73.64,73.64,73.64,0.0,0.0,74.08,74.08,74.08,0.0,0.0
2018-09-09,75.75,75.75,75.75,0.0,0.0,75.97,75.97,75.97,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.67,75.67,75.67,0.0,0.0
2018-09-16,75.12,75.12,75.12,0.0,0.0,75.31,75.31,75.31,0.0,0.0,74.59,74.59,74.59,0.0,0.0,74.59,74.59,74.59,0.0,0.0
2018-09-23,74.23,74.23,74.23,0.0,0.0,74.54,74.54,74.54,0.0,0.0,74.2,74.2,74.2,0.0,0.0,74.28,74.28,74.28,0.0,0.0
2018-09-30,72.79,72.79,72.79,0.0,0.0,73.08,73.08,73.08,0.0,0.0,71.58,71.58,71.58,0.0,0.0,72.28,72.28,72.28,0.0,0.0
2018-10-07,68.87,68.87,68.87,0.0,0.0,69.12,69.12,69.12,0.0,0.0,67.92,67.92,67.92,0.0,0.0,68.87,68.87,68.87,0.0,0.0
2018-10-14,69.96,69.96,69.96,0.0,0.0,70.42,70.42,70.42,0.0,0.0,69.19,69.19,69.19,0.0,0.0,69.39,69.39,69.39,0.0,0.0
2018-10-21,66.69,66.69,66.69,0.0,0.0,67.36,67.36,67.36,0.0,0.0,65.64,65.64,65.64,0.0,0.0,66.43,66.43,66.43,0.0,0.0
2018-10-28,68.74,68.74,68.74,0.0,0.0,69.0,69.0,69.0,0.0,0.0,67.38,67.38,67.38,0.0,0.0,67.79,67.79,67.79,0.0,0.0
2018-11-04,69.22,69.22,69.22,0.0,0.0,69.22,69.22,69.22,0.0,0.0,68.22,68.22,68.22,0.0,0.0,68.8,68.8,68.8,0.0,0.0
2018-11-11,67.18,67.18,67.18,0.0,0.0,67.77,67.77,67.77,0.0,0.0,67.05,67.05,67.05,0.0,0.0,67.39,67.39,67.39,0.0,0.0
2018-11-18,64.33,64.33,64.33,0.0,0.0,65.09,65.09,65.09,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.67,64.67,64.67,0.0,0.0
2018-11-25,67.56,67.56,67.56,0.0,0.0,68.09,68.09,68.09,0.0,0.0,67.33,67.33,67.33,0.0,0.0,68.08,68.08,68.08,0.0,0.0
2018-12-02,66.46,66.46,66.46,0.0,0.0,66.75,66.75,66.75,0.0,0.0,64.45,64.45,64.45,0.0,0.0,64.86,64.86,64.86,0.0,0.0
2018-12-09,64.67,64.67,64.67,0.0,0.0,65.31,65.31,65.31,0.0,0.0,64.18,64.18,64.18,0.0,0.0,64.32,64.32,64.32,0.0,0.0
2018-12-16,60.78,60.78,60.78,0.0,0.0,61.29,61.29,61.29,0.0,0.0,58.85,58.85,58.85,0.0,0.0,59.01,59.01,59.01,0.0,0.0
2018-12-23,61.75,61.75,61.75,0.0,0.0,62.18,62.18,62.18,0.0,0.0,60.91,60.91,60.91,0.0,0.0,61.42,61.42,61.42,0.0,0.0
2018-12-30,61.34,61.34,61.34,0.0,0.0,63.16,63.16,63.16,0.0,0.0,61.34,61.34,61.34,0.0,0.0,62.83,62.83,62.83,0.0,0.0
2019-01-06,65.83,65.83,65.83,0.0,0.0,66.18,66.18,66.18,0.0,0.0,65.68,65.68,65.68,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2019-01-13,67.81,67.81,67.81,0.0,0.0,68.42,68.42,68.42,0.0,0.0,67.57,67.57,67.57,0.0,0.0,68.33,68.33,68.33,0.0,0.0
2019-01-20,68.55,68.55,68.55,0.0,0.0,69.04,69.04,69.04,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.97,68.97,68.97,0.0,0.0
2019-01-27,69.51,69.51,69.51,0.0,0.0,69.88,69.88,69.88,0.0,0.0,69.35,69.35,69.35,0.0,0.0,69.78,69.78,69.78,0.0,0.0
2019-02-03,69.25,69.25,69.25,0.0,0.0,70.33,70.33,70.33,0.0,0.0,69.25,69.25,69.25,0.0,0.0,70.33,70.33,70.33,0.0,0.0
2019-02-10,72.0,72.0,72.0,0.0,0.0,72.31,72.31,72.31,0.0,0.0,71.98,71.98,71.98,0.0,0.0,72.31,72.31,72.31,0.0,0.0
2019-02-17,71.95,71.95,71.95,0.0,0.0,72.26,72.26,72.26,0.0,0.0,71.92,71.92,71.92,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2019-02-24,73.2,73.2,73.2,0.0,0.0,73.27,73.27,73.27,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.23,73.23,73.23,0.0,0.0
2019-03-03,70.57,70.57,70.57,0.0,0.0,71.19,71.19,71.19,0.0,0.0,70.34,70.34,70.34,0.0,0.0,71.19,71.19,71.19,0.0,0.0
2019-03-10,73.55,73.55,73.55,0.0,0.0,74.14,74.14,74.14,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.87,73.87,73.87,0.0,0.0
2019-03-17,75.22,75.22,75.22,0.0,0.0,75.42,75.42,75.42,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2019-03-24,74.75,74.75,74.75,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.29,74.29,74.29,0.0,0.0,74.89,74.89,74.89,0.0,0.0
2019-03-31,75.41,75.41,75.41,0.0,0.0,75.68,75.68,75.68,0.0,0.0,75.31,75.31,75.31,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2019-04-07,75.98,75.98,75.98,0.0,0.0,75.98,75.98,75.98,0.0,0.0,75.66,75.66,75.66,0.0,0.0,75.87,75.87,75.87,0.0,0.0
2019-04-14,74.57,74.57,74.57,0.0,0.0,74.57,74.57,74.57,0.0,0.0,73.61,73.61,73.61,0.0,0.0,74.42,74.42,74.42,0.0,0.0
2019-04-21,75.6,75.6,75.6,0.0,0.0,76.19,76.19,76.19,0.0,0.0,75.32,75.32,75.32,0.0,0.0,76.15,76.15,76.15,0.0,0.0
2019-04-28,76.29,76.29,76.29,0.0,0.0,76.88,76.88,76.88,0.0,0.0,76.22,76.22,76.22,0.0,0.0,76.88,76.88,76.88,0.0,0.0
2019-05-05,75.54,75.54,75.54,0.0,0.0,76.17,76.17,76.17,0.0,0.0,74.62,74.62,74.62,0.0,0.0,76.14,76.14,76.14,0.0,0.0
2019-05-12,75.81,75.81,75.81,0.0,0.0,76.6,76.6,76.6,0.0,0.0,75.8,75.8,75.8,0.0,0.0,75.92,75.92,75.92,0.0,0.0
2019-05-19,75.21,75.21,75.21,0.0,0.0,75.54,75.54,75.54,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.11,75.11,75.11,0.0,0.0
2019-05-26,73.6,73.6,73.6,0.0,0.0,74.02,74.02,74.02,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.56,73.56,73.56,0.0,0.0
2019-06-02,76.42,76.42,76.42,0.0,0.0,77.34,77.34,77.34,0.0,0.0,76.42,76.42,76.42,0.0,0.0,77.15,77.15,77.15,0.0,0.0
2019-06-09,77.48,77.48,77.48,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.17,77.17,77.17,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2019-06-16,79.01,79.01,79.01,0.0,0.0,79.01,79.01,79.01,0.0,0.0,78.62,78.62,78.62,0.0,0.0,78.67,78.67,78.67,0.0,0.0
2019-06-23,77.61,77.61,77.61,0.0,0.0,78.02,78.02,78.02,0.0,0.0,77.35,77.35,77.35,0.0,0.0,77.92,77.92,77.92,0.0,0.0
2019-06-30,79.14,79.14,79.14,0.0,0.0,79.68,79.68,79.68,0.0,0.0,78.72,78.72,78.72,0.0,0.0,79.63,79.63,79.63,0.0,0.0
2019-07-07,80.41,80.41,80.41,0.0,0.0,80.53,80.53,80.53,0.0,0.0,80.0,80.0,80.0,0.0,0.0,80.49,80.49,80.49,0.0,0.0
2019-07-14,80.7,80.7,80.7,0.0,0.0,80.73,80.73,80.73,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.7,79.7,79.7,0.0,0.0
2019-07-21,80.98,80.98,80.98,0.0,0.0,81.51,81.51,81.51,0.0,0.0,80.98,80.98,80.98,0.0,0.0,81.43,81.43,81.43,0.0,0.0
2019-07-28,78.75,78.75,78.75,0.0,0.0,78.81,78.81,78.81,0.0,0.0,77.71,77.71,77.71,0.0,0.0,78.28,78.28,78.28,0.0,0.0
2019-08-04,79.17,79.17,79.17,0.0,0.0,79.27,79.27,79.27,0.0,0.0,78.53,78.53,78.53,0.0,0.0,78.89,78.89,78.89,0.0,0.0
2019-08-11,77.32,77.32,77.32,0.0,0.0,78.0,78.0,78.0,0.0,0.0,77.32,77.32,77.32,0.0,0.0,77.92,77.92,77.92,0.0,0.0
2019-08-18,78.72,78.72,78.72,0.0,0.0,79.23,79.23,79.23,0.0,0.0,76.98,76.98,76.98,0.0,0.0,77.22,77.22,77.22,0.0,0.0
2019-08-25,79.67,79.67,79.67,0.0,0.0,79.85,79.85,79.85,0.0,0.0,78.61,78.61,78.61,0.0,0.0,79.05,79.05,79.05,0.0,0.0
2019-09-01,79.97,79.97,79.97,0.0,0.0,79.97,79.97,79.97,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.43,79.43,79.43,0.0,0.0
2019-09-08,78.03,78.03,78.03,0.0,0.0,78.11,78.11,78.11,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.62,77.62,77.62,0.0,0.0
2019-09-15,78.32,78.32,78.32,0.0,0.0,78.4,78.4,78.4,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.77,77.77,77.77,0.0,0.0
2019-09-22,76.56,76.56,76.56,0.0,0.0,76.56,76.56,76.56,0.0,0.0,74.86,74.86,74.86,0.0,0.0,75.25,75.25,75.25,0.0,0.0
2019-09-29,74.83,74.83,74.83,0.0,0.0,75.39,75.39,75.39,0.0,0.0,74.62,74.62,74.62,0.0,0.0,75.36,75.36,75.36,0.0,0.0
2019-10-06,75.59,75.59,75.59,0.0,0.0,76.14,76.14,76.14,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.63,75.63,75.63,0.0,0.0
2019-10-13,75.99,75.99,75.99,0.0,0.0,76.15,76.15,76.15,0.0,0.0,74.99,74.99,74.99,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2019-10-20,75.81,75.81,75.81,0.0,0.0,76.32,76.32,76.32,0.0,0.0,75.57,75.57,75.57,0.0,0.0,76.22,76.22,76.22,0.0,0.0
2019-10-27,77.2,77.2,77.2,0.0,0.0,77.64,77.64,77.64,0.0,0.0,77.2,77.2,77.2,0.0,0.0,77.62,77.62,77.62,0.0,0.0
2019-11-03,76.26,76.26,76.26,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.17,76.17,76.17,0.0,0.0,76.45,76.45,76.45,0.0,0.0
2019-11-10,78.34,78.34,78.34,0.0,0.0,78.59,78.59,78.59,0.0,0.0,78.04,78.04,78.04,0.0,0.0,78.59,78.59,78.59,0.0,0.0
2019-11-17,78.75,78.75,78.75,0.0,0.0,78.75,78.75,78.75,0.0,0.0,78.27,78.27,78.27,0.0,0.0,78.55,78.55,78.55,0.0,0.0
2019-11-24,79.93,79.93,79.93,0.0,0.0,79.93,79.93,79.93,0.0,0.0,79.65,79.65,79.65,0.0,0.0,79.75,79.75,79.75,0.0,0.0
2019-12-01,79.09,79.09,79.09,0.0,0.0,79.21,79.21,79.21,0.0,0.0,78.86,78.86,78.86,0.0,0.0,78.92,78.92,78.92,0.0,0.0
2019-12-08,78.57,78.57,78.57,0.0,0.0,79.05,79.05,79.05,0.0,0.0,78.56,78.56,78.56,0.0,0.0,78.9,78.9,78.9,0.0,0.0
2019-12-15,80.46,80.46,80.46,0.0,0.0,80.69,80.69,80.69,0.0,0.0,80.27,80.27,80.27,0.0,0.0,80.57,80.57,80.57,0.0,0.0
2019-12-22,81.25,81.25,81.25,0.0,0.0,81.25,81.25,81.25,0.0,0.0,80.73,80.73,80.73,0.0,0.0,80.98,80.98,80.98,0.0,0.0
2019-12-29,80.28,80.28,80.28,0.0,0.0,80.96,80.96,80.96,0.0,0.0,80.26,80.26,80.26,0.0,0.0,80.72,80.72,80.72,0.0,0.0
