Date,AGRPY_Open_average,AGRPY_Open_max,AGRPY_Open_min,AGRPY_Open_volatility,AGRPY_Open_change,AGRPY_High_average,AGRPY_High_max,AGRPY_High_min,AGRPY_High_volatility,AGRPY_High_change,AGRPY_Low_average,AGRPY_Low_max,AGRPY_Low_min,AGRPY_Low_volatility,AGRPY_Low_change,AGRPY_Close_average,AGRPY_Close_max,AGRPY_Close_min,AGRPY_Close_volatility,AGRPY_Close_change,AGRPY_Volume_average,AGRPY_Volume_max,AGRPY_Volume_min,AGRPY_Volume_volatility,AGRPY_Volume_change
2018-01-14,29.515,30.41,28.95,1.4600000000000009,1.4600000000000009,29.8925,30.51,29.2,1.3100000000000023,1.2100000000000009,29.4525,30.41,28.94,1.4699999999999989,1.4699999999999989,29.72,30.41,29.2,1.2100000000000009,1.2100000000000009,1158,2106,0,2106,-2106
2018-01-21,31.23,31.37,31.09,0.28000000000000114,0.28000000000000114,31.44,31.51,31.37,0.14000000000000057,-0.14000000000000057,31.23,31.37,31.09,0.28000000000000114,0.28000000000000114,31.41,31.45,31.37,0.0799999999999983,-0.0799999999999983,2396,4793,0,4793,-4793
2018-01-28,30.156,31.27,28.92,2.349999999999998,0.879999999999999,30.228,31.27,28.92,2.349999999999998,1.2399999999999984,29.606,30.51,28.54,1.9700000000000024,0.3500000000000014,29.626,30.51,28.64,1.870000000000001,0.25,3390,7363,420,6943,-902
2018-02-04,30.526,31.45,29.79,1.6600000000000001,1.120000000000001,30.663999999999998,32.14,29.79,2.3500000000000014,1.8100000000000023,30.334,31.43,28.85,2.5799999999999983,1.1000000000000014,30.366,31.59,28.85,2.7399999999999984,1.2600000000000016,298,992,0,992,992
2018-02-11,33.6875,35.45,31.96,3.490000000000002,3.3400000000000034,33.957499999999996,35.5,32.11,3.3900000000000006,3.3900000000000006,33.6575,35.45,31.95,3.5000000000000036,3.3400000000000034,33.92,35.5,32.11,3.3900000000000006,3.3900000000000006,1734,3946,0,3946,738
2018-02-18,35.41,35.6,35.22,0.38000000000000256,0.38000000000000256,35.96,36.0,35.92,0.0799999999999983,0.0799999999999983,35.21,35.22,35.2,0.01999999999999602,-0.01999999999999602,35.96,36.0,35.92,0.0799999999999983,0.0799999999999983,1817,2172,1463,709,-709
2018-02-25,33.958,34.52,33.44,1.0800000000000054,-0.10000000000000142,33.966,34.52,33.44,1.0800000000000054,-0.10000000000000142,33.794,34.42,33.08,1.3400000000000034,0.13000000000000256,33.884,34.42,33.44,0.980000000000004,0.13000000000000256,9952,46052,0,46052,-1091
2018-03-04,34.620000000000005,35.08,34.22,0.8599999999999994,-0.12000000000000455,34.87,35.23,34.22,1.009999999999998,-0.730000000000004,34.6075,35.08,34.22,0.8599999999999994,-0.12000000000000455,34.8675,35.22,34.22,1.0,-0.730000000000004,654,1548,0,1548,-1070
2018-03-11,33.35666666666667,34.09,32.89,1.2000000000000028,-1.2000000000000028,33.370000000000005,34.13,32.89,1.240000000000002,-1.240000000000002,33.35333333333334,34.09,32.88,1.2100000000000009,-1.2100000000000009,33.36666666666667,34.13,32.88,1.25,-1.25,10429,29874,0,29874,-28459
2018-03-18,33.36,33.83,32.71,1.1199999999999974,-0.4799999999999969,33.4625,33.83,32.71,1.1199999999999974,-0.07000000000000028,33.2625,33.83,32.6,1.2299999999999969,-0.4799999999999969,33.365,33.83,32.6,1.2299999999999969,-0.07000000000000028,841,2043,0,2043,2043
2018-03-25,31.96,33.0,31.42,1.5799999999999983,-1.5799999999999983,32.230000000000004,33.27,31.46,1.8100000000000023,-1.3100000000000023,31.96,33.0,31.42,1.5799999999999983,-1.5799999999999983,32.17,33.09,31.46,1.6300000000000026,-1.1300000000000026,521,1118,0,1118,672
2018-04-01,30.6475,30.75,30.5,0.25,-0.23000000000000043,30.78,31.16,30.5,0.6600000000000001,-0.6600000000000001,30.53,30.61,30.49,0.120000000000001,-0.019999999999999574,30.715,31.16,30.49,0.6700000000000017,-0.6600000000000001,3278,6837,0,6837,-912
2018-04-08,29.903333333333332,30.53,28.99,1.5400000000000027,-1.5400000000000027,30.10333333333333,30.79,28.99,1.8000000000000007,-1.5400000000000027,29.903333333333332,30.53,28.99,1.5400000000000027,-1.5400000000000027,30.10333333333333,30.79,28.99,1.8000000000000007,-1.5400000000000027,277,833,0,833,0
2018-04-15,29.543333333333333,29.94,29.0,0.9400000000000013,-0.9400000000000013,29.61,30.14,29.0,1.1400000000000006,-1.1400000000000006,29.476666666666667,29.94,29.0,0.9400000000000013,-0.9400000000000013,29.543333333333333,30.14,29.0,1.1400000000000006,-1.1400000000000006,638,1057,0,1057,-1057
2018-04-22,28.085,28.27,27.9,0.370000000000001,0.370000000000001,28.119999999999997,28.33,27.91,0.41999999999999815,0.41999999999999815,28.064999999999998,28.27,27.86,0.41000000000000014,0.41000000000000014,28.119999999999997,28.33,27.91,0.41999999999999815,0.41999999999999815,1079,1467,692,775,775
2018-04-29,28.2875,28.6,27.98,0.620000000000001,0.620000000000001,28.555,28.88,28.19,0.6899999999999977,-0.2799999999999976,28.2875,28.6,27.98,0.620000000000001,0.620000000000001,28.555,28.88,28.19,0.6899999999999977,-0.2799999999999976,131,300,0,300,-300
2018-05-06,28.456666666666667,28.94,27.56,1.3800000000000026,1.3800000000000026,28.62,28.94,28.05,0.8900000000000006,0.8900000000000006,28.456666666666667,28.94,27.56,1.3800000000000026,1.3800000000000026,28.62,28.94,28.05,0.8900000000000006,0.8900000000000006,87,261,0,261,-261
2018-05-13,27.243333333333332,28.39,25.04,3.3500000000000014,-3.3500000000000014,27.243333333333332,28.39,25.04,3.3500000000000014,-3.3500000000000014,26.916666666666668,28.3,25.04,3.2600000000000016,-2.370000000000001,26.916666666666668,28.3,25.04,3.2600000000000016,-2.370000000000001,290,872,0,872,-872
2018-05-20,25.9875,26.17,25.7,0.4700000000000024,-0.21000000000000085,26.0375,26.37,25.7,0.6700000000000017,-0.41000000000000014,25.9525,26.17,25.56,0.610000000000003,-0.21000000000000085,26.0025,26.37,25.56,0.8100000000000023,-0.41000000000000014,453,931,0,931,-931
