Date,Fidelity MSCI Materials_Open_average,Fidelity MSCI Materials_Open_max,Fidelity MSCI Materials_Open_min,Fidelity MSCI Materials_Open_volatility,Fidelity MSCI Materials_Open_change,Fidelity MSCI Materials_High_average,Fidelity MSCI Materials_High_max,Fidelity MSCI Materials_High_min,Fidelity MSCI Materials_High_volatility,Fidelity MSCI Materials_High_change,Fidelity MSCI Materials_Low_average,Fidelity MSCI Materials_Low_max,Fidelity MSCI Materials_Low_min,Fidelity MSCI Materials_Low_volatility,Fidelity MSCI Materials_Low_change,Fidelity MSCI Materials_Close_average,Fidelity MSCI Materials_Close_max,Fidelity MSCI Materials_Close_min,Fidelity MSCI Materials_Close_volatility,Fidelity MSCI Materials_Close_change
2018-01-14,36.66,36.66,36.66,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.41,36.41,36.41,0.0,0.0,36.56,36.56,36.56,0.0,0.0
2018-01-21,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-01-28,34.72,34.72,34.72,0.0,0.0,35.16,35.16,35.16,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2018-02-04,33.84,33.84,33.84,0.0,0.0,34.47,34.47,34.47,0.0,0.0,33.79,33.79,33.79,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-02-11,34.97,34.97,34.97,0.0,0.0,35.33,35.33,35.33,0.0,0.0,34.83,34.83,34.83,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2018-02-18,35.51,35.51,35.51,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.18,35.18,35.18,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2018-02-25,34.02,34.02,34.02,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-03-04,35.52,35.52,35.52,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-03-11,34.2,34.2,34.2,0.0,0.0,34.2,34.2,34.2,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-03-18,32.9,32.9,32.9,0.0,0.0,33.1,33.1,33.1,0.0,0.0,32.54,32.54,32.54,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-03-25,32.86,32.86,32.86,0.0,0.0,32.98,32.98,32.98,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2018-04-01,32.93,32.93,32.93,0.0,0.0,33.24,33.24,33.24,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-04-08,33.96,33.96,33.96,0.0,0.0,34.22,34.22,34.22,0.0,0.0,33.83,33.83,33.83,0.0,0.0,34.18,34.18,34.18,0.0,0.0
2018-04-15,34.26,34.26,34.26,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2018-04-22,33.64,33.64,33.64,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-04-29,33.66,33.66,33.66,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-05-06,34.28,34.28,34.28,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.25,34.25,34.25,0.0,0.0
2018-05-13,34.91,34.91,34.91,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2018-05-20,34.39,34.39,34.39,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-05-27,34.47,34.47,34.47,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-06-03,35.29,35.29,35.29,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-06-10,34.38,34.38,34.38,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-06-17,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.42,33.42,33.42,0.0,0.0
2018-06-24,33.44,33.44,33.44,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2018-07-01,34.1,34.1,34.1,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2018-07-08,34.05,34.05,34.05,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2018-07-15,33.89,33.89,33.89,0.0,0.0,33.93,33.93,33.93,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.8,33.8,33.8,0.0,0.0
2018-07-22,34.48,34.48,34.48,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-07-29,34.23,34.23,34.23,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-08-05,34.07,34.07,34.07,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-08-12,33.85,33.85,33.85,0.0,0.0,34.1,34.1,34.1,0.0,0.0,33.85,33.85,33.85,0.0,0.0,34.03,34.03,34.03,0.0,0.0
2018-08-19,34.35,34.35,34.35,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.35,34.35,34.35,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2018-08-26,34.37,34.37,34.37,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.3,34.3,34.3,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-09-02,34.28,34.28,34.28,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2018-09-09,34.42,34.42,34.42,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.42,34.42,34.42,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-09-16,34.85,34.85,34.85,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-09-23,33.76,33.76,33.76,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2018-09-30,33.14,33.14,33.14,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.23,33.23,33.23,0.0,0.0
2018-10-07,30.98,30.98,30.98,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0
2018-10-14,30.74,30.74,30.74,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2018-10-21,29.5,29.5,29.5,0.0,0.0,29.73,29.73,29.73,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2018-10-28,30.86,30.86,30.86,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.98,30.98,30.98,0.0,0.0
2018-11-04,31.21,31.21,31.21,0.0,0.0,31.21,31.21,31.21,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2018-11-11,31.32,31.32,31.32,0.0,0.0,31.4,31.4,31.4,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-11-18,30.57,30.57,30.57,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-11-25,31.62,31.62,31.62,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.14,31.14,31.14,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-12-02,29.34,29.34,29.34,0.0,0.0,29.37,29.37,29.37,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2018-12-09,28.84,28.84,28.84,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2018-12-16,27.13,27.13,27.13,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2018-12-23,28.37,28.37,28.37,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.39,28.39,28.39,0.0,0.0
2018-12-30,28.92,28.92,28.92,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.8,28.8,28.8,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-01-06,29.34,29.34,29.34,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.37,29.37,29.37,0.0,0.0
