Date,Entrepreneur 30 Fund_Open_average,Entrepreneur 30 Fund_Open_max,Entrepreneur 30 Fund_Open_min,Entrepreneur 30 Fund_Open_volatility,Entrepreneur 30 Fund_Open_change,Entrepreneur 30 Fund_High_average,Entrepreneur 30 Fund_High_max,Entrepreneur 30 Fund_High_min,Entrepreneur 30 Fund_High_volatility,Entrepreneur 30 Fund_High_change,Entrepreneur 30 Fund_Low_average,Entrepreneur 30 Fund_Low_max,Entrepreneur 30 Fund_Low_min,Entrepreneur 30 Fund_Low_volatility,Entrepreneur 30 Fund_Low_change,Entrepreneur 30 Fund_Close_average,Entrepreneur 30 Fund_Close_max,Entrepreneur 30 Fund_Close_min,Entrepreneur 30 Fund_Close_volatility,Entrepreneur 30 Fund_Close_change
2018-01-14,16.59,16.59,16.59,0.0,0.0,16.65,16.65,16.65,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2018-01-21,17.04,17.04,17.04,0.0,0.0,17.13,17.13,17.13,0.0,0.0,16.97,16.97,16.97,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2018-01-28,16.39,16.39,16.39,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.07,16.07,16.07,0.0,0.0
2018-02-04,15.8,15.8,15.8,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.78,15.78,15.78,0.0,0.0
2018-02-11,16.49,16.49,16.49,0.0,0.0,16.59,16.59,16.59,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2018-02-18,16.64,16.64,16.64,0.0,0.0,16.78,16.78,16.78,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2018-02-25,16.56,16.56,16.56,0.0,0.0,16.86,16.86,16.86,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.82,16.82,16.82,0.0,0.0
2018-03-04,17.6,17.6,17.6,0.0,0.0,17.6,17.6,17.6,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.57,17.57,17.57,0.0,0.0
2018-03-11,17.25,17.25,17.25,0.0,0.0,17.25,17.25,17.25,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2018-03-18,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.45,16.45,16.45,0.0,0.0
2018-03-25,16.32,16.32,16.32,0.0,0.0,16.32,16.32,16.32,0.0,0.0,15.99,15.99,15.99,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-04-01,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-04-08,16.35,16.35,16.35,0.0,0.0,16.48,16.48,16.48,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-04-15,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.8,16.8,16.8,0.0,0.0
2018-04-22,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.62,16.62,16.62,0.0,0.0
2018-04-29,16.96,16.96,16.96,0.0,0.0,17.06,17.06,17.06,0.0,0.0,16.96,16.96,16.96,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2018-05-06,17.53,17.53,17.53,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.44,17.44,17.44,0.0,0.0,17.45,17.45,17.45,0.0,0.0
2018-05-13,17.36,17.36,17.36,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.26,17.26,17.26,0.0,0.0,17.33,17.33,17.33,0.0,0.0
2018-05-20,17.4,17.4,17.4,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.37,17.37,17.37,0.0,0.0
2018-05-27,17.85,17.85,17.85,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.84,17.84,17.84,0.0,0.0
2018-06-03,17.81,17.81,17.81,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.99,17.99,17.99,0.0,0.0
2018-06-10,18.15,18.15,18.15,0.0,0.0,18.23,18.23,18.23,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2018-06-17,17.65,17.65,17.65,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.53,17.53,17.53,0.0,0.0,17.6,17.6,17.6,0.0,0.0
2018-06-24,17.52,17.52,17.52,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2018-07-01,18.07,18.07,18.07,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-07-08,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.28,18.28,18.28,0.0,0.0
2018-07-15,18.3,18.3,18.3,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2018-07-22,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.74,17.74,17.74,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2018-07-29,17.97,17.97,17.97,0.0,0.0,18.13,18.13,18.13,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2018-08-05,18.08,18.08,18.08,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2018-08-12,17.73,17.73,17.73,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2018-08-19,18.43,18.43,18.43,0.0,0.0,18.61,18.61,18.61,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.56,18.56,18.56,0.0,0.0
2018-08-26,18.73,18.73,18.73,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.79,18.79,18.79,0.0,0.0
2018-09-02,18.27,18.27,18.27,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.37,18.37,18.37,0.0,0.0
2018-09-09,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-09-16,18.2,18.2,18.2,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.38,18.38,18.38,0.0,0.0
2018-09-23,18.82,18.82,18.82,0.0,0.0,18.82,18.82,18.82,0.0,0.0,18.72,18.72,18.72,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-09-30,17.88,17.88,17.88,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.48,17.48,17.48,0.0,0.0,17.68,17.68,17.68,0.0,0.0
2018-10-07,16.85,16.85,16.85,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0
