Date,PowerShares SP 500 ex-Rate Sensiti_Open_average,PowerShares SP 500 ex-Rate Sensiti_Open_max,PowerShares SP 500 ex-Rate Sensiti_Open_min,PowerShares SP 500 ex-Rate Sensiti_Open_volatility,PowerShares SP 500 ex-Rate Sensiti_Open_change,PowerShares SP 500 ex-Rate Sensiti_High_average,PowerShares SP 500 ex-Rate Sensiti_High_max,PowerShares SP 500 ex-Rate Sensiti_High_min,PowerShares SP 500 ex-Rate Sensiti_High_volatility,PowerShares SP 500 ex-Rate Sensiti_High_change,PowerShares SP 500 ex-Rate Sensiti_Low_average,PowerShares SP 500 ex-Rate Sensiti_Low_max,PowerShares SP 500 ex-Rate Sensiti_Low_min,PowerShares SP 500 ex-Rate Sensiti_Low_volatility,PowerShares SP 500 ex-Rate Sensiti_Low_change,PowerShares SP 500 ex-Rate Sensiti_Close_average,PowerShares SP 500 ex-Rate Sensiti_Close_max,PowerShares SP 500 ex-Rate Sensiti_Close_min,PowerShares SP 500 ex-Rate Sensiti_Close_volatility,PowerShares SP 500 ex-Rate Sensiti_Close_change
2018-04-22,33.98,33.98,33.98,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0
2018-04-29,33.77,33.77,33.77,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.68,33.68,33.68,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-05-06,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2018-05-13,34.39,34.39,34.39,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2018-05-20,34.28,34.28,34.28,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.21,34.21,34.21,0.0,0.0
2018-05-27,34.37,34.37,34.37,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2018-06-03,34.99,34.99,34.99,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.9,34.9,34.9,0.0,0.0
2018-06-10,34.61,34.61,34.61,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2018-06-17,34.05,34.05,34.05,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-06-24,33.66,33.66,33.66,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-07-01,34.36,34.36,34.36,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2018-07-08,34.87,34.87,34.87,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-07-15,34.84,34.84,34.84,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.84,34.84,34.84,0.0,0.0
2018-07-22,35.31,35.31,35.31,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-07-29,35.45,35.45,35.45,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-08-05,35.35,35.35,35.35,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.23,35.23,35.23,0.0,0.0
2018-08-12,35.75,35.75,35.75,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2018-08-19,35.88,35.88,35.88,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-08-26,35.97,35.97,35.97,0.0,0.0,36.08,36.08,36.08,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2018-09-02,36.29,36.29,36.29,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.24,36.24,36.24,0.0,0.0
2018-09-09,36.52,36.52,36.52,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.44,36.44,36.44,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2018-09-16,36.73,36.73,36.73,0.0,0.0,36.73,36.73,36.73,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2018-09-23,36.39,36.39,36.39,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-09-30,35.9,35.9,35.9,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-10-07,34.24,34.24,34.24,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2018-10-14,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-10-21,33.74,33.74,33.74,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2018-10-28,34.43,34.43,34.43,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2018-11-04,35.41,35.41,35.41,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0
2018-11-11,35.24,35.24,35.24,0.0,0.0,35.24,35.24,35.24,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2018-11-18,34.55,34.55,34.55,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-11-25,35.71,35.71,35.71,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-12-02,33.61,33.61,33.61,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2018-12-09,33.3,33.3,33.3,0.0,0.0,33.44,33.44,33.44,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-12-16,31.12,31.12,31.12,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0
2018-12-23,32.11,32.11,32.11,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2018-12-30,32.38,32.38,32.38,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2019-01-06,32.88,32.88,32.88,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-01-13,33.8,33.8,33.8,0.0,0.0,34.08,34.08,34.08,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-01-20,33.78,33.78,33.78,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-01-27,34.76,34.76,34.76,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2019-02-03,35.02,35.02,35.02,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.96,34.96,34.96,0.0,0.0
2019-02-10,35.6,35.6,35.6,0.0,0.0,35.68,35.68,35.68,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.68,35.68,35.68,0.0,0.0
2019-02-17,36.12,36.12,36.12,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0
2019-02-24,36.41,36.41,36.41,0.0,0.0,36.41,36.41,36.41,0.0,0.0,35.78,35.78,35.78,0.0,0.0,36.01,36.01,36.01,0.0,0.0
2019-03-03,35.51,35.51,35.51,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2019-03-10,36.27,36.27,36.27,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2019-03-17,35.63,35.63,35.63,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.78,35.78,35.78,0.0,0.0
2019-03-24,36.56,36.56,36.56,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2019-03-31,36.87,36.87,36.87,0.0,0.0,36.94,36.94,36.94,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-04-07,37.11,37.11,37.11,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.0,37.0,37.0,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-04-14,36.72,36.72,36.72,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-04-21,37.43,37.43,37.43,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-04-28,36.95,36.95,36.95,0.0,0.0,37.4,37.4,37.4,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-05-05,36.63,36.63,36.63,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-05-12,37.02,37.02,37.02,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.9,36.9,36.9,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2019-05-19,37.07,37.07,37.07,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.9,36.9,36.9,0.0,0.0,37.0,37.0,37.0,0.0,0.0
2019-05-26,36.55,36.55,36.55,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-06-02,38.46,38.46,38.46,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2019-06-09,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.13,38.13,38.13,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2019-06-16,38.73,38.73,38.73,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.58,38.58,38.58,0.0,0.0
2019-06-23,38.87,38.87,38.87,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-06-30,39.34,39.34,39.34,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-07-07,39.48,39.48,39.48,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2019-07-14,39.04,39.04,39.04,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.0,39.0,39.0,0.0,0.0
2019-07-21,39.44,39.44,39.44,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.34,39.34,39.34,0.0,0.0
2019-07-28,38.07,38.07,38.07,0.0,0.0,38.07,38.07,38.07,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.46,37.46,37.46,0.0,0.0
2019-08-04,38.47,38.47,38.47,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.15,38.15,38.15,0.0,0.0,38.19,38.19,38.19,0.0,0.0
2019-08-11,38.66,38.66,38.66,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2019-08-18,37.81,37.81,37.81,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-08-25,38.92,38.92,38.92,0.0,0.0,38.92,38.92,38.92,0.0,0.0,38.64,38.64,38.64,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-09-01,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.3,39.3,39.3,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-09-08,39.41,39.41,39.41,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.33,39.33,39.33,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-09-15,39.29,39.29,39.29,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-09-22,39.31,39.31,39.31,0.0,0.0,39.52,39.52,39.52,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.42,39.42,39.42,0.0,0.0
2019-09-29,38.99,38.99,38.99,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-10-06,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.95,38.95,38.95,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-10-13,39.39,39.39,39.39,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2019-10-20,39.3,39.3,39.3,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.25,39.25,39.25,0.0,0.0,39.27,39.27,39.27,0.0,0.0
2019-10-27,39.79,39.79,39.79,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2019-11-03,39.83,39.83,39.83,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.78,39.78,39.78,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2019-11-10,40.11,40.11,40.11,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-11-17,40.16,40.16,40.16,0.0,0.0,40.27,40.27,40.27,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-11-24,40.62,40.62,40.62,0.0,0.0,40.62,40.62,40.62,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2019-12-01,40.57,40.57,40.57,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.53,40.53,40.53,0.0,0.0,40.53,40.53,40.53,0.0,0.0
2019-12-08,40.94,40.94,40.94,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.98,40.98,40.98,0.0,0.0
2019-12-15,41.29,41.29,41.29,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.08,41.08,41.08,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-12-22,41.28,41.28,41.28,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.03,41.03,41.03,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-12-29,41.0,41.0,41.0,0.0,0.0,41.22,41.22,41.22,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.19,41.19,41.19,0.0,0.0
