Date,AMRS_stock_Open_average,AMRS_stock_Open_max,AMRS_stock_Open_min,AMRS_stock_Open_volatility,AMRS_stock_Open_change,AMRS_stock_High_average,AMRS_stock_High_max,AMRS_stock_High_min,AMRS_stock_High_volatility,AMRS_stock_High_change,AMRS_stock_Low_average,AMRS_stock_Low_max,AMRS_stock_Low_min,AMRS_stock_Low_volatility,AMRS_stock_Low_change,AMRS_stock_Close_average,AMRS_stock_Close_max,AMRS_stock_Close_min,AMRS_stock_Close_volatility,AMRS_stock_Close_change,AMRS_stock_Volume_average,AMRS_stock_Volume_max,AMRS_stock_Volume_min,AMRS_stock_Volume_volatility,AMRS_stock_Volume_change
2018-01-14,4.83,4.93,4.68,0.25,0.16999999999999993,4.9670000000000005,5.118,4.76,0.35800000000000054,0.25,4.70875,4.8,4.55,0.25,0.1850000000000005,4.8825,5.0,4.74,0.2599999999999998,0.2599999999999998,359956,524474,180112,344362,-153967
2018-01-21,5.076,5.23,4.95,0.28000000000000025,0.28000000000000025,5.1562,5.296,5.03,0.266,0.266,4.918,5.04,4.8,0.2400000000000002,0.13999999999999968,5.074,5.19,4.95,0.2400000000000002,0.17000000000000082,416100,667065,296716,370349,100375
2018-01-28,5.038,5.24,4.85,0.39000000000000057,-0.3099999999999996,5.1558,5.35,4.95,0.39999999999999947,-0.39999999999999947,4.8637999999999995,5.1,4.739,0.36099999999999977,-0.34999999999999964,4.98,5.19,4.88,0.3100000000000005,-0.3100000000000005,349820,458646,204487,254159,-83849
2018-02-04,4.982,5.11,4.85,0.2600000000000007,-0.2600000000000007,5.044,5.11,5.0,0.11000000000000032,-0.11000000000000032,4.7824,4.88,4.7,0.17999999999999972,-0.09799999999999986,4.95,5.01,4.85,0.16000000000000014,-0.05999999999999961,368503,438255,326790,111465,26906
2018-02-11,5.164,5.29,4.95,0.33999999999999986,0.3099999999999996,5.296,5.35,5.2,0.14999999999999947,0.1299999999999999,5.0694,5.18,4.936,0.24399999999999977,0.18400000000000016,5.19,5.27,5.07,0.1999999999999993,0.10999999999999943,300644,371295,225727,145568,-72887
2018-02-18,5.525,5.9,5.31,0.5900000000000007,0.5900000000000007,5.772,6.098,5.35,0.7480000000000002,0.7480000000000002,5.4175,5.73,5.14,0.5900000000000007,0.5900000000000007,5.6625,5.9,5.28,0.6200000000000001,0.6200000000000001,573887,871828,363997,507831,-26928
2018-02-25,5.484,6.0,5.18,0.8200000000000003,-0.8200000000000003,5.632,6.06,5.33,0.7299999999999995,-0.7299999999999995,5.2642,5.76,5.1,0.6600000000000001,-0.6600000000000001,5.38,5.78,5.24,0.54,-0.45999999999999996,466136,811484,265802,545682,-186458
2018-03-04,5.41,5.62,5.25,0.3700000000000001,0.33000000000000007,5.6214,5.8,5.367000000000001,0.43299999999999894,0.43299999999999894,5.322,5.57,5.12,0.4500000000000002,0.4500000000000002,5.472,5.69,5.19,0.5,0.5,268518,378296,185333,192963,124125
2018-03-11,5.98,6.74,5.73,1.0099999999999998,1.0099999999999998,6.114,7.17,5.79,1.38,1.2699999999999996,5.7382,6.231,5.51,0.7210000000000001,0.5510000000000002,5.86,6.4,5.58,0.8200000000000003,0.6000000000000005,1986739,8199517,243442,7956075,7889663
2018-03-18,6.694,6.85,6.38,0.46999999999999975,0.3700000000000001,6.94,7.04,6.78,0.2599999999999998,0.1200000000000001,6.5,6.69,6.22,0.47000000000000064,0.3200000000000003,6.758,6.8,6.74,0.05999999999999961,0.05999999999999961,812699,1228170,423706,804464,-804464
2018-03-25,6.71,6.81,6.49,0.3199999999999994,-0.3199999999999994,6.8149999999999995,6.88,6.75,0.1299999999999999,-0.09999999999999964,6.5024999999999995,6.61,6.3,0.3100000000000005,-0.2999999999999998,6.6975,6.81,6.54,0.2699999999999996,-0.11999999999999922,375078,456119,332449,123670,123670
2018-04-01,6.826,7.04,6.64,0.40000000000000036,0.33999999999999986,7.014,7.3,6.8,0.5,0.28000000000000025,6.68,6.95,6.52,0.4300000000000006,0.040000000000000036,6.848,7.06,6.62,0.4399999999999995,0.16999999999999993,723348,1130418,305136,825282,256647
2018-04-08,6.852,6.91,6.76,0.15000000000000036,-0.10000000000000053,6.9616,7.0889999999999995,6.849,0.23999999999999932,-0.04099999999999948,6.72,6.87,6.58,0.29000000000000004,-0.08000000000000007,6.826,6.93,6.69,0.23999999999999932,-0.11999999999999922,433084,624092,291912,332180,270021
2018-04-15,6.516,6.72,6.28,0.4399999999999995,-0.4399999999999995,6.6248000000000005,6.734,6.45,0.2839999999999998,-0.2839999999999998,6.186,6.4,5.95,0.4500000000000002,-0.2400000000000002,6.426,6.62,6.3,0.3200000000000003,-0.11000000000000032,668316,897046,474037,423009,-190061
2018-04-22,6.564,6.69,6.35,0.34000000000000075,0.34000000000000075,6.667,6.75,6.54,0.20999999999999996,0.17499999999999982,6.459,6.56,6.29,0.2699999999999996,0.2699999999999996,6.614,6.69,6.53,0.16000000000000014,0.08000000000000007,570781,867992,300559,567433,289166
2018-04-29,6.73,6.88,6.61,0.2699999999999996,0.25,6.822,6.9,6.71,0.1900000000000004,0.1900000000000004,6.624,6.77,6.45,0.3199999999999994,0.1200000000000001,6.73,6.81,6.61,0.1999999999999993,0.1200000000000001,420851,542104,336931,205173,165302
2018-05-06,6.126,6.74,5.75,0.9900000000000002,-0.9900000000000002,6.2432,6.79,5.85,0.9400000000000004,-0.9400000000000004,5.6434,6.4,5.34,1.0600000000000005,-0.8730000000000002,5.955,6.43,5.705,0.7249999999999996,-0.5899999999999999,1115184,1962860,651283,1311577,-224982
2018-05-13,5.668,5.91,5.3,0.6100000000000003,-0.5,5.954,6.28,5.51,0.7700000000000005,-0.71,5.4056,5.777,5.09,0.6870000000000003,-0.6559999999999997,5.64,6.19,5.1,1.0900000000000007,-0.8300000000000001,1065669,1404692,816920,587772,-174988
2018-05-20,5.342,5.55,5.14,0.41000000000000014,-0.1900000000000004,5.374,5.55,5.16,0.3899999999999997,-0.2999999999999998,5.0840000000000005,5.28,4.897,0.383,-0.2160000000000002,5.232,5.45,5.03,0.41999999999999993,-0.41999999999999993,519280,670852,394644,276208,245121
2018-05-27,5.1274999999999995,5.22,5.03,0.1899999999999995,0.14999999999999947,5.2375,5.3,5.2,0.09999999999999964,-0.040000000000000036,5.0425,5.09,5.0,0.08999999999999986,0.03000000000000025,5.1175,5.17,5.08,0.08999999999999986,0.03000000000000025,486440,572509,426512,145997,-65741
2018-06-03,5.328,5.55,5.11,0.4399999999999995,0.4399999999999995,5.4644,5.65,5.292000000000001,0.35799999999999965,0.25,5.237,5.46,5.04,0.41999999999999993,0.2699999999999996,5.378,5.54,5.22,0.3200000000000003,0.20000000000000018,582753,828351,393825,434526,152056
2018-06-10,5.378,5.42,5.34,0.08000000000000007,0.009999999999999787,5.5402000000000005,5.66,5.49,0.16999999999999993,-0.04100000000000037,5.244,5.29,5.16,0.1299999999999999,0.08000000000000007,5.374,5.43,5.3,0.1299999999999999,0.1299999999999999,723902,1062642,374033,688609,355523
2018-06-17,5.488,5.62,5.4,0.21999999999999975,0.11999999999999922,5.602,5.72,5.44,0.27999999999999936,0.1999999999999993,5.394,5.5,5.3,0.20000000000000018,0.20000000000000018,5.512,5.6,5.37,0.22999999999999954,0.21999999999999975,1129409,3231103,467018,2764085,2712388
2018-06-24,6.094,6.47,5.61,0.8599999999999994,0.8599999999999994,6.327,6.54,5.72,0.8200000000000003,0.7999999999999998,5.9672,6.301,5.505,0.7960000000000003,0.7960000000000003,6.22,6.46,5.68,0.7800000000000002,0.71,1019275,1885218,484452,1400766,284442
2018-07-01,6.31,6.46,6.16,0.2999999999999998,-0.1899999999999995,6.41325,6.55,6.29,0.2599999999999998,-0.25,6.10625,6.21,6.02,0.1900000000000004,-0.10000000000000053,6.2775,6.47,6.12,0.34999999999999964,-0.17999999999999972,523919,824912,300770,524142,-275093
2018-07-08,6.636,6.78,6.41,0.3700000000000001,0.3700000000000001,6.778,6.92,6.65,0.2699999999999996,0.2699999999999996,6.479,6.645,6.24,0.40499999999999936,0.40499999999999936,6.686,6.8,6.63,0.16999999999999993,0.08000000000000007,447763,591859,284091,307768,-307768
2018-07-15,6.686,6.74,6.63,0.11000000000000032,-0.08000000000000007,6.7598,6.84,6.63,0.20999999999999996,-0.17900000000000027,6.52,6.6,6.32,0.27999999999999936,-0.17999999999999972,6.676,6.77,6.6,0.16999999999999993,-0.11000000000000032,454339,1048628,251680,796948,626905
2018-07-22,6.784,6.92,6.65,0.2699999999999996,0.2699999999999996,6.966,7.15,6.75,0.40000000000000036,0.16999999999999993,6.693,6.88,6.58,0.2999999999999998,0.01499999999999968,6.8,6.92,6.71,0.20999999999999996,0.0600000000000005,560074,978978,343090,635888,-8414
2018-07-29,6.84,6.94,6.62,0.3200000000000003,0.040000000000000036,6.953,7.01,6.9,0.10999999999999943,0.04499999999999993,6.6596,6.8229999999999995,6.475,0.34799999999999986,0.26500000000000057,6.856,6.96,6.64,0.3200000000000003,0.23000000000000043,424262,630245,315957,314288,-274422
2018-08-05,7.232,7.88,6.51,1.37,1.0300000000000002,7.586,8.08,6.91,1.17,1.17,7.143,7.655,6.42,1.2350000000000003,0.8950000000000005,7.44,7.84,6.78,1.0599999999999996,0.9500000000000002,1113898,1962620,349210,1613410,399410
2018-08-12,7.508,7.84,6.71,1.13,-1.0200000000000005,7.6178,7.89,6.93,0.96,-0.8100000000000005,7.284,7.67,6.49,1.1799999999999997,-0.9299999999999997,7.395,7.82,6.555,1.2650000000000006,-1.1150000000000002,1656526,5626560,479060,5147500,4957530
2018-08-19,7.148,7.66,6.57,1.0899999999999999,1.0899999999999999,7.4,7.66,6.97,0.6900000000000004,0.6900000000000004,7.066,7.49,6.57,0.9199999999999999,0.9199999999999999,7.315,7.6,6.785,0.8149999999999995,0.8149999999999995,948378,1150990,580020,570970,-513840
2018-08-26,7.84,8.47,7.59,0.8800000000000008,0.8800000000000008,8.12,9.1,7.64,1.46,1.46,7.74,8.41,7.46,0.9500000000000002,0.9199999999999999,8.024000000000001,8.97,7.57,1.4000000000000004,1.370000000000001,1202040,2742460,454640,2287820,1082170
2018-09-02,8.6125,9.1,8.24,0.8599999999999994,-0.8599999999999994,8.784749999999999,9.219,8.38,0.8389999999999986,-0.8389999999999986,8.265,8.71,8.02,0.6900000000000013,-0.6900000000000013,8.43,8.77,8.22,0.5499999999999989,-0.5499999999999989,1151240,2009300,807230,1202070,-1202070
2018-09-09,8.23,8.42,7.98,0.4399999999999995,-0.40000000000000036,8.358,8.58,8.12,0.46000000000000085,-0.3600000000000012,7.826,8.19,7.35,0.8399999999999999,-0.8399999999999999,8.05,8.39,7.55,0.8400000000000007,-0.8400000000000007,1098772,1678200,700490,977710,977710
2018-09-16,7.554,8.02,7.32,0.6999999999999993,0.41999999999999993,7.7706,8.05,7.43,0.620000000000001,0.2400000000000011,7.3494,7.765,7.08,0.6849999999999996,0.4449999999999994,7.622,7.97,7.36,0.6099999999999994,0.5099999999999998,1192818,1752170,537200,1214970,426010
2018-09-23,8.044,8.31,7.95,0.3600000000000003,-0.04999999999999982,8.228,8.38,8.11,0.27000000000000135,-0.05000000000000071,7.851999999999999,7.97,7.77,0.20000000000000018,-0.010000000000000675,8.024000000000001,8.32,7.82,0.5,-0.0699999999999994,991512,1537890,769330,768560,-31450
2018-09-30,7.718,7.96,7.49,0.46999999999999975,-0.1900000000000004,8.004,8.42,7.53,0.8899999999999997,0.39000000000000057,7.4990000000000006,7.705,7.29,0.41500000000000004,0.2599999999999998,7.7700000000000005,8.41,7.36,1.0499999999999998,0.9199999999999999,1132604,1559480,696860,862620,-354170
2018-10-07,8.612,9.2,8.14,1.0599999999999987,-0.17999999999999972,8.8928,9.285,8.429,0.8559999999999999,-0.32099999999999973,8.216999999999999,8.62,7.69,0.9299999999999988,-0.46999999999999975,8.488,9.2,7.7,1.4999999999999991,-0.9300000000000006,1688754,2073890,1351880,722010,215400
2018-10-14,7.618,7.92,7.44,0.47999999999999954,0.20000000000000018,7.860399999999999,8.129,7.72,0.4089999999999998,0.3460000000000001,7.359,7.5,7.162000000000001,0.3379999999999992,0.09999999999999964,7.548,7.8,7.37,0.4299999999999997,0.07000000000000028,1008228,1267890,790100,477790,221940
2018-10-21,7.294,7.56,7.17,0.3899999999999997,-0.3099999999999996,7.461,7.735,7.29,0.4450000000000003,-0.4450000000000003,7.088,7.44,6.94,0.5,-0.4900000000000002,7.21,7.46,7.0,0.45999999999999996,-0.45999999999999996,706490,1045600,537280,508320,186890
2018-10-28,7.3340000000000005,7.57,7.03,0.54,0.54,7.526199999999999,7.678,7.22,0.4580000000000002,0.4580000000000002,7.157,7.375,6.94,0.4349999999999996,0.09999999999999964,7.33,7.53,7.09,0.4400000000000004,0.08000000000000007,688978,730920,625970,104950,-61760
2018-11-04,7.3260000000000005,7.5,7.2,0.2999999999999998,0.040000000000000036,7.432,7.57,7.26,0.3100000000000005,-0.07000000000000028,6.9826,7.223,6.33,0.8929999999999998,-0.7299999999999995,7.14,7.41,6.34,1.0700000000000003,-0.9199999999999999,949194,2466870,366080,2100790,2043600
2018-11-11,4.936,6.41,3.85,2.56,-2.56,5.158,6.42,4.04,2.38,-2.38,4.508,5.84,3.19,2.65,-2.65,4.7490000000000006,5.9,3.865,2.035,-1.8800000000000003,3389014,6619550,1183470,5436080,4495060
2018-11-18,3.7375,3.86,3.61,0.25,0.020000000000000018,3.89,3.99,3.66,0.33000000000000007,0.020000000000000018,3.5525,3.72,3.31,0.41000000000000014,0.10000000000000009,3.77625,3.94,3.555,0.3849999999999998,0.2599999999999998,1413980,2438880,608980,1829900,-1829900
