Date,Schwab amental US Large CompanyEtf_Open_average,Schwab amental US Large CompanyEtf_Open_max,Schwab amental US Large CompanyEtf_Open_min,Schwab amental US Large CompanyEtf_Open_volatility,Schwab amental US Large CompanyEtf_Open_change,Schwab amental US Large CompanyEtf_High_average,Schwab amental US Large CompanyEtf_High_max,Schwab amental US Large CompanyEtf_High_min,Schwab amental US Large CompanyEtf_High_volatility,Schwab amental US Large CompanyEtf_High_change,Schwab amental US Large CompanyEtf_Low_average,Schwab amental US Large CompanyEtf_Low_max,Schwab amental US Large CompanyEtf_Low_min,Schwab amental US Large CompanyEtf_Low_volatility,Schwab amental US Large CompanyEtf_Low_change,Schwab amental US Large CompanyEtf_Close_average,Schwab amental US Large CompanyEtf_Close_max,Schwab amental US Large CompanyEtf_Close_min,Schwab amental US Large CompanyEtf_Close_volatility,Schwab amental US Large CompanyEtf_Close_change
2018-06-03,38.26,38.26,38.26,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.45,38.45,38.45,0.0,0.0
2018-06-10,38.21,38.21,38.21,0.0,0.0,38.29,38.29,38.29,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2018-06-17,38.05,38.05,38.05,0.0,0.0,38.13,38.13,38.13,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-06-24,37.42,37.42,37.42,0.0,0.0,37.67,37.67,37.67,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.34,37.34,37.34,0.0,0.0
2018-07-01,37.49,37.49,37.49,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.78,37.78,37.78,0.0,0.0
2018-07-08,38.11,38.11,38.11,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.11,38.11,38.11,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2018-07-15,38.13,38.13,38.13,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.09,38.09,38.09,0.0,0.0,38.1,38.1,38.1,0.0,0.0
2018-07-22,38.66,38.66,38.66,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2018-07-29,38.63,38.63,38.63,0.0,0.0,38.86,38.86,38.86,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-08-05,38.82,38.82,38.82,0.0,0.0,38.89,38.89,38.89,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2018-08-12,38.89,38.89,38.89,0.0,0.0,39.23,39.23,39.23,0.0,0.0,38.89,38.89,38.89,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2018-08-19,39.34,39.34,39.34,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.34,39.34,39.34,0.0,0.0,39.44,39.44,39.44,0.0,0.0
2018-08-26,39.56,39.56,39.56,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.48,39.48,39.48,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-09-02,39.33,39.33,39.33,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2018-09-09,39.79,39.79,39.79,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2018-09-16,40.38,40.38,40.38,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2018-09-23,39.58,39.58,39.58,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.58,39.58,39.58,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2018-09-30,39.76,39.76,39.76,0.0,0.0,39.87,39.87,39.87,0.0,0.0,39.42,39.42,39.42,0.0,0.0,39.59,39.59,39.59,0.0,0.0
2018-10-07,38.09,38.09,38.09,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2018-10-14,38.03,38.03,38.03,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2018-10-21,36.62,36.62,36.62,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.15,36.15,36.15,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-10-28,37.85,37.85,37.85,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-11-04,38.36,38.36,38.36,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.22,38.22,38.22,0.0,0.0
2018-11-11,37.42,37.42,37.42,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.42,37.42,37.42,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2018-11-18,36.35,36.35,36.35,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.36,36.36,36.36,0.0,0.0
2018-11-25,37.52,37.52,37.52,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-12-02,36.85,36.85,36.85,0.0,0.0,37.07,37.07,37.07,0.0,0.0,36.0,36.0,36.0,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-12-09,35.56,35.56,35.56,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2018-12-16,33.47,33.47,33.47,0.0,0.0,34.01,34.01,34.01,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2018-12-23,33.85,33.85,33.85,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-12-30,33.85,33.85,33.85,0.0,0.0,34.5,34.5,34.5,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-01-06,35.12,35.12,35.12,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-01-13,35.98,35.98,35.98,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.93,35.93,35.93,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2019-01-20,36.1,36.1,36.1,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2019-01-27,36.75,36.75,36.75,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2019-02-03,36.57,36.57,36.57,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.7,36.7,36.7,0.0,0.0
2019-02-10,37.51,37.51,37.51,0.0,0.0,37.74,37.74,37.74,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2019-02-17,37.91,37.91,37.91,0.0,0.0,38.01,38.01,38.01,0.0,0.0,37.87,37.87,37.87,0.0,0.0,37.99,37.99,37.99,0.0,0.0
2019-02-24,38.07,38.07,38.07,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.89,37.89,37.89,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2019-03-03,36.95,36.95,36.95,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.87,36.87,36.87,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2019-03-10,37.99,37.99,37.99,0.0,0.0,38.21,38.21,38.21,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.08,38.08,38.08,0.0,0.0
2019-03-17,38.0,38.0,38.0,0.0,0.0,38.06,38.06,38.06,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.49,37.49,37.49,0.0,0.0
2019-03-24,37.91,37.91,37.91,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2019-03-31,38.64,38.64,38.64,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2019-04-07,38.95,38.95,38.95,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.92,38.92,38.92,0.0,0.0
2019-04-14,39.04,39.04,39.04,0.0,0.0,39.05,39.05,39.05,0.0,0.0,38.87,38.87,38.87,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2019-04-21,38.94,38.94,38.94,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.16,39.16,39.16,0.0,0.0
2019-04-28,39.07,39.07,39.07,0.0,0.0,39.28,39.28,39.28,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-05-05,38.14,38.14,38.14,0.0,0.0,38.59,38.59,38.59,0.0,0.0,37.75,37.75,37.75,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2019-05-12,38.0,38.0,38.0,0.0,0.0,38.42,38.42,38.42,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.11,38.11,38.11,0.0,0.0
2019-05-19,37.71,37.71,37.71,0.0,0.0,37.77,37.77,37.77,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-05-26,36.56,36.56,36.56,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2019-06-02,38.02,38.02,38.02,0.0,0.0,38.34,38.34,38.34,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2019-06-09,38.46,38.46,38.46,0.0,0.0,38.54,38.54,38.54,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-06-16,39.22,39.22,39.22,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.18,39.18,39.18,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-06-23,38.94,38.94,38.94,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.93,38.93,38.93,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-06-30,39.45,39.45,39.45,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.31,39.31,39.31,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-07-07,39.65,39.65,39.65,0.0,0.0,39.88,39.88,39.88,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2019-07-14,39.65,39.65,39.65,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-07-21,39.86,39.86,39.86,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.83,39.83,39.83,0.0,0.0,40.03,40.03,40.03,0.0,0.0
2019-07-28,38.96,38.96,38.96,0.0,0.0,38.96,38.96,38.96,0.0,0.0,38.57,38.57,38.57,0.0,0.0,38.77,38.77,38.77,0.0,0.0
2019-08-04,38.66,38.66,38.66,0.0,0.0,38.69,38.69,38.69,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.47,38.47,38.47,0.0,0.0
2019-08-11,37.52,37.52,37.52,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2019-08-18,38.23,38.23,38.23,0.0,0.0,38.4,38.4,38.4,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.41,37.41,37.41,0.0,0.0
2019-08-25,38.55,38.55,38.55,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.39,38.39,38.39,0.0,0.0
2019-09-01,39.27,39.27,39.27,0.0,0.0,39.36,39.36,39.36,0.0,0.0,39.16,39.16,39.16,0.0,0.0,39.28,39.28,39.28,0.0,0.0
2019-09-08,40.2,40.2,40.2,0.0,0.0,40.33,40.33,40.33,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-09-15,40.08,40.08,40.08,0.0,0.0,40.15,40.15,40.15,0.0,0.0,39.83,39.83,39.83,0.0,0.0,39.83,39.83,39.83,0.0,0.0
2019-09-22,39.55,39.55,39.55,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.17,39.17,39.17,0.0,0.0,39.35,39.35,39.35,0.0,0.0
2019-09-29,38.56,38.56,38.56,0.0,0.0,38.98,38.98,38.98,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2019-10-06,39.23,39.23,39.23,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.23,39.23,39.23,0.0,0.0,39.37,39.37,39.37,0.0,0.0
2019-10-13,39.58,39.58,39.58,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2019-10-20,39.97,39.97,39.97,0.0,0.0,40.29,40.29,40.29,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2019-10-27,40.49,40.49,40.49,0.0,0.0,40.85,40.85,40.85,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.84,40.84,40.84,0.0,0.0
2019-11-03,41.41,41.41,41.41,0.0,0.0,41.58,41.58,41.58,0.0,0.0,41.28,41.28,41.28,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-11-10,41.61,41.61,41.61,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-11-17,41.5,41.5,41.5,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-11-24,41.85,41.85,41.85,0.0,0.0,41.9,41.9,41.9,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-12-01,41.71,41.71,41.71,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.93,41.93,41.93,0.0,0.0
2019-12-08,42.03,42.03,42.03,0.0,0.0,42.22,42.22,42.22,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2019-12-15,42.5,42.5,42.5,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-12-22,42.84,42.84,42.84,0.0,0.0,42.89,42.89,42.89,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.75,42.75,42.75,0.0,0.0
2019-12-29,42.55,42.55,42.55,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.67,42.67,42.67,0.0,0.0
