Date,iShares Core 10Y US Bd_Open_average,iShares Core 10Y US Bd_Open_max,iShares Core 10Y US Bd_Open_min,iShares Core 10Y US Bd_Open_volatility,iShares Core 10Y US Bd_Open_change,iShares Core 10Y US Bd_High_average,iShares Core 10Y US Bd_High_max,iShares Core 10Y US Bd_High_min,iShares Core 10Y US Bd_High_volatility,iShares Core 10Y US Bd_High_change,iShares Core 10Y US Bd_Low_average,iShares Core 10Y US Bd_Low_max,iShares Core 10Y US Bd_Low_min,iShares Core 10Y US Bd_Low_volatility,iShares Core 10Y US Bd_Low_change,iShares Core 10Y US Bd_Close_average,iShares Core 10Y US Bd_Close_max,iShares Core 10Y US Bd_Close_min,iShares Core 10Y US Bd_Close_volatility,iShares Core 10Y US Bd_Close_change
2018-03-25,61.37,61.37,61.37,0.0,0.0,61.81,61.81,61.81,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.63,61.63,61.63,0.0,0.0
2018-04-01,61.5,61.5,61.5,0.0,0.0,61.68,61.68,61.68,0.0,0.0,61.34,61.34,61.34,0.0,0.0,61.59,61.59,61.59,0.0,0.0
2018-04-08,61.35,61.35,61.35,0.0,0.0,61.58,61.58,61.58,0.0,0.0,61.28,61.28,61.28,0.0,0.0,61.52,61.52,61.52,0.0,0.0
2018-04-15,60.36,60.36,60.36,0.0,0.0,60.36,60.36,60.36,0.0,0.0,60.09,60.09,60.09,0.0,0.0,60.3,60.3,60.3,0.0,0.0
2018-04-22,60.39,60.39,60.39,0.0,0.0,60.47,60.47,60.47,0.0,0.0,60.27,60.27,60.27,0.0,0.0,60.28,60.28,60.28,0.0,0.0
2018-04-29,59.85,59.85,59.85,0.0,0.0,59.85,59.85,59.85,0.0,0.0,59.52,59.52,59.52,0.0,0.0,59.6,59.6,59.6,0.0,0.0
2018-05-06,59.96,59.96,59.96,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.09,60.09,60.09,0.0,0.0
2018-05-13,59.27,59.27,59.27,0.0,0.0,59.32,59.32,59.32,0.0,0.0,59.05,59.05,59.05,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2018-05-20,60.14,60.14,60.14,0.0,0.0,60.34,60.34,60.34,0.0,0.0,60.1,60.1,60.1,0.0,0.0,60.34,60.34,60.34,0.0,0.0
2018-05-27,60.1,60.1,60.1,0.0,0.0,60.25,60.25,60.25,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.08,60.08,60.08,0.0,0.0
2018-06-03,59.6,59.6,59.6,0.0,0.0,59.64,59.64,59.64,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.52,59.52,59.52,0.0,0.0
2018-06-10,59.95,59.95,59.95,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.72,59.72,59.72,0.0,0.0
2018-06-17,59.78,59.78,59.78,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.58,59.58,59.58,0.0,0.0,59.58,59.58,59.58,0.0,0.0
2018-06-24,59.9,59.9,59.9,0.0,0.0,59.9,59.9,59.9,0.0,0.0,59.7,59.7,59.7,0.0,0.0,59.77,59.77,59.77,0.0,0.0
2018-07-01,60.49,60.49,60.49,0.0,0.0,60.55,60.55,60.55,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.55,60.55,60.55,0.0,0.0
2018-07-08,60.84,60.84,60.84,0.0,0.0,60.84,60.84,60.84,0.0,0.0,60.65,60.65,60.65,0.0,0.0,60.74,60.74,60.74,0.0,0.0
2018-07-15,60.12,60.12,60.12,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.78,59.78,59.78,0.0,0.0,59.81,59.81,59.81,0.0,0.0
2018-07-22,60.07,60.07,60.07,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.07,60.07,60.07,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-07-29,60.23,60.23,60.23,0.0,0.0,60.24,60.24,60.24,0.0,0.0,60.12,60.12,60.12,0.0,0.0,60.12,60.12,60.12,0.0,0.0
2018-08-05,60.07,60.07,60.07,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.95,59.95,59.95,0.0,0.0,60.13,60.13,60.13,0.0,0.0
2018-08-12,60.8,60.8,60.8,0.0,0.0,60.92,60.92,60.92,0.0,0.0,60.78,60.78,60.78,0.0,0.0,60.84,60.84,60.84,0.0,0.0
2018-08-19,60.86,60.86,60.86,0.0,0.0,60.9,60.9,60.9,0.0,0.0,60.8,60.8,60.8,0.0,0.0,60.83,60.83,60.83,0.0,0.0
2018-08-26,60.69,60.69,60.69,0.0,0.0,60.73,60.73,60.73,0.0,0.0,60.35,60.35,60.35,0.0,0.0,60.4,60.4,60.4,0.0,0.0
2018-09-02,59.78,59.78,59.78,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.67,59.67,59.67,0.0,0.0,59.92,59.92,59.92,0.0,0.0
2018-09-09,59.74,59.74,59.74,0.0,0.0,59.95,59.95,59.95,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2018-09-16,59.19,59.19,59.19,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.19,59.19,59.19,0.0,0.0,59.33,59.33,59.33,0.0,0.0
2018-09-23,59.36,59.36,59.36,0.0,0.0,59.36,59.36,59.36,0.0,0.0,59.14,59.14,59.14,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2018-09-30,57.94,57.94,57.94,0.0,0.0,57.94,57.94,57.94,0.0,0.0,57.71,57.71,57.71,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2018-10-07,58.29,58.29,58.29,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2018-10-14,57.86,57.86,57.86,0.0,0.0,57.91,57.91,57.91,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.72,57.72,57.72,0.0,0.0
2018-10-21,57.98,57.98,57.98,0.0,0.0,58.05,58.05,58.05,0.0,0.0,57.8,57.8,57.8,0.0,0.0,57.89,57.89,57.89,0.0,0.0
2018-10-28,57.17,57.17,57.17,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.09,57.09,57.09,0.0,0.0
2018-11-04,57.65,57.65,57.65,0.0,0.0,57.75,57.75,57.75,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.61,57.61,57.61,0.0,0.0
2018-11-11,57.44,57.44,57.44,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.4,57.4,57.4,0.0,0.0
2018-11-18,57.4,57.4,57.4,0.0,0.0,57.49,57.49,57.49,0.0,0.0,57.35,57.35,57.35,0.0,0.0,57.35,57.35,57.35,0.0,0.0
2018-11-25,57.21,57.21,57.21,0.0,0.0,57.5,57.5,57.5,0.0,0.0,57.19,57.19,57.19,0.0,0.0,57.46,57.46,57.46,0.0,0.0
2018-12-02,58.25,58.25,58.25,0.0,0.0,58.36,58.36,58.36,0.0,0.0,58.15,58.15,58.15,0.0,0.0,58.29,58.29,58.29,0.0,0.0
2018-12-09,58.67,58.67,58.67,0.0,0.0,58.86,58.86,58.86,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2018-12-16,58.98,58.98,58.98,0.0,0.0,58.98,58.98,58.98,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.8,58.8,58.8,0.0,0.0
2018-12-23,58.8,58.8,58.8,0.0,0.0,59.08,59.08,59.08,0.0,0.0,58.8,58.8,58.8,0.0,0.0,59.02,59.02,59.02,0.0,0.0
2018-12-30,59.64,59.64,59.64,0.0,0.0,59.65,59.65,59.65,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-01-06,59.48,59.48,59.48,0.0,0.0,59.48,59.48,59.48,0.0,0.0,59.23,59.23,59.23,0.0,0.0,59.23,59.23,59.23,0.0,0.0
2019-01-13,59.31,59.31,59.31,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.22,59.22,59.22,0.0,0.0,59.45,59.45,59.45,0.0,0.0
2019-01-20,59.84,59.84,59.84,0.0,0.0,59.94,59.94,59.94,0.0,0.0,59.76,59.76,59.76,0.0,0.0,59.8,59.8,59.8,0.0,0.0
2019-01-27,60.14,60.14,60.14,0.0,0.0,60.16,60.16,60.16,0.0,0.0,59.94,59.94,59.94,0.0,0.0,60.1,60.1,60.1,0.0,0.0
2019-02-03,60.45,60.45,60.45,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.43,60.43,60.43,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-02-10,60.39,60.39,60.39,0.0,0.0,60.56,60.56,60.56,0.0,0.0,60.39,60.39,60.39,0.0,0.0,60.56,60.56,60.56,0.0,0.0
2019-02-17,60.46,60.46,60.46,0.0,0.0,60.46,60.46,60.46,0.0,0.0,60.38,60.38,60.38,0.0,0.0,60.44,60.44,60.44,0.0,0.0
2019-02-24,59.85,59.85,59.85,0.0,0.0,59.88,59.88,59.88,0.0,0.0,59.63,59.63,59.63,0.0,0.0,59.74,59.74,59.74,0.0,0.0
2019-03-03,60.26,60.26,60.26,0.0,0.0,60.33,60.33,60.33,0.0,0.0,60.23,60.23,60.23,0.0,0.0,60.25,60.25,60.25,0.0,0.0
2019-03-10,60.59,60.59,60.59,0.0,0.0,60.71,60.71,60.71,0.0,0.0,60.59,60.59,60.59,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2019-03-17,61.87,61.87,61.87,0.0,0.0,62.3,62.3,62.3,0.0,0.0,61.7,61.7,61.7,0.0,0.0,62.13,62.13,62.13,0.0,0.0
2019-03-24,62.14,62.14,62.14,0.0,0.0,62.14,62.14,62.14,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.77,61.77,61.77,0.0,0.0
2019-03-31,61.85,61.85,61.85,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2019-04-07,61.71,61.71,61.71,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.71,61.71,61.71,0.0,0.0,61.83,61.83,61.83,0.0,0.0
2019-04-14,61.45,61.45,61.45,0.0,0.0,61.46,61.46,61.46,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2019-04-21,61.9,61.9,61.9,0.0,0.0,61.98,61.98,61.98,0.0,0.0,61.77,61.77,61.77,0.0,0.0,61.82,61.82,61.82,0.0,0.0
2019-04-28,62.1,62.1,62.1,0.0,0.0,62.18,62.18,62.18,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2019-05-05,62.2,62.2,62.2,0.0,0.0,62.34,62.34,62.34,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.22,62.22,62.22,0.0,0.0
2019-05-12,62.57,62.57,62.57,0.0,0.0,62.57,62.57,62.57,0.0,0.0,62.4,62.4,62.4,0.0,0.0,62.4,62.4,62.4,0.0,0.0
2019-05-19,62.95,62.95,62.95,0.0,0.0,63.06,63.06,63.06,0.0,0.0,62.91,62.91,62.91,0.0,0.0,63.05,63.05,63.05,0.0,0.0
2019-05-26,64.22,64.22,64.22,0.0,0.0,64.42,64.42,64.42,0.0,0.0,64.07,64.07,64.07,0.0,0.0,64.4,64.4,64.4,0.0,0.0
2019-06-02,64.29,64.29,64.29,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.14,64.14,64.14,0.0,0.0,64.17,64.17,64.17,0.0,0.0
2019-06-09,64.55,64.55,64.55,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.63,64.63,64.63,0.0,0.0
2019-06-16,65.55,65.55,65.55,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.63,65.63,65.63,0.0,0.0
2019-06-23,66.33,66.33,66.33,0.0,0.0,66.33,66.33,66.33,0.0,0.0,65.57,65.57,65.57,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-06-30,66.07,66.07,66.07,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.89,65.89,65.89,0.0,0.0
2019-07-07,65.18,65.18,65.18,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2019-07-14,66.0,66.0,66.0,0.0,0.0,66.01,66.01,66.01,0.0,0.0,65.75,65.75,65.75,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2019-07-21,66.02,66.02,66.02,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.9,65.9,65.9,0.0,0.0,65.96,65.96,65.96,0.0,0.0
2019-07-28,67.71,67.71,67.71,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.51,67.51,67.51,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2019-08-04,68.89,68.89,68.89,0.0,0.0,69.39,69.39,69.39,0.0,0.0,68.75,68.75,68.75,0.0,0.0,69.29,69.29,69.29,0.0,0.0
2019-08-11,69.38,69.38,69.38,0.0,0.0,69.91,69.91,69.91,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.64,69.64,69.64,0.0,0.0
2019-08-18,70.5,70.5,70.5,0.0,0.0,70.54,70.54,70.54,0.0,0.0,70.13,70.13,70.13,0.0,0.0,70.31,70.31,70.31,0.0,0.0
2019-08-25,70.89,70.89,70.89,0.0,0.0,70.9,70.9,70.9,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.79,70.79,70.79,0.0,0.0
2019-09-01,69.58,69.58,69.58,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.3,69.3,69.3,0.0,0.0,69.3,69.3,69.3,0.0,0.0
2019-09-08,67.28,67.28,67.28,0.0,0.0,67.64,67.64,67.64,0.0,0.0,67.1,67.1,67.1,0.0,0.0,67.43,67.43,67.43,0.0,0.0
2019-09-15,69.14,69.14,69.14,0.0,0.0,69.51,69.51,69.51,0.0,0.0,69.0,69.0,69.0,0.0,0.0,69.06,69.06,69.06,0.0,0.0
2019-09-22,68.96,68.96,68.96,0.0,0.0,69.36,69.36,69.36,0.0,0.0,68.96,68.96,68.96,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2019-09-29,69.9,69.9,69.9,0.0,0.0,70.0,70.0,70.0,0.0,0.0,69.75,69.75,69.75,0.0,0.0,69.75,69.75,69.75,0.0,0.0
2019-10-06,68.71,68.71,68.71,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.62,68.62,68.62,0.0,0.0,68.82,68.82,68.82,0.0,0.0
2019-10-13,68.07,68.07,68.07,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.0,68.0,68.0,0.0,0.0,68.04,68.04,68.04,0.0,0.0
2019-10-20,68.01,68.01,68.01,0.0,0.0,68.01,68.01,68.01,0.0,0.0,67.85,67.85,67.85,0.0,0.0,67.87,67.87,67.87,0.0,0.0
2019-10-27,68.4,68.4,68.4,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.21,68.21,68.21,0.0,0.0,68.24,68.24,68.24,0.0,0.0
2019-11-03,67.07,67.07,67.07,0.0,0.0,67.12,67.12,67.12,0.0,0.0,66.85,66.85,66.85,0.0,0.0,66.95,66.95,66.95,0.0,0.0
2019-11-10,68.04,68.04,68.04,0.0,0.0,68.24,68.24,68.24,0.0,0.0,68.02,68.02,68.02,0.0,0.0,68.1,68.1,68.1,0.0,0.0
2019-11-17,68.94,68.94,68.94,0.0,0.0,69.06,69.06,69.06,0.0,0.0,68.91,68.91,68.91,0.0,0.0,69.05,69.05,69.05,0.0,0.0
2019-11-24,68.24,68.24,68.24,0.0,0.0,68.36,68.36,68.36,0.0,0.0,68.15,68.15,68.15,0.0,0.0,68.25,68.25,68.25,0.0,0.0
2019-12-01,68.83,68.83,68.83,0.0,0.0,68.83,68.83,68.83,0.0,0.0,68.6,68.6,68.6,0.0,0.0,68.61,68.61,68.61,0.0,0.0
2019-12-08,68.93,68.93,68.93,0.0,0.0,68.93,68.93,68.93,0.0,0.0,68.61,68.61,68.61,0.0,0.0,68.72,68.72,68.72,0.0,0.0
2019-12-15,68.51,68.51,68.51,0.0,0.0,68.51,68.51,68.51,0.0,0.0,68.13,68.13,68.13,0.0,0.0,68.26,68.26,68.26,0.0,0.0
2019-12-22,68.22,68.22,68.22,0.0,0.0,68.64,68.64,68.64,0.0,0.0,68.16,68.16,68.16,0.0,0.0,68.64,68.64,68.64,0.0,0.0
2019-12-29,68.81,68.81,68.81,0.0,0.0,69.17,69.17,69.17,0.0,0.0,68.81,68.81,68.81,0.0,0.0,69.11,69.11,69.11,0.0,0.0
