Date,SPDR MFS Systematic Core Equity_Open_average,SPDR MFS Systematic Core Equity_Open_max,SPDR MFS Systematic Core Equity_Open_min,SPDR MFS Systematic Core Equity_Open_volatility,SPDR MFS Systematic Core Equity_Open_change,SPDR MFS Systematic Core Equity_High_average,SPDR MFS Systematic Core Equity_High_max,SPDR MFS Systematic Core Equity_High_min,SPDR MFS Systematic Core Equity_High_volatility,SPDR MFS Systematic Core Equity_High_change,SPDR MFS Systematic Core Equity_Low_average,SPDR MFS Systematic Core Equity_Low_max,SPDR MFS Systematic Core Equity_Low_min,SPDR MFS Systematic Core Equity_Low_volatility,SPDR MFS Systematic Core Equity_Low_change,SPDR MFS Systematic Core Equity_Close_average,SPDR MFS Systematic Core Equity_Close_max,SPDR MFS Systematic Core Equity_Close_min,SPDR MFS Systematic Core Equity_Close_volatility,SPDR MFS Systematic Core Equity_Close_change
2018-06-10,77.26,77.26,77.26,0.0,0.0,77.63,77.63,77.63,0.0,0.0,77.26,77.26,77.26,0.0,0.0,77.52,77.52,77.52,0.0,0.0
2018-06-17,76.82,76.82,76.82,0.0,0.0,76.82,76.82,76.82,0.0,0.0,75.15,75.15,75.15,0.0,0.0,75.63,75.63,75.63,0.0,0.0
2018-06-24,75.0,75.0,75.0,0.0,0.0,75.22,75.22,75.22,0.0,0.0,74.76,74.76,74.76,0.0,0.0,74.76,74.76,74.76,0.0,0.0
2018-07-01,76.47,76.47,76.47,0.0,0.0,77.0,77.0,77.0,0.0,0.0,76.47,76.47,76.47,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2018-07-08,77.79,77.79,77.79,0.0,0.0,77.79,77.79,77.79,0.0,0.0,77.44,77.44,77.44,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2018-07-15,77.72,77.72,77.72,0.0,0.0,77.72,77.72,77.72,0.0,0.0,77.67,77.67,77.67,0.0,0.0,77.67,77.67,77.67,0.0,0.0
2018-07-22,77.78,77.78,77.78,0.0,0.0,77.78,77.78,77.78,0.0,0.0,77.29,77.29,77.29,0.0,0.0,77.44,77.44,77.44,0.0,0.0
2018-07-29,78.25,78.25,78.25,0.0,0.0,78.42,78.42,78.42,0.0,0.0,78.21,78.21,78.21,0.0,0.0,78.42,78.42,78.42,0.0,0.0
2018-08-05,78.17,78.17,78.17,0.0,0.0,78.45,78.45,78.45,0.0,0.0,78.01,78.01,78.01,0.0,0.0,78.01,78.01,78.01,0.0,0.0
2018-08-12,79.76,79.76,79.76,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.58,79.58,79.58,0.0,0.0,79.69,79.69,79.69,0.0,0.0
2018-08-19,80.14,80.14,80.14,0.0,0.0,80.46,80.46,80.46,0.0,0.0,80.14,80.14,80.14,0.0,0.0,80.46,80.46,80.46,0.0,0.0
2018-08-26,80.84,80.84,80.84,0.0,0.0,80.84,80.84,80.84,0.0,0.0,80.65,80.65,80.65,0.0,0.0,80.65,80.65,80.65,0.0,0.0
2018-09-02,80.11,80.11,80.11,0.0,0.0,80.24,80.24,80.24,0.0,0.0,80.11,80.11,80.11,0.0,0.0,80.24,80.24,80.24,0.0,0.0
2018-09-09,80.88,80.88,80.88,0.0,0.0,80.93,80.93,80.93,0.0,0.0,80.79,80.79,80.79,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2018-09-16,81.17,81.17,81.17,0.0,0.0,81.17,81.17,81.17,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2018-09-23,81.28,81.28,81.28,0.0,0.0,81.85,81.85,81.85,0.0,0.0,81.28,81.28,81.28,0.0,0.0,81.68,81.68,81.68,0.0,0.0
2018-09-30,81.12,81.12,81.12,0.0,0.0,81.12,81.12,81.12,0.0,0.0,80.61,80.61,80.61,0.0,0.0,80.79,80.79,80.79,0.0,0.0
2018-10-07,77.95,77.95,77.95,0.0,0.0,77.95,77.95,77.95,0.0,0.0,77.95,77.95,77.95,0.0,0.0,77.95,77.95,77.95,0.0,0.0
2018-10-14,78.72,78.72,78.72,0.0,0.0,79.0,79.0,79.0,0.0,0.0,78.13,78.13,78.13,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2018-10-21,75.64,75.64,75.64,0.0,0.0,76.23,76.23,76.23,0.0,0.0,73.75,73.75,73.75,0.0,0.0,74.49,74.49,74.49,0.0,0.0
2018-10-28,77.17,77.17,77.17,0.0,0.0,77.9,77.9,77.9,0.0,0.0,77.17,77.17,77.17,0.0,0.0,77.9,77.9,77.9,0.0,0.0
2018-11-04,78.04,78.04,78.04,0.0,0.0,78.04,78.04,78.04,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.76,77.76,77.76,0.0,0.0
2018-11-11,77.06,77.06,77.06,0.0,0.0,77.51,77.51,77.51,0.0,0.0,77.06,77.06,77.06,0.0,0.0,77.51,77.51,77.51,0.0,0.0
2018-11-18,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2018-11-25,79.46,79.46,79.46,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.46,79.46,79.46,0.0,0.0,79.46,79.46,79.46,0.0,0.0
2018-12-02,74.75,74.75,74.75,0.0,0.0,75.26,75.26,75.26,0.0,0.0,74.57,74.57,74.57,0.0,0.0,75.26,75.26,75.26,0.0,0.0
2018-12-09,73.29,73.29,73.29,0.0,0.0,73.9,73.9,73.9,0.0,0.0,72.17,72.17,72.17,0.0,0.0,72.17,72.17,72.17,0.0,0.0
2018-12-16,67.18,67.18,67.18,0.0,0.0,67.44,67.44,67.44,0.0,0.0,66.6,66.6,66.6,0.0,0.0,66.6,66.6,66.6,0.0,0.0
2018-12-23,70.4,70.4,70.4,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.55,70.55,70.55,0.0,0.0
2018-12-30,72.84,72.84,72.84,0.0,0.0,74.42,74.42,74.42,0.0,0.0,72.18,72.18,72.18,0.0,0.0,73.34,73.34,73.34,0.0,0.0
2019-01-06,73.99,73.99,73.99,0.0,0.0,74.05,74.05,74.05,0.0,0.0,73.98,73.98,73.98,0.0,0.0,74.05,74.05,74.05,0.0,0.0
2019-01-13,75.72,75.72,75.72,0.0,0.0,76.53,76.53,76.53,0.0,0.0,75.72,75.72,75.72,0.0,0.0,76.43,76.43,76.43,0.0,0.0
2019-01-20,75.51,75.51,75.51,0.0,0.0,75.95,75.95,75.95,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.95,75.95,75.95,0.0,0.0
2019-01-27,77.72,77.72,77.72,0.0,0.0,78.13,78.13,78.13,0.0,0.0,77.7,77.7,77.7,0.0,0.0,78.13,78.13,78.13,0.0,0.0
2019-02-03,77.59,77.59,77.59,0.0,0.0,77.64,77.64,77.64,0.0,0.0,77.57,77.57,77.57,0.0,0.0,77.57,77.57,77.57,0.0,0.0
2019-02-10,79.73,79.73,79.73,0.0,0.0,79.9,79.9,79.9,0.0,0.0,79.7,79.7,79.7,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2019-02-17,81.61,81.61,81.61,0.0,0.0,81.61,81.61,81.61,0.0,0.0,80.58,80.58,80.58,0.0,0.0,80.61,80.61,80.61,0.0,0.0
2019-02-24,81.53,81.53,81.53,0.0,0.0,81.53,81.53,81.53,0.0,0.0,79.3,79.3,79.3,0.0,0.0,79.84,79.84,79.84,0.0,0.0
2019-03-03,79.34,79.34,79.34,0.0,0.0,79.34,79.34,79.34,0.0,0.0,79.28,79.28,79.28,0.0,0.0,79.28,79.28,79.28,0.0,0.0
2019-03-10,79.93,79.93,79.93,0.0,0.0,80.49,80.49,80.49,0.0,0.0,79.93,79.93,79.93,0.0,0.0,80.46,80.46,80.46,0.0,0.0
2019-03-17,79.71,79.71,79.71,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.07,79.07,79.07,0.0,0.0,79.44,79.44,79.44,0.0,0.0
2019-03-24,81.09,81.09,81.09,0.0,0.0,81.15,81.15,81.15,0.0,0.0,80.7,80.7,80.7,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2019-03-31,81.01,81.01,81.01,0.0,0.0,81.16,81.16,81.16,0.0,0.0,80.92,80.92,80.92,0.0,0.0,81.15,81.15,81.15,0.0,0.0
2019-04-07,81.75,81.75,81.75,0.0,0.0,81.75,81.75,81.75,0.0,0.0,81.39,81.39,81.39,0.0,0.0,81.46,81.46,81.46,0.0,0.0
2019-04-14,81.56,81.56,81.56,0.0,0.0,81.57,81.57,81.57,0.0,0.0,81.56,81.56,81.56,0.0,0.0,81.56,81.56,81.56,0.0,0.0
2019-04-21,82.35,82.35,82.35,0.0,0.0,82.54,82.54,82.54,0.0,0.0,82.34,82.34,82.34,0.0,0.0,82.4,82.4,82.4,0.0,0.0
2019-04-28,82.05,82.05,82.05,0.0,0.0,82.4,82.4,82.4,0.0,0.0,81.92,81.92,81.92,0.0,0.0,82.24,82.24,82.24,0.0,0.0
2019-05-05,78.79,78.79,78.79,0.0,0.0,79.04,79.04,79.04,0.0,0.0,78.58,78.58,78.58,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2019-05-12,79.49,79.49,79.49,0.0,0.0,79.71,79.71,79.71,0.0,0.0,79.36,79.36,79.36,0.0,0.0,79.36,79.36,79.36,0.0,0.0
2019-05-19,79.51,79.51,79.51,0.0,0.0,79.51,79.51,79.51,0.0,0.0,78.95,78.95,78.95,0.0,0.0,79.06,79.06,79.06,0.0,0.0
2019-05-26,76.87,76.87,76.87,0.0,0.0,76.87,76.87,76.87,0.0,0.0,76.27,76.27,76.27,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2019-06-02,80.66,80.66,80.66,0.0,0.0,80.66,80.66,80.66,0.0,0.0,80.33,80.33,80.33,0.0,0.0,80.33,80.33,80.33,0.0,0.0
2019-06-09,80.5,80.5,80.5,0.0,0.0,80.5,80.5,80.5,0.0,0.0,80.19,80.19,80.19,0.0,0.0,80.19,80.19,80.19,0.0,0.0
2019-06-16,81.48,81.48,81.48,0.0,0.0,81.89,81.89,81.89,0.0,0.0,81.48,81.48,81.48,0.0,0.0,81.55,81.55,81.55,0.0,0.0
2019-06-23,82.19,82.19,82.19,0.0,0.0,82.44,82.44,82.44,0.0,0.0,81.82,81.82,81.82,0.0,0.0,82.04,82.04,82.04,0.0,0.0
2019-06-30,82.76,82.76,82.76,0.0,0.0,82.76,82.76,82.76,0.0,0.0,82.5,82.5,82.5,0.0,0.0,82.63,82.63,82.63,0.0,0.0
2019-07-07,83.45,83.45,83.45,0.0,0.0,83.47,83.47,83.47,0.0,0.0,83.43,83.43,83.43,0.0,0.0,83.47,83.47,83.47,0.0,0.0
2019-07-14,82.99,82.99,82.99,0.0,0.0,82.99,82.99,82.99,0.0,0.0,82.71,82.71,82.71,0.0,0.0,82.9,82.9,82.9,0.0,0.0
2019-07-21,84.56,84.56,84.56,0.0,0.0,84.56,84.56,84.56,0.0,0.0,84.28,84.28,84.28,0.0,0.0,84.4,84.4,84.4,0.0,0.0
2019-07-28,80.04,80.04,80.04,0.0,0.0,80.04,80.04,80.04,0.0,0.0,78.61,78.61,78.61,0.0,0.0,79.12,79.12,79.12,0.0,0.0
2019-08-04,80.14,80.14,80.14,0.0,0.0,80.41,80.41,80.41,0.0,0.0,79.76,79.76,79.76,0.0,0.0,79.89,79.89,79.89,0.0,0.0
2019-08-11,81.08,81.08,81.08,0.0,0.0,81.21,81.21,81.21,0.0,0.0,81.08,81.08,81.08,0.0,0.0,81.17,81.17,81.17,0.0,0.0
2019-08-18,79.17,79.17,79.17,0.0,0.0,79.4,79.4,79.4,0.0,0.0,79.12,79.12,79.12,0.0,0.0,79.35,79.35,79.35,0.0,0.0
2019-08-25,80.72,80.72,80.72,0.0,0.0,80.8,80.8,80.8,0.0,0.0,80.3,80.3,80.3,0.0,0.0,80.64,80.64,80.64,0.0,0.0
2019-09-01,82.36,82.36,82.36,0.0,0.0,82.36,82.36,82.36,0.0,0.0,82.06,82.06,82.06,0.0,0.0,82.21,82.21,82.21,0.0,0.0
2019-09-08,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0,82.63,82.63,82.63,0.0,0.0
2019-09-15,82.56,82.56,82.56,0.0,0.0,82.67,82.67,82.67,0.0,0.0,82.56,82.56,82.56,0.0,0.0,82.57,82.57,82.57,0.0,0.0
2019-09-22,81.81,81.81,81.81,0.0,0.0,82.51,82.51,82.51,0.0,0.0,81.81,81.81,81.81,0.0,0.0,82.41,82.41,82.41,0.0,0.0
2019-09-29,81.26,81.26,81.26,0.0,0.0,81.51,81.51,81.51,0.0,0.0,81.12,81.12,81.12,0.0,0.0,81.16,81.16,81.16,0.0,0.0
2019-10-06,82.33,82.33,82.33,0.0,0.0,82.33,82.33,82.33,0.0,0.0,82.26,82.26,82.26,0.0,0.0,82.26,82.26,82.26,0.0,0.0
2019-10-13,83.22,83.22,83.22,0.0,0.0,83.36,83.36,83.36,0.0,0.0,83.22,83.22,83.22,0.0,0.0,83.36,83.36,83.36,0.0,0.0
2019-10-20,85.12,85.12,85.12,0.0,0.0,85.12,85.12,85.12,0.0,0.0,85.06,85.06,85.06,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2019-10-27,85.85,85.85,85.85,0.0,0.0,85.97,85.97,85.97,0.0,0.0,85.83,85.83,85.83,0.0,0.0,85.9,85.9,85.9,0.0,0.0
2019-11-03,86.53,86.53,86.53,0.0,0.0,86.53,86.53,86.53,0.0,0.0,86.27,86.27,86.27,0.0,0.0,86.32,86.32,86.32,0.0,0.0
2019-11-10,87.45,87.45,87.45,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.45,87.45,87.45,0.0,0.0
2019-11-17,88.12,88.12,88.12,0.0,0.0,88.24,88.24,88.24,0.0,0.0,88.08,88.08,88.08,0.0,0.0,88.24,88.24,88.24,0.0,0.0
2019-11-24,88.0,88.0,88.0,0.0,0.0,88.0,88.0,88.0,0.0,0.0,87.71,87.71,87.71,0.0,0.0,87.71,87.71,87.71,0.0,0.0
2019-12-01,88.11,88.11,88.11,0.0,0.0,88.11,88.11,88.11,0.0,0.0,87.97,87.97,87.97,0.0,0.0,87.97,87.97,87.97,0.0,0.0
2019-12-08,89.38,89.38,89.38,0.0,0.0,89.38,89.38,89.38,0.0,0.0,89.29,89.29,89.29,0.0,0.0,89.29,89.29,89.29,0.0,0.0
2019-12-15,89.84,89.84,89.84,0.0,0.0,89.91,89.91,89.91,0.0,0.0,89.74,89.74,89.74,0.0,0.0,89.74,89.74,89.74,0.0,0.0
2019-12-22,89.71,89.71,89.71,0.0,0.0,89.88,89.88,89.88,0.0,0.0,89.5,89.5,89.5,0.0,0.0,89.57,89.57,89.57,0.0,0.0
2019-12-29,89.94,89.94,89.94,0.0,0.0,89.95,89.95,89.95,0.0,0.0,89.68,89.68,89.68,0.0,0.0,89.72,89.72,89.72,0.0,0.0
