Date,Schwab US TIPS_Open_average,Schwab US TIPS_Open_max,Schwab US TIPS_Open_min,Schwab US TIPS_Open_volatility,Schwab US TIPS_Open_change,Schwab US TIPS_High_average,Schwab US TIPS_High_max,Schwab US TIPS_High_min,Schwab US TIPS_High_volatility,Schwab US TIPS_High_change,Schwab US TIPS_Low_average,Schwab US TIPS_Low_max,Schwab US TIPS_Low_min,Schwab US TIPS_Low_volatility,Schwab US TIPS_Low_change,Schwab US TIPS_Close_average,Schwab US TIPS_Close_max,Schwab US TIPS_Close_min,Schwab US TIPS_Close_volatility,Schwab US TIPS_Close_change
2018-01-14,55.0,55.0,55.0,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.93,54.93,54.93,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-01-21,54.97,54.97,54.97,0.0,0.0,55.0,55.0,55.0,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.94,54.94,54.94,0.0,0.0
2018-01-28,54.49,54.49,54.49,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.8,54.8,54.8,0.0,0.0
2018-02-04,54.31,54.31,54.31,0.0,0.0,54.42,54.42,54.42,0.0,0.0,54.21,54.21,54.21,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-02-11,54.36,54.36,54.36,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2018-02-18,54.48,54.48,54.48,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.43,54.43,54.43,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-02-25,54.61,54.61,54.61,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2018-03-04,54.46,54.46,54.46,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.41,54.41,54.41,0.0,0.0
2018-03-11,54.45,54.45,54.45,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.43,54.43,54.43,0.0,0.0
2018-03-18,54.62,54.62,54.62,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2018-03-25,54.75,54.75,54.75,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2018-04-01,54.73,54.73,54.73,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.84,54.84,54.84,0.0,0.0
2018-04-08,54.82,54.82,54.82,0.0,0.0,54.89,54.89,54.89,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2018-04-15,54.6,54.6,54.6,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2018-04-22,54.67,54.67,54.67,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2018-04-29,54.49,54.49,54.49,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.52,54.52,54.52,0.0,0.0
2018-05-06,54.44,54.44,54.44,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.36,54.36,54.36,0.0,0.0
2018-05-13,54.16,54.16,54.16,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.2,54.2,54.2,0.0,0.0
2018-05-20,54.37,54.37,54.37,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-05-27,54.41,54.41,54.41,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-06-03,54.35,54.35,54.35,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2018-06-10,54.58,54.58,54.58,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.59,54.59,54.59,0.0,0.0
2018-06-17,54.7,54.7,54.7,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-06-24,54.85,54.85,54.85,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.83,54.83,54.83,0.0,0.0
2018-07-01,54.95,54.95,54.95,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.9,54.9,54.9,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-07-08,54.86,54.86,54.86,0.0,0.0,54.86,54.86,54.86,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2018-07-15,54.55,54.55,54.55,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.36,54.36,54.36,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-07-22,54.4,54.4,54.4,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.38,54.38,54.38,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2018-07-29,54.36,54.36,54.36,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.3,54.3,54.3,0.0,0.0
2018-08-05,54.5,54.5,54.5,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.49,54.49,54.49,0.0,0.0,54.54,54.54,54.54,0.0,0.0
2018-08-12,54.62,54.62,54.62,0.0,0.0,54.69,54.69,54.69,0.0,0.0,54.61,54.61,54.61,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2018-08-19,54.77,54.77,54.77,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2018-08-26,54.74,54.74,54.74,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.62,54.62,54.62,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-09-02,54.25,54.25,54.25,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2018-09-09,54.02,54.02,54.02,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.0,54.0,54.0,0.0,0.0,54.04,54.04,54.04,0.0,0.0
2018-09-16,53.9,53.9,53.9,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2018-09-23,53.83,53.83,53.83,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.75,53.75,53.75,0.0,0.0
2018-09-30,53.31,53.31,53.31,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.28,53.28,53.28,0.0,0.0
2018-10-07,53.41,53.41,53.41,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2018-10-14,53.2,53.2,53.2,0.0,0.0,53.23,53.23,53.23,0.0,0.0,53.14,53.14,53.14,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-10-21,53.36,53.36,53.36,0.0,0.0,53.39,53.39,53.39,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2018-10-28,52.86,52.86,52.86,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2018-11-04,52.97,52.97,52.97,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.97,52.97,52.97,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2018-11-11,53.2,53.2,53.2,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2018-11-18,53.03,53.03,53.03,0.0,0.0,53.07,53.07,53.07,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2018-11-25,53.22,53.22,53.22,0.0,0.0,53.25,53.25,53.25,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.24,53.24,53.24,0.0,0.0
2018-12-02,53.49,53.49,53.49,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2018-12-09,53.15,53.15,53.15,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2018-12-16,53.14,53.14,53.14,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2018-12-23,53.17,53.17,53.17,0.0,0.0,53.3,53.3,53.3,0.0,0.0,53.15,53.15,53.15,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2018-12-30,53.63,53.63,53.63,0.0,0.0,53.63,53.63,53.63,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-01-06,53.66,53.66,53.66,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2019-01-13,53.39,53.39,53.39,0.0,0.0,53.45,53.45,53.45,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.4,53.4,53.4,0.0,0.0
2019-01-20,53.31,53.31,53.31,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-01-27,53.76,53.76,53.76,0.0,0.0,53.79,53.79,53.79,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.77,53.77,53.77,0.0,0.0
2019-02-03,53.82,53.82,53.82,0.0,0.0,53.82,53.82,53.82,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.8,53.8,53.8,0.0,0.0
2019-02-10,53.91,53.91,53.91,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.9,53.9,53.9,0.0,0.0,53.96,53.96,53.96,0.0,0.0
