Date,Schwab US TIPS_Open_average,Schwab US TIPS_Open_max,Schwab US TIPS_Open_min,Schwab US TIPS_Open_volatility,Schwab US TIPS_Open_change,Schwab US TIPS_High_average,Schwab US TIPS_High_max,Schwab US TIPS_High_min,Schwab US TIPS_High_volatility,Schwab US TIPS_High_change,Schwab US TIPS_Low_average,Schwab US TIPS_Low_max,Schwab US TIPS_Low_min,Schwab US TIPS_Low_volatility,Schwab US TIPS_Low_change,Schwab US TIPS_Close_average,Schwab US TIPS_Close_max,Schwab US TIPS_Close_min,Schwab US TIPS_Close_volatility,Schwab US TIPS_Close_change
2019-02-17,54.08,54.08,54.08,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.09,54.09,54.09,0.0,0.0
2019-02-24,53.87,53.87,53.87,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2019-03-03,54.16,54.16,54.16,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.11,54.11,54.11,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2019-03-10,54.47,54.47,54.47,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.45,54.45,54.45,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2019-03-17,54.92,54.92,54.92,0.0,0.0,55.12,55.12,55.12,0.0,0.0,54.88,54.88,54.88,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2019-03-24,54.94,54.94,54.94,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.78,54.78,54.78,0.0,0.0,54.81,54.81,54.81,0.0,0.0
2019-03-31,54.77,54.77,54.77,0.0,0.0,54.79,54.79,54.79,0.0,0.0,54.73,54.73,54.73,0.0,0.0,54.76,54.76,54.76,0.0,0.0
2019-04-07,54.77,54.77,54.77,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.77,54.77,54.77,0.0,0.0,54.82,54.82,54.82,0.0,0.0
2019-04-14,54.8,54.8,54.8,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.75,54.75,54.75,0.0,0.0,54.79,54.79,54.79,0.0,0.0
2019-04-21,55.09,55.09,55.09,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-04-28,55.02,55.02,55.02,0.0,0.0,55.03,55.03,55.03,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.01,55.01,55.01,0.0,0.0
2019-05-05,55.2,55.2,55.2,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.18,55.18,55.18,0.0,0.0,55.22,55.22,55.22,0.0,0.0
2019-05-12,55.19,55.19,55.19,0.0,0.0,55.25,55.25,55.25,0.0,0.0,55.11,55.11,55.11,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-05-19,55.37,55.37,55.37,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.31,55.31,55.31,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-05-26,55.93,55.93,55.93,0.0,0.0,56.13,56.13,56.13,0.0,0.0,55.88,55.88,55.88,0.0,0.0,56.03,56.03,56.03,0.0,0.0
2019-06-02,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.84,55.84,55.84,0.0,0.0
2019-06-09,55.64,55.64,55.64,0.0,0.0,55.68,55.68,55.68,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-06-16,56.33,56.33,56.33,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.28,56.28,56.28,0.0,0.0,56.35,56.35,56.35,0.0,0.0
2019-06-23,56.14,56.14,56.14,0.0,0.0,56.14,56.14,56.14,0.0,0.0,55.9,55.9,55.9,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-06-30,56.07,56.07,56.07,0.0,0.0,56.08,56.08,56.08,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.99,55.99,55.99,0.0,0.0
2019-07-07,56.06,56.06,56.06,0.0,0.0,56.21,56.21,56.21,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.19,56.19,56.19,0.0,0.0
2019-07-14,56.31,56.31,56.31,0.0,0.0,56.34,56.34,56.34,0.0,0.0,56.27,56.27,56.27,0.0,0.0,56.29,56.29,56.29,0.0,0.0
2019-07-21,56.17,56.17,56.17,0.0,0.0,56.17,56.17,56.17,0.0,0.0,56.09,56.09,56.09,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-07-28,56.49,56.49,56.49,0.0,0.0,56.64,56.64,56.64,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.61,56.61,56.61,0.0,0.0
2019-08-04,57.1,57.1,57.1,0.0,0.0,57.22,57.22,57.22,0.0,0.0,57.04,57.04,57.04,0.0,0.0,57.15,57.15,57.15,0.0,0.0
2019-08-11,57.04,57.04,57.04,0.0,0.0,57.15,57.15,57.15,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.04,57.04,57.04,0.0,0.0
2019-08-18,57.37,57.37,57.37,0.0,0.0,57.41,57.41,57.41,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2019-08-25,57.64,57.64,57.64,0.0,0.0,57.66,57.66,57.66,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.44,57.44,57.44,0.0,0.0
2019-09-01,57.04,57.04,57.04,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.96,56.96,56.96,0.0,0.0,57.02,57.02,57.02,0.0,0.0
2019-09-08,56.5,56.5,56.5,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.44,56.44,56.44,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-09-15,56.87,56.87,56.87,0.0,0.0,57.05,57.05,57.05,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-09-22,56.63,56.63,56.63,0.0,0.0,56.79,56.79,56.79,0.0,0.0,56.54,56.54,56.54,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-09-29,57.14,57.14,57.14,0.0,0.0,57.21,57.21,57.21,0.0,0.0,57.03,57.03,57.03,0.0,0.0,57.03,57.03,57.03,0.0,0.0
2019-10-06,56.61,56.61,56.61,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.59,56.59,56.59,0.0,0.0
2019-10-13,56.54,56.54,56.54,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.48,56.48,56.48,0.0,0.0,56.53,56.53,56.53,0.0,0.0
2019-10-20,56.57,56.57,56.57,0.0,0.0,56.57,56.57,56.57,0.0,0.0,56.45,56.45,56.45,0.0,0.0,56.51,56.51,56.51,0.0,0.0
2019-10-27,56.56,56.56,56.56,0.0,0.0,56.65,56.65,56.65,0.0,0.0,56.56,56.56,56.56,0.0,0.0,56.62,56.62,56.62,0.0,0.0
2019-11-03,56.36,56.36,56.36,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.3,56.3,56.3,0.0,0.0,56.32,56.32,56.32,0.0,0.0
2019-11-10,56.49,56.49,56.49,0.0,0.0,56.59,56.59,56.59,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.57,56.57,56.57,0.0,0.0
2019-11-17,56.78,56.78,56.78,0.0,0.0,56.87,56.87,56.87,0.0,0.0,56.78,56.78,56.78,0.0,0.0,56.84,56.84,56.84,0.0,0.0
2019-11-24,56.43,56.43,56.43,0.0,0.0,56.55,56.55,56.55,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2019-12-01,56.81,56.81,56.81,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.72,56.72,56.72,0.0,0.0,56.76,56.76,56.76,0.0,0.0
2019-12-08,56.82,56.82,56.82,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.73,56.73,56.73,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-12-15,56.59,56.59,56.59,0.0,0.0,56.6,56.6,56.6,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.48,56.48,56.48,0.0,0.0
2019-12-22,56.52,56.52,56.52,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.51,56.51,56.51,0.0,0.0,56.66,56.66,56.66,0.0,0.0
2019-12-29,57.13,57.13,57.13,0.0,0.0,57.23,57.23,57.23,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.15,57.15,57.15,0.0,0.0
