Date,First Trust Dorsey Wright Peoples Portfolio_Open_average,First Trust Dorsey Wright Peoples Portfolio_Open_max,First Trust Dorsey Wright Peoples Portfolio_Open_min,First Trust Dorsey Wright Peoples Portfolio_Open_volatility,First Trust Dorsey Wright Peoples Portfolio_Open_change,First Trust Dorsey Wright Peoples Portfolio_High_average,First Trust Dorsey Wright Peoples Portfolio_High_max,First Trust Dorsey Wright Peoples Portfolio_High_min,First Trust Dorsey Wright Peoples Portfolio_High_volatility,First Trust Dorsey Wright Peoples Portfolio_High_change,First Trust Dorsey Wright Peoples Portfolio_Low_average,First Trust Dorsey Wright Peoples Portfolio_Low_max,First Trust Dorsey Wright Peoples Portfolio_Low_min,First Trust Dorsey Wright Peoples Portfolio_Low_volatility,First Trust Dorsey Wright Peoples Portfolio_Low_change,First Trust Dorsey Wright Peoples Portfolio_Close_average,First Trust Dorsey Wright Peoples Portfolio_Close_max,First Trust Dorsey Wright Peoples Portfolio_Close_min,First Trust Dorsey Wright Peoples Portfolio_Close_volatility,First Trust Dorsey Wright Peoples Portfolio_Close_change
2018-11-18,28.04,28.04,28.04,0.0,0.0,28.09,28.09,28.09,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.09,28.09,28.09,0.0,0.0
2018-11-25,28.96,28.96,28.96,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-12-02,27.58,27.58,27.58,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2018-12-09,27.03,27.03,27.03,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2018-12-16,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-12-23,25.99,25.99,25.99,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-12-30,26.32,26.32,26.32,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2019-01-06,27.0,27.0,27.0,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-01-13,27.86,27.86,27.86,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.86,27.86,27.86,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-01-20,27.74,27.74,27.74,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-01-27,28.56,28.56,28.56,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-02-03,28.86,28.86,28.86,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-02-10,29.41,29.41,29.41,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-02-17,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-02-24,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-03-03,29.15,29.15,29.15,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-03-10,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2019-03-17,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-03-24,30.04,30.04,30.04,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.97,29.97,29.97,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-03-31,30.45,30.45,30.45,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-04-07,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2019-04-14,30.44,30.44,30.44,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2019-04-21,30.77,30.77,30.77,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-04-28,30.58,30.58,30.58,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.81,30.81,30.81,0.0,0.0
2019-05-05,29.67,29.67,29.67,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-05-12,29.86,29.86,29.86,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2019-05-19,29.67,29.67,29.67,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-05-26,29.08,29.08,29.08,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2019-06-02,30.51,30.51,30.51,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.44,30.44,30.44,0.0,0.0
2019-06-09,30.38,30.38,30.38,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2019-06-16,31.04,31.04,31.04,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.79,30.79,30.79,0.0,0.0
2019-06-23,31.29,31.29,31.29,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-06-30,31.44,31.44,31.44,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.21,31.21,31.21,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-07-07,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-07-14,31.4,31.4,31.4,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.33,31.33,31.33,0.0,0.0
2019-07-21,31.66,31.66,31.66,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2019-07-28,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-08-04,30.6,30.6,30.6,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-08-11,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-08-18,29.98,29.98,29.98,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2019-08-25,30.57,30.57,30.57,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.58,30.58,30.58,0.0,0.0
2019-09-01,31.22,31.22,31.22,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2019-09-08,31.51,31.51,31.51,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-09-15,31.42,31.42,31.42,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2019-09-22,30.99,30.99,30.99,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-09-29,30.72,30.72,30.72,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-10-06,30.87,30.87,30.87,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-10-13,31.31,31.31,31.31,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.17,31.17,31.17,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-10-20,31.68,31.68,31.68,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.51,31.51,31.51,0.0,0.0,31.51,31.51,31.51,0.0,0.0
2019-10-27,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2019-11-03,32.09,32.09,32.09,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-11-10,32.39,32.39,32.39,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.41,32.41,32.41,0.0,0.0
2019-11-17,32.63,32.63,32.63,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2019-11-24,32.56,32.56,32.56,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-12-01,32.84,32.84,32.84,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2019-12-08,33.02,33.02,33.02,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2019-12-15,33.57,33.57,33.57,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2019-12-22,33.32,33.32,33.32,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-12-29,33.13,33.13,33.13,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.44,33.44,33.44,0.0,0.0
