Date,CLR_stock_Open_average,CLR_stock_Open_max,CLR_stock_Open_min,CLR_stock_Open_volatility,CLR_stock_Open_change,CLR_stock_High_average,CLR_stock_High_max,CLR_stock_High_min,CLR_stock_High_volatility,CLR_stock_High_change,CLR_stock_Low_average,CLR_stock_Low_max,CLR_stock_Low_min,CLR_stock_Low_volatility,CLR_stock_Low_change,CLR_stock_Close_average,CLR_stock_Close_max,CLR_stock_Close_min,CLR_stock_Close_volatility,CLR_stock_Close_change,CLR_stock_Volume_average,CLR_stock_Volume_max,CLR_stock_Volume_min,CLR_stock_Volume_volatility,CLR_stock_Volume_change
2018-01-14,56.6625,57.9,54.93,2.969999999999999,-2.969999999999999,57.0475,57.9,55.55,2.3500000000000014,-2.3500000000000014,55.885000000000005,56.81,54.85,1.9600000000000009,-1.9600000000000009,56.2325,57.18,55.17,2.009999999999998,-1.759999999999998,2337841,2650991,1811335,839656,-736918
2018-01-21,56.884,57.8,55.36,2.4399999999999977,1.8999999999999986,57.498,57.91,56.55,1.3599999999999994,1.2900000000000063,56.342,57.03,55.26,1.7700000000000031,1.7700000000000031,57.14,57.63,56.52,1.1099999999999994,1.1099999999999994,1857250,2233271,1242499,990772,-588659
2018-01-28,55.668,57.11,54.54,2.5700000000000003,-1.5700000000000003,56.348,57.76,55.68,2.0799999999999983,-1.9600000000000009,54.832,56.6,53.56,3.039999999999999,-3.039999999999999,55.446,56.67,53.74,2.9299999999999997,-2.9299999999999997,2378695,3450197,1792439,1657758,228075
2018-02-04,51.77,53.42,49.55,3.8700000000000045,-3.440000000000005,52.908,54.28,49.98,4.300000000000004,-4.220000000000006,49.89,51.8,46.69,5.109999999999999,-4.940000000000005,51.014,53.37,49.01,4.359999999999999,-2.719999999999999,3143530,4088357,2445710,1642647,1190124
2018-02-11,51.678,53.87,49.88,3.989999999999995,3.6199999999999974,53.269999999999996,54.66,51.69,2.969999999999999,2.569999999999993,51.146,52.96,49.83,3.1300000000000026,3.1300000000000026,52.678000000000004,53.77,51.21,2.5600000000000023,1.9499999999999957,3001776,4512505,1760332,2752173,1116278
2018-02-18,51.6025,54.84,48.54,6.300000000000004,-4.109999999999999,52.9925,55.27,50.49,4.780000000000001,-4.719999999999999,50.4775,53.39,46.85,6.539999999999999,-4.280000000000001,51.4975,54.73,48.44,6.289999999999999,-4.479999999999997,4831640,10827258,2704634,8122624,232803
2018-02-25,49.224,50.71,47.76,2.950000000000003,-2.710000000000001,50.104,50.97,49.59,1.3799999999999955,-1.3799999999999955,48.096,49.19,47.39,1.7999999999999972,-1.7299999999999969,48.994,50.32,47.51,2.8100000000000023,-0.8200000000000003,2825069,3815983,2413883,1402100,-1336845
2018-03-04,51.15,52.28,49.14,3.1400000000000006,3.1099999999999994,52.024,52.49,51.54,0.9500000000000028,0.8100000000000023,50.612,51.3,49.14,2.1599999999999966,2.1199999999999974,51.408,51.85,51.07,0.7800000000000011,0.5200000000000031,1921917,2859380,1165926,1693454,-1291023
2018-03-11,52.348,53.09,51.65,1.4400000000000048,0.5,53.234,53.77,52.62,1.1500000000000057,0.9000000000000057,51.896,52.24,51.58,0.6600000000000037,0.3500000000000014,52.467999999999996,53.07,51.8,1.2700000000000031,0.6799999999999997,1732284,2464177,1390708,1073469,1392
2018-03-18,54.77,57.47,52.32,5.149999999999999,4.6299999999999955,56.502,59.47,53.03,6.439999999999998,6.439999999999998,54.39,57.12,51.83,5.289999999999999,5.289999999999999,55.77,58.0,52.13,5.869999999999997,5.869999999999997,2907131,5166466,1584518,3581948,1963498
2018-03-25,58.3,59.56,57.26,2.3000000000000043,-1.0,59.095,59.9,58.25,1.6499999999999986,0.14999999999999858,56.9425,57.25,56.39,0.8599999999999994,-0.04999999999999716,58.105000000000004,58.95,57.26,1.6900000000000048,0.05000000000000426,2458165,2948413,1884549,1063864,218688
2018-04-01,58.79,60.15,57.73,2.4200000000000017,1.5399999999999991,59.864000000000004,61.67,58.61,3.0600000000000023,2.280000000000001,57.322,59.09,55.85,3.240000000000002,1.6899999999999977,59.04,60.73,57.7,3.029999999999994,1.2199999999999989,2459810,3467120,1605282,1861838,1091748
2018-04-08,60.646,61.69,59.62,2.0700000000000003,2.0700000000000003,61.85,62.67,60.3,2.3700000000000045,2.1000000000000014,60.112,61.38,58.91,2.470000000000006,2.470000000000006,60.926,61.86,58.94,2.9200000000000017,2.9200000000000017,2839013,3731050,1714891,2016159,-715910
2018-04-15,62.734,63.76,61.53,2.229999999999997,2.229999999999997,63.602000000000004,64.76,62.3,2.460000000000008,2.010000000000005,62.138,62.92,61.23,1.6900000000000048,1.5600000000000023,63.04,64.04,61.8,2.240000000000009,2.030000000000001,2680828,3158470,2202970,955500,260277
2018-04-22,64.73,65.61,63.47,2.1400000000000006,1.980000000000004,65.636,66.01,65.06,0.9500000000000028,0.6799999999999926,63.980000000000004,64.76,63.13,1.6300000000000026,1.5500000000000043,65.134,65.84,64.34,1.5,0.21999999999999886,1779436,2660784,1314338,1346446,-52744
2018-04-29,65.15,65.7,64.26,1.4399999999999977,-0.8499999999999943,65.818,66.9,64.77,2.1300000000000097,-1.7700000000000102,64.216,65.46,62.27,3.1899999999999906,-1.4899999999999949,65.214,66.06,63.98,2.0800000000000054,-1.6599999999999966,2736644,4817138,1453997,3363141,777266
2018-05-06,66.702,68.45,63.85,4.600000000000001,3.019999999999996,67.868,68.84,66.25,2.5900000000000034,1.9599999999999937,65.822,67.47,62.67,4.799999999999997,3.039999999999992,66.95,68.18,64.66,3.5200000000000102,2.969999999999999,2329406,3685946,1393185,2292761,-1252972
2018-05-13,68.296,68.81,67.89,0.9200000000000017,0.7900000000000063,68.848,69.69,68.49,1.2000000000000028,0.10999999999999943,67.52,68.29,67.03,1.2600000000000051,-0.6499999999999915,68.178,68.83,67.6,1.230000000000004,-0.44000000000001194,1466046,1727131,776266,950865,927350
2018-05-20,67.076,68.8,64.89,3.9099999999999966,-3.450000000000003,67.854,69.91,64.89,5.019999999999996,-4.069999999999993,65.986,67.85,63.17,4.679999999999993,-4.679999999999993,67.12,68.76,64.73,4.030000000000001,-4.030000000000001,1774287,2351132,1221815,1129317,1129317
2018-05-27,66.285,68.12,63.97,4.150000000000006,4.150000000000006,68.115,69.47,65.55,3.9200000000000017,3.9200000000000017,65.935,67.05,63.81,3.239999999999995,3.239999999999995,67.21000000000001,68.17,65.4,2.769999999999996,2.769999999999996,2240586,2608044,1988713,619331,619331
2018-06-03,65.398,68.27,64.13,4.140000000000001,-2.4399999999999977,66.19,69.05,64.76,4.289999999999992,-3.0799999999999983,64.002,64.8,63.36,1.4399999999999977,0.519999999999996,64.842,65.84,63.77,2.0700000000000003,1.230000000000004,2366158,2923330,1402571,1520759,-1386569
2018-06-10,65.218,66.0,63.9,2.1000000000000014,-2.1000000000000014,65.664,66.5,64.0,2.5,-2.1700000000000017,63.79,65.12,60.51,4.6100000000000065,-4.6100000000000065,64.19200000000001,65.78,60.79,4.990000000000002,-4.990000000000002,1692248,2683253,1248718,1434535,1434535
2018-06-17,62.858,66.35,60.72,5.6299999999999955,5.559999999999995,64.414,67.55,62.95,4.599999999999994,4.599999999999994,62.314,65.5,60.36,5.140000000000001,4.740000000000002,63.432,66.2,62.1,4.100000000000001,4.100000000000001,2037534,2668545,1397179,1271366,1045305
2018-06-24,66.058,67.13,64.42,2.7099999999999937,-0.37999999999999545,67.04,68.44,65.63,2.8100000000000023,0.6400000000000006,64.686,65.98,63.64,2.3400000000000034,0.8599999999999994,65.448,67.18,64.02,3.160000000000011,0.7400000000000091,1989050,2587268,1531024,1056244,643974
2018-07-01,63.2625,64.14,61.5,2.6400000000000006,-2.569999999999993,63.855000000000004,64.47,63.13,1.3399999999999963,-1.0700000000000003,61.795,62.45,61.13,1.3200000000000003,-0.9600000000000009,62.519999999999996,62.85,61.9,0.9500000000000028,0.1700000000000017,1405001,2207351,1035323,1172028,-1172028
2018-07-08,63.18,64.84,62.16,2.680000000000007,-1.0300000000000011,63.916,65.41,62.55,2.8599999999999994,-0.8900000000000006,61.972,63.66,60.54,3.1199999999999974,-0.9099999999999966,62.888,64.08,61.93,2.1499999999999986,-1.6599999999999966,1740879,2380773,1195467,1185306,555211
2018-07-15,61.216,62.3,60.16,2.1400000000000006,0.7999999999999972,62.036,62.64,61.25,1.3900000000000006,0.6700000000000017,60.226,61.66,59.19,2.469999999999999,1.8899999999999935,61.552,62.44,60.72,1.7199999999999989,1.4899999999999949,1604602,1958702,1215363,743339,-317380
2018-07-22,62.072,62.89,60.84,2.049999999999997,-1.3699999999999974,62.738,64.21,61.86,2.3499999999999943,-1.0300000000000011,61.31,62.48,60.6,1.8799999999999955,-1.2100000000000009,61.980000000000004,63.84,60.87,2.970000000000006,-1.3300000000000054,2181548,4342599,1183813,3158786,217184
2018-07-29,62.834,63.5,62.02,1.4799999999999969,1.4799999999999969,63.87,64.27,63.21,1.0599999999999952,-0.030000000000001137,61.798,62.3,60.88,1.4199999999999946,0.44999999999999574,63.274,63.87,62.7,1.1699999999999946,-0.7299999999999969,1600207,2047177,1191617,855560,165390
