Date,GERN_Open_average,GERN_Open_max,GERN_Open_min,GERN_Open_volatility,GERN_Open_change,GERN_High_average,GERN_High_max,GERN_High_min,GERN_High_volatility,GERN_High_change,GERN_Low_average,GERN_Low_max,GERN_Low_min,GERN_Low_volatility,GERN_Low_change,GERN_Close_average,GERN_Close_max,GERN_Close_min,GERN_Close_volatility,GERN_Close_change,GERN_Volume_average,GERN_Volume_max,GERN_Volume_min,GERN_Volume_volatility,GERN_Volume_change
2018-01-14,1.986,2.06,1.9,0.16000000000000014,-0.1100000000000001,2.03,2.2,1.92,0.28000000000000025,-0.2200000000000002,1.919,2.02,1.84,0.17999999999999994,-0.13000000000000012,1.962,2.02,1.91,0.1100000000000001,-0.050000000000000044,2260348,4361133,1359414,3001719,-2496070
2018-01-21,2.01,2.03,1.98,0.04999999999999982,0.040000000000000036,2.104,2.4,2.02,0.3799999999999999,0.3799999999999999,1.974,2.01,1.94,0.06999999999999984,0.06999999999999984,2.08,2.35,2.0,0.3500000000000001,0.33000000000000007,2226841,6391388,953729,5437659,4945002
2018-01-28,2.494,2.6,2.4,0.20000000000000018,0.11999999999999966,2.6628,2.75,2.454,0.2959999999999998,0.0,2.331,2.4,2.3,0.10000000000000009,0.10000000000000009,2.4739999999999998,2.53,2.4,0.1299999999999999,-0.04999999999999982,6464087,13764527,2192589,11571938,-8046348
2018-02-04,2.472,2.65,2.23,0.41999999999999993,-0.25,2.5436,2.715,2.233,0.48199999999999976,-0.48199999999999976,2.3006,2.535,2.025,0.5100000000000002,-0.31700000000000017,2.41,2.62,2.2,0.41999999999999993,-0.41999999999999993,3197296,6042354,1910552,4131802,-1522067
2018-02-11,2.265,2.37,2.16,0.20999999999999996,0.20999999999999996,2.3725,2.54,2.25,0.29000000000000004,0.29000000000000004,2.215,2.35,2.11,0.2400000000000002,0.2400000000000002,2.32,2.38,2.23,0.1499999999999999,0.1499999999999999,1735697,2132212,1580210,552002,543708
2018-02-18,2.262,2.34,2.23,0.10999999999999988,-0.10999999999999988,2.312,2.38,2.25,0.1299999999999999,-0.10999999999999988,2.194,2.23,2.13,0.10000000000000009,-0.050000000000000266,2.24,2.25,2.23,0.020000000000000018,0.009999999999999787,1316948,2372172,652779,1719393,-1395221
2018-02-25,2.366,2.56,2.25,0.31000000000000005,0.31000000000000005,2.4938,2.64,2.29,0.3500000000000001,0.3500000000000001,2.328,2.51,2.2,0.3099999999999996,0.3099999999999996,2.406,2.54,2.23,0.31000000000000005,0.31000000000000005,2207913,3086944,866576,2220368,1353024
2018-03-04,2.652,2.83,2.53,0.30000000000000027,0.30000000000000027,2.762,2.97,2.6,0.3700000000000001,0.3700000000000001,2.6054,2.78,2.49,0.2899999999999996,0.2899999999999996,2.724,2.93,2.55,0.38000000000000034,0.38000000000000034,2477717,3508885,1532751,1976134,1976134
2018-03-11,3.338,3.91,2.96,0.9500000000000002,0.9500000000000002,3.652,4.47,3.17,1.2999999999999998,1.2299999999999995,3.215,3.8,2.93,0.8699999999999997,0.8699999999999997,3.462,4.34,2.98,1.3599999999999999,1.3599999999999999,11189807,26038878,2963732,23075146,20491648
2018-03-18,5.078,6.2,4.21,1.9900000000000002,1.9000000000000004,5.712,6.68,4.3,2.38,2.1800000000000006,4.876,5.76,4.03,1.7299999999999995,1.7299999999999995,5.212,5.98,4.19,1.79,1.79,28008352,62094236,6973277,55120959,17428091
2018-03-25,4.6225000000000005,5.44,4.25,1.1900000000000004,-1.1900000000000004,4.81225,5.65,4.26,1.3900000000000006,-1.3900000000000006,4.09,5.01,3.43,1.5799999999999996,-1.2399999999999998,4.4125,5.15,4.02,1.1300000000000008,-1.1300000000000008,15305648,25085710,8046371,17039339,-8245665
