Date,First Trust Utilities AlphaDEX_Open_average,First Trust Utilities AlphaDEX_Open_max,First Trust Utilities AlphaDEX_Open_min,First Trust Utilities AlphaDEX_Open_volatility,First Trust Utilities AlphaDEX_Open_change,First Trust Utilities AlphaDEX_High_average,First Trust Utilities AlphaDEX_High_max,First Trust Utilities AlphaDEX_High_min,First Trust Utilities AlphaDEX_High_volatility,First Trust Utilities AlphaDEX_High_change,First Trust Utilities AlphaDEX_Low_average,First Trust Utilities AlphaDEX_Low_max,First Trust Utilities AlphaDEX_Low_min,First Trust Utilities AlphaDEX_Low_volatility,First Trust Utilities AlphaDEX_Low_change,First Trust Utilities AlphaDEX_Close_average,First Trust Utilities AlphaDEX_Close_max,First Trust Utilities AlphaDEX_Close_min,First Trust Utilities AlphaDEX_Close_volatility,First Trust Utilities AlphaDEX_Close_change
2018-04-01,25.39,25.39,25.39,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-04-08,25.49,25.49,25.49,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2018-04-15,25.72,25.72,25.72,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-04-22,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.94,25.94,25.94,0.0,0.0
2018-04-29,25.98,25.98,25.98,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2018-05-06,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2018-05-13,25.22,25.22,25.22,0.0,0.0,25.33,25.33,25.33,0.0,0.0,25.14,25.14,25.14,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2018-05-20,25.62,25.62,25.62,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2018-05-27,25.57,25.57,25.57,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-06-03,25.11,25.11,25.11,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2018-06-10,25.55,25.55,25.55,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-06-17,25.79,25.79,25.79,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.79,25.79,25.79,0.0,0.0,26.01,26.01,26.01,0.0,0.0
2018-06-24,26.2,26.2,26.2,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-07-01,26.87,26.87,26.87,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.31,26.31,26.31,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2018-07-08,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2018-07-15,26.1,26.1,26.1,0.0,0.0,26.1,26.1,26.1,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2018-07-22,26.17,26.17,26.17,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2018-07-29,26.64,26.64,26.64,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.64,26.64,26.64,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2018-08-05,27.28,27.28,27.28,0.0,0.0,27.32,27.32,27.32,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-08-12,28.16,28.16,28.16,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-08-19,27.77,27.77,27.77,0.0,0.0,27.77,27.77,27.77,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-08-26,27.66,27.66,27.66,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-09-02,27.68,27.68,27.68,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.78,27.78,27.78,0.0,0.0
2018-09-09,28.07,28.07,28.07,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2018-09-16,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2018-09-23,27.53,27.53,27.53,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.53,27.53,27.53,0.0,0.0
2018-09-30,28.05,28.05,28.05,0.0,0.0,28.22,28.22,28.22,0.0,0.0,27.93,27.93,27.93,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2018-10-07,27.58,27.58,27.58,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2018-10-14,28.44,28.44,28.44,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.17,28.17,28.17,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2018-10-21,27.37,27.37,27.37,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.31,27.31,27.31,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2018-10-28,27.71,27.71,27.71,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.98,27.98,27.98,0.0,0.0
2018-11-04,28.22,28.22,28.22,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-11-11,28.37,28.37,28.37,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.45,28.45,28.45,0.0,0.0
2018-11-18,27.99,27.99,27.99,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2018-11-25,28.81,28.81,28.81,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.86,28.86,28.86,0.0,0.0
2018-12-02,28.63,28.63,28.63,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2018-12-09,28.75,28.75,28.75,0.0,0.0,28.76,28.76,28.76,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-12-16,26.98,26.98,26.98,0.0,0.0,26.98,26.98,26.98,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2018-12-23,26.78,26.78,26.78,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-12-30,26.99,26.99,26.99,0.0,0.0,27.16,27.16,27.16,0.0,0.0,26.84,26.84,26.84,0.0,0.0,27.04,27.04,27.04,0.0,0.0
2019-01-06,27.0,27.0,27.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.65,26.65,26.65,0.0,0.0
2019-01-13,26.87,26.87,26.87,0.0,0.0,27.02,27.02,27.02,0.0,0.0,26.87,26.87,26.87,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2019-01-20,27.16,27.16,27.16,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.0,27.0,27.0,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-01-27,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2019-02-03,27.62,27.62,27.62,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.56,27.56,27.56,0.0,0.0,27.65,27.65,27.65,0.0,0.0
2019-02-10,27.79,27.79,27.79,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.78,27.78,27.78,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-02-17,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2019-02-24,28.43,28.43,28.43,0.0,0.0,28.55,28.55,28.55,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-03-03,28.25,28.25,28.25,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-03-10,28.8,28.8,28.8,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.76,28.76,28.76,0.0,0.0
2019-03-17,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-03-24,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2019-03-31,28.39,28.39,28.39,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.19,28.19,28.19,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2019-04-07,28.51,28.51,28.51,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2019-04-14,28.14,28.14,28.14,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2019-04-21,28.18,28.18,28.18,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.14,28.14,28.14,0.0,0.0
2019-04-28,28.4,28.4,28.4,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.23,28.23,28.23,0.0,0.0
2019-05-05,28.04,28.04,28.04,0.0,0.0,28.15,28.15,28.15,0.0,0.0,27.89,27.89,27.89,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-05-12,28.77,28.77,28.77,0.0,0.0,29.03,29.03,29.03,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.67,28.67,28.67,0.0,0.0
2019-05-19,28.7,28.7,28.7,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2019-05-26,27.91,27.91,27.91,0.0,0.0,28.17,28.17,28.17,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-06-02,28.92,28.92,28.92,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-06-09,28.94,28.94,28.94,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2019-06-16,29.45,29.45,29.45,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-06-23,28.83,28.83,28.83,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-06-30,29.35,29.35,29.35,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-07-07,29.3,29.3,29.3,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-07-14,29.05,29.05,29.05,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2019-07-21,29.22,29.22,29.22,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-07-28,28.23,28.23,28.23,0.0,0.0,28.28,28.28,28.28,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.88,27.88,27.88,0.0,0.0
2019-08-04,28.13,28.13,28.13,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-08-11,28.43,28.43,28.43,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-08-18,28.3,28.3,28.3,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-08-25,28.81,28.81,28.81,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-09-01,29.2,29.2,29.2,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-09-08,29.69,29.69,29.69,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-09-15,29.82,29.82,29.82,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.91,29.91,29.91,0.0,0.0
2019-09-22,29.6,29.6,29.6,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2019-09-29,29.25,29.25,29.25,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-10-06,29.21,29.21,29.21,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.01,29.01,29.01,0.0,0.0,29.02,29.02,29.02,0.0,0.0
2019-10-13,29.27,29.27,29.27,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-10-20,29.43,29.43,29.43,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-10-27,29.42,29.42,29.42,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2019-11-03,28.84,28.84,28.84,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.69,28.69,28.69,0.0,0.0
2019-11-10,29.0,29.0,29.0,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.97,28.97,28.97,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2019-11-17,28.84,28.84,28.84,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2019-11-24,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-12-01,28.73,28.73,28.73,0.0,0.0,28.73,28.73,28.73,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.5,28.5,28.5,0.0,0.0
2019-12-08,28.57,28.57,28.57,0.0,0.0,28.87,28.87,28.87,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-12-15,29.29,29.29,29.29,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.02,29.02,29.02,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-12-22,29.02,29.02,29.02,0.0,0.0,29.06,29.06,29.06,0.0,0.0,28.76,28.76,28.76,0.0,0.0,29.06,29.06,29.06,0.0,0.0
2019-12-29,28.89,28.89,28.89,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.97,28.97,28.97,0.0,0.0
