Date,Victory CEMP International Volatility Weighted_Open_average,Victory CEMP International Volatility Weighted_Open_max,Victory CEMP International Volatility Weighted_Open_volatility,Victory CEMP International Volatility Weighted_Open_change,Victory CEMP International Volatility Weighted_High_average,Victory CEMP International Volatility Weighted_High_max,Victory CEMP International Volatility Weighted_High_volatility,Victory CEMP International Volatility Weighted_High_change,Victory CEMP International Volatility Weighted_Low_average,Victory CEMP International Volatility Weighted_Low_max,Victory CEMP International Volatility Weighted_Low_volatility,Victory CEMP International Volatility Weighted_Low_change,Victory CEMP International Volatility Weighted_Close_average,Victory CEMP International Volatility Weighted_Close_max,Victory CEMP International Volatility Weighted_Close_volatility,Victory CEMP International Volatility Weighted_Close_change
2016-05-08,33.23,33.23,0.0,0.0,33.31,33.31,0.0,0.0,33.23,33.23,0.0,0.0,33.31,33.31,0.0,0.0
2016-05-15,33.22,33.22,0.0,0.0,33.26,33.26,0.0,0.0,33.22,33.22,0.0,0.0,33.26,33.26,0.0,0.0
2016-05-22,34.68,34.68,0.0,0.0,34.68,34.68,0.0,0.0,33.77,33.77,0.0,0.0,33.77,33.77,0.0,0.0
2016-05-29,33.61,33.61,0.0,0.0,33.76,33.76,0.0,0.0,33.61,33.61,0.0,0.0,33.76,33.76,0.0,0.0
2016-06-05,33.68,33.68,0.0,0.0,33.68,33.68,0.0,0.0,33.49,33.49,0.0,0.0,33.49,33.49,0.0,0.0
2016-06-12,33.25,33.25,0.0,0.0,33.31,33.31,0.0,0.0,33.08,33.08,0.0,0.0,33.27,33.27,0.0,0.0
2016-06-19,30.6,30.6,0.0,0.0,30.6,30.6,0.0,0.0,30.42,30.42,0.0,0.0,30.42,30.42,0.0,0.0
2016-06-26,31.91,31.91,0.0,0.0,32.0,32.0,0.0,0.0,31.83,31.83,0.0,0.0,32.0,32.0,0.0,0.0
2016-07-03,31.61,31.61,0.0,0.0,31.61,31.61,0.0,0.0,31.61,31.61,0.0,0.0,31.61,31.61,0.0,0.0
2016-07-10,32.49,32.49,0.0,0.0,33.1,33.1,0.0,0.0,32.49,32.49,0.0,0.0,33.1,33.1,0.0,0.0
2016-07-17,32.93,32.93,0.0,0.0,32.93,32.93,0.0,0.0,32.93,32.93,0.0,0.0,32.93,32.93,0.0,0.0
2016-07-24,33.45,33.45,0.0,0.0,33.45,33.45,0.0,0.0,33.45,33.45,0.0,0.0,33.45,33.45,0.0,0.0
2016-07-31,33.42,33.42,0.0,0.0,33.51,33.51,0.0,0.0,33.42,33.42,0.0,0.0,33.51,33.51,0.0,0.0
2016-08-07,34.15,34.15,0.0,0.0,34.15,34.15,0.0,0.0,34.12,34.12,0.0,0.0,34.12,34.12,0.0,0.0
2016-08-14,33.97,33.97,0.0,0.0,33.97,33.97,0.0,0.0,33.97,33.97,0.0,0.0,33.97,33.97,0.0,0.0
2016-08-21,33.89,33.89,0.0,0.0,33.89,33.89,0.0,0.0,33.83,33.83,0.0,0.0,33.83,33.83,0.0,0.0
2016-08-28,33.7,33.7,0.0,0.0,33.7,33.7,0.0,0.0,33.7,33.7,0.0,0.0,33.7,33.7,0.0,0.0
2016-09-04,33.61,33.61,0.0,0.0,33.61,33.61,0.0,0.0,33.58,33.58,0.0,0.0,33.58,33.58,0.0,0.0
2016-09-11,33.58,33.58,0.0,0.0,33.58,33.58,0.0,0.0,33.58,33.58,0.0,0.0,33.58,33.58,0.0,0.0
2016-09-18,35.15,35.15,0.0,0.0,35.15,35.15,0.0,0.0,35.15,35.15,0.0,0.0,35.15,35.15,0.0,0.0
2016-09-25,33.81,33.81,0.0,0.0,33.81,33.81,0.0,0.0,33.81,33.81,0.0,0.0,33.81,33.81,0.0,0.0
2016-10-02,33.51,33.51,0.0,0.0,33.64,33.64,0.0,0.0,33.51,33.51,0.0,0.0,33.62,33.62,0.0,0.0
2016-10-09,32.87,32.87,0.0,0.0,32.89,32.89,0.0,0.0,32.87,32.87,0.0,0.0,32.87,32.87,0.0,0.0
2016-10-16,33.27,33.27,0.0,0.0,33.27,33.27,0.0,0.0,33.15,33.15,0.0,0.0,33.15,33.15,0.0,0.0
2016-10-23,32.91,32.91,0.0,0.0,32.91,32.91,0.0,0.0,32.91,32.91,0.0,0.0,32.91,32.91,0.0,0.0
2016-10-30,32.61,32.61,0.0,0.0,32.68,32.68,0.0,0.0,32.57,32.57,0.0,0.0,32.66,32.66,0.0,0.0
2016-11-06,32.13,32.13,0.0,0.0,32.19,32.19,0.0,0.0,32.1,32.1,0.0,0.0,32.1,32.1,0.0,0.0
2016-11-13,32.0,32.0,0.0,0.0,32.0,32.0,0.0,0.0,31.99,31.99,0.0,0.0,31.99,31.99,0.0,0.0
2016-11-20,32.01,32.01,0.0,0.0,32.03,32.03,0.0,0.0,32.0,32.0,0.0,0.0,32.03,32.03,0.0,0.0
2016-11-27,32.06,32.06,0.0,0.0,32.32,32.32,0.0,0.0,32.06,32.06,0.0,0.0,32.23,32.23,0.0,0.0
2016-12-04,32.72,32.72,0.0,0.0,32.77,32.77,0.0,0.0,32.68,32.68,0.0,0.0,32.68,32.68,0.0,0.0
2016-12-11,32.38,32.38,0.0,0.0,32.38,32.38,0.0,0.0,32.38,32.38,0.0,0.0,32.38,32.38,0.0,0.0
2016-12-18,32.5,32.5,0.0,0.0,32.5,32.5,0.0,0.0,32.46,32.46,0.0,0.0,32.46,32.46,0.0,0.0
2016-12-25,32.53,32.53,0.0,0.0,32.59,32.59,0.0,0.0,32.5,32.5,0.0,0.0,32.59,32.59,0.0,0.0
2017-01-01,33.28,33.28,0.0,0.0,33.28,33.28,0.0,0.0,33.28,33.28,0.0,0.0,33.28,33.28,0.0,0.0
2017-01-08,33.58,33.58,0.0,0.0,33.6,33.6,0.0,0.0,33.58,33.58,0.0,0.0,33.59,33.59,0.0,0.0
2017-01-15,33.45,33.45,0.0,0.0,33.45,33.45,0.0,0.0,33.45,33.45,0.0,0.0,33.45,33.45,0.0,0.0
2017-01-22,33.58,33.58,0.0,0.0,33.61,33.61,0.0,0.0,33.57,33.57,0.0,0.0,33.57,33.57,0.0,0.0
2017-01-29,33.75,33.75,0.0,0.0,33.75,33.75,0.0,0.0,33.75,33.75,0.0,0.0,33.75,33.75,0.0,0.0
2017-02-05,34.24,34.24,0.0,0.0,34.24,34.24,0.0,0.0,34.24,34.24,0.0,0.0,34.24,34.24,0.0,0.0
2017-02-12,34.29,34.29,0.0,0.0,34.33,34.33,0.0,0.0,34.29,34.29,0.0,0.0,34.33,34.33,0.0,0.0
2017-02-19,34.25,34.25,0.0,0.0,34.26,34.26,0.0,0.0,34.22,34.22,0.0,0.0,34.22,34.22,0.0,0.0
2017-02-26,34.3,34.3,0.0,0.0,34.31,34.31,0.0,0.0,34.3,34.3,0.0,0.0,34.31,34.31,0.0,0.0
2017-03-05,34.49,34.49,0.0,0.0,34.49,34.49,0.0,0.0,34.49,34.49,0.0,0.0,34.49,34.49,0.0,0.0
2017-03-12,34.52,34.52,0.0,0.0,34.52,34.52,0.0,0.0,34.49,34.49,0.0,0.0,34.49,34.49,0.0,0.0
2017-03-19,35.17,35.17,0.0,0.0,35.29,35.29,0.0,0.0,35.17,35.17,0.0,0.0,35.29,35.29,0.0,0.0
2017-03-26,35.26,35.26,0.0,0.0,35.26,35.26,0.0,0.0,35.15,35.15,0.0,0.0,35.23,35.23,0.0,0.0
2017-04-02,35.18,35.18,0.0,0.0,35.18,35.18,0.0,0.0,35.18,35.18,0.0,0.0,35.18,35.18,0.0,0.0
2017-04-09,35.5,35.5,0.0,0.0,35.5,35.5,0.0,0.0,35.45,35.45,0.0,0.0,35.45,35.45,0.0,0.0
2017-04-16,35.18,35.18,0.0,0.0,35.2,35.2,0.0,0.0,35.16,35.16,0.0,0.0,35.19,35.19,0.0,0.0
2017-04-23,36.32,36.32,0.0,0.0,36.32,36.32,0.0,0.0,36.32,36.32,0.0,0.0,36.32,36.32,0.0,0.0
2017-04-30,36.6,36.6,0.0,0.0,36.6,36.6,0.0,0.0,36.6,36.6,0.0,0.0,36.6,36.6,0.0,0.0
2017-05-07,37.07,37.07,0.0,0.0,37.07,37.07,0.0,0.0,37.07,37.07,0.0,0.0,37.07,37.07,0.0,0.0
2017-05-14,37.09,37.09,0.0,0.0,37.19,37.19,0.0,0.0,37.09,37.09,0.0,0.0,37.17,37.17,0.0,0.0
2017-05-21,37.23,37.23,0.0,0.0,37.27,37.27,0.0,0.0,37.16,37.16,0.0,0.0,37.21,37.21,0.0,0.0
2017-05-28,38.17,38.17,0.0,0.0,38.17,38.17,0.0,0.0,38.17,38.17,0.0,0.0,38.17,38.17,0.0,0.0
2017-06-04,37.28,37.28,0.0,0.0,37.31,37.31,0.0,0.0,37.28,37.28,0.0,0.0,37.29,37.29,0.0,0.0
2017-06-11,37.48,37.48,0.0,0.0,37.62,37.62,0.0,0.0,37.45,37.45,0.0,0.0,37.62,37.62,0.0,0.0
2017-06-18,37.52,37.52,0.0,0.0,37.52,37.52,0.0,0.0,37.46,37.46,0.0,0.0,37.46,37.46,0.0,0.0
2017-06-25,37.31,37.31,0.0,0.0,37.31,37.31,0.0,0.0,37.31,37.31,0.0,0.0,37.31,37.31,0.0,0.0
2017-07-02,37.15,37.15,0.0,0.0,37.15,37.15,0.0,0.0,37.14,37.14,0.0,0.0,37.14,37.14,0.0,0.0
2017-07-09,38.1,38.1,0.0,0.0,38.1,38.1,0.0,0.0,38.1,38.1,0.0,0.0,38.1,38.1,0.0,0.0
2017-07-16,38.2,38.2,0.0,0.0,38.2,38.2,0.0,0.0,38.2,38.2,0.0,0.0,38.2,38.2,0.0,0.0
2017-07-23,38.42,38.42,0.0,0.0,38.42,38.42,0.0,0.0,38.42,38.42,0.0,0.0,38.42,38.42,0.0,0.0
2017-07-30,38.82,38.82,0.0,0.0,38.82,38.82,0.0,0.0,38.79,38.79,0.0,0.0,38.79,38.79,0.0,0.0
2017-08-06,38.33,38.33,0.0,0.0,38.33,38.33,0.0,0.0,38.33,38.33,0.0,0.0,38.33,38.33,0.0,0.0
2017-08-13,38.43,38.43,0.0,0.0,38.43,38.43,0.0,0.0,38.22,38.22,0.0,0.0,38.22,38.22,0.0,0.0
2017-08-20,38.49,38.49,0.0,0.0,38.49,38.49,0.0,0.0,38.49,38.49,0.0,0.0,38.49,38.49,0.0,0.0
2017-08-27,38.81,38.81,0.0,0.0,38.81,38.81,0.0,0.0,38.7,38.7,0.0,0.0,38.7,38.7,0.0,0.0
2017-09-03,39.25,39.25,0.0,0.0,39.32,39.32,0.0,0.0,39.24,39.24,0.0,0.0,39.31,39.31,0.0,0.0
2017-09-10,39.29,39.29,0.0,0.0,39.29,39.29,0.0,0.0,39.28,39.28,0.0,0.0,39.28,39.28,0.0,0.0
2017-09-17,39.08,39.08,0.0,0.0,39.08,39.08,0.0,0.0,39.08,39.08,0.0,0.0,39.08,39.08,0.0,0.0
2017-09-24,39.15,39.15,0.0,0.0,39.19,39.19,0.0,0.0,39.1,39.1,0.0,0.0,39.1,39.1,0.0,0.0
2017-10-01,39.41,39.41,0.0,0.0,39.41,39.41,0.0,0.0,39.41,39.41,0.0,0.0,39.41,39.41,0.0,0.0
2017-10-08,40.04,40.04,0.0,0.0,40.04,40.04,0.0,0.0,39.97,39.97,0.0,0.0,39.97,39.97,0.0,0.0
2017-10-15,39.79,39.79,0.0,0.0,39.79,39.79,0.0,0.0,39.7,39.7,0.0,0.0,39.7,39.7,0.0,0.0
2017-10-22,39.63,39.63,0.0,0.0,39.68,39.68,0.0,0.0,39.63,39.63,0.0,0.0,39.68,39.68,0.0,0.0
2017-10-29,40.02,40.02,0.0,0.0,40.12,40.12,0.0,0.0,40.0,40.0,0.0,0.0,40.12,40.12,0.0,0.0
2017-11-05,39.49,39.49,0.0,0.0,39.62,39.62,0.0,0.0,39.49,39.49,0.0,0.0,39.62,39.62,0.0,0.0
2017-11-12,39.69,39.69,0.0,0.0,39.69,39.69,0.0,0.0,39.68,39.68,0.0,0.0,39.68,39.68,0.0,0.0
2017-11-19,40.2,40.2,0.0,0.0,40.2,40.2,0.0,0.0,40.1,40.1,0.0,0.0,40.1,40.1,0.0,0.0
2017-11-26,40.39,40.39,0.0,0.0,40.39,40.39,0.0,0.0,40.06,40.06,0.0,0.0,40.1,40.1,0.0,0.0
2017-12-03,40.12,40.12,0.0,0.0,40.12,40.12,0.0,0.0,40.05,40.05,0.0,0.0,40.05,40.05,0.0,0.0
2017-12-10,40.46,40.46,0.0,0.0,40.5,40.5,0.0,0.0,40.46,40.46,0.0,0.0,40.5,40.5,0.0,0.0
2017-12-17,40.36,40.36,0.0,0.0,40.36,40.36,0.0,0.0,40.33,40.33,0.0,0.0,40.33,40.33,0.0,0.0
2017-12-24,40.86,40.86,0.0,0.0,40.86,40.86,0.0,0.0,40.65,40.65,0.0,0.0,40.65,40.65,0.0,0.0
2017-12-31,41.67,41.67,0.0,0.0,41.78,41.78,0.0,0.0,41.64,41.64,0.0,0.0,41.78,41.78,0.0,0.0
2018-01-07,42.07,42.07,0.0,0.0,42.18,42.18,0.0,0.0,42.07,42.07,0.0,0.0,42.18,42.18,0.0,0.0
2018-01-14,42.59,42.59,0.0,0.0,42.7,42.7,0.0,0.0,42.59,42.59,0.0,0.0,42.68,42.68,0.0,0.0
2018-01-21,43.08,43.08,0.0,0.0,43.08,43.08,0.0,0.0,42.8,42.8,0.0,0.0,42.98,42.98,0.0,0.0
2018-01-28,41.28,41.28,0.0,0.0,41.28,41.28,0.0,0.0,40.22,40.22,0.0,0.0,40.22,40.22,0.0,0.0
2018-02-04,40.32,40.32,0.0,0.0,40.48,40.48,0.0,0.0,40.23,40.23,0.0,0.0,40.32,40.32,0.0,0.0
2018-02-11,41.35,41.35,0.0,0.0,41.37,41.37,0.0,0.0,41.33,41.33,0.0,0.0,41.33,41.33,0.0,0.0
2018-02-18,41.54,41.54,0.0,0.0,41.73,41.73,0.0,0.0,41.46,41.46,0.0,0.0,41.71,41.71,0.0,0.0
2018-02-25,40.04,40.04,0.0,0.0,40.61,40.61,0.0,0.0,40.04,40.04,0.0,0.0,40.45,40.45,0.0,0.0
2018-03-04,41.3,41.3,0.0,0.0,41.31,41.31,0.0,0.0,41.29,41.29,0.0,0.0,41.29,41.29,0.0,0.0
2018-03-11,40.7,40.7,0.0,0.0,40.78,40.78,0.0,0.0,40.62,40.62,0.0,0.0,40.62,40.62,0.0,0.0
2018-03-18,40.18,40.18,0.0,0.0,40.18,40.18,0.0,0.0,40.0,40.0,0.0,0.0,40.11,40.11,0.0,0.0
2018-03-25,39.62,39.62,0.0,0.0,39.62,39.62,0.0,0.0,39.42,39.42,0.0,0.0,39.59,39.59,0.0,0.0
2018-04-01,40.72,40.72,0.0,0.0,41.01,41.01,0.0,0.0,40.72,40.72,0.0,0.0,40.82,40.82,0.0,0.0
2018-04-08,41.16,41.16,0.0,0.0,41.16,41.16,0.0,0.0,41.04,41.04,0.0,0.0,41.04,41.04,0.0,0.0
2018-04-15,40.86,40.86,0.0,0.0,40.88,40.88,0.0,0.0,40.8,40.8,0.0,0.0,40.83,40.83,0.0,0.0
2018-04-22,40.93,40.93,0.0,0.0,40.94,40.94,0.0,0.0,40.93,40.93,0.0,0.0,40.94,40.94,0.0,0.0
2018-04-29,40.83,40.83,0.0,0.0,41.02,41.02,0.0,0.0,40.72,40.72,0.0,0.0,41.02,41.02,0.0,0.0
2018-05-06,41.31,41.31,0.0,0.0,41.41,41.41,0.0,0.0,41.2,41.2,0.0,0.0,41.27,41.27,0.0,0.0
2018-05-13,41.23,41.23,0.0,0.0,41.3,41.3,0.0,0.0,41.23,41.23,0.0,0.0,41.3,41.3,0.0,0.0
2018-05-20,40.58,40.58,0.0,0.0,40.59,40.59,0.0,0.0,40.51,40.51,0.0,0.0,40.58,40.58,0.0,0.0
2018-05-27,40.71,40.71,0.0,0.0,40.71,40.71,0.0,0.0,40.71,40.71,0.0,0.0,40.71,40.71,0.0,0.0
2018-06-03,41.06,41.06,0.0,0.0,41.06,41.06,0.0,0.0,40.88,40.88,0.0,0.0,40.88,40.88,0.0,0.0
2018-06-10,39.95,39.95,0.0,0.0,40.05,40.05,0.0,0.0,39.95,39.95,0.0,0.0,39.95,39.95,0.0,0.0
2018-06-17,39.18,39.18,0.0,0.0,39.28,39.28,0.0,0.0,39.18,39.18,0.0,0.0,39.28,39.28,0.0,0.0
2018-06-24,38.61,38.61,0.0,0.0,38.84,38.84,0.0,0.0,38.61,38.61,0.0,0.0,38.84,38.84,0.0,0.0
2018-07-01,39.8,39.8,0.0,0.0,40.03,40.03,0.0,0.0,39.77,39.77,0.0,0.0,40.03,40.03,0.0,0.0
2018-07-08,39.65,39.65,0.0,0.0,39.77,39.77,0.0,0.0,39.65,39.65,0.0,0.0,39.77,39.77,0.0,0.0
2018-07-15,39.77,39.77,0.0,0.0,39.77,39.77,0.0,0.0,39.77,39.77,0.0,0.0,39.77,39.77,0.0,0.0
2018-07-22,40.37,40.37,0.0,0.0,40.37,40.37,0.0,0.0,40.08,40.08,0.0,0.0,40.26,40.26,0.0,0.0
2018-07-29,39.84,39.84,0.0,0.0,39.84,39.84,0.0,0.0,39.84,39.84,0.0,0.0,39.84,39.84,0.0,0.0
2018-08-05,39.15,39.15,0.0,0.0,39.15,39.15,0.0,0.0,39.15,39.15,0.0,0.0,39.15,39.15,0.0,0.0
2018-08-12,39.28,39.28,0.0,0.0,39.28,39.28,0.0,0.0,39.28,39.28,0.0,0.0,39.28,39.28,0.0,0.0
2018-08-19,39.86,39.86,0.0,0.0,39.86,39.86,0.0,0.0,39.86,39.86,0.0,0.0,39.86,39.86,0.0,0.0
2018-08-26,39.69,39.69,0.0,0.0,39.69,39.69,0.0,0.0,39.58,39.58,0.0,0.0,39.58,39.58,0.0,0.0
2018-09-02,38.68,38.68,0.0,0.0,38.68,38.68,0.0,0.0,38.68,38.68,0.0,0.0,38.68,38.68,0.0,0.0
2018-09-09,39.46,39.46,0.0,0.0,39.48,39.48,0.0,0.0,39.39,39.39,0.0,0.0,39.4,39.4,0.0,0.0
2018-09-16,40.13,40.13,0.0,0.0,40.15,40.15,0.0,0.0,40.13,40.13,0.0,0.0,40.15,40.15,0.0,0.0
2018-09-23,39.72,39.72,0.0,0.0,39.72,39.72,0.0,0.0,39.72,39.72,0.0,0.0,39.72,39.72,0.0,0.0
2018-09-30,38.39,38.39,0.0,0.0,38.39,38.39,0.0,0.0,38.23,38.23,0.0,0.0,38.28,38.28,0.0,0.0
2018-10-07,37.94,37.94,0.0,0.0,37.94,37.94,0.0,0.0,36.94,36.94,0.0,0.0,37.06,37.06,0.0,0.0
2018-10-14,36.94,36.94,0.0,0.0,36.94,36.94,0.0,0.0,36.76,36.76,0.0,0.0,36.77,36.77,0.0,0.0
2018-10-21,35.8,35.8,0.0,0.0,35.8,35.8,0.0,0.0,35.37,35.37,0.0,0.0,35.37,35.37,0.0,0.0
2018-10-28,36.55,36.55,0.0,0.0,36.66,36.66,0.0,0.0,36.49,36.49,0.0,0.0,36.66,36.66,0.0,0.0
2018-11-04,36.3,36.3,0.0,0.0,36.3,36.3,0.0,0.0,36.3,36.3,0.0,0.0,36.3,36.3,0.0,0.0
2018-11-11,36.56,36.56,0.0,0.0,36.56,36.56,0.0,0.0,36.12,36.12,0.0,0.0,36.12,36.12,0.0,0.0
2018-11-18,36.16,36.16,0.0,0.0,36.34,36.34,0.0,0.0,36.16,36.16,0.0,0.0,36.34,36.34,0.0,0.0
2018-11-25,36.71,36.71,0.0,0.0,36.87,36.87,0.0,0.0,36.71,36.71,0.0,0.0,36.87,36.87,0.0,0.0
2018-12-02,35.05,35.05,0.0,0.0,35.05,35.05,0.0,0.0,35.05,35.05,0.0,0.0,35.05,35.05,0.0,0.0
2018-12-09,34.92,34.92,0.0,0.0,34.92,34.92,0.0,0.0,34.57,34.57,0.0,0.0,34.57,34.57,0.0,0.0
2018-12-16,33.51,33.51,0.0,0.0,33.54,33.54,0.0,0.0,33.51,33.51,0.0,0.0,33.54,33.54,0.0,0.0
2018-12-23,34.27,34.27,0.0,0.0,34.41,34.41,0.0,0.0,34.27,34.27,0.0,0.0,34.36,34.36,0.0,0.0
2018-12-30,35.05,35.05,0.0,0.0,35.41,35.41,0.0,0.0,35.05,35.05,0.0,0.0,35.24,35.24,0.0,0.0
2019-01-06,35.44,35.44,0.0,0.0,35.58,35.58,0.0,0.0,35.44,35.44,0.0,0.0,35.56,35.56,0.0,0.0
2019-01-13,36.4,36.4,0.0,0.0,36.4,36.4,0.0,0.0,36.4,36.4,0.0,0.0,36.4,36.4,0.0,0.0
2019-01-20,36.37,36.37,0.0,0.0,36.48,36.48,0.0,0.0,36.33,36.33,0.0,0.0,36.48,36.48,0.0,0.0
2019-01-27,36.69,36.69,0.0,0.0,36.88,36.88,0.0,0.0,36.69,36.69,0.0,0.0,36.83,36.83,0.0,0.0
2019-02-03,36.39,36.39,0.0,0.0,36.45,36.45,0.0,0.0,36.29,36.29,0.0,0.0,36.33,36.33,0.0,0.0
2019-02-10,37.13,37.13,0.0,0.0,37.33,37.33,0.0,0.0,37.12,37.12,0.0,0.0,37.33,37.33,0.0,0.0
2019-02-17,37.85,37.85,0.0,0.0,37.85,37.85,0.0,0.0,37.68,37.68,0.0,0.0,37.74,37.74,0.0,0.0
2019-02-24,37.65,37.65,0.0,0.0,37.65,37.65,0.0,0.0,37.45,37.45,0.0,0.0,37.45,37.45,0.0,0.0
2019-03-03,37.22,37.22,0.0,0.0,37.24,37.24,0.0,0.0,37.22,37.22,0.0,0.0,37.24,37.24,0.0,0.0
2019-03-10,38.07,38.07,0.0,0.0,38.07,38.07,0.0,0.0,38.05,38.05,0.0,0.0,38.05,38.05,0.0,0.0
2019-03-17,37.34,37.34,0.0,0.0,37.47,37.47,0.0,0.0,37.34,37.34,0.0,0.0,37.47,37.47,0.0,0.0
2019-03-24,38.27,38.27,0.0,0.0,38.27,38.27,0.0,0.0,38.06,38.06,0.0,0.0,38.19,38.19,0.0,0.0
2019-03-31,38.45,38.45,0.0,0.0,38.47,38.47,0.0,0.0,38.45,38.45,0.0,0.0,38.47,38.47,0.0,0.0
2019-04-07,38.6,38.6,0.0,0.0,38.65,38.65,0.0,0.0,38.58,38.58,0.0,0.0,38.64,38.64,0.0,0.0
2019-04-14,38.58,38.58,0.0,0.0,38.6,38.6,0.0,0.0,38.48,38.48,0.0,0.0,38.48,38.48,0.0,0.0
2019-04-21,38.49,38.49,0.0,0.0,38.49,38.49,0.0,0.0,38.49,38.49,0.0,0.0,38.49,38.49,0.0,0.0
2019-04-28,37.92,37.92,0.0,0.0,38.17,38.17,0.0,0.0,37.92,37.92,0.0,0.0,38.09,38.09,0.0,0.0
2019-05-05,36.91,36.91,0.0,0.0,36.95,36.95,0.0,0.0,36.83,36.83,0.0,0.0,36.84,36.84,0.0,0.0
2019-05-12,37.21,37.21,0.0,0.0,37.21,37.21,0.0,0.0,37.08,37.08,0.0,0.0,37.1,37.1,0.0,0.0
2019-05-19,37.24,37.24,0.0,0.0,37.24,37.24,0.0,0.0,37.22,37.22,0.0,0.0,37.22,37.22,0.0,0.0
2019-05-26,36.78,36.78,0.0,0.0,36.8,36.8,0.0,0.0,36.76,36.76,0.0,0.0,36.76,36.76,0.0,0.0
2019-06-02,37.85,37.85,0.0,0.0,37.85,37.85,0.0,0.0,37.85,37.85,0.0,0.0,37.85,37.85,0.0,0.0
2019-06-09,37.05,37.05,0.0,0.0,37.12,37.12,0.0,0.0,37.05,37.05,0.0,0.0,37.12,37.12,0.0,0.0
2019-06-16,38.2,38.2,0.0,0.0,38.2,38.2,0.0,0.0,38.05,38.05,0.0,0.0,38.05,38.05,0.0,0.0
2019-06-23,38.3,38.3,0.0,0.0,38.38,38.38,0.0,0.0,38.3,38.3,0.0,0.0,38.38,38.38,0.0,0.0
2019-06-30,37.91,37.91,0.0,0.0,38.08,38.08,0.0,0.0,37.91,37.91,0.0,0.0,38.08,38.08,0.0,0.0
2019-07-07,38.25,38.25,0.0,0.0,38.28,38.28,0.0,0.0,38.21,38.21,0.0,0.0,38.28,38.28,0.0,0.0
2019-07-14,37.98,37.98,0.0,0.0,37.98,37.98,0.0,0.0,37.98,37.98,0.0,0.0,37.98,37.98,0.0,0.0
2019-07-21,37.86,37.86,0.0,0.0,37.95,37.95,0.0,0.0,37.86,37.86,0.0,0.0,37.88,37.88,0.0,0.0
2019-07-28,36.15,36.15,0.0,0.0,36.15,36.15,0.0,0.0,35.88,35.88,0.0,0.0,35.88,35.88,0.0,0.0
