Date,RTW_stock_Open_average,RTW_stock_Open_max,RTW_stock_Open_min,RTW_stock_Open_volatility,RTW_stock_Open_change,RTW_stock_High_average,RTW_stock_High_max,RTW_stock_High_min,RTW_stock_High_volatility,RTW_stock_High_change,RTW_stock_Low_average,RTW_stock_Low_max,RTW_stock_Low_min,RTW_stock_Low_volatility,RTW_stock_Low_change,RTW_stock_Close_average,RTW_stock_Close_max,RTW_stock_Close_min,RTW_stock_Close_volatility,RTW_stock_Close_change,RTW_stock_Volume_average,RTW_stock_Volume_max,RTW_stock_Volume_min,RTW_stock_Volume_volatility,RTW_stock_Volume_change
2018-01-14,3.07,3.28,2.97,0.3099999999999996,0.3099999999999996,3.215,3.5,3.01,0.4900000000000002,0.4900000000000002,3.05125,3.28,2.945,0.33499999999999996,0.3299999999999996,3.195,3.5,3.0,0.5,0.5,159748,172504,149382,23122,-3576
2018-01-21,3.242,3.5,3.12,0.3799999999999999,-0.3799999999999999,3.3174,3.557,3.22,0.33699999999999974,-0.32699999999999996,3.1378,3.19,3.06,0.1299999999999999,-0.040000000000000036,3.178,3.2,3.12,0.08000000000000007,0.010000000000000231,119339,189074,86499,102575,-102138
2018-01-28,3.086,3.2,3.01,0.1900000000000004,-0.1900000000000004,3.116,3.2,3.03,0.17000000000000037,-0.17000000000000037,2.986,3.08,2.89,0.18999999999999995,-0.16000000000000014,3.064,3.12,3.02,0.10000000000000009,-0.08999999999999986,71607,90314,39194,51120,-35169
2018-02-04,2.996,3.05,2.95,0.09999999999999964,-0.029999999999999805,3.06,3.09,3.0,0.08999999999999986,-0.06999999999999984,2.906,3.01,2.79,0.21999999999999975,-0.18000000000000016,2.994,3.05,2.95,0.09999999999999964,-0.08999999999999986,69212,90427,45752,44675,3223
2018-02-11,2.878,2.96,2.72,0.23999999999999977,-0.020000000000000018,2.942,2.98,2.89,0.08999999999999986,0.009999999999999787,2.7404,2.862,2.55,0.3120000000000003,0.06200000000000028,2.87,2.93,2.72,0.20999999999999996,0.010000000000000231,78520,200072,33068,167004,8326
2018-02-18,2.835,2.95,2.65,0.30000000000000027,-0.28000000000000025,2.865,2.96,2.73,0.22999999999999998,-0.22999999999999998,2.675,2.8,2.6,0.19999999999999973,-0.19999999999999973,2.7325,2.86,2.62,0.23999999999999977,-0.16999999999999993,51875,90276,33834,56442,-853
2018-02-25,2.686,2.74,2.6,0.14000000000000012,-0.040000000000000036,2.762,2.8,2.72,0.07999999999999963,0.03000000000000025,2.622,2.66,2.6,0.06000000000000005,0.029999999999999805,2.73,2.78,2.67,0.10999999999999988,0.020000000000000018,43447,52203,35339,16864,-16864
2018-03-04,2.882,2.98,2.8,0.18000000000000016,0.0900000000000003,2.976,3.0,2.91,0.08999999999999986,0.08999999999999986,2.752,2.9,2.67,0.22999999999999998,-0.08999999999999986,2.878,2.94,2.76,0.18000000000000016,-0.14000000000000012,75931,104166,45227,58939,50572
2018-03-11,2.8,2.9,2.74,0.1599999999999997,0.019999999999999574,2.877,2.91,2.8,0.11000000000000032,-0.08000000000000007,2.7296,2.75,2.7,0.04999999999999982,0.029999999999999805,2.79,2.83,2.76,0.07000000000000028,-0.06000000000000005,105890,200532,59318,141214,-114285
2018-03-18,2.9339999999999997,3.57,2.74,0.8299999999999996,0.79,3.0145999999999997,3.6430000000000002,2.8,0.8430000000000004,0.8430000000000004,2.8634,3.3,2.74,0.5599999999999996,0.5260000000000002,2.92,3.5,2.74,0.7599999999999998,0.7000000000000002,303864,1309453,29446,1280007,1278668
