Date,PYXStock_Open_average,PYXStock_Open_max,PYXStock_Open_min,PYXStock_Open_volatility,PYXStock_Open_change,PYXStock_High_average,PYXStock_High_max,PYXStock_High_min,PYXStock_High_volatility,PYXStock_High_change,PYXStock_Low_average,PYXStock_Low_max,PYXStock_Low_min,PYXStock_Low_volatility,PYXStock_Low_change,PYXStock_Close_average,PYXStock_Close_max,PYXStock_Close_min,PYXStock_Close_volatility,PYXStock_Close_change,PYXStock_Volume_average,PYXStock_Volume_max,PYXStock_Volume_min,PYXStock_Volume_volatility,PYXStock_Volume_change
2018-01-14,13.225,13.3,13.15,0.15000000000000036,0.05000000000000071,13.4375,13.75,13.25,0.5,0.4499999999999993,13.075,13.15,12.9,0.25,0.25,13.3,13.45,13.2,0.25,0.10000000000000142,15012,34052,5896,28156,-28156
2018-01-21,13.202,13.36,13.1,0.2599999999999998,-0.2599999999999998,13.32,13.45,13.25,0.1999999999999993,-0.14999999999999858,13.072000000000001,13.1,13.05,0.049999999999998934,0.03999999999999915,13.209999999999999,13.35,13.1,0.25,0.09999999999999964,12634,24679,7398,17281,-2601
2018-01-28,13.106,13.25,12.98,0.2699999999999996,-0.15000000000000036,13.209999999999999,13.35,13.1,0.25,-0.25,12.92,13.05,12.8,0.25,-0.15000000000000036,13.120000000000001,13.35,12.9,0.4499999999999993,-0.4499999999999993,20507,43347,8937,34410,29890
2018-02-04,13.77,18.2,12.45,5.75,5.449999999999999,14.32,18.65,12.85,5.799999999999999,4.649999999999999,13.120000000000001,15.8,12.0,3.8000000000000007,3.200000000000001,13.38,15.95,12.35,3.5999999999999996,3.1499999999999986,191956,815980,16344,799636,758187
2018-02-11,20.29,21.75,16.45,5.300000000000001,5.25,21.706,22.48,19.7,2.780000000000001,2.780000000000001,19.34,21.3,15.8,5.5,5.5,21.240000000000002,21.8,19.35,2.4499999999999993,2.4499999999999993,322373,524530,124746,399784,-360198
2018-02-18,21.85,22.6,21.0,1.6000000000000014,-0.8500000000000014,22.725,23.8,21.75,2.0500000000000007,-0.8000000000000007,21.0,21.45,20.3,1.1499999999999986,-1.0999999999999979,21.7375,22.6,21.2,1.4000000000000021,-0.75,151078,229001,114364,114637,-114637
2018-02-25,20.45,21.2,19.85,1.3499999999999979,-1.3499999999999979,21.194,22.06,20.55,1.509999999999998,0.5,19.56,20.35,18.95,1.4000000000000021,-1.25,20.59,21.7,19.85,1.8499999999999979,0.6499999999999986,156850,284550,87796,196754,142157
2018-03-04,23.56,24.9,21.85,3.049999999999997,3.049999999999997,24.606,25.6,23.8,1.8000000000000007,0.8300000000000018,22.738,23.75,21.7,2.0500000000000007,2.0500000000000007,23.75,24.8,22.8,2.0,1.3000000000000007,344308,469244,268003,201241,-196004
2018-03-11,26.94,29.45,24.35,5.099999999999998,3.6499999999999986,28.494,30.7,26.6,4.099999999999998,1.6499999999999986,25.598,27.4,24.19,3.2099999999999973,0.259999999999998,26.86,28.75,25.25,3.5,-0.3999999999999986,411021,667055,230768,436287,200863
2018-03-18,25.97,28.75,25.0,3.75,3.75,26.688,28.75,25.85,2.8999999999999986,2.8999999999999986,24.76,25.45,24.1,1.3499999999999979,1.3499999999999979,25.38,25.8,24.9,0.9000000000000021,0.8500000000000014,254139,422265,178453,243812,193891
2018-03-25,24.375,25.8,23.45,2.3500000000000014,-1.4000000000000021,25.425,26.65,24.5,2.1499999999999986,0.7999999999999972,23.2625,24.4,22.65,1.75,1.75,24.4625,26.05,23.55,2.5,2.150000000000002,305987,572750,172297,400453,-319800
2018-04-01,27.150000000000002,28.8,26.05,2.75,1.3000000000000007,28.15,29.45,27.2,2.25,0.75,26.342,27.2,25.55,1.6499999999999986,1.1499999999999986,27.33,28.4,26.6,1.7999999999999972,0.5999999999999979,295434,359043,213419,145624,-123812
2018-04-08,27.49,27.65,27.15,0.5,-0.3500000000000014,28.169999999999998,29.15,27.45,1.6999999999999993,-0.6000000000000014,26.79,27.3,25.6,1.6999999999999993,-1.5999999999999979,27.36,27.55,27.1,0.4499999999999993,-0.3500000000000014,191636,299530,136232,163298,108524
2018-04-15,27.53,29.0,25.45,3.5500000000000007,-1.75,28.32,29.8,25.55,4.25,-3.4499999999999993,26.22,27.85,24.2,3.650000000000002,-2.5,26.96,28.75,24.75,4.0,-4.0,215560,275144,167239,107905,-91672
2018-04-22,22.27,24.3,21.1,3.1999999999999993,-2.650000000000002,22.814,24.6,21.65,2.950000000000003,-2.950000000000003,21.22,22.5,20.6,1.8999999999999986,-1.8999999999999986,21.650000000000002,22.85,20.8,2.0500000000000007,-2.0500000000000007,209787,344308,126974,217334,-215714
2018-04-29,20.8,21.0,20.6,0.3999999999999986,-0.05000000000000071,21.53,22.3,21.1,1.1999999999999993,-0.10000000000000142,20.2,20.4,19.8,0.5999999999999979,0.09999999999999787,20.82,21.0,20.5,0.5,-0.3999999999999986,164305,229158,117297,111861,-10410
2018-05-06,19.169999999999998,20.55,18.65,1.9000000000000021,-1.9000000000000021,19.53,20.95,18.95,2.0,-2.0,18.07,18.6,17.35,1.25,-0.3099999999999987,18.66,18.95,18.15,0.8000000000000007,-0.8000000000000007,188109,371704,114948,256756,-189281
2018-05-13,18.16,18.45,17.7,0.75,0.0,18.759999999999998,18.9,18.5,0.3999999999999986,-0.1999999999999993,17.75,18.1,17.3,0.8000000000000007,-0.09999999999999787,18.11,18.45,17.65,0.8000000000000007,-0.1999999999999993,120249,142592,58520,84072,-3857
2018-05-20,18.75,19.7,18.2,1.5,1.5,19.704,20.85,18.55,2.3000000000000007,1.0100000000000016,18.189999999999998,19.7,17.65,2.0500000000000007,2.0500000000000007,19.02,19.9,18.0,1.8999999999999986,0.5999999999999979,189179,287142,136226,150916,-140681
2018-05-27,20.525,21.0,19.8,1.1999999999999993,1.0999999999999979,21.475,21.75,21.15,0.6000000000000014,0.3500000000000014,20.2375,20.8,19.5,1.3000000000000007,1.3000000000000007,20.8625,21.1,20.4,0.7000000000000028,0.6500000000000021,143248,164576,107393,57183,46685
2018-06-03,20.68,21.1,19.05,2.0500000000000007,-2.0500000000000007,21.266000000000002,22.25,19.48,2.7699999999999996,-1.8200000000000003,19.87,20.9,18.4,2.5,-2.3500000000000014,20.1,21.05,18.45,2.6000000000000014,-2.6000000000000014,145444,222678,110561,112117,-21175
2018-06-10,17.75,18.65,16.8,1.8499999999999979,-1.8499999999999979,17.906,18.75,16.95,1.8000000000000007,-1.8000000000000007,16.9,17.75,15.8,1.9499999999999993,-1.6499999999999986,17.24,18.0,16.15,1.8500000000000014,-1.6000000000000014,171653,189789,146912,42877,33744
2018-06-17,15.98,16.15,15.7,0.4499999999999993,-0.24999999999999822,16.34,16.8,16.1,0.6999999999999993,0.4499999999999993,15.43,15.85,15.2,0.6500000000000004,-0.5999999999999996,15.95,16.3,15.6,0.7000000000000011,0.15000000000000213,332861,1026714,132348,894366,894366
2018-06-24,16.57,17.45,16.1,1.3499999999999979,-0.25,17.064,17.9,16.3,1.5999999999999979,-0.870000000000001,16.008,16.7,15.44,1.2599999999999998,-0.8100000000000005,16.41,17.3,15.85,1.450000000000001,-0.7500000000000018,208867,281014,142075,138939,-55462
