Date,DVAX_Open_average,DVAX_Open_max,DVAX_Open_min,DVAX_Open_volatility,DVAX_Open_change,DVAX_High_average,DVAX_High_max,DVAX_High_min,DVAX_High_volatility,DVAX_High_change,DVAX_Low_average,DVAX_Low_max,DVAX_Low_min,DVAX_Low_volatility,DVAX_Low_change,DVAX_Close_average,DVAX_Close_max,DVAX_Close_min,DVAX_Close_volatility,DVAX_Close_change,DVAX_Volume_average,DVAX_Volume_max,DVAX_Volume_min,DVAX_Volume_volatility,DVAX_Volume_change
2018-01-14,15.4375,15.7,15.05,0.6499999999999986,-0.29999999999999893,15.8725,16.05,15.73,0.3200000000000003,0.27000000000000135,15.025,15.3,14.65,0.6500000000000004,0.6500000000000004,15.3525,15.68,14.65,1.0299999999999994,1.0,1908029,2879751,1019054,1860697,-1668349
2018-01-21,17.28,18.15,16.5,1.6499999999999986,1.6499999999999986,17.864,18.35,17.2,1.1500000000000021,1.0700000000000003,16.87,17.3,16.05,1.25,1.1499999999999986,17.48,18.1,17.0,1.1000000000000014,0.3000000000000007,1604312,2799417,847337,1952080,-1952080
2018-01-28,16.55,17.15,16.1,1.0499999999999972,-0.8499999999999979,17.16,17.75,16.75,1.0,0.25,16.16,16.6,15.95,0.6500000000000021,-0.5500000000000007,16.64,17.45,16.1,1.3499999999999979,0.6499999999999986,1070977,1806938,786006,1020932,804326
2018-02-04,17.51,18.1,17.0,1.1000000000000014,-0.3000000000000007,17.97,18.15,17.4,0.75,-0.75,16.76,17.4,15.55,1.8499999999999979,-1.4499999999999993,17.35,18.05,16.65,1.4000000000000021,-0.6500000000000021,1580329,2005206,1189357,815849,-243137
2018-02-11,16.8,17.15,16.4,0.75,0.4499999999999993,17.244,17.4,17.07,0.3299999999999983,0.3299999999999983,16.45,17.05,15.9,1.1500000000000004,1.0,17.046,17.23,16.8,0.4299999999999997,0.28000000000000114,813269,1339141,429206,909935,-211014
2018-02-18,17.525,17.7,17.4,0.3000000000000007,-0.10000000000000142,18.175,18.5,18.05,0.4499999999999993,-0.3999999999999986,17.115000000000002,17.23,16.85,0.379999999999999,0.34999999999999787,17.4375,17.75,17.25,0.5,0.5,1564842,1907205,1358076,549129,-549129
2018-02-25,16.96,17.75,15.95,1.8000000000000007,-1.8000000000000007,17.3,17.95,16.35,1.5999999999999979,-1.25,16.44,17.4,15.6,1.799999999999999,-1.5500000000000007,16.78,17.75,16.05,1.6999999999999993,-1.1999999999999993,1284591,1915649,748148,1167501,-57056
2018-03-04,17.23,18.05,16.6,1.4499999999999993,1.4499999999999993,17.68,18.2,17.1,1.0999999999999979,1.0,16.669999999999998,17.2,16.25,0.9499999999999993,0.75,17.5,18.0,17.05,0.9499999999999993,0.5,1311034,2970094,804650,2165444,256251
2018-03-11,16.67,17.55,16.3,1.25,-1.1999999999999993,16.898,17.6,16.59,1.0100000000000016,-0.9200000000000017,16.168,16.29,16.05,0.23999999999999844,-0.14000000000000057,16.44,16.85,16.2,0.6500000000000021,-0.45000000000000284,1683884,2326630,1038657,1287973,-166318
2018-03-18,17.419999999999998,18.5,16.2,2.3000000000000007,2.3000000000000007,18.23,19.15,16.75,2.3999999999999986,2.3999999999999986,17.248,18.48,16.12,2.3599999999999994,2.3599999999999994,17.91,18.5,16.7,1.8000000000000007,1.8000000000000007,1752496,2605566,1183025,1422541,616276
