Date,Vanguard Consumer Staples_Open_average,Vanguard Consumer Staples_Open_max,Vanguard Consumer Staples_Open_min,Vanguard Consumer Staples_Open_volatility,Vanguard Consumer Staples_Open_change,Vanguard Consumer Staples_High_average,Vanguard Consumer Staples_High_max,Vanguard Consumer Staples_High_min,Vanguard Consumer Staples_High_volatility,Vanguard Consumer Staples_High_change,Vanguard Consumer Staples_Low_average,Vanguard Consumer Staples_Low_max,Vanguard Consumer Staples_Low_min,Vanguard Consumer Staples_Low_volatility,Vanguard Consumer Staples_Low_change,Vanguard Consumer Staples_Close_average,Vanguard Consumer Staples_Close_max,Vanguard Consumer Staples_Close_min,Vanguard Consumer Staples_Close_volatility,Vanguard Consumer Staples_Close_change
2018-01-14,147.85,147.85,147.85,0.0,0.0,149.08,149.08,149.08,0.0,0.0,147.85,147.85,147.85,0.0,0.0,149.08,149.08,149.08,0.0,0.0
2018-01-21,150.0,150.0,150.0,0.0,0.0,150.85,150.85,150.85,0.0,0.0,149.67,149.67,149.67,0.0,0.0,150.85,150.85,150.85,0.0,0.0
2018-01-28,147.25,147.25,147.25,0.0,0.0,147.41,147.41,147.41,0.0,0.0,144.95,144.95,144.95,0.0,0.0,144.97,144.97,144.97,0.0,0.0
2018-02-04,138.88,138.88,138.88,0.0,0.0,139.09,139.09,139.09,0.0,0.0,135.47,135.47,135.47,0.0,0.0,138.09,138.09,138.09,0.0,0.0
2018-02-11,142.34,142.34,142.34,0.0,0.0,143.56,143.56,143.56,0.0,0.0,141.8,141.8,141.8,0.0,0.0,143.0,143.0,143.0,0.0,0.0
2018-02-18,138.64,138.64,138.64,0.0,0.0,139.83,139.83,139.83,0.0,0.0,138.37,138.37,138.37,0.0,0.0,139.83,139.83,139.83,0.0,0.0
2018-02-25,136.3,136.3,136.3,0.0,0.0,138.64,138.64,138.64,0.0,0.0,136.3,136.3,136.3,0.0,0.0,138.37,138.37,138.37,0.0,0.0
2018-03-04,140.33,140.33,140.33,0.0,0.0,140.72,140.72,140.72,0.0,0.0,139.76,139.76,139.76,0.0,0.0,140.72,140.72,140.72,0.0,0.0
2018-03-11,137.42,137.42,137.42,0.0,0.0,138.18,138.18,138.18,0.0,0.0,137.42,137.42,137.42,0.0,0.0,137.62,137.62,137.62,0.0,0.0
2018-03-18,133.5,133.5,133.5,0.0,0.0,134.13,134.13,134.13,0.0,0.0,131.46,131.46,131.46,0.0,0.0,131.56,131.56,131.56,0.0,0.0
2018-03-25,135.72,135.72,135.72,0.0,0.0,136.87,136.87,136.87,0.0,0.0,135.59,135.59,135.59,0.0,0.0,136.12,136.12,136.12,0.0,0.0
2018-04-01,136.33,136.33,136.33,0.0,0.0,137.75,137.75,137.75,0.0,0.0,135.17,135.17,135.17,0.0,0.0,135.74,135.74,135.74,0.0,0.0
2018-04-08,136.02,136.02,136.02,0.0,0.0,136.42,136.42,136.42,0.0,0.0,135.56,135.56,135.56,0.0,0.0,136.12,136.12,136.12,0.0,0.0
2018-04-15,133.17,133.17,133.17,0.0,0.0,133.4,133.4,133.4,0.0,0.0,130.97,130.97,130.97,0.0,0.0,131.24,131.24,131.24,0.0,0.0
2018-04-22,131.0,131.0,131.0,0.0,0.0,132.33,132.33,132.33,0.0,0.0,131.0,131.0,131.0,0.0,0.0,131.93,131.93,131.93,0.0,0.0
2018-04-29,127.22,127.22,127.22,0.0,0.0,129.9,129.9,129.9,0.0,0.0,127.22,127.22,127.22,0.0,0.0,129.31,129.31,129.31,0.0,0.0
2018-05-06,129.46,129.46,129.46,0.0,0.0,129.93,129.93,129.93,0.0,0.0,128.78,128.78,128.78,0.0,0.0,129.12,129.12,129.12,0.0,0.0
2018-05-13,129.85,129.85,129.85,0.0,0.0,129.85,129.85,129.85,0.0,0.0,128.72,128.72,128.72,0.0,0.0,129.21,129.21,129.21,0.0,0.0
2018-05-20,129.79,129.79,129.79,0.0,0.0,130.86,130.86,130.86,0.0,0.0,129.72,129.72,129.72,0.0,0.0,130.1,130.1,130.1,0.0,0.0
2018-05-27,129.73,129.73,129.73,0.0,0.0,130.17,130.17,130.17,0.0,0.0,129.33,129.33,129.33,0.0,0.0,129.64,129.64,129.64,0.0,0.0
2018-06-03,131.11,131.11,131.11,0.0,0.0,132.63,132.63,132.63,0.0,0.0,131.11,131.11,131.11,0.0,0.0,132.63,132.63,132.63,0.0,0.0
2018-06-10,133.72,133.72,133.72,0.0,0.0,135.5,135.5,135.5,0.0,0.0,133.72,133.72,133.72,0.0,0.0,135.46,135.46,135.46,0.0,0.0
2018-06-17,135.08,135.08,135.08,0.0,0.0,136.06,136.06,136.06,0.0,0.0,135.08,135.08,135.08,0.0,0.0,135.86,135.86,135.86,0.0,0.0
2018-06-24,134.31,134.31,134.31,0.0,0.0,135.0,135.0,135.0,0.0,0.0,133.86,133.86,133.86,0.0,0.0,134.27,134.27,134.27,0.0,0.0
2018-07-01,135.86,135.86,135.86,0.0,0.0,136.74,136.74,136.74,0.0,0.0,135.74,135.74,135.74,0.0,0.0,136.23,136.23,136.23,0.0,0.0
2018-07-08,136.44,136.44,136.44,0.0,0.0,137.33,137.33,137.33,0.0,0.0,136.44,136.44,136.44,0.0,0.0,137.14,137.14,137.14,0.0,0.0
2018-07-15,136.32,136.32,136.32,0.0,0.0,137.42,137.42,137.42,0.0,0.0,136.32,136.32,136.32,0.0,0.0,137.38,137.38,137.38,0.0,0.0
2018-07-22,138.47,138.47,138.47,0.0,0.0,139.11,139.11,139.11,0.0,0.0,138.25,138.25,138.25,0.0,0.0,138.5,138.5,138.5,0.0,0.0
2018-07-29,139.5,139.5,139.5,0.0,0.0,141.64,141.64,141.64,0.0,0.0,139.46,139.46,139.46,0.0,0.0,141.08,141.08,141.08,0.0,0.0
2018-08-05,138.49,138.49,138.49,0.0,0.0,138.99,138.99,138.99,0.0,0.0,138.15,138.15,138.15,0.0,0.0,138.41,138.41,138.41,0.0,0.0
2018-08-12,141.54,141.54,141.54,0.0,0.0,142.9,142.9,142.9,0.0,0.0,141.54,141.54,141.54,0.0,0.0,142.8,142.8,142.8,0.0,0.0
2018-08-19,140.69,140.69,140.69,0.0,0.0,141.09,141.09,141.09,0.0,0.0,140.32,140.32,140.32,0.0,0.0,140.66,140.66,140.66,0.0,0.0
2018-08-26,139.92,139.92,139.92,0.0,0.0,140.35,140.35,140.35,0.0,0.0,139.44,139.44,139.44,0.0,0.0,140.05,140.05,140.05,0.0,0.0
2018-09-02,141.07,141.07,141.07,0.0,0.0,141.48,141.48,141.48,0.0,0.0,140.5,140.5,140.5,0.0,0.0,141.32,141.32,141.32,0.0,0.0
2018-09-09,142.43,142.43,142.43,0.0,0.0,142.61,142.61,142.61,0.0,0.0,141.8,141.8,141.8,0.0,0.0,142.39,142.39,142.39,0.0,0.0
2018-09-16,143.71,143.71,143.71,0.0,0.0,143.95,143.95,143.95,0.0,0.0,143.5,143.5,143.5,0.0,0.0,143.65,143.65,143.65,0.0,0.0
2018-09-23,139.9,139.9,139.9,0.0,0.0,140.35,140.35,140.35,0.0,0.0,139.79,139.79,139.79,0.0,0.0,140.12,140.12,140.12,0.0,0.0
2018-09-30,138.56,138.56,138.56,0.0,0.0,139.3,139.3,139.3,0.0,0.0,137.97,137.97,137.97,0.0,0.0,138.69,138.69,138.69,0.0,0.0
2018-10-07,135.8,135.8,135.8,0.0,0.0,136.17,136.17,136.17,0.0,0.0,134.67,134.67,134.67,0.0,0.0,135.88,135.88,135.88,0.0,0.0
2018-10-14,140.2,140.2,140.2,0.0,0.0,141.92,141.92,141.92,0.0,0.0,140.2,140.2,140.2,0.0,0.0,141.62,141.62,141.62,0.0,0.0
2018-10-21,140.88,140.88,140.88,0.0,0.0,141.31,141.31,141.31,0.0,0.0,138.67,138.67,138.67,0.0,0.0,139.48,139.48,139.48,0.0,0.0
2018-10-28,143.37,143.37,143.37,0.0,0.0,143.41,143.41,143.41,0.0,0.0,141.42,141.42,141.42,0.0,0.0,142.83,142.83,142.83,0.0,0.0
