Date,Franklin FTSE BrazilEtf_Open_average,Franklin FTSE BrazilEtf_Open_max,Franklin FTSE BrazilEtf_Open_min,Franklin FTSE BrazilEtf_Open_volatility,Franklin FTSE BrazilEtf_Open_change,Franklin FTSE BrazilEtf_High_average,Franklin FTSE BrazilEtf_High_max,Franklin FTSE BrazilEtf_High_min,Franklin FTSE BrazilEtf_High_volatility,Franklin FTSE BrazilEtf_High_change,Franklin FTSE BrazilEtf_Low_average,Franklin FTSE BrazilEtf_Low_max,Franklin FTSE BrazilEtf_Low_min,Franklin FTSE BrazilEtf_Low_volatility,Franklin FTSE BrazilEtf_Low_change,Franklin FTSE BrazilEtf_Close_average,Franklin FTSE BrazilEtf_Close_max,Franklin FTSE BrazilEtf_Close_min,Franklin FTSE BrazilEtf_Close_volatility,Franklin FTSE BrazilEtf_Close_change
2018-10-14,24.18,24.18,24.18,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2018-10-21,24.45,24.45,24.45,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-10-28,26.04,26.04,26.04,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-11-04,24.52,24.52,24.52,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-11-11,24.79,24.79,24.79,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.79,24.79,24.79,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2018-11-18,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2018-11-25,24.9,24.9,24.9,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-12-02,24.68,24.68,24.68,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.18,24.18,24.18,0.0,0.0
2018-12-09,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-12-16,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-12-23,23.64,23.64,23.64,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2018-12-30,25.34,25.34,25.34,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.34,25.34,25.34,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2019-01-06,26.41,26.41,26.41,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-01-13,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-01-20,27.21,27.21,27.21,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-01-27,27.78,27.78,27.78,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.77,27.77,27.77,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2019-02-03,26.22,26.22,26.22,0.0,0.0,26.83,26.83,26.83,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2019-02-10,27.64,27.64,27.64,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.59,27.59,27.59,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2019-02-17,27.34,27.34,27.34,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.4,27.4,27.4,0.0,0.0
2019-02-24,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0,26.28,26.28,26.28,0.0,0.0
2019-03-03,25.65,25.65,25.65,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.8,25.8,25.8,0.0,0.0
2019-03-10,27.01,27.01,27.01,0.0,0.0,27.14,27.14,27.14,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2019-03-17,25.69,25.69,25.69,0.0,0.0,26.06,26.06,26.06,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0
2019-03-24,25.56,25.56,25.56,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2019-03-31,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-04-07,25.44,25.44,25.44,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-04-14,24.9,24.9,24.9,0.0,0.0,25.18,25.18,25.18,0.0,0.0,24.87,24.87,24.87,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2019-04-21,25.65,25.65,25.65,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-04-28,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2019-05-05,24.93,24.93,24.93,0.0,0.0,25.12,25.12,25.12,0.0,0.0,24.7,24.7,24.7,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-05-12,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0
2019-05-19,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-05-26,25.91,25.91,25.91,0.0,0.0,26.36,26.36,26.36,0.0,0.0,25.91,25.91,25.91,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-06-02,26.61,26.61,26.61,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-06-09,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2019-06-16,27.33,27.33,27.33,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-06-23,27.4,27.4,27.4,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-06-30,28.0,28.0,28.0,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-07-07,29.08,29.08,29.08,0.0,0.0,29.15,29.15,29.15,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2019-07-14,28.62,28.62,28.62,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.6,28.6,28.6,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-07-21,28.13,28.13,28.13,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2019-07-28,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.09,27.09,27.09,0.0,0.0,27.24,27.24,27.24,0.0,0.0
2019-08-04,27.51,27.51,27.51,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2019-08-11,25.7,25.7,25.7,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2019-08-18,25.26,25.26,25.26,0.0,0.0,25.49,25.49,25.49,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2019-08-25,25.35,25.35,25.35,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2019-09-01,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2019-09-08,26.48,26.48,26.48,0.0,0.0,26.48,26.48,26.48,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-09-15,25.94,25.94,25.94,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.8,25.8,25.8,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2019-09-22,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.0,26.0,26.0,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2019-09-29,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.13,26.13,26.13,0.0,0.0
2019-10-06,26.14,26.14,26.14,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2019-10-13,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-10-20,27.63,27.63,27.63,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-10-27,28.18,28.18,28.18,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.03,28.03,28.03,0.0,0.0
2019-11-03,27.24,27.24,27.24,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2019-11-10,26.6,26.6,26.6,0.0,0.0,26.79,26.79,26.79,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.79,26.79,26.79,0.0,0.0
2019-11-17,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0
2019-11-24,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-12-01,27.69,27.69,27.69,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-12-08,27.79,27.79,27.79,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.86,27.86,27.86,0.0,0.0
2019-12-15,28.7,28.7,28.7,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.56,28.56,28.56,0.0,0.0
2019-12-22,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-12-29,29.55,29.55,29.55,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.61,29.61,29.61,0.0,0.0
