Date,First Trust Latin America AlphaDEXEtf_Open_average,First Trust Latin America AlphaDEXEtf_Open_max,First Trust Latin America AlphaDEXEtf_Open_min,First Trust Latin America AlphaDEXEtf_Open_volatility,First Trust Latin America AlphaDEXEtf_Open_change,First Trust Latin America AlphaDEXEtf_High_average,First Trust Latin America AlphaDEXEtf_High_max,First Trust Latin America AlphaDEXEtf_High_min,First Trust Latin America AlphaDEXEtf_High_volatility,First Trust Latin America AlphaDEXEtf_High_change,First Trust Latin America AlphaDEXEtf_Low_average,First Trust Latin America AlphaDEXEtf_Low_max,First Trust Latin America AlphaDEXEtf_Low_min,First Trust Latin America AlphaDEXEtf_Low_volatility,First Trust Latin America AlphaDEXEtf_Low_change,First Trust Latin America AlphaDEXEtf_Close_average,First Trust Latin America AlphaDEXEtf_Close_max,First Trust Latin America AlphaDEXEtf_Close_min,First Trust Latin America AlphaDEXEtf_Close_volatility,First Trust Latin America AlphaDEXEtf_Close_change
2019-02-24,20.37,20.37,20.37,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0
2019-03-03,19.56,19.56,19.56,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2019-03-10,20.47,20.47,20.47,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2019-03-17,20.06,20.06,20.06,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-03-24,19.68,19.68,19.68,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2019-03-31,20.2,20.2,20.2,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-04-07,19.93,19.93,19.93,0.0,0.0,19.99,19.99,19.99,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-04-14,19.55,19.55,19.55,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-04-21,19.83,19.83,19.83,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2019-04-28,19.8,19.8,19.8,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-05-05,19.41,19.41,19.41,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.31,19.31,19.31,0.0,0.0
2019-05-12,18.54,18.54,18.54,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2019-05-19,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2019-05-26,19.61,19.61,19.61,0.0,0.0,19.82,19.82,19.82,0.0,0.0,19.61,19.61,19.61,0.0,0.0,19.82,19.82,19.82,0.0,0.0
2019-06-02,20.11,20.11,20.11,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.05,20.05,20.05,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-06-09,20.43,20.43,20.43,0.0,0.0,20.43,20.43,20.43,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.2,20.2,20.2,0.0,0.0
2019-06-16,20.8,20.8,20.8,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2019-06-23,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2019-06-30,20.79,20.79,20.79,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.79,20.79,20.79,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2019-07-07,21.75,21.75,21.75,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0
2019-07-14,21.68,21.68,21.68,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2019-07-21,21.23,21.23,21.23,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.22,21.22,21.22,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2019-07-28,20.76,20.76,20.76,0.0,0.0,20.78,20.78,20.78,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-08-04,20.82,20.82,20.82,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2019-08-11,19.75,19.75,19.75,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2019-08-18,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2019-08-25,19.91,19.91,19.91,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.9,19.9,19.9,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2019-09-01,20.72,20.72,20.72,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-09-08,20.97,20.97,20.97,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2019-09-15,20.64,20.64,20.64,0.0,0.0,20.72,20.72,20.72,0.0,0.0,20.59,20.59,20.59,0.0,0.0,20.72,20.72,20.72,0.0,0.0
2019-09-22,20.45,20.45,20.45,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-09-29,20.38,20.38,20.38,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2019-10-06,20.19,20.19,20.19,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-10-13,20.45,20.45,20.45,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.5,20.5,20.5,0.0,0.0
2019-10-20,20.76,20.76,20.76,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-10-27,21.0,21.0,21.0,0.0,0.0,21.14,21.14,21.14,0.0,0.0,20.99,20.99,20.99,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2019-11-03,20.67,20.67,20.67,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2019-11-10,20.46,20.46,20.46,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.41,20.41,20.41,0.0,0.0
2019-11-17,20.35,20.35,20.35,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.42,20.42,20.42,0.0,0.0
2019-11-24,20.33,20.33,20.33,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2019-12-01,21.14,21.14,21.14,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.04,21.04,21.04,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2019-12-08,21.85,21.85,21.85,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2019-12-15,22.4,22.4,22.4,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-12-22,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-12-29,22.89,22.89,22.89,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.82,22.82,22.82,0.0,0.0,23.11,23.11,23.11,0.0,0.0
