Date,First Trust Latin America AlphaDEXEtf_Open_average,First Trust Latin America AlphaDEXEtf_Open_max,First Trust Latin America AlphaDEXEtf_Open_min,First Trust Latin America AlphaDEXEtf_Open_volatility,First Trust Latin America AlphaDEXEtf_Open_change,First Trust Latin America AlphaDEXEtf_High_average,First Trust Latin America AlphaDEXEtf_High_max,First Trust Latin America AlphaDEXEtf_High_min,First Trust Latin America AlphaDEXEtf_High_volatility,First Trust Latin America AlphaDEXEtf_High_change,First Trust Latin America AlphaDEXEtf_Low_average,First Trust Latin America AlphaDEXEtf_Low_max,First Trust Latin America AlphaDEXEtf_Low_min,First Trust Latin America AlphaDEXEtf_Low_volatility,First Trust Latin America AlphaDEXEtf_Low_change,First Trust Latin America AlphaDEXEtf_Close_average,First Trust Latin America AlphaDEXEtf_Close_max,First Trust Latin America AlphaDEXEtf_Close_min,First Trust Latin America AlphaDEXEtf_Close_volatility,First Trust Latin America AlphaDEXEtf_Close_change
2018-01-14,22.15,22.15,22.15,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-01-21,22.94,22.94,22.94,0.0,0.0,23.18,23.18,23.18,0.0,0.0,22.89,22.89,22.89,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-01-28,22.51,22.51,22.51,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-02-04,21.51,21.51,21.51,0.0,0.0,21.51,21.51,21.51,0.0,0.0,20.85,20.85,20.85,0.0,0.0,21.34,21.34,21.34,0.0,0.0
2018-02-11,22.22,22.22,22.22,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2018-02-18,22.79,22.79,22.79,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2018-02-25,22.3,22.3,22.3,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.87,21.87,21.87,0.0,0.0,22.21,22.21,22.21,0.0,0.0
2018-03-04,22.67,22.67,22.67,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.62,22.62,22.62,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-03-11,22.19,22.19,22.19,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-03-18,21.92,21.92,21.92,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2018-03-25,21.93,21.93,21.93,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.91,21.91,21.91,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-04-01,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-04-08,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-04-15,22.33,22.33,22.33,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-04-22,22.02,22.02,22.02,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2018-04-29,20.56,20.56,20.56,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-05-06,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0,20.55,20.55,20.55,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-05-13,19.51,19.51,19.51,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.3,19.3,19.3,0.0,0.0,19.47,19.47,19.47,0.0,0.0
2018-05-20,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2018-05-27,19.01,19.01,19.01,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.76,18.76,18.76,0.0,0.0,19.03,19.03,19.03,0.0,0.0
2018-06-03,18.13,18.13,18.13,0.0,0.0,18.52,18.52,18.52,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2018-06-10,18.04,18.04,18.04,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.15,18.15,18.15,0.0,0.0
2018-06-17,17.75,17.75,17.75,0.0,0.0,17.75,17.75,17.75,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.74,17.74,17.74,0.0,0.0
2018-06-24,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.71,17.71,17.71,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2018-07-01,18.04,18.04,18.04,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2018-07-08,18.29,18.29,18.29,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.48,18.48,18.48,0.0,0.0
2018-07-15,19.19,19.19,19.19,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-07-22,19.71,19.71,19.71,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.71,19.71,19.71,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2018-07-29,20.01,20.01,20.01,0.0,0.0,20.23,20.23,20.23,0.0,0.0,19.98,19.98,19.98,0.0,0.0,20.23,20.23,20.23,0.0,0.0
2018-08-05,19.12,19.12,19.12,0.0,0.0,19.12,19.12,19.12,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2018-08-12,18.4,18.4,18.4,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2018-08-19,18.63,18.63,18.63,0.0,0.0,18.63,18.63,18.63,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.54,18.54,18.54,0.0,0.0
2018-08-26,18.25,18.25,18.25,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2018-09-02,18.12,18.12,18.12,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.92,17.92,17.92,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2018-09-09,17.69,17.69,17.69,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.77,17.77,17.77,0.0,0.0
2018-09-16,18.45,18.45,18.45,0.0,0.0,18.71,18.71,18.71,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2018-09-23,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0,18.69,18.69,18.69,0.0,0.0
2018-09-30,19.17,19.17,19.17,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.01,19.01,19.01,0.0,0.0
2018-10-07,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-10-14,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-10-21,19.02,19.02,19.02,0.0,0.0,19.07,19.07,19.07,0.0,0.0,18.94,18.94,18.94,0.0,0.0,19.07,19.07,19.07,0.0,0.0
2018-10-28,19.45,19.45,19.45,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.13,19.13,19.13,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-11-04,18.5,18.5,18.5,0.0,0.0,18.59,18.59,18.59,0.0,0.0,18.26,18.26,18.26,0.0,0.0,18.59,18.59,18.59,0.0,0.0
2018-11-11,18.85,18.85,18.85,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.87,18.87,18.87,0.0,0.0
2018-11-18,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0
2018-11-25,18.48,18.48,18.48,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2018-12-02,18.68,18.68,18.68,0.0,0.0,18.68,18.68,18.68,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.42,18.42,18.42,0.0,0.0
2018-12-09,18.3,18.3,18.3,0.0,0.0,18.32,18.32,18.32,0.0,0.0,18.22,18.22,18.22,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2018-12-16,18.1,18.1,18.1,0.0,0.0,18.12,18.12,18.12,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.05,18.05,18.05,0.0,0.0
2018-12-23,18.2,18.2,18.2,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.05,18.05,18.05,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2018-12-30,19.17,19.17,19.17,0.0,0.0,19.63,19.63,19.63,0.0,0.0,19.17,19.17,19.17,0.0,0.0,19.63,19.63,19.63,0.0,0.0
2019-01-06,20.07,20.07,20.07,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.1,20.1,20.1,0.0,0.0
2019-01-13,20.45,20.45,20.45,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2019-01-20,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.89,20.89,20.89,0.0,0.0
2019-01-27,21.41,21.41,21.41,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.62,21.62,21.62,0.0,0.0
2019-02-03,20.86,20.86,20.86,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.62,20.62,20.62,0.0,0.0,20.78,20.78,20.78,0.0,0.0
2019-02-10,20.96,20.96,20.96,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.74,20.74,20.74,0.0,0.0,21.03,21.03,21.03,0.0,0.0
2019-02-17,20.98,20.98,20.98,0.0,0.0,21.09,21.09,21.09,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.09,21.09,21.09,0.0,0.0
