Date,Global X MLP_Open_average,Global X MLP_Open_max,Global X MLP_Open_min,Global X MLP_Open_volatility,Global X MLP_Open_change,Global X MLP_High_average,Global X MLP_High_max,Global X MLP_High_min,Global X MLP_High_volatility,Global X MLP_High_change,Global X MLP_Low_average,Global X MLP_Low_max,Global X MLP_Low_min,Global X MLP_Low_volatility,Global X MLP_Low_change,Global X MLP_Close_average,Global X MLP_Close_max,Global X MLP_Close_min,Global X MLP_Close_volatility,Global X MLP_Close_change
2018-01-14,10.54,10.54,10.54,0.0,0.0,10.78,10.78,10.78,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2018-01-21,10.74,10.74,10.74,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.59,10.59,10.59,0.0,0.0,10.59,10.59,10.59,0.0,0.0
2018-01-28,10.17,10.17,10.17,0.0,0.0,10.32,10.32,10.32,0.0,0.0,9.92,9.92,9.92,0.0,0.0,10.06,10.06,10.06,0.0,0.0
2018-02-04,9.61,9.61,9.61,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.75,9.75,9.75,0.0,0.0
2018-02-11,9.73,9.73,9.73,0.0,0.0,9.8,9.8,9.8,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2018-02-18,9.5,9.5,9.5,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2018-02-25,9.19,9.19,9.19,0.0,0.0,9.34,9.34,9.34,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.27,9.27,9.27,0.0,0.0
2018-03-04,9.27,9.27,9.27,0.0,0.0,9.48,9.48,9.48,0.0,0.0,9.25,9.25,9.25,0.0,0.0,9.44,9.44,9.44,0.0,0.0
2018-03-11,8.9,8.9,8.9,0.0,0.0,8.9,8.9,8.9,0.0,0.0,8.54,8.54,8.54,0.0,0.0,8.6,8.6,8.6,0.0,0.0
2018-03-18,8.44,8.44,8.44,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.44,8.44,8.44,0.0,0.0
2018-03-25,8.47,8.47,8.47,0.0,0.0,8.56,8.56,8.56,0.0,0.0,8.3,8.3,8.3,0.0,0.0,8.41,8.41,8.41,0.0,0.0
2018-04-01,8.52,8.52,8.52,0.0,0.0,8.52,8.52,8.52,0.0,0.0,8.34,8.34,8.34,0.0,0.0,8.41,8.41,8.41,0.0,0.0
2018-04-08,8.74,8.74,8.74,0.0,0.0,9.1,9.1,9.1,0.0,0.0,8.68,8.68,8.68,0.0,0.0,9.1,9.1,9.1,0.0,0.0
2018-04-15,9.0,9.0,9.0,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.14,9.14,9.14,0.0,0.0
2018-04-22,9.1,9.1,9.1,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.07,9.07,9.07,0.0,0.0
2018-04-29,9.04,9.04,9.04,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.03,9.03,9.03,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2018-05-06,9.05,9.05,9.05,0.0,0.0,9.24,9.24,9.24,0.0,0.0,9.05,9.05,9.05,0.0,0.0,9.23,9.23,9.23,0.0,0.0
2018-05-13,9.38,9.38,9.38,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.32,9.32,9.32,0.0,0.0,9.4,9.4,9.4,0.0,0.0
2018-05-20,9.11,9.11,9.11,0.0,0.0,9.16,9.16,9.16,0.0,0.0,8.95,8.95,8.95,0.0,0.0,9.12,9.12,9.12,0.0,0.0
2018-05-27,9.4,9.4,9.4,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.4,9.4,9.4,0.0,0.0,9.49,9.49,9.49,0.0,0.0
2018-06-03,9.39,9.39,9.39,0.0,0.0,9.6,9.6,9.6,0.0,0.0,9.38,9.38,9.38,0.0,0.0,9.58,9.58,9.58,0.0,0.0
2018-06-10,9.14,9.14,9.14,0.0,0.0,9.28,9.28,9.28,0.0,0.0,9.11,9.11,9.11,0.0,0.0,9.27,9.27,9.27,0.0,0.0
2018-06-17,9.27,9.27,9.27,0.0,0.0,9.27,9.27,9.27,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.05,9.05,9.05,0.0,0.0
2018-06-24,9.12,9.12,9.12,0.0,0.0,9.15,9.15,9.15,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2018-07-01,9.22,9.22,9.22,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.17,9.17,9.17,0.0,0.0,9.22,9.22,9.22,0.0,0.0
2018-07-08,9.26,9.26,9.26,0.0,0.0,9.29,9.29,9.29,0.0,0.0,9.22,9.22,9.22,0.0,0.0,9.24,9.24,9.24,0.0,0.0
2018-07-15,9.45,9.45,9.45,0.0,0.0,9.49,9.49,9.49,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.46,9.46,9.46,0.0,0.0
2018-07-22,9.61,9.61,9.61,0.0,0.0,9.69,9.69,9.69,0.0,0.0,9.56,9.56,9.56,0.0,0.0,9.69,9.69,9.69,0.0,0.0
2018-07-29,10.03,10.03,10.03,0.0,0.0,10.15,10.15,10.15,0.0,0.0,10.03,10.03,10.03,0.0,0.0,10.14,10.14,10.14,0.0,0.0
2018-08-05,10.04,10.04,10.04,0.0,0.0,10.04,10.04,10.04,0.0,0.0,9.86,9.86,9.86,0.0,0.0,9.86,9.86,9.86,0.0,0.0
2018-08-12,9.96,9.96,9.96,0.0,0.0,10.06,10.06,10.06,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.05,10.05,10.05,0.0,0.0
2018-08-19,10.08,10.08,10.08,0.0,0.0,10.08,10.08,10.08,0.0,0.0,9.96,9.96,9.96,0.0,0.0,10.04,10.04,10.04,0.0,0.0
2018-08-26,9.82,9.82,9.82,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.7,9.7,9.7,0.0,0.0,9.78,9.78,9.78,0.0,0.0
2018-09-02,9.78,9.78,9.78,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.84,9.84,9.84,0.0,0.0
2018-09-09,9.82,9.82,9.82,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.75,9.75,9.75,0.0,0.0,9.76,9.76,9.76,0.0,0.0
2018-09-16,9.78,9.78,9.78,0.0,0.0,9.82,9.82,9.82,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.63,9.63,9.63,0.0,0.0
2018-09-23,9.57,9.57,9.57,0.0,0.0,9.78,9.78,9.78,0.0,0.0,9.57,9.57,9.57,0.0,0.0,9.77,9.77,9.77,0.0,0.0
2018-09-30,9.74,9.74,9.74,0.0,0.0,9.79,9.79,9.79,0.0,0.0,9.66,9.66,9.66,0.0,0.0,9.7,9.7,9.7,0.0,0.0
2018-10-07,9.47,9.47,9.47,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.45,9.45,9.45,0.0,0.0,9.45,9.45,9.45,0.0,0.0
2018-10-14,9.55,9.55,9.55,0.0,0.0,9.55,9.55,9.55,0.0,0.0,9.39,9.39,9.39,0.0,0.0,9.43,9.43,9.43,0.0,0.0
2018-10-21,8.93,8.93,8.93,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.72,8.72,8.72,0.0,0.0
