Date,Vanguard Long-Term Corporate Bond_etf_Open_average,Vanguard Long-Term Corporate Bond_etf_Open_max,Vanguard Long-Term Corporate Bond_etf_Open_min,Vanguard Long-Term Corporate Bond_etf_Open_volatility,Vanguard Long-Term Corporate Bond_etf_Open_change,Vanguard Long-Term Corporate Bond_etf_High_average,Vanguard Long-Term Corporate Bond_etf_High_max,Vanguard Long-Term Corporate Bond_etf_High_min,Vanguard Long-Term Corporate Bond_etf_High_volatility,Vanguard Long-Term Corporate Bond_etf_High_change,Vanguard Long-Term Corporate Bond_etf_Low_average,Vanguard Long-Term Corporate Bond_etf_Low_max,Vanguard Long-Term Corporate Bond_etf_Low_min,Vanguard Long-Term Corporate Bond_etf_Low_volatility,Vanguard Long-Term Corporate Bond_etf_Low_change,Vanguard Long-Term Corporate Bond_etf_Close_average,Vanguard Long-Term Corporate Bond_etf_Close_max,Vanguard Long-Term Corporate Bond_etf_Close_min,Vanguard Long-Term Corporate Bond_etf_Close_volatility,Vanguard Long-Term Corporate Bond_etf_Close_change
2018-01-14,94.49,94.49,94.49,0.0,0.0,94.53,94.53,94.53,0.0,0.0,94.14,94.14,94.14,0.0,0.0,94.16,94.16,94.16,0.0,0.0
2018-01-21,95.14,95.14,95.14,0.0,0.0,95.22,95.22,95.22,0.0,0.0,94.77,94.77,94.77,0.0,0.0,95.09,95.09,95.09,0.0,0.0
2018-01-28,93.14,93.14,93.14,0.0,0.0,93.26,93.26,93.26,0.0,0.0,92.45,92.45,92.45,0.0,0.0,92.76,92.76,92.76,0.0,0.0
2018-02-04,90.82,90.82,90.82,0.0,0.0,90.93,90.93,90.93,0.0,0.0,90.34,90.34,90.34,0.0,0.0,90.58,90.58,90.58,0.0,0.0
2018-02-11,91.18,91.18,91.18,0.0,0.0,91.36,91.36,91.36,0.0,0.0,91.01,91.01,91.01,0.0,0.0,91.25,91.25,91.25,0.0,0.0
2018-02-18,90.67,90.67,90.67,0.0,0.0,91.05,91.05,91.05,0.0,0.0,90.56,90.56,90.56,0.0,0.0,90.98,90.98,90.98,0.0,0.0
2018-02-25,90.19,90.19,90.19,0.0,0.0,90.19,90.19,90.19,0.0,0.0,89.62,89.62,89.62,0.0,0.0,89.8,89.8,89.8,0.0,0.0
2018-03-04,89.98,89.98,89.98,0.0,0.0,90.01,90.01,90.01,0.0,0.0,89.7,89.7,89.7,0.0,0.0,89.73,89.73,89.73,0.0,0.0
2018-03-11,90.28,90.28,90.28,0.0,0.0,90.52,90.52,90.52,0.0,0.0,90.24,90.24,90.24,0.0,0.0,90.52,90.52,90.52,0.0,0.0
2018-03-18,89.42,89.42,89.42,0.0,0.0,89.7,89.7,89.7,0.0,0.0,89.32,89.32,89.32,0.0,0.0,89.37,89.37,89.37,0.0,0.0
2018-03-25,90.97,90.97,90.97,0.0,0.0,91.45,91.45,91.45,0.0,0.0,90.94,90.94,90.94,0.0,0.0,91.36,91.36,91.36,0.0,0.0
2018-04-01,90.61,90.61,90.61,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.53,90.53,90.53,0.0,0.0,90.95,90.95,90.95,0.0,0.0
2018-04-08,90.86,90.86,90.86,0.0,0.0,91.14,91.14,91.14,0.0,0.0,90.86,90.86,90.86,0.0,0.0,91.08,91.08,91.08,0.0,0.0
2018-04-15,89.51,89.51,89.51,0.0,0.0,89.68,89.68,89.68,0.0,0.0,89.24,89.24,89.24,0.0,0.0,89.26,89.26,89.26,0.0,0.0
2018-04-22,88.85,88.85,88.85,0.0,0.0,88.96,88.96,88.96,0.0,0.0,88.85,88.85,88.85,0.0,0.0,88.9,88.9,88.9,0.0,0.0
2018-04-29,88.14,88.14,88.14,0.0,0.0,88.18,88.18,88.18,0.0,0.0,87.78,87.78,87.78,0.0,0.0,88.0,88.0,88.0,0.0,0.0
2018-05-06,88.71,88.71,88.71,0.0,0.0,88.95,88.95,88.95,0.0,0.0,88.52,88.52,88.52,0.0,0.0,88.7,88.7,88.7,0.0,0.0
2018-05-13,87.12,87.12,87.12,0.0,0.0,87.44,87.44,87.44,0.0,0.0,87.1,87.1,87.1,0.0,0.0,87.44,87.44,87.44,0.0,0.0
2018-05-20,88.51,88.51,88.51,0.0,0.0,88.77,88.77,88.77,0.0,0.0,88.51,88.51,88.51,0.0,0.0,88.77,88.77,88.77,0.0,0.0
2018-05-27,88.33,88.33,88.33,0.0,0.0,88.46,88.46,88.46,0.0,0.0,88.1,88.1,88.1,0.0,0.0,88.2,88.2,88.2,0.0,0.0
2018-06-03,87.77,87.77,87.77,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.65,87.65,87.65,0.0,0.0
2018-06-10,88.46,88.46,88.46,0.0,0.0,88.66,88.66,88.66,0.0,0.0,88.16,88.16,88.16,0.0,0.0,88.2,88.2,88.2,0.0,0.0
2018-06-17,86.98,86.98,86.98,0.0,0.0,87.14,87.14,87.14,0.0,0.0,86.83,86.83,86.83,0.0,0.0,86.98,86.98,86.98,0.0,0.0
2018-06-24,87.77,87.77,87.77,0.0,0.0,87.9,87.9,87.9,0.0,0.0,87.47,87.47,87.47,0.0,0.0,87.57,87.57,87.57,0.0,0.0
2018-07-01,88.58,88.58,88.58,0.0,0.0,88.74,88.74,88.74,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.71,88.71,88.71,0.0,0.0
2018-07-08,89.15,89.15,89.15,0.0,0.0,89.56,89.56,89.56,0.0,0.0,89.11,89.11,89.11,0.0,0.0,89.43,89.43,89.43,0.0,0.0
2018-07-15,88.64,88.64,88.64,0.0,0.0,88.64,88.64,88.64,0.0,0.0,88.16,88.16,88.16,0.0,0.0,88.29,88.29,88.29,0.0,0.0
2018-07-22,89.03,89.03,89.03,0.0,0.0,89.1,89.1,89.1,0.0,0.0,88.83,88.83,88.83,0.0,0.0,88.94,88.94,88.94,0.0,0.0
2018-07-29,88.48,88.48,88.48,0.0,0.0,88.79,88.79,88.79,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.77,88.77,88.77,0.0,0.0
2018-08-05,88.17,88.17,88.17,0.0,0.0,88.37,88.37,88.37,0.0,0.0,88.05,88.05,88.05,0.0,0.0,88.33,88.33,88.33,0.0,0.0
2018-08-12,89.21,89.21,89.21,0.0,0.0,89.4,89.4,89.4,0.0,0.0,89.13,89.13,89.13,0.0,0.0,89.22,89.22,89.22,0.0,0.0
2018-08-19,89.07,89.07,89.07,0.0,0.0,89.5,89.5,89.5,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.48,89.48,89.48,0.0,0.0
2018-08-26,89.14,89.14,89.14,0.0,0.0,89.14,89.14,89.14,0.0,0.0,88.51,88.51,88.51,0.0,0.0,88.54,88.54,88.54,0.0,0.0
2018-09-02,87.66,87.66,87.66,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.5,87.5,87.5,0.0,0.0,87.6,87.6,87.6,0.0,0.0
2018-09-09,88.02,88.02,88.02,0.0,0.0,88.14,88.14,88.14,0.0,0.0,87.88,87.88,87.88,0.0,0.0,88.02,88.02,88.02,0.0,0.0
2018-09-16,87.54,87.54,87.54,0.0,0.0,87.62,87.62,87.62,0.0,0.0,87.42,87.42,87.42,0.0,0.0,87.62,87.62,87.62,0.0,0.0
2018-09-23,88.13,88.13,88.13,0.0,0.0,88.18,88.18,88.18,0.0,0.0,87.86,87.86,87.86,0.0,0.0,87.99,87.99,87.99,0.0,0.0
2018-09-30,86.01,86.01,86.01,0.0,0.0,86.26,86.26,86.26,0.0,0.0,85.29,85.29,85.29,0.0,0.0,85.71,85.71,85.71,0.0,0.0
2018-10-07,86.03,86.03,86.03,0.0,0.0,86.42,86.42,86.42,0.0,0.0,85.99,85.99,85.99,0.0,0.0,86.15,86.15,86.15,0.0,0.0
2018-10-14,85.48,85.48,85.48,0.0,0.0,85.51,85.51,85.51,0.0,0.0,85.27,85.27,85.27,0.0,0.0,85.35,85.35,85.35,0.0,0.0
2018-10-21,85.4,85.4,85.4,0.0,0.0,85.51,85.51,85.51,0.0,0.0,85.31,85.31,85.31,0.0,0.0,85.38,85.38,85.38,0.0,0.0
2018-10-28,84.21,84.21,84.21,0.0,0.0,84.3,84.3,84.3,0.0,0.0,83.75,83.75,83.75,0.0,0.0,83.8,83.8,83.8,0.0,0.0
2018-11-04,84.66,84.66,84.66,0.0,0.0,84.85,84.85,84.85,0.0,0.0,84.51,84.51,84.51,0.0,0.0,84.81,84.81,84.81,0.0,0.0
2018-11-11,83.86,83.86,83.86,0.0,0.0,83.86,83.86,83.86,0.0,0.0,83.3,83.3,83.3,0.0,0.0,83.75,83.75,83.75,0.0,0.0
2018-11-18,84.2,84.2,84.2,0.0,0.0,84.25,84.25,84.25,0.0,0.0,83.88,83.88,83.88,0.0,0.0,83.92,83.92,83.92,0.0,0.0
2018-11-25,83.56,83.56,83.56,0.0,0.0,83.6,83.6,83.6,0.0,0.0,83.25,83.25,83.25,0.0,0.0,83.5,83.5,83.5,0.0,0.0
2018-12-02,84.18,84.18,84.18,0.0,0.0,84.32,84.32,84.32,0.0,0.0,84.1,84.1,84.1,0.0,0.0,84.21,84.21,84.21,0.0,0.0
2018-12-09,85.47,85.47,85.47,0.0,0.0,85.48,85.48,85.48,0.0,0.0,85.14,85.14,85.14,0.0,0.0,85.24,85.24,85.24,0.0,0.0
2018-12-16,85.45,85.45,85.45,0.0,0.0,85.68,85.68,85.68,0.0,0.0,85.03,85.03,85.03,0.0,0.0,85.3,85.3,85.3,0.0,0.0
2018-12-23,84.44,84.44,84.44,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.4,84.4,84.4,0.0,0.0,84.89,84.89,84.89,0.0,0.0
2018-12-30,85.47,85.47,85.47,0.0,0.0,85.47,85.47,85.47,0.0,0.0,85.11,85.11,85.11,0.0,0.0,85.37,85.37,85.37,0.0,0.0
2019-01-06,85.98,85.98,85.98,0.0,0.0,86.05,86.05,86.05,0.0,0.0,85.87,85.87,85.87,0.0,0.0,86.0,86.0,86.0,0.0,0.0
2019-01-13,85.85,85.85,85.85,0.0,0.0,86.1,86.1,86.1,0.0,0.0,85.83,85.83,85.83,0.0,0.0,85.99,85.99,85.99,0.0,0.0
2019-01-20,86.81,86.81,86.81,0.0,0.0,86.91,86.91,86.91,0.0,0.0,86.7,86.7,86.7,0.0,0.0,86.9,86.9,86.9,0.0,0.0
2019-01-27,88.22,88.22,88.22,0.0,0.0,88.24,88.24,88.24,0.0,0.0,87.8,87.8,87.8,0.0,0.0,88.06,88.06,88.06,0.0,0.0
2019-02-03,88.37,88.37,88.37,0.0,0.0,88.54,88.54,88.54,0.0,0.0,88.23,88.23,88.23,0.0,0.0,88.53,88.53,88.53,0.0,0.0
2019-02-10,88.07,88.07,88.07,0.0,0.0,88.46,88.46,88.46,0.0,0.0,88.07,88.07,88.07,0.0,0.0,88.46,88.46,88.46,0.0,0.0
2019-02-17,88.11,88.11,88.11,0.0,0.0,88.47,88.47,88.47,0.0,0.0,88.11,88.11,88.11,0.0,0.0,88.3,88.3,88.3,0.0,0.0
2019-02-24,87.59,87.59,87.59,0.0,0.0,87.59,87.59,87.59,0.0,0.0,87.22,87.22,87.22,0.0,0.0,87.27,87.27,87.27,0.0,0.0
2019-03-03,87.9,87.9,87.9,0.0,0.0,88.29,88.29,88.29,0.0,0.0,87.59,87.59,87.59,0.0,0.0,88.28,88.28,88.28,0.0,0.0
2019-03-10,88.65,88.65,88.65,0.0,0.0,88.83,88.83,88.83,0.0,0.0,88.49,88.49,88.49,0.0,0.0,88.74,88.74,88.74,0.0,0.0
2019-03-17,90.16,90.16,90.16,0.0,0.0,90.58,90.58,90.58,0.0,0.0,90.0,90.0,90.0,0.0,0.0,90.5,90.5,90.5,0.0,0.0
2019-03-24,91.14,91.14,91.14,0.0,0.0,91.57,91.57,91.57,0.0,0.0,91.13,91.13,91.13,0.0,0.0,91.53,91.53,91.53,0.0,0.0
2019-03-31,90.34,90.34,90.34,0.0,0.0,90.76,90.76,90.76,0.0,0.0,90.3,90.3,90.3,0.0,0.0,90.65,90.65,90.65,0.0,0.0
2019-04-07,91.29,91.29,91.29,0.0,0.0,91.36,91.36,91.36,0.0,0.0,91.12,91.12,91.12,0.0,0.0,91.17,91.17,91.17,0.0,0.0
2019-04-14,90.9,90.9,90.9,0.0,0.0,91.04,91.04,91.04,0.0,0.0,90.8,90.8,90.8,0.0,0.0,90.92,90.92,90.92,0.0,0.0
2019-04-21,91.92,91.92,91.92,0.0,0.0,92.03,92.03,92.03,0.0,0.0,91.8,91.8,91.8,0.0,0.0,91.88,91.88,91.88,0.0,0.0
2019-04-28,91.06,91.06,91.06,0.0,0.0,91.24,91.24,91.24,0.0,0.0,90.91,90.91,90.91,0.0,0.0,91.12,91.12,91.12,0.0,0.0
