Date,WisdomTree High Dividend_Open_average,WisdomTree High Dividend_Open_max,WisdomTree High Dividend_Open_min,WisdomTree High Dividend_Open_volatility,WisdomTree High Dividend_Open_change,WisdomTree High Dividend_High_average,WisdomTree High Dividend_High_max,WisdomTree High Dividend_High_min,WisdomTree High Dividend_High_volatility,WisdomTree High Dividend_High_change,WisdomTree High Dividend_Low_average,WisdomTree High Dividend_Low_max,WisdomTree High Dividend_Low_min,WisdomTree High Dividend_Low_volatility,WisdomTree High Dividend_Low_change,WisdomTree High Dividend_Close_average,WisdomTree High Dividend_Close_max,WisdomTree High Dividend_Close_min,WisdomTree High Dividend_Close_volatility,WisdomTree High Dividend_Close_change
2018-10-14,70.89,70.89,70.89,0.0,0.0,71.0,71.0,71.0,0.0,0.0,70.26,70.26,70.26,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2018-10-21,68.85,68.85,68.85,0.0,0.0,69.63,69.63,69.63,0.0,0.0,68.48,68.48,68.48,0.0,0.0,68.86,68.86,68.86,0.0,0.0
2018-10-28,69.74,69.74,69.74,0.0,0.0,70.76,70.76,70.76,0.0,0.0,69.74,69.74,69.74,0.0,0.0,70.54,70.54,70.54,0.0,0.0
2018-11-04,71.24,71.24,71.24,0.0,0.0,71.46,71.46,71.46,0.0,0.0,70.76,70.76,70.76,0.0,0.0,70.76,70.76,70.76,0.0,0.0
2018-11-11,70.87,70.87,70.87,0.0,0.0,71.2,71.2,71.2,0.0,0.0,70.58,70.58,70.58,0.0,0.0,70.9,70.9,70.9,0.0,0.0
2018-11-18,69.4,69.4,69.4,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.33,69.33,69.33,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2018-11-25,72.23,72.23,72.23,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.48,71.48,71.48,0.0,0.0,72.06,72.06,72.06,0.0,0.0
2018-12-02,69.67,69.67,69.67,0.0,0.0,69.69,69.69,69.69,0.0,0.0,68.24,68.24,68.24,0.0,0.0,69.5,69.5,69.5,0.0,0.0
2018-12-09,68.47,68.47,68.47,0.0,0.0,68.47,68.47,68.47,0.0,0.0,66.68,66.68,66.68,0.0,0.0,66.99,66.99,66.99,0.0,0.0
2018-12-16,63.71,63.71,63.71,0.0,0.0,63.81,63.81,63.81,0.0,0.0,62.15,62.15,62.15,0.0,0.0,62.15,62.15,62.15,0.0,0.0
2018-12-23,65.16,65.16,65.16,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.46,64.46,64.46,0.0,0.0,65.12,65.12,65.12,0.0,0.0
2018-12-30,66.53,66.53,66.53,0.0,0.0,67.32,67.32,67.32,0.0,0.0,66.22,66.22,66.22,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-01-06,67.64,67.64,67.64,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.62,67.62,67.62,0.0,0.0,67.78,67.78,67.78,0.0,0.0
2019-01-13,69.0,69.0,69.0,0.0,0.0,69.4,69.4,69.4,0.0,0.0,68.87,68.87,68.87,0.0,0.0,69.36,69.36,69.36,0.0,0.0
2019-01-20,68.55,68.55,68.55,0.0,0.0,68.73,68.73,68.73,0.0,0.0,68.25,68.25,68.25,0.0,0.0,68.7,68.7,68.7,0.0,0.0
2019-01-27,70.33,70.33,70.33,0.0,0.0,70.47,70.47,70.47,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.47,70.47,70.47,0.0,0.0
2019-02-03,70.47,70.47,70.47,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.32,70.32,70.32,0.0,0.0,70.47,70.47,70.47,0.0,0.0
2019-02-10,71.27,71.27,71.27,0.0,0.0,71.6,71.6,71.6,0.0,0.0,71.27,71.27,71.27,0.0,0.0,71.6,71.6,71.6,0.0,0.0
2019-02-17,72.35,72.35,72.35,0.0,0.0,72.35,72.35,72.35,0.0,0.0,71.93,71.93,71.93,0.0,0.0,72.02,72.02,72.02,0.0,0.0
2019-02-24,72.21,72.21,72.21,0.0,0.0,72.21,72.21,72.21,0.0,0.0,71.07,71.07,71.07,0.0,0.0,71.8,71.8,71.8,0.0,0.0
2019-03-03,71.02,71.02,71.02,0.0,0.0,71.75,71.75,71.75,0.0,0.0,71.02,71.02,71.02,0.0,0.0,71.73,71.73,71.73,0.0,0.0
2019-03-10,72.51,72.51,72.51,0.0,0.0,72.73,72.73,72.73,0.0,0.0,72.48,72.48,72.48,0.0,0.0,72.67,72.67,72.67,0.0,0.0
2019-03-17,71.94,71.94,71.94,0.0,0.0,72.23,72.23,72.23,0.0,0.0,71.68,71.68,71.68,0.0,0.0,71.93,71.93,71.93,0.0,0.0
2019-03-24,72.91,72.91,72.91,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.72,72.72,72.72,0.0,0.0,73.15,73.15,73.15,0.0,0.0
2019-03-31,73.44,73.44,73.44,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.29,73.29,73.29,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2019-04-07,73.27,73.27,73.27,0.0,0.0,73.27,73.27,73.27,0.0,0.0,73.03,73.03,73.03,0.0,0.0,73.12,73.12,73.12,0.0,0.0
2019-04-14,72.94,72.94,72.94,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.69,72.69,72.69,0.0,0.0,72.85,72.85,72.85,0.0,0.0
2019-04-21,72.84,72.84,72.84,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.84,72.84,72.84,0.0,0.0,72.89,72.89,72.89,0.0,0.0
2019-04-28,72.59,72.59,72.59,0.0,0.0,73.19,73.19,73.19,0.0,0.0,72.49,72.49,72.49,0.0,0.0,73.05,73.05,73.05,0.0,0.0
2019-05-05,71.48,71.48,71.48,0.0,0.0,71.61,71.61,71.61,0.0,0.0,71.13,71.13,71.13,0.0,0.0,71.45,71.45,71.45,0.0,0.0
2019-05-12,72.23,72.23,72.23,0.0,0.0,72.44,72.44,72.44,0.0,0.0,71.89,71.89,71.89,0.0,0.0,72.11,72.11,72.11,0.0,0.0
2019-05-19,71.99,71.99,71.99,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.57,71.57,71.57,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2019-05-26,69.14,69.14,69.14,0.0,0.0,69.78,69.78,69.78,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.76,69.76,69.76,0.0,0.0
2019-06-02,72.05,72.05,72.05,0.0,0.0,72.16,72.16,72.16,0.0,0.0,71.72,71.72,71.72,0.0,0.0,71.77,71.77,71.77,0.0,0.0
2019-06-09,72.14,72.14,72.14,0.0,0.0,72.43,72.43,72.43,0.0,0.0,72.14,72.14,72.14,0.0,0.0,72.27,72.27,72.27,0.0,0.0
2019-06-16,73.26,73.26,73.26,0.0,0.0,73.26,73.26,73.26,0.0,0.0,72.81,72.81,72.81,0.0,0.0,72.84,72.84,72.84,0.0,0.0
2019-06-23,73.45,73.45,73.45,0.0,0.0,73.49,73.49,73.49,0.0,0.0,72.75,72.75,72.75,0.0,0.0,73.01,73.01,73.01,0.0,0.0
2019-06-30,73.72,73.72,73.72,0.0,0.0,73.76,73.76,73.76,0.0,0.0,73.52,73.52,73.52,0.0,0.0,73.63,73.63,73.63,0.0,0.0
2019-07-07,74.0,74.0,74.0,0.0,0.0,74.03,74.03,74.03,0.0,0.0,73.84,73.84,73.84,0.0,0.0,73.89,73.89,73.89,0.0,0.0
2019-07-14,73.28,73.28,73.28,0.0,0.0,73.28,73.28,73.28,0.0,0.0,72.87,72.87,72.87,0.0,0.0,73.04,73.04,73.04,0.0,0.0
2019-07-21,74.02,74.02,74.02,0.0,0.0,74.08,74.08,74.08,0.0,0.0,73.93,73.93,73.93,0.0,0.0,73.97,73.97,73.97,0.0,0.0
2019-07-28,71.52,71.52,71.52,0.0,0.0,71.52,71.52,71.52,0.0,0.0,70.0,70.0,70.0,0.0,0.0,70.57,70.57,70.57,0.0,0.0
2019-08-04,71.37,71.37,71.37,0.0,0.0,71.37,71.37,71.37,0.0,0.0,70.76,70.76,70.76,0.0,0.0,71.0,71.0,71.0,0.0,0.0
2019-08-11,71.64,71.64,71.64,0.0,0.0,71.99,71.99,71.99,0.0,0.0,71.64,71.64,71.64,0.0,0.0,71.9,71.9,71.9,0.0,0.0
2019-08-18,70.75,70.75,70.75,0.0,0.0,70.89,70.89,70.89,0.0,0.0,70.51,70.51,70.51,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2019-08-25,71.67,71.67,71.67,0.0,0.0,71.71,71.71,71.71,0.0,0.0,71.36,71.36,71.36,0.0,0.0,71.51,71.51,71.51,0.0,0.0
2019-09-01,73.21,73.21,73.21,0.0,0.0,73.46,73.46,73.46,0.0,0.0,73.11,73.11,73.11,0.0,0.0,73.41,73.41,73.41,0.0,0.0
2019-09-08,74.33,74.33,74.33,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.18,74.18,74.18,0.0,0.0,74.34,74.34,74.34,0.0,0.0
2019-09-15,73.98,73.98,73.98,0.0,0.0,74.53,74.53,74.53,0.0,0.0,73.98,73.98,73.98,0.0,0.0,74.38,74.38,74.38,0.0,0.0
2019-09-22,74.44,74.44,74.44,0.0,0.0,74.66,74.66,74.66,0.0,0.0,74.44,74.44,74.44,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-09-29,73.43,73.43,73.43,0.0,0.0,73.76,73.76,73.76,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.31,73.31,73.31,0.0,0.0
2019-10-06,73.72,73.72,73.72,0.0,0.0,73.72,73.72,73.72,0.0,0.0,73.48,73.48,73.48,0.0,0.0,73.6,73.6,73.6,0.0,0.0
2019-10-13,74.49,74.49,74.49,0.0,0.0,74.81,74.81,74.81,0.0,0.0,74.49,74.49,74.49,0.0,0.0,74.79,74.79,74.79,0.0,0.0
2019-10-20,74.98,74.98,74.98,0.0,0.0,75.2,75.2,75.2,0.0,0.0,74.92,74.92,74.92,0.0,0.0,74.95,74.95,74.95,0.0,0.0
2019-10-27,75.95,75.95,75.95,0.0,0.0,76.2,76.2,76.2,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2019-11-03,75.84,75.84,75.84,0.0,0.0,75.92,75.92,75.92,0.0,0.0,75.77,75.77,75.77,0.0,0.0,75.85,75.85,75.85,0.0,0.0
2019-11-10,76.23,76.23,76.23,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.2,76.2,76.2,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2019-11-17,75.69,75.69,75.69,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.66,75.66,75.66,0.0,0.0
2019-11-24,75.89,75.89,75.89,0.0,0.0,75.89,75.89,75.89,0.0,0.0,75.32,75.32,75.32,0.0,0.0,75.32,75.32,75.32,0.0,0.0
2019-12-01,76.0,76.0,76.0,0.0,0.0,76.25,76.25,76.25,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2019-12-08,76.56,76.56,76.56,0.0,0.0,76.81,76.81,76.81,0.0,0.0,76.56,76.56,76.56,0.0,0.0,76.73,76.73,76.73,0.0,0.0
2019-12-15,77.02,77.02,77.02,0.0,0.0,77.06,77.06,77.06,0.0,0.0,76.8,76.8,76.8,0.0,0.0,76.82,76.82,76.82,0.0,0.0
2019-12-22,76.85,76.85,76.85,0.0,0.0,76.91,76.91,76.91,0.0,0.0,76.47,76.47,76.47,0.0,0.0,76.49,76.49,76.49,0.0,0.0
2019-12-29,76.21,76.21,76.21,0.0,0.0,76.49,76.49,76.49,0.0,0.0,76.21,76.21,76.21,0.0,0.0,76.34,76.34,76.34,0.0,0.0
