Date,Victory CEMP US 500 Volatility Weighted_Open_average,Victory CEMP US 500 Volatility Weighted_Open_max,Victory CEMP US 500 Volatility Weighted_Open_min,Victory CEMP US 500 Volatility Weighted_Open_volatility,Victory CEMP US 500 Volatility Weighted_Open_change,Victory CEMP US 500 Volatility Weighted_High_average,Victory CEMP US 500 Volatility Weighted_High_max,Victory CEMP US 500 Volatility Weighted_High_min,Victory CEMP US 500 Volatility Weighted_High_volatility,Victory CEMP US 500 Volatility Weighted_High_change,Victory CEMP US 500 Volatility Weighted_Low_average,Victory CEMP US 500 Volatility Weighted_Low_max,Victory CEMP US 500 Volatility Weighted_Low_min,Victory CEMP US 500 Volatility Weighted_Low_volatility,Victory CEMP US 500 Volatility Weighted_Low_change,Victory CEMP US 500 Volatility Weighted_Close_average,Victory CEMP US 500 Volatility Weighted_Close_max,Victory CEMP US 500 Volatility Weighted_Close_min,Victory CEMP US 500 Volatility Weighted_Close_volatility,Victory CEMP US 500 Volatility Weighted_Close_change
2018-04-29,48.94,48.94,48.94,0.0,0.0,48.97,48.97,48.97,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.81,48.81,48.81,0.0,0.0
2018-05-06,49.79,49.79,49.79,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2018-05-13,50.09,50.09,50.09,0.0,0.0,50.11,50.11,50.11,0.0,0.0,49.94,49.94,49.94,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2018-05-20,49.76,49.76,49.76,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2018-05-27,50.03,50.03,50.03,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.85,49.85,49.85,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2018-06-03,50.79,50.79,50.79,0.0,0.0,50.85,50.85,50.85,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.78,50.78,50.78,0.0,0.0
2018-06-10,50.54,50.54,50.54,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.63,50.63,50.63,0.0,0.0
2018-06-17,50.08,50.08,50.08,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.69,49.69,49.69,0.0,0.0
2018-06-24,49.43,49.43,49.43,0.0,0.0,49.43,49.43,49.43,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.42,49.42,49.42,0.0,0.0
2018-07-01,50.11,50.11,50.11,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.52,50.52,50.52,0.0,0.0
2018-07-08,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.35,50.35,50.35,0.0,0.0
2018-07-15,50.57,50.57,50.57,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.57,50.57,50.57,0.0,0.0,50.73,50.73,50.73,0.0,0.0
2018-07-22,50.82,50.82,50.82,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2018-07-29,51.26,51.26,51.26,0.0,0.0,51.35,51.35,51.35,0.0,0.0,50.99,50.99,50.99,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-08-05,51.19,51.19,51.19,0.0,0.0,51.24,51.24,51.24,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.9,50.9,50.9,0.0,0.0
2018-08-12,51.95,51.95,51.95,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.83,51.83,51.83,0.0,0.0
2018-08-19,52.13,52.13,52.13,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2018-08-26,52.09,52.09,52.09,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.24,52.24,52.24,0.0,0.0
2018-09-02,52.26,52.26,52.26,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2018-09-09,52.6,52.6,52.6,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2018-09-16,52.56,52.56,52.56,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2018-09-23,52.22,52.22,52.22,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2018-09-30,50.86,50.86,50.86,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.66,50.66,50.66,0.0,0.0,51.07,51.07,51.07,0.0,0.0
2018-10-07,48.5,48.5,48.5,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2018-10-14,48.73,48.73,48.73,0.0,0.0,48.73,48.73,48.73,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2018-10-21,47.13,47.13,47.13,0.0,0.0,47.41,47.41,47.41,0.0,0.0,45.93,45.93,45.93,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-10-28,48.19,48.19,48.19,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2018-11-04,49.09,49.09,49.09,0.0,0.0,49.09,49.09,49.09,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-11-11,48.64,48.64,48.64,0.0,0.0,48.75,48.75,48.75,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-11-18,47.95,47.95,47.95,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.73,47.73,47.73,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-11-25,49.73,49.73,49.73,0.0,0.0,49.77,49.77,49.77,0.0,0.0,48.97,48.97,48.97,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2018-12-02,46.65,46.65,46.65,0.0,0.0,46.65,46.65,46.65,0.0,0.0,45.6,45.6,45.6,0.0,0.0,46.47,46.47,46.47,0.0,0.0
2018-12-09,45.51,45.51,45.51,0.0,0.0,45.61,45.61,45.61,0.0,0.0,44.56,44.56,44.56,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-12-16,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0
2018-12-23,43.68,43.68,43.68,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.47,43.47,43.47,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-12-30,44.47,44.47,44.47,0.0,0.0,45.1,45.1,45.1,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-01-06,45.58,45.58,45.58,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-01-13,46.94,46.94,46.94,0.0,0.0,47.42,47.42,47.42,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.35,47.35,47.35,0.0,0.0
2019-01-20,46.92,46.92,46.92,0.0,0.0,47.2,47.2,47.2,0.0,0.0,46.87,46.87,46.87,0.0,0.0,47.14,47.14,47.14,0.0,0.0
2019-01-27,48.12,48.12,48.12,0.0,0.0,48.48,48.48,48.48,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.44,48.44,48.44,0.0,0.0
2019-02-03,48.52,48.52,48.52,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2019-02-10,49.56,49.56,49.56,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.42,49.42,49.42,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-02-17,50.5,50.5,50.5,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-02-24,50.48,50.48,50.48,0.0,0.0,50.71,50.71,50.71,0.0,0.0,49.74,49.74,49.74,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-03-03,49.09,49.09,49.09,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.5,49.5,49.5,0.0,0.0
2019-03-10,49.98,49.98,49.98,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.98,49.98,49.98,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-03-17,49.16,49.16,49.16,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.05,49.05,49.05,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-03-24,50.83,50.83,50.83,0.0,0.0,50.84,50.84,50.84,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.84,50.84,50.84,0.0,0.0
2019-03-31,51.21,51.21,51.21,0.0,0.0,51.4,51.4,51.4,0.0,0.0,51.12,51.12,51.12,0.0,0.0,51.4,51.4,51.4,0.0,0.0
2019-04-07,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.74,51.74,51.74,0.0,0.0
2019-04-14,51.39,51.39,51.39,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.35,51.35,51.35,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2019-04-21,52.0,52.0,52.0,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-04-28,51.33,51.33,51.33,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2019-05-05,50.41,50.41,50.41,0.0,0.0,50.41,50.41,50.41,0.0,0.0,49.76,49.76,49.76,0.0,0.0,50.03,50.03,50.03,0.0,0.0
2019-05-12,50.32,50.32,50.32,0.0,0.0,50.58,50.58,50.58,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2019-05-19,50.34,50.34,50.34,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-05-26,49.12,49.12,49.12,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.09,49.09,49.09,0.0,0.0,49.36,49.36,49.36,0.0,0.0
2019-06-02,51.68,51.68,51.68,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2019-06-09,51.37,51.37,51.37,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.32,51.32,51.32,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2019-06-16,52.38,52.38,52.38,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2019-06-23,52.98,52.98,52.98,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2019-06-30,53.06,53.06,53.06,0.0,0.0,53.12,53.12,53.12,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2019-07-07,53.59,53.59,53.59,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.28,53.28,53.28,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2019-07-14,53.0,53.0,53.0,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.92,52.92,52.92,0.0,0.0
2019-07-21,53.76,53.76,53.76,0.0,0.0,53.76,53.76,53.76,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.68,53.68,53.68,0.0,0.0
2019-07-28,51.37,51.37,51.37,0.0,0.0,51.37,51.37,51.37,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2019-08-04,51.86,51.86,51.86,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.31,51.31,51.31,0.0,0.0
2019-08-11,51.96,51.96,51.96,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.8,51.8,51.8,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2019-08-18,50.95,50.95,50.95,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.69,50.69,50.69,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-08-25,52.15,52.15,52.15,0.0,0.0,52.22,52.22,52.22,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2019-09-01,53.01,53.01,53.01,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.88,52.88,52.88,0.0,0.0
2019-09-08,53.26,53.26,53.26,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.31,53.31,53.31,0.0,0.0
2019-09-15,52.9,52.9,52.9,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.9,52.9,52.9,0.0,0.0,53.16,53.16,53.16,0.0,0.0
2019-09-22,52.79,52.79,52.79,0.0,0.0,53.04,53.04,53.04,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2019-09-29,52.08,52.08,52.08,0.0,0.0,52.29,52.29,52.29,0.0,0.0,51.95,51.95,51.95,0.0,0.0,51.96,51.96,51.96,0.0,0.0
2019-10-06,52.45,52.45,52.45,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2019-10-13,53.17,53.17,53.17,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.0,53.0,53.0,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-10-20,53.5,53.5,53.5,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.56,53.56,53.56,0.0,0.0
2019-10-27,54.24,54.24,54.24,0.0,0.0,54.25,54.25,54.25,0.0,0.0,54.12,54.12,54.12,0.0,0.0,54.18,54.18,54.18,0.0,0.0
2019-11-03,54.38,54.38,54.38,0.0,0.0,54.47,54.47,54.47,0.0,0.0,54.23,54.23,54.23,0.0,0.0,54.44,54.44,54.44,0.0,0.0
2019-11-10,54.98,54.98,54.98,0.0,0.0,54.98,54.98,54.98,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.89,54.89,54.89,0.0,0.0
2019-11-17,55.04,55.04,55.04,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.3,55.3,55.3,0.0,0.0
2019-11-24,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0
2019-12-01,55.53,55.53,55.53,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.3,55.3,55.3,0.0,0.0,55.31,55.31,55.31,0.0,0.0
2019-12-08,56.13,56.13,56.13,0.0,0.0,56.29,56.29,56.29,0.0,0.0,56.11,56.11,56.11,0.0,0.0,56.13,56.13,56.13,0.0,0.0
2019-12-15,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2019-12-22,56.62,56.62,56.62,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-12-29,56.24,56.24,56.24,0.0,0.0,56.5,56.5,56.5,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.36,56.36,56.36,0.0,0.0
