Date,GBR_stock_Open_average,GBR_stock_Open_max,GBR_stock_Open_min,GBR_stock_Open_volatility,GBR_stock_Open_change,GBR_stock_High_average,GBR_stock_High_max,GBR_stock_High_min,GBR_stock_High_volatility,GBR_stock_High_change,GBR_stock_Low_average,GBR_stock_Low_max,GBR_stock_Low_min,GBR_stock_Low_volatility,GBR_stock_Low_change,GBR_stock_Close_average,GBR_stock_Close_max,GBR_stock_Close_min,GBR_stock_Close_volatility,GBR_stock_Close_change,GBR_stock_Volume_average,GBR_stock_Volume_max,GBR_stock_Volume_min,GBR_stock_Volume_volatility,GBR_stock_Volume_change
2018-01-14,1.66,1.7,1.59,0.10999999999999988,0.0,1.705,1.75,1.65,0.10000000000000009,0.050000000000000044,1.5825,1.62,1.55,0.07000000000000006,0.050000000000000044,1.628625,1.67,1.6001,0.06989999999999985,0.06989999999999985,9133,14132,4562,9570,8096
2018-01-21,1.778,1.81,1.73,0.08000000000000007,0.08000000000000007,1.9200000000000002,2.39,1.79,0.6000000000000001,0.010000000000000009,1.706,1.77,1.64,0.13000000000000012,0.040000000000000036,1.7822799999999999,1.89,1.73,0.15999999999999992,0.010199999999999987,43357,176504,3294,173210,-6257
2018-01-28,1.676,1.76,1.6,0.15999999999999992,-0.1100000000000001,1.704,1.76,1.66,0.10000000000000009,-0.10000000000000009,1.6340000000000001,1.68,1.6,0.07999999999999985,-0.06999999999999984,1.66286,1.7142,1.6101,0.10409999999999986,-0.10409999999999986,6426,14473,1037,13436,1474
2018-02-04,1.528,1.61,1.42,0.19000000000000017,-0.16000000000000014,1.576,1.64,1.46,0.17999999999999994,-0.17999999999999994,1.41748,1.56,1.2674,0.29259999999999997,-0.29259999999999997,1.4795,1.64,1.2674,0.3725999999999998,-0.3725999999999998,8122,16610,4040,12570,4338
2018-02-11,1.432,1.62,1.33,0.29000000000000004,0.29000000000000004,1.502,1.62,1.41,0.2100000000000002,0.2100000000000002,1.3960000000000001,1.56,1.33,0.22999999999999998,0.22999999999999998,1.46876,1.61,1.38,0.2300000000000002,0.20320000000000005,6210,10120,1928,8192,983
2018-02-18,1.57,1.6,1.51,0.09000000000000008,-0.020000000000000018,1.6,1.63,1.58,0.04999999999999982,-0.04999999999999982,1.5,1.53,1.48,0.050000000000000044,-0.050000000000000044,1.536275,1.585,1.51,0.07499999999999996,-0.06489999999999996,2761,4064,1066,2998,-2998
2018-02-25,1.476,1.54,1.4,0.14000000000000012,-0.07000000000000006,1.604,1.94,1.48,0.45999999999999996,-0.3999999999999999,1.424,1.48,1.39,0.09000000000000008,-0.06000000000000005,1.4562,1.4909999999999999,1.4,0.09099999999999997,0.010999999999999899,22507,85949,2685,83264,-75549
2018-03-04,1.466,1.54,1.41,0.13000000000000012,-0.13000000000000012,1.496,1.55,1.47,0.08000000000000007,-0.07000000000000006,1.42,1.46,1.36,0.09999999999999987,-0.09999999999999987,1.428,1.49,1.37,0.11999999999999988,-0.11999999999999988,9556,18146,1448,16698,-5690
2018-03-11,1.412,1.45,1.37,0.07999999999999985,0.07999999999999985,1.46,1.5,1.43,0.07000000000000006,0.050000000000000044,1.382,1.45,1.33,0.11999999999999988,0.11999999999999988,1.4161599999999999,1.47,1.3708,0.09919999999999995,0.09919999999999995,7849,17187,3522,13665,-1605
2018-03-18,1.458,1.5,1.43,0.07000000000000006,-0.020000000000000018,1.512,1.6,1.43,0.17000000000000015,-0.07000000000000006,1.41,1.45,1.38,0.07000000000000006,-0.030000000000000027,1.434,1.48,1.4,0.08000000000000007,-0.020000000000000018,18777,53449,3122,50327,1300
2018-03-25,1.3525,1.41,1.29,0.11999999999999988,-0.11999999999999988,1.37835,1.41,1.35,0.05999999999999983,-0.056599999999999984,1.3101,1.34,1.29,0.050000000000000044,-0.050000000000000044,1.33825,1.3892,1.29,0.09919999999999995,-0.035800000000000054,3194,5213,1072,4141,-3037
2018-04-01,1.34,1.45,1.26,0.18999999999999995,0.07999999999999985,1.37,1.45,1.29,0.15999999999999992,0.07999999999999985,1.272,1.31,1.24,0.07000000000000006,-0.07000000000000006,1.3162,1.37,1.28,0.09000000000000008,-0.0009999999999998899,7498,17002,2178,14824,14824
2018-04-08,1.332,1.37,1.31,0.06000000000000005,0.040000000000000036,1.422,1.68,1.32,0.3599999999999999,0.040000000000000036,1.306,1.35,1.24,0.1100000000000001,0.06000000000000005,1.3228,1.38,1.26,0.11999999999999988,0.06400000000000006,23253,92344,2210,90134,-3959
2018-04-15,1.334,1.37,1.31,0.06000000000000005,0.010000000000000009,1.3920000000000001,1.5,1.35,0.1499999999999999,0.020000000000000018,1.312,1.32,1.3,0.020000000000000018,0.0,1.3459800000000002,1.37,1.33,0.040000000000000036,0.010000000000000009,9173,26577,2352,24225,798
2018-04-22,1.354,1.39,1.33,0.05999999999999983,-0.04999999999999982,1.376,1.41,1.34,0.06999999999999984,-0.039999999999999813,1.324,1.34,1.3,0.040000000000000036,-0.030000000000000027,1.33864,1.36,1.32,0.040000000000000036,-0.006800000000000139,3900,6242,814,5428,3732
2018-04-29,1.304,1.32,1.28,0.040000000000000036,-0.020000000000000018,1.354,1.44,1.32,0.11999999999999988,0.09999999999999987,1.284,1.31,1.26,0.050000000000000044,-0.020000000000000018,1.322,1.38,1.29,0.08999999999999986,0.06999999999999984,15649,56634,2393,54241,47428
