Date,MSM_Open_average,MSM_Open_max,MSM_Open_min,MSM_Open_volatility,MSM_Open_change,MSM_High_average,MSM_High_max,MSM_High_min,MSM_High_volatility,MSM_High_change,MSM_Low_average,MSM_Low_max,MSM_Low_min,MSM_Low_volatility,MSM_Low_change,MSM_Close_average,MSM_Close_max,MSM_Close_min,MSM_Close_volatility,MSM_Close_change,MSM_Volume_average,MSM_Volume_max,MSM_Volume_min,MSM_Volume_volatility,MSM_Volume_change
2018-01-14,93.114,94.83,90.79,4.039999999999992,-0.6299999999999955,94.232,95.25,93.1,2.1500000000000057,-0.9399999999999977,91.702,92.94,90.11,2.8299999999999983,0.6200000000000045,92.966,94.49,90.72,3.769999999999996,0.5499999999999972,983906,1387292,783668,603624,-113476
2018-01-21,97.256,99.67,93.8,5.8700000000000045,4.200000000000003,98.544,99.74,95.27,4.469999999999999,3.3500000000000085,96.102,98.06,93.57,4.490000000000009,2.5800000000000125,97.506,99.08,94.81,4.269999999999996,1.4399999999999977,1191221,1923257,669949,1253308,-86608
2018-01-28,93.512,95.84,90.25,5.590000000000003,-4.840000000000003,94.47,96.45,92.84,3.6099999999999994,-2.5900000000000034,91.878,93.61,89.36,4.25,-4.25,92.698,95.13,89.6,5.530000000000001,-5.530000000000001,714384,914793,592801,321992,147620
2018-02-04,89.65,91.34,87.84,3.5,1.9099999999999966,91.164,91.93,90.12,1.8100000000000023,-1.529999999999987,88.03,90.13,86.69,3.4399999999999977,0.9899999999999949,89.606,91.05,88.46,2.5900000000000034,-2.1500000000000057,850454,1226364,545823,680541,-59946
2018-02-11,88.6275,89.32,87.93,1.3899999999999864,1.3399999999999892,89.43,90.41,88.7,1.7099999999999937,1.5900000000000034,87.63,88.53,87.25,1.2800000000000011,1.1700000000000017,88.82,89.35,88.58,0.769999999999996,0.09000000000000341,646909,793544,384350,409194,-351372
2018-02-18,88.688,89.23,88.12,1.1099999999999994,1.1099999999999994,89.45,90.14,88.94,1.2000000000000028,1.1800000000000068,87.91199999999999,88.52,87.57,0.9500000000000028,0.45000000000000284,88.654,89.86,87.76,2.0999999999999943,1.5600000000000023,497553,701756,293250,408506,-156235
2018-02-25,87.816,89.94,85.76,4.179999999999993,-3.3400000000000034,88.874,90.7,87.28,3.4200000000000017,-2.269999999999996,86.594,88.69,84.84,3.8499999999999943,-2.469999999999999,87.568,88.92,86.52,2.4000000000000057,-0.9099999999999966,432313,488078,381102,106976,-59212
2018-03-04,91.166,93.67,88.52,5.150000000000006,5.150000000000006,92.58200000000001,94.76,90.84,3.9200000000000017,3.9200000000000017,90.612,93.31,88.22,5.090000000000003,5.090000000000003,92.036,93.42,90.39,3.030000000000001,3.030000000000001,644280,962100,446033,516067,419094
2018-03-11,94.744,96.16,93.69,2.469999999999999,2.1099999999999994,95.97,96.56,94.51,2.049999999999997,1.759999999999991,93.146,94.25,92.03,2.219999999999999,-0.269999999999996,94.572,95.63,93.75,1.8799999999999955,0.04000000000000625,873237,1458740,616768,841972,40968
2018-03-18,92.58200000000001,93.98,90.65,3.3299999999999983,-3.3299999999999983,93.57000000000001,95.47,91.78,3.6899999999999977,-3.6899999999999977,91.36,92.86,89.39,3.469999999999999,-2.450000000000003,91.902,93.58,89.49,4.090000000000003,-2.1099999999999994,553468,810494,419378,391116,232618
2018-03-25,90.89750000000001,91.95,89.8,2.1500000000000057,-0.6200000000000045,91.7025,92.08,91.09,0.9899999999999949,-0.519999999999996,88.91499999999999,90.42,87.27,3.1500000000000057,-1.5499999999999972,89.93,91.71,88.48,3.2299999999999898,-0.9200000000000017,452793,569202,284765,284437,284437
2018-04-01,90.882,92.81,88.46,4.3500000000000085,4.3500000000000085,92.554,94.08,90.18,3.8999999999999915,3.1199999999999903,89.89,91.42,88.12,3.299999999999997,3.299999999999997,91.55799999999999,93.24,89.83,3.4099999999999966,1.9099999999999966,808882,1101324,328300,773024,1916
2018-04-08,90.894,94.83,88.43,6.3999999999999915,-5.939999999999998,92.24,96.58,90.04,6.539999999999992,-6.539999999999992,88.18,90.95,85.49,5.460000000000008,-2.269999999999996,89.802,91.81,88.17,3.6400000000000006,-2.299999999999997,1113131,1966925,303968,1662957,-1520287
2018-04-15,89.892,91.86,87.99,3.8700000000000045,-2.25,90.524,92.0,89.08,2.9200000000000017,-1.2199999999999989,88.378,89.34,87.23,2.1099999999999994,-1.9399999999999977,89.20400000000001,90.73,88.06,2.6700000000000017,-0.8999999999999915,564774,1001217,296057,705160,-126849
2018-04-22,87.746,88.57,86.93,1.6399999999999864,-0.3999999999999915,88.33200000000001,89.45,87.76,1.6899999999999977,-1.1000000000000085,86.27,86.87,85.89,0.980000000000004,0.3400000000000034,87.21,87.89,86.44,1.4500000000000028,-0.6299999999999955,443102,591085,265098,325987,-211796
2018-04-29,87.584,90.3,86.11,4.189999999999998,4.189999999999998,89.072,90.94,86.9,4.039999999999992,4.039999999999992,86.896,89.89,85.36,4.530000000000001,4.530000000000001,88.69800000000001,90.7,86.68,4.019999999999996,4.019999999999996,466248,629016,362480,266536,78366
2018-05-06,92.006,92.84,90.96,1.8800000000000097,1.190000000000012,92.718,93.0,91.8,1.2000000000000028,1.1800000000000068,91.158,91.48,90.88,0.6000000000000085,-0.010000000000005116,91.836,92.51,91.39,1.1200000000000045,-0.030000000000001137,338365,513647,245559,268088,82721
2018-05-13,93.126,94.67,91.07,3.6000000000000085,3.6000000000000085,94.45,95.83,91.88,3.950000000000003,3.950000000000003,92.626,93.85,90.48,3.3699999999999903,3.0,93.856,94.86,91.79,3.069999999999993,3.069999999999993,404032,581818,248922,332896,278943
2018-05-20,92.5075,94.92,91.24,3.680000000000007,-3.4099999999999966,93.1275,95.59,91.87,3.719999999999999,-3.719999999999999,91.1925,92.71,90.2,2.509999999999991,-1.7299999999999898,91.775,92.85,91.31,1.539999999999992,-1.519999999999996,483768,630384,218231,412153,-412153
2018-05-27,91.382,92.52,90.6,1.9200000000000017,1.5,92.21000000000001,93.74,90.98,2.759999999999991,2.0600000000000023,90.42,91.45,89.32,2.1300000000000097,1.720000000000013,91.24199999999999,92.07,90.02,2.049999999999997,2.049999999999997,445099,580413,262505,317908,202093
2018-06-03,92.57000000000001,93.19,91.79,1.3999999999999915,0.789999999999992,93.39,94.17,92.67,1.5,1.1800000000000068,91.68599999999999,93.19,90.64,2.549999999999997,2.489999999999995,92.806,93.58,91.58,2.0,0.8900000000000006,374682,489763,185306,304457,-141222
2018-06-10,93.686,94.64,92.98,1.6599999999999966,-0.8900000000000006,94.202,94.73,93.43,1.2999999999999972,-1.2999999999999972,92.902,93.84,92.44,1.4000000000000057,-1.4000000000000057,93.608,94.39,93.22,1.1700000000000017,-1.1700000000000017,341352,684846,161353,523493,-139192
