Date,BAS_Open_average,BAS_Open_max,BAS_Open_min,BAS_Open_volatility,BAS_Open_change,BAS_High_average,BAS_High_max,BAS_High_min,BAS_High_volatility,BAS_High_change,BAS_Low_average,BAS_Low_max,BAS_Low_min,BAS_Low_volatility,BAS_Low_change,BAS_Close_average,BAS_Close_max,BAS_Close_min,BAS_Close_volatility,BAS_Close_change,BAS_Volume_average,BAS_Volume_max,BAS_Volume_min,BAS_Volume_volatility,BAS_Volume_change
2016-01-03,2.296666666666667,2.64,1.94,0.7000000000000002,-0.6600000000000001,2.3583333333333334,2.72,1.98,0.7400000000000002,-0.7200000000000002,2.1033333333333335,2.46,1.76,0.7,-0.7,2.171666666666667,2.58,1.78,0.8,-0.8,2283294,3362274,1598267,1764007,1005408
2016-01-10,1.815,1.95,1.68,0.27,-0.16000000000000014,1.855,1.97,1.73,0.24,-0.14000000000000012,1.68,1.77,1.6,0.16999999999999993,-0.06999999999999984,1.8,1.85,1.73,0.1200000000000001,-0.1200000000000001,1579471,3052262,954526,2097736,-2097736
2016-01-17,2.018,2.32,1.78,0.5399999999999998,0.32000000000000006,2.1959999999999997,2.42,1.99,0.42999999999999994,0.28000000000000025,1.942,2.27,1.73,0.54,0.22999999999999976,2.088,2.32,1.9,0.41999999999999993,0.1299999999999999,1532589,2551777,727294,1824483,-997394
2016-01-24,2.11,2.15,2.04,0.10999999999999988,-0.04999999999999982,2.238,2.31,2.12,0.18999999999999995,0.16000000000000014,2.014,2.11,1.9,0.20999999999999996,0.1299999999999999,2.146,2.3,2.01,0.29000000000000004,0.20999999999999996,1120747,1640646,602833,1037813,-483565
2016-01-31,2.082,2.12,2.01,0.11000000000000032,-0.11000000000000032,2.1799999999999997,2.32,2.03,0.29000000000000004,-0.14000000000000012,1.954,2.05,1.8,0.24999999999999978,-0.24999999999999978,2.04,2.13,1.86,0.2699999999999998,-0.19999999999999996,816897,1161167,382501,778666,448466
2016-02-07,1.7075,1.82,1.64,0.18000000000000016,-0.18000000000000016,1.8225,1.96,1.67,0.29000000000000004,0.10999999999999988,1.6199999999999999,1.67,1.52,0.1499999999999999,-0.030000000000000027,1.6875,1.75,1.63,0.1200000000000001,0.050000000000000044,883125,1352356,544976,807380,665277
2016-02-14,1.8619999999999999,2.03,1.77,0.2599999999999998,0.029999999999999805,1.998,2.07,1.88,0.18999999999999995,0.14000000000000012,1.788,1.88,1.72,0.15999999999999992,0.15999999999999992,1.8860000000000001,1.99,1.78,0.20999999999999996,0.19999999999999996,726151,871537,456940,414597,368177
2016-02-21,1.868,1.94,1.84,0.09999999999999987,-0.06999999999999984,1.924,2.0,1.88,0.1200000000000001,-0.09000000000000008,1.784,1.82,1.73,0.09000000000000008,-0.09000000000000008,1.834,1.88,1.75,0.1299999999999999,-0.1299999999999999,688872,798140,626776,171364,158753
2016-02-28,2.124,2.7,1.77,0.9300000000000002,0.9300000000000002,2.5540000000000003,3.74,1.91,1.8300000000000003,1.8200000000000003,2.058,2.63,1.77,0.8599999999999999,0.8599999999999999,2.4539999999999997,3.59,1.87,1.7199999999999998,1.7199999999999998,3391505,6440581,803434,5637147,5637147
2016-03-06,3.062,3.36,2.82,0.54,-0.3500000000000001,3.18,3.36,3.1,0.2599999999999998,-0.25,2.734,2.97,2.58,0.3900000000000001,0.16999999999999993,2.96,3.16,2.7,0.45999999999999996,0.3299999999999996,2228622,3562147,1272024,2290123,-2290123
2016-03-13,3.152,3.38,2.93,0.44999999999999973,0.44999999999999973,3.264,3.47,3.0,0.4700000000000002,0.41999999999999993,3.002,3.12,2.86,0.26000000000000023,0.25,3.178,3.46,2.92,0.54,0.33999999999999986,1946916,2652126,875695,1776431,717675
