Date,Guggenheim CurrencyShares British Pound Sterling_etf_Open_average,Guggenheim CurrencyShares British Pound Sterling_etf_Open_max,Guggenheim CurrencyShares British Pound Sterling_etf_Open_min,Guggenheim CurrencyShares British Pound Sterling_etf_Open_volatility,Guggenheim CurrencyShares British Pound Sterling_etf_Open_change,Guggenheim CurrencyShares British Pound Sterling_etf_High_average,Guggenheim CurrencyShares British Pound Sterling_etf_High_max,Guggenheim CurrencyShares British Pound Sterling_etf_High_min,Guggenheim CurrencyShares British Pound Sterling_etf_High_volatility,Guggenheim CurrencyShares British Pound Sterling_etf_High_change,Guggenheim CurrencyShares British Pound Sterling_etf_Low_average,Guggenheim CurrencyShares British Pound Sterling_etf_Low_max,Guggenheim CurrencyShares British Pound Sterling_etf_Low_min,Guggenheim CurrencyShares British Pound Sterling_etf_Low_volatility,Guggenheim CurrencyShares British Pound Sterling_etf_Low_change,Guggenheim CurrencyShares British Pound Sterling_etf_Close_average,Guggenheim CurrencyShares British Pound Sterling_etf_Close_max,Guggenheim CurrencyShares British Pound Sterling_etf_Close_min,Guggenheim CurrencyShares British Pound Sterling_etf_Close_volatility,Guggenheim CurrencyShares British Pound Sterling_etf_Close_change
2018-12-23,123.01,123.01,123.01,0.0,0.0,123.21,123.21,123.21,0.0,0.0,122.97,122.97,122.97,0.0,0.0,123.16,123.16,123.16,0.0,0.0
2018-12-30,122.44,122.44,122.44,0.0,0.0,123.59,123.59,123.59,0.0,0.0,122.39,122.39,122.39,0.0,0.0,123.56,123.56,123.56,0.0,0.0
2019-01-06,124.05,124.05,124.05,0.0,0.0,124.78,124.78,124.78,0.0,0.0,124.05,124.05,124.05,0.0,0.0,124.58,124.58,124.58,0.0,0.0
2019-01-13,125.35,125.35,125.35,0.0,0.0,125.4,125.4,125.4,0.0,0.0,124.73,124.73,124.73,0.0,0.0,124.79,124.79,124.79,0.0,0.0
2019-01-20,127.13,127.13,127.13,0.0,0.0,128.14,128.14,128.14,0.0,0.0,127.13,127.13,127.13,0.0,0.0,128.14,128.14,128.14,0.0,0.0
2019-01-27,126.88,126.88,126.88,0.0,0.0,127.06,127.06,127.06,0.0,0.0,126.78,126.78,126.78,0.0,0.0,126.9,126.9,126.9,0.0,0.0
2019-02-03,125.6,125.6,125.6,0.0,0.0,125.61,125.61,125.61,0.0,0.0,125.43,125.43,125.43,0.0,0.0,125.44,125.44,125.44,0.0,0.0
2019-02-10,124.37,124.37,124.37,0.0,0.0,125.11,125.11,125.11,0.0,0.0,124.3,124.3,124.3,0.0,0.0,125.06,125.06,125.06,0.0,0.0
2019-02-17,126.12,126.12,126.12,0.0,0.0,126.85,126.85,126.85,0.0,0.0,126.12,126.12,126.12,0.0,0.0,126.57,126.57,126.57,0.0,0.0
2019-02-24,128.7,128.7,128.7,0.0,0.0,128.82,128.82,128.82,0.0,0.0,127.83,127.83,127.83,0.0,0.0,128.03,128.03,128.03,0.0,0.0
2019-03-03,126.6,126.6,126.6,0.0,0.0,126.89,126.89,126.89,0.0,0.0,126.01,126.01,126.01,0.0,0.0,126.21,126.21,126.21,0.0,0.0
2019-03-10,128.61,128.61,128.61,0.0,0.0,128.95,128.95,128.95,0.0,0.0,128.61,128.61,128.61,0.0,0.0,128.9,128.9,128.9,0.0,0.0
2019-03-17,127.77,127.77,127.77,0.0,0.0,128.21,128.21,128.21,0.0,0.0,127.77,127.77,127.77,0.0,0.0,128.0,128.0,128.0,0.0,0.0
2019-03-24,126.95,126.95,126.95,0.0,0.0,126.95,126.95,126.95,0.0,0.0,125.89,125.89,125.89,0.0,0.0,126.3,126.3,126.3,0.0,0.0
2019-03-31,126.43,126.43,126.43,0.0,0.0,126.49,126.49,126.49,0.0,0.0,126.02,126.02,126.02,0.0,0.0,126.43,126.43,126.43,0.0,0.0
2019-04-07,127.13,127.13,127.13,0.0,0.0,127.26,127.26,127.26,0.0,0.0,126.74,126.74,126.74,0.0,0.0,126.82,126.82,126.82,0.0,0.0
2019-04-14,126.26,126.26,126.26,0.0,0.0,126.27,126.27,126.27,0.0,0.0,125.87,125.87,125.87,0.0,0.0,125.9,125.9,125.9,0.0,0.0
2019-04-21,125.34,125.34,125.34,0.0,0.0,125.5,125.5,125.5,0.0,0.0,125.27,125.27,125.27,0.0,0.0,125.31,125.31,125.31,0.0,0.0
2019-04-28,126.21,126.21,126.21,0.0,0.0,127.81,127.81,127.81,0.0,0.0,126.21,126.21,126.21,0.0,0.0,127.71,127.71,127.71,0.0,0.0
2019-05-05,126.39,126.39,126.39,0.0,0.0,126.52,126.52,126.52,0.0,0.0,126.13,126.13,126.13,0.0,0.0,126.18,126.18,126.18,0.0,0.0
2019-05-12,123.71,123.71,123.71,0.0,0.0,123.71,123.71,123.71,0.0,0.0,123.37,123.37,123.37,0.0,0.0,123.38,123.38,123.38,0.0,0.0
2019-05-19,123.0,123.0,123.0,0.0,0.0,123.49,123.49,123.49,0.0,0.0,122.83,122.83,122.83,0.0,0.0,123.31,123.31,123.31,0.0,0.0
2019-05-26,122.02,122.02,122.02,0.0,0.0,122.6,122.6,122.6,0.0,0.0,122.01,122.01,122.01,0.0,0.0,122.6,122.6,122.6,0.0,0.0
2019-06-02,123.62,123.62,123.62,0.0,0.0,123.73,123.73,123.73,0.0,0.0,123.5,123.5,123.5,0.0,0.0,123.5,123.5,123.5,0.0,0.0
2019-06-09,122.5,122.5,122.5,0.0,0.0,122.5,122.5,122.5,0.0,0.0,122.01,122.01,122.01,0.0,0.0,122.01,122.01,122.01,0.0,0.0
2019-06-16,122.82,122.82,122.82,0.0,0.0,123.62,123.62,123.62,0.0,0.0,122.82,122.82,122.82,0.0,0.0,123.59,123.59,123.59,0.0,0.0
2019-06-23,123.41,123.41,123.41,0.0,0.0,123.42,123.42,123.42,0.0,0.0,123.03,123.03,123.03,0.0,0.0,123.14,123.14,123.14,0.0,0.0
2019-06-30,121.25,121.25,121.25,0.0,0.0,121.48,121.48,121.48,0.0,0.0,121.05,121.05,121.05,0.0,0.0,121.45,121.45,121.45,0.0,0.0
2019-07-07,121.61,121.61,121.61,0.0,0.0,121.94,121.94,121.94,0.0,0.0,121.61,121.61,121.61,0.0,0.0,121.92,121.92,121.92,0.0,0.0
2019-07-14,121.4,121.4,121.4,0.0,0.0,121.52,121.52,121.52,0.0,0.0,121.05,121.05,121.05,0.0,0.0,121.21,121.21,121.21,0.0,0.0
2019-07-21,120.49,120.49,120.49,0.0,0.0,120.51,120.51,120.51,0.0,0.0,120.03,120.03,120.03,0.0,0.0,120.13,120.13,120.13,0.0,0.0
2019-07-28,117.65,117.65,117.65,0.0,0.0,118.02,118.02,118.02,0.0,0.0,117.5,117.5,117.5,0.0,0.0,117.88,117.88,117.88,0.0,0.0
2019-08-04,117.1,117.1,117.1,0.0,0.0,117.2,117.2,117.2,0.0,0.0,116.61,116.61,116.61,0.0,0.0,116.66,116.66,116.66,0.0,0.0
2019-08-11,117.95,117.95,117.95,0.0,0.0,117.96,117.96,117.96,0.0,0.0,117.72,117.72,117.72,0.0,0.0,117.8,117.8,117.8,0.0,0.0
2019-08-18,118.73,118.73,118.73,0.0,0.0,119.2,119.2,119.2,0.0,0.0,118.5,118.5,118.5,0.0,0.0,119.1,119.1,119.1,0.0,0.0
2019-08-25,118.24,118.24,118.24,0.0,0.0,118.52,118.52,118.52,0.0,0.0,117.77,117.77,117.77,0.0,0.0,117.96,117.96,117.96,0.0,0.0
2019-09-01,119.57,119.57,119.57,0.0,0.0,119.58,119.58,119.58,0.0,0.0,119.12,119.12,119.12,0.0,0.0,119.16,119.16,119.16,0.0,0.0
2019-09-08,120.62,120.62,120.62,0.0,0.0,121.16,121.16,121.16,0.0,0.0,120.51,120.51,120.51,0.0,0.0,121.12,121.12,121.12,0.0,0.0
2019-09-15,120.92,120.92,120.92,0.0,0.0,121.31,121.31,121.31,0.0,0.0,120.85,120.85,120.85,0.0,0.0,120.92,120.92,120.92,0.0,0.0
2019-09-22,119.45,119.45,119.45,0.0,0.0,119.51,119.51,119.51,0.0,0.0,119.16,119.16,119.16,0.0,0.0,119.23,119.23,119.23,0.0,0.0
2019-09-29,119.19,119.19,119.19,0.0,0.0,119.65,119.65,119.65,0.0,0.0,119.09,119.09,119.09,0.0,0.0,119.65,119.65,119.65,0.0,0.0
2019-10-06,122.58,122.58,122.58,0.0,0.0,123.19,123.19,123.19,0.0,0.0,122.58,122.58,122.58,0.0,0.0,122.75,122.75,122.75,0.0,0.0
2019-10-13,124.79,124.79,124.79,0.0,0.0,125.71,125.71,125.71,0.0,0.0,124.74,124.74,124.74,0.0,0.0,125.5,125.5,125.5,0.0,0.0
2019-10-20,124.34,124.34,124.34,0.0,0.0,124.47,124.47,124.47,0.0,0.0,124.18,124.18,124.18,0.0,0.0,124.39,124.39,124.39,0.0,0.0
2019-10-27,125.64,125.64,125.64,0.0,0.0,125.74,125.74,125.74,0.0,0.0,125.37,125.37,125.37,0.0,0.0,125.49,125.49,125.49,0.0,0.0
2019-11-03,124.16,124.16,124.16,0.0,0.0,124.33,124.33,124.33,0.0,0.0,123.85,123.85,123.85,0.0,0.0,123.97,123.97,123.97,0.0,0.0
2019-11-10,125.15,125.15,125.15,0.0,0.0,125.2,125.2,125.2,0.0,0.0,125.03,125.03,125.03,0.0,0.0,125.1,125.1,125.1,0.0,0.0
2019-11-17,124.77,124.77,124.77,0.0,0.0,124.77,124.77,124.77,0.0,0.0,124.33,124.33,124.33,0.0,0.0,124.45,124.45,124.45,0.0,0.0
2019-11-24,124.94,124.94,124.94,0.0,0.0,125.49,125.49,125.49,0.0,0.0,124.94,124.94,124.94,0.0,0.0,125.4,125.4,125.4,0.0,0.0
2019-12-01,127.23,127.23,127.23,0.0,0.0,127.43,127.43,127.43,0.0,0.0,127.04,127.04,127.04,0.0,0.0,127.43,127.43,127.43,0.0,0.0
2019-12-08,129.19,129.19,129.19,0.0,0.0,129.57,129.57,129.57,0.0,0.0,129.03,129.03,129.03,0.0,0.0,129.37,129.37,129.37,0.0,0.0
2019-12-15,126.43,126.43,126.43,0.0,0.0,126.72,126.72,126.72,0.0,0.0,126.06,126.06,126.06,0.0,0.0,126.06,126.06,126.06,0.0,0.0
2019-12-22,126.83,126.83,126.83,0.0,0.0,127.16,127.16,127.16,0.0,0.0,126.74,126.74,126.74,0.0,0.0,126.75,126.75,126.75,0.0,0.0
2019-12-29,126.76,126.76,126.76,0.0,0.0,126.9,126.9,126.9,0.0,0.0,126.73,126.73,126.73,0.0,0.0,126.73,126.73,126.73,0.0,0.0
