Date,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Open_average,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Open_max,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Open_min,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Open_volatility,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Open_change,Direxion Daily FTSE CHINA Bear 3x SharesEtf_High_average,Direxion Daily FTSE CHINA Bear 3x SharesEtf_High_max,Direxion Daily FTSE CHINA Bear 3x SharesEtf_High_min,Direxion Daily FTSE CHINA Bear 3x SharesEtf_High_volatility,Direxion Daily FTSE CHINA Bear 3x SharesEtf_High_change,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Low_average,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Low_max,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Low_min,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Low_volatility,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Low_change,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Close_average,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Close_max,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Close_min,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Close_volatility,Direxion Daily FTSE CHINA Bear 3x SharesEtf_Close_change
2018-08-19,59.82,59.82,59.82,0.0,0.0,60.03,60.03,60.03,0.0,0.0,58.56,58.56,58.56,0.0,0.0,59.07,59.07,59.07,0.0,0.0
2018-08-26,60.24,60.24,60.24,0.0,0.0,61.38,61.38,61.38,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.65,59.65,59.65,0.0,0.0
2018-09-02,66.45,66.45,66.45,0.0,0.0,67.24,67.24,67.24,0.0,0.0,64.5,64.5,64.5,0.0,0.0,66.1,66.1,66.1,0.0,0.0
2018-09-09,62.98,62.98,62.98,0.0,0.0,65.35,65.35,65.35,0.0,0.0,62.48,62.48,62.48,0.0,0.0,64.46,64.46,64.46,0.0,0.0
2018-09-16,54.96,54.96,54.96,0.0,0.0,56.13,56.13,56.13,0.0,0.0,54.81,54.81,54.81,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2018-09-23,57.06,57.06,57.06,0.0,0.0,57.79,57.79,57.79,0.0,0.0,56.1,56.1,56.1,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2018-09-30,64.68,64.68,64.68,0.0,0.0,67.37,67.37,67.37,0.0,0.0,64.59,64.59,64.59,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2018-10-07,69.23,69.23,69.23,0.0,0.0,71.98,71.98,71.98,0.0,0.0,68.42,68.42,68.42,0.0,0.0,68.93,68.93,68.93,0.0,0.0
2018-10-14,71.25,71.25,71.25,0.0,0.0,72.26,72.26,72.26,0.0,0.0,69.32,69.32,69.32,0.0,0.0,71.39,71.39,71.39,0.0,0.0
2018-10-21,74.03,74.03,74.03,0.0,0.0,74.86,74.86,74.86,0.0,0.0,70.75,70.75,70.75,0.0,0.0,72.99,72.99,72.99,0.0,0.0
2018-10-28,59.01,59.01,59.01,0.0,0.0,63.94,63.94,63.94,0.0,0.0,58.32,58.32,58.32,0.0,0.0,61.71,61.71,61.71,0.0,0.0
2018-11-04,65.96,65.96,65.96,0.0,0.0,67.94,67.94,67.94,0.0,0.0,65.64,65.64,65.64,0.0,0.0,66.46,66.46,66.46,0.0,0.0
2018-11-11,60.97,60.97,60.97,0.0,0.0,61.38,61.38,61.38,0.0,0.0,57.59,57.59,57.59,0.0,0.0,58.86,58.86,58.86,0.0,0.0
2018-11-18,64.32,64.32,64.32,0.0,0.0,64.32,64.32,64.32,0.0,0.0,62.75,62.75,62.75,0.0,0.0,63.88,63.88,63.88,0.0,0.0
2018-11-25,57.72,57.72,57.72,0.0,0.0,58.55,58.55,58.55,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2018-12-02,59.0,59.0,59.0,0.0,0.0,62.64,62.64,62.64,0.0,0.0,58.09,58.09,58.09,0.0,0.0,62.09,62.09,62.09,0.0,0.0
2018-12-09,59.81,59.81,59.81,0.0,0.0,60.09,60.09,60.09,0.0,0.0,58.45,58.45,58.45,0.0,0.0,59.56,59.56,59.56,0.0,0.0
2018-12-16,66.07,66.07,66.07,0.0,0.0,68.22,68.22,68.22,0.0,0.0,64.71,64.71,64.71,0.0,0.0,67.46,67.46,67.46,0.0,0.0
2018-12-23,66.17,66.17,66.17,0.0,0.0,67.34,67.34,67.34,0.0,0.0,65.37,65.37,65.37,0.0,0.0,66.58,66.58,66.58,0.0,0.0
2018-12-30,67.36,67.36,67.36,0.0,0.0,67.5,67.5,67.5,0.0,0.0,63.2,63.2,63.2,0.0,0.0,64.68,64.68,64.68,0.0,0.0
2019-01-06,60.32,60.32,60.32,0.0,0.0,60.61,60.61,60.61,0.0,0.0,59.53,59.53,59.53,0.0,0.0,59.76,59.76,59.76,0.0,0.0
2019-01-13,56.0,56.0,56.0,0.0,0.0,56.34,56.34,56.34,0.0,0.0,54.68,54.68,54.68,0.0,0.0,55.68,55.68,55.68,0.0,0.0
2019-01-20,53.01,53.01,53.01,0.0,0.0,53.05,53.05,53.05,0.0,0.0,51.56,51.56,51.56,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2019-01-27,50.29,50.29,50.29,0.0,0.0,50.78,50.78,50.78,0.0,0.0,49.66,49.66,49.66,0.0,0.0,50.02,50.02,50.02,0.0,0.0
2019-02-03,51.5,51.5,51.5,0.0,0.0,52.45,52.45,52.45,0.0,0.0,50.92,50.92,50.92,0.0,0.0,51.15,51.15,51.15,0.0,0.0
2019-02-10,50.69,50.69,50.69,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-02-17,45.67,45.67,45.67,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.46,45.46,45.46,0.0,0.0
2019-02-24,44.53,44.53,44.53,0.0,0.0,45.63,45.63,45.63,0.0,0.0,44.41,44.41,44.41,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2019-03-03,49.82,49.82,49.82,0.0,0.0,50.25,50.25,50.25,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-03-10,44.53,44.53,44.53,0.0,0.0,44.55,44.55,44.55,0.0,0.0,43.66,43.66,43.66,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2019-03-17,44.52,44.52,44.52,0.0,0.0,46.24,46.24,46.24,0.0,0.0,44.43,44.43,44.43,0.0,0.0,46.14,46.14,46.14,0.0,0.0
2019-03-24,44.25,44.25,44.25,0.0,0.0,44.86,44.86,44.86,0.0,0.0,43.78,43.78,43.78,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2019-03-31,40.0,40.0,40.0,0.0,0.0,40.17,40.17,40.17,0.0,0.0,39.44,39.44,39.44,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-04-07,40.55,40.55,40.55,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.64,40.64,40.64,0.0,0.0
2019-04-14,40.42,40.42,40.42,0.0,0.0,40.61,40.61,40.61,0.0,0.0,39.7,39.7,39.7,0.0,0.0,40.09,40.09,40.09,0.0,0.0
2019-04-21,43.36,43.36,43.36,0.0,0.0,43.7,43.7,43.7,0.0,0.0,42.97,42.97,42.97,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2019-04-28,42.84,42.84,42.84,0.0,0.0,42.88,42.88,42.88,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2019-05-05,51.81,51.81,51.81,0.0,0.0,53.8,53.8,53.8,0.0,0.0,50.44,50.44,50.44,0.0,0.0,51.05,51.05,51.05,0.0,0.0
2019-05-12,54.92,54.92,54.92,0.0,0.0,55.21,55.21,55.21,0.0,0.0,53.69,53.69,53.69,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2019-05-19,57.82,57.82,57.82,0.0,0.0,59.0,59.0,59.0,0.0,0.0,57.46,57.46,57.46,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2019-05-26,58.09,58.09,58.09,0.0,0.0,58.32,58.32,58.32,0.0,0.0,56.67,56.67,56.67,0.0,0.0,56.88,56.88,56.88,0.0,0.0
2019-06-02,56.24,56.24,56.24,0.0,0.0,56.57,56.57,56.57,0.0,0.0,54.5,54.5,54.5,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2019-06-09,55.74,55.74,55.74,0.0,0.0,56.45,56.45,56.45,0.0,0.0,55.71,55.71,55.71,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2019-06-16,47.02,47.02,47.02,0.0,0.0,47.08,47.08,47.08,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2019-06-23,45.9,45.9,45.9,0.0,0.0,46.31,46.31,46.31,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.9,45.9,45.9,0.0,0.0
2019-06-30,46.2,46.2,46.2,0.0,0.0,46.66,46.66,46.66,0.0,0.0,45.97,45.97,45.97,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2019-07-07,47.79,47.79,47.79,0.0,0.0,48.39,48.39,48.39,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-07-14,46.12,46.12,46.12,0.0,0.0,47.27,47.27,47.27,0.0,0.0,46.06,46.06,46.06,0.0,0.0,47.08,47.08,47.08,0.0,0.0
2019-07-21,47.51,47.51,47.51,0.0,0.0,48.05,48.05,48.05,0.0,0.0,47.5,47.5,47.5,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2019-07-28,55.69,55.69,55.69,0.0,0.0,57.08,57.08,57.08,0.0,0.0,55.33,55.33,55.33,0.0,0.0,56.74,56.74,56.74,0.0,0.0
2019-08-04,60.89,60.89,60.89,0.0,0.0,62.28,62.28,62.28,0.0,0.0,60.46,60.46,60.46,0.0,0.0,61.04,61.04,61.04,0.0,0.0
2019-08-11,61.91,61.91,61.91,0.0,0.0,62.0,62.0,62.0,0.0,0.0,60.85,60.85,60.85,0.0,0.0,61.2,61.2,61.2,0.0,0.0
2019-08-18,60.07,60.07,60.07,0.0,0.0,62.68,62.68,62.68,0.0,0.0,58.47,58.47,58.47,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2019-08-25,58.36,58.36,58.36,0.0,0.0,59.39,59.39,59.39,0.0,0.0,58.27,58.27,58.27,0.0,0.0,58.72,58.72,58.72,0.0,0.0
2019-09-01,52.11,52.11,52.11,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-09-08,47.9,47.9,47.9,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-09-15,51.9,51.9,51.9,0.0,0.0,53.2,53.2,53.2,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.67,52.67,52.67,0.0,0.0
2019-09-22,55.0,55.0,55.0,0.0,0.0,57.73,57.73,57.73,0.0,0.0,54.46,54.46,54.46,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2019-09-29,54.35,54.35,54.35,0.0,0.0,54.99,54.99,54.99,0.0,0.0,53.49,53.49,53.49,0.0,0.0,53.53,53.53,53.53,0.0,0.0
2019-10-06,48.6,48.6,48.6,0.0,0.0,49.7,49.7,49.7,0.0,0.0,47.95,47.95,47.95,0.0,0.0,49.27,49.27,49.27,0.0,0.0
2019-10-13,48.91,48.91,48.91,0.0,0.0,49.61,49.61,49.61,0.0,0.0,48.45,48.45,48.45,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-10-20,49.74,49.74,49.74,0.0,0.0,49.74,49.74,49.74,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2019-10-27,47.49,47.49,47.49,0.0,0.0,47.59,47.59,47.59,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-11-03,44.29,44.29,44.29,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-11-10,50.0,50.0,50.0,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-11-17,48.75,48.75,48.75,0.0,0.0,49.54,49.54,49.54,0.0,0.0,48.72,48.72,48.72,0.0,0.0,49.19,49.19,49.19,0.0,0.0
2019-11-24,50.22,50.22,50.22,0.0,0.0,50.56,50.56,50.56,0.0,0.0,49.95,49.95,49.95,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-12-01,48.82,48.82,48.82,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.64,48.64,48.64,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-12-08,43.39,43.39,43.39,0.0,0.0,44.47,44.47,44.47,0.0,0.0,42.07,42.07,42.07,0.0,0.0,44.4,44.4,44.4,0.0,0.0
2019-12-15,40.73,40.73,40.73,0.0,0.0,40.78,40.78,40.78,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-12-22,38.79,38.79,38.79,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2019-12-29,37.81,37.81,37.81,0.0,0.0,38.09,38.09,38.09,0.0,0.0,37.25,37.25,37.25,0.0,0.0,38.07,38.07,38.07,0.0,0.0
