Date,MHO_Open_average,MHO_Open_max,MHO_Open_min,MHO_Open_volatility,MHO_Open_change,MHO_High_average,MHO_High_max,MHO_High_min,MHO_High_volatility,MHO_High_change,MHO_Low_average,MHO_Low_max,MHO_Low_min,MHO_Low_volatility,MHO_Low_change,MHO_Close_average,MHO_Close_max,MHO_Close_min,MHO_Close_volatility,MHO_Close_change,MHO_Volume_average,MHO_Volume_max,MHO_Volume_min,MHO_Volume_volatility,MHO_Volume_change
2018-01-14,36.796,37.33,36.41,0.9200000000000017,-0.8799999999999955,37.092,37.41,36.58,0.8299999999999983,-0.8299999999999983,36.21,36.47,35.82,0.6499999999999986,-0.3999999999999986,36.51,37.26,36.13,1.1299999999999955,-0.09999999999999432,172451,256325,121943,134382,-3351
2018-01-21,35.042,36.2,33.6,2.6000000000000014,-2.6000000000000014,35.142,36.2,33.67,2.530000000000001,-2.530000000000001,34.094,35.53,32.68,2.8500000000000014,-2.8500000000000014,34.286,35.83,32.74,3.0899999999999963,-3.0899999999999963,353129,532931,251662,281269,185621
2018-01-28,32.147999999999996,32.72,31.53,1.1899999999999977,-0.9699999999999989,32.602,33.19,31.93,1.259999999999998,-0.8100000000000023,31.676,32.16,31.0,1.1599999999999966,-1.1599999999999966,32.038000000000004,32.36,31.5,0.8599999999999994,-0.8599999999999994,548356,718990,363325,355665,199192
2018-02-04,31.526,31.74,31.25,0.48999999999999844,0.3099999999999987,31.766000000000002,32.0,31.59,0.41000000000000014,-0.33999999999999986,31.018,31.42,30.8,0.620000000000001,-0.120000000000001,31.436,31.84,31.0,0.8399999999999999,-0.41000000000000014,327725,465122,195765,269357,-269357
2018-02-11,31.525,31.97,31.05,0.9199999999999982,0.620000000000001,32.0275,32.62,31.57,1.0499999999999972,1.0499999999999972,31.2425,31.6,31.05,0.5500000000000007,0.5300000000000011,31.82,32.38,31.31,1.0700000000000038,1.0700000000000038,382560,670066,182620,487446,487446
2018-02-18,32.39,32.51,32.3,0.21000000000000085,0.03999999999999915,32.514,32.7,32.38,0.3200000000000003,-0.30000000000000426,32.19,32.21,32.15,0.060000000000002274,-0.00999999999999801,32.322,32.43,32.24,0.18999999999999773,-0.0899999999999963,359603,495196,232408,262788,150105
2018-02-25,30.314,32.4,28.99,3.41,-2.759999999999998,30.722,32.55,29.37,3.179999999999996,-2.0399999999999956,29.426,31.2,28.73,2.469999999999999,-1.9299999999999997,29.986,31.22,29.05,2.169999999999998,-0.759999999999998,639478,1203732,303695,900037,-625898
2018-03-04,30.692,31.06,30.36,0.6999999999999993,0.6999999999999993,31.044,31.39,30.76,0.629999999999999,0.629999999999999,30.406,30.94,30.13,0.8100000000000023,0.7000000000000028,30.906,31.36,30.5,0.8599999999999994,0.5999999999999979,244224,294578,194847,99731,-59858
2018-03-11,31.312,31.73,30.84,0.8900000000000006,-0.4299999999999997,31.594,31.79,31.37,0.41999999999999815,-0.34999999999999787,30.926,31.35,30.53,0.8200000000000003,-0.5800000000000018,31.29,31.61,30.79,0.8200000000000003,-0.21999999999999886,236634,396001,144821,251180,-20772
2018-03-18,31.768,32.03,31.49,0.5400000000000027,0.39000000000000057,32.206,32.54,31.73,0.8099999999999987,0.23000000000000043,31.406000000000002,31.53,31.26,0.2699999999999996,-0.08999999999999986,31.748,32.34,31.38,0.9600000000000044,0.41000000000000014,131961,158120,93779,64341,-33025
2018-03-25,31.63,32.11,31.19,0.9199999999999982,-0.28000000000000114,31.91,32.11,31.51,0.5999999999999979,-0.0799999999999983,30.865000000000002,31.25,30.14,1.1099999999999994,-0.9299999999999997,31.2,31.85,30.52,1.3300000000000018,-0.6600000000000001,194303,286790,127796,158994,48735
2018-04-01,32.634,33.97,30.67,3.299999999999997,2.8500000000000014,33.542,34.51,31.76,2.7499999999999964,1.9999999999999964,32.3,33.39,30.42,2.969999999999999,2.719999999999999,33.23,34.26,31.76,2.4999999999999964,1.7899999999999956,243078,323801,170983,152818,82375
2018-04-08,33.474000000000004,34.09,32.85,1.240000000000002,-1.2299999999999969,33.728,34.46,32.93,1.5300000000000011,-0.7999999999999972,32.824,33.66,32.13,1.529999999999994,-1.0399999999999991,33.192,34.24,32.6,1.6400000000000006,-1.0600000000000023,235039,290724,178146,112578,-44069
2018-04-15,33.478,34.22,32.62,1.6000000000000014,-0.8200000000000003,33.834,34.54,32.7,1.8399999999999963,-1.4499999999999957,32.916000000000004,34.11,32.09,2.019999999999996,-1.2099999999999937,33.258,34.22,32.34,1.8799999999999955,-1.7899999999999991,181991,249136,109993,139143,-45259
2018-04-22,31.784,32.72,31.1,1.6199999999999974,-0.759999999999998,32.268,33.1,31.95,1.1500000000000021,-0.7700000000000031,30.56,31.97,29.03,2.9399999999999977,-1.5399999999999991,31.5,32.12,30.48,1.639999999999997,-1.639999999999997,368207,661347,186779,474568,74104
2018-04-29,30.508,30.96,30.17,0.7899999999999991,0.6000000000000014,30.946,31.1,30.7,0.40000000000000213,0.21000000000000085,30.186,30.68,29.91,0.7699999999999996,0.5700000000000003,30.608,30.88,30.19,0.6899999999999977,0.16999999999999815,128067,172842,69491,103351,-103351
2018-05-06,30.428,31.15,29.92,1.2299999999999969,-1.0,30.652,31.3,30.0,1.3000000000000007,-1.3000000000000007,29.914,30.57,29.28,1.2899999999999991,-1.2899999999999991,30.064,30.99,29.34,1.6499999999999986,-1.6499999999999986,155187,310102,98034,212068,200097
