Date,Schwab US Mid-Cap_Open_average,Schwab US Mid-Cap_Open_max,Schwab US Mid-Cap_Open_min,Schwab US Mid-Cap_Open_volatility,Schwab US Mid-Cap_Open_change,Schwab US Mid-Cap_High_average,Schwab US Mid-Cap_High_max,Schwab US Mid-Cap_High_min,Schwab US Mid-Cap_High_volatility,Schwab US Mid-Cap_High_change,Schwab US Mid-Cap_Low_average,Schwab US Mid-Cap_Low_max,Schwab US Mid-Cap_Low_min,Schwab US Mid-Cap_Low_volatility,Schwab US Mid-Cap_Low_change,Schwab US Mid-Cap_Close_average,Schwab US Mid-Cap_Close_max,Schwab US Mid-Cap_Close_min,Schwab US Mid-Cap_Close_volatility,Schwab US Mid-Cap_Close_change
2018-01-14,55.41,55.41,55.41,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.77,55.77,55.77,0.0,0.0
2018-01-21,56.08,56.08,56.08,0.0,0.0,56.17,56.17,56.17,0.0,0.0,55.72,55.72,55.72,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-01-28,53.56,53.56,53.56,0.0,0.0,54.04,54.04,54.04,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2018-02-04,51.58,51.58,51.58,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.21,51.21,51.21,0.0,0.0,51.97,51.97,51.97,0.0,0.0
2018-02-11,53.53,53.53,53.53,0.0,0.0,54.0,54.0,54.0,0.0,0.0,53.53,53.53,53.53,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2018-02-18,53.9,53.9,53.9,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.54,53.54,53.54,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-02-25,52.76,52.76,52.76,0.0,0.0,53.73,53.73,53.73,0.0,0.0,52.75,52.75,52.75,0.0,0.0,53.6,53.6,53.6,0.0,0.0
2018-03-04,55.09,55.09,55.09,0.0,0.0,55.17,55.17,55.17,0.0,0.0,54.89,54.89,54.89,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2018-03-11,54.22,54.22,54.22,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.9,53.9,53.9,0.0,0.0
2018-03-18,52.53,52.53,52.53,0.0,0.0,53.03,53.03,53.03,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.98,52.98,52.98,0.0,0.0
2018-03-25,52.72,52.72,52.72,0.0,0.0,52.79,52.79,52.79,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.61,51.61,51.61,0.0,0.0
2018-04-01,52.24,52.24,52.24,0.0,0.0,52.67,52.67,52.67,0.0,0.0,51.97,51.97,51.97,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-04-08,53.08,53.08,53.08,0.0,0.0,53.38,53.38,53.38,0.0,0.0,52.93,52.93,52.93,0.0,0.0,53.27,53.27,53.27,0.0,0.0
2018-04-15,53.44,53.44,53.44,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.12,53.12,53.12,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2018-04-22,53.33,53.33,53.33,0.0,0.0,53.42,53.42,53.42,0.0,0.0,52.73,52.73,52.73,0.0,0.0,52.74,52.74,52.74,0.0,0.0
2018-04-29,53.39,53.39,53.39,0.0,0.0,53.67,53.67,53.67,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.48,53.48,53.48,0.0,0.0
2018-05-06,54.53,54.53,54.53,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.31,54.31,54.31,0.0,0.0
2018-05-13,54.71,54.71,54.71,0.0,0.0,54.94,54.94,54.94,0.0,0.0,54.7,54.7,54.7,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2018-05-20,54.63,54.63,54.63,0.0,0.0,54.76,54.76,54.76,0.0,0.0,54.54,54.54,54.54,0.0,0.0,54.66,54.66,54.66,0.0,0.0
2018-05-27,55.14,55.14,55.14,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.03,55.03,55.03,0.0,0.0,55.33,55.33,55.33,0.0,0.0
2018-06-03,56.27,56.27,56.27,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.2,56.2,56.2,0.0,0.0,56.26,56.26,56.26,0.0,0.0
2018-06-10,56.06,56.06,56.06,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.98,55.98,55.98,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2018-06-17,55.85,55.85,55.85,0.0,0.0,55.85,55.85,55.85,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.21,55.21,55.21,0.0,0.0
2018-06-24,54.54,54.54,54.54,0.0,0.0,54.95,54.95,54.95,0.0,0.0,54.44,54.44,54.44,0.0,0.0,54.93,54.93,54.93,0.0,0.0
2018-07-01,56.15,56.15,56.15,0.0,0.0,56.39,56.39,56.39,0.0,0.0,56.06,56.06,56.06,0.0,0.0,56.39,56.39,56.39,0.0,0.0
2018-07-08,56.34,56.34,56.34,0.0,0.0,56.37,56.37,56.37,0.0,0.0,55.95,55.95,55.95,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2018-07-15,56.35,56.35,56.35,0.0,0.0,56.47,56.47,56.47,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.41,56.41,56.41,0.0,0.0
2018-07-22,56.07,56.07,56.07,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.51,55.51,55.51,0.0,0.0,55.55,55.55,55.55,0.0,0.0
2018-07-29,56.52,56.52,56.52,0.0,0.0,56.84,56.84,56.84,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.82,56.82,56.82,0.0,0.0
2018-08-05,56.68,56.68,56.68,0.0,0.0,56.82,56.82,56.82,0.0,0.0,56.25,56.25,56.25,0.0,0.0,56.37,56.37,56.37,0.0,0.0
2018-08-12,57.18,57.18,57.18,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.12,57.12,57.12,0.0,0.0,57.33,57.33,57.33,0.0,0.0
2018-08-19,58.16,58.16,58.16,0.0,0.0,58.44,58.44,58.44,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2018-08-26,58.23,58.23,58.23,0.0,0.0,58.48,58.48,58.48,0.0,0.0,58.22,58.22,58.22,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2018-09-02,58.17,58.17,58.17,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.08,58.08,58.08,0.0,0.0,58.2,58.2,58.2,0.0,0.0
2018-09-09,58.76,58.76,58.76,0.0,0.0,58.79,58.79,58.79,0.0,0.0,58.16,58.16,58.16,0.0,0.0,58.21,58.21,58.21,0.0,0.0
2018-09-16,58.37,58.37,58.37,0.0,0.0,58.48,58.48,58.48,0.0,0.0,57.98,57.98,57.98,0.0,0.0,58.17,58.17,58.17,0.0,0.0
2018-09-23,58.08,58.08,58.08,0.0,0.0,58.08,58.08,58.08,0.0,0.0,57.4,57.4,57.4,0.0,0.0,57.5,57.5,57.5,0.0,0.0
2018-09-30,56.17,56.17,56.17,0.0,0.0,56.3,56.3,56.3,0.0,0.0,55.77,55.77,55.77,0.0,0.0,56.17,56.17,56.17,0.0,0.0
2018-10-07,53.38,53.38,53.38,0.0,0.0,53.94,53.94,53.94,0.0,0.0,53.27,53.27,53.27,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2018-10-14,53.61,53.61,53.61,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2018-10-21,52.08,52.08,52.08,0.0,0.0,52.44,52.44,52.44,0.0,0.0,50.62,50.62,50.62,0.0,0.0,51.22,51.22,51.22,0.0,0.0
2018-10-28,53.68,53.68,53.68,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.32,53.32,53.32,0.0,0.0,53.71,53.71,53.71,0.0,0.0
2018-11-04,53.99,53.99,53.99,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.11,53.11,53.11,0.0,0.0,53.18,53.18,53.18,0.0,0.0
2018-11-11,53.27,53.27,53.27,0.0,0.0,53.43,53.43,53.43,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.38,52.38,52.38,0.0,0.0
2018-11-18,52.53,52.53,52.53,0.0,0.0,52.9,52.9,52.9,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-11-25,54.77,54.77,54.77,0.0,0.0,54.77,54.77,54.77,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.51,54.51,54.51,0.0,0.0
2018-12-02,51.37,51.37,51.37,0.0,0.0,51.53,51.53,51.53,0.0,0.0,50.41,50.41,50.41,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2018-12-09,49.74,49.74,49.74,0.0,0.0,49.88,49.88,49.88,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2018-12-16,45.94,45.94,45.94,0.0,0.0,46.07,46.07,46.07,0.0,0.0,45.02,45.02,45.02,0.0,0.0,45.02,45.02,45.02,0.0,0.0
2018-12-23,47.71,47.71,47.71,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2018-12-30,48.68,48.68,48.68,0.0,0.0,49.67,49.67,49.67,0.0,0.0,48.58,48.58,48.58,0.0,0.0,49.31,49.31,49.31,0.0,0.0
2019-01-06,50.42,50.42,50.42,0.0,0.0,50.74,50.74,50.74,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.5,50.5,50.5,0.0,0.0
2019-01-13,51.97,51.97,51.97,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.36,52.36,52.36,0.0,0.0
2019-01-20,52.07,52.07,52.07,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.42,52.42,52.42,0.0,0.0
2019-01-27,53.5,53.5,53.5,0.0,0.0,53.93,53.93,53.93,0.0,0.0,53.33,53.33,53.33,0.0,0.0,53.93,53.93,53.93,0.0,0.0
2019-02-03,54.05,54.05,54.05,0.0,0.0,54.17,54.17,54.17,0.0,0.0,53.92,53.92,53.92,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-02-10,55.14,55.14,55.14,0.0,0.0,55.36,55.36,55.36,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.36,55.36,55.36,0.0,0.0
2019-02-17,56.1,56.1,56.1,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.81,55.81,55.81,0.0,0.0,55.86,55.86,55.86,0.0,0.0
2019-02-24,56.12,56.12,56.12,0.0,0.0,56.21,56.21,56.21,0.0,0.0,55.15,55.15,55.15,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2019-03-03,54.39,54.39,54.39,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.37,54.37,54.37,0.0,0.0,55.05,55.05,55.05,0.0,0.0
