Date,UBS E-TRACS Bloomberg CMCIEtf_Open_average,UBS E-TRACS Bloomberg CMCIEtf_Open_max,UBS E-TRACS Bloomberg CMCIEtf_Open_min,UBS E-TRACS Bloomberg CMCIEtf_Open_volatility,UBS E-TRACS Bloomberg CMCIEtf_Open_change,UBS E-TRACS Bloomberg CMCIEtf_High_average,UBS E-TRACS Bloomberg CMCIEtf_High_max,UBS E-TRACS Bloomberg CMCIEtf_High_min,UBS E-TRACS Bloomberg CMCIEtf_High_volatility,UBS E-TRACS Bloomberg CMCIEtf_High_change,UBS E-TRACS Bloomberg CMCIEtf_Low_average,UBS E-TRACS Bloomberg CMCIEtf_Low_max,UBS E-TRACS Bloomberg CMCIEtf_Low_min,UBS E-TRACS Bloomberg CMCIEtf_Low_volatility,UBS E-TRACS Bloomberg CMCIEtf_Low_change,UBS E-TRACS Bloomberg CMCIEtf_Close_average,UBS E-TRACS Bloomberg CMCIEtf_Close_max,UBS E-TRACS Bloomberg CMCIEtf_Close_min,UBS E-TRACS Bloomberg CMCIEtf_Close_volatility,UBS E-TRACS Bloomberg CMCIEtf_Close_change
2018-01-14,15.44,15.44,15.44,0.0,0.0,15.52,15.52,15.52,0.0,0.0,15.36,15.36,15.36,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2018-01-21,15.75,15.75,15.75,0.0,0.0,15.78,15.78,15.78,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.73,15.73,15.73,0.0,0.0
2018-01-28,15.64,15.64,15.64,0.0,0.0,15.65,15.65,15.65,0.0,0.0,15.51,15.51,15.51,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2018-02-04,15.04,15.04,15.04,0.0,0.0,15.04,15.04,15.04,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2018-02-11,15.36,15.36,15.36,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2018-02-18,15.46,15.46,15.46,0.0,0.0,15.56,15.56,15.56,0.0,0.0,15.46,15.46,15.46,0.0,0.0,15.56,15.56,15.56,0.0,0.0
2018-02-25,15.38,15.38,15.38,0.0,0.0,15.38,15.38,15.38,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.35,15.35,15.35,0.0,0.0
2018-03-04,15.31,15.31,15.31,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2018-03-11,15.25,15.25,15.25,0.0,0.0,15.34,15.34,15.34,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.29,15.29,15.29,0.0,0.0
2018-03-18,15.3,15.3,15.3,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.3,15.3,15.3,0.0,0.0,15.39,15.39,15.39,0.0,0.0
2018-03-25,15.32,15.32,15.32,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.4,15.4,15.4,0.0,0.0
2018-04-01,15.21,15.21,15.21,0.0,0.0,15.27,15.27,15.27,0.0,0.0,15.21,15.21,15.21,0.0,0.0,15.22,15.22,15.22,0.0,0.0
2018-04-08,15.66,15.66,15.66,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.69,15.69,15.69,0.0,0.0
2018-04-15,15.88,15.88,15.88,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.83,15.83,15.83,0.0,0.0
2018-04-22,15.7,15.7,15.7,0.0,0.0,15.76,15.76,15.76,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.76,15.76,15.76,0.0,0.0
2018-04-29,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.84,15.84,15.84,0.0,0.0
2018-05-06,15.98,15.98,15.98,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.9,15.9,15.9,0.0,0.0,15.91,15.91,15.91,0.0,0.0
2018-05-13,16.13,16.13,16.13,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0
2018-05-20,16.2,16.2,16.2,0.0,0.0,16.2,16.2,16.2,0.0,0.0,16.1,16.1,16.1,0.0,0.0,16.18,16.18,16.18,0.0,0.0
2018-05-27,16.15,16.15,16.15,0.0,0.0,16.16,16.16,16.16,0.0,0.0,16.07,16.07,16.07,0.0,0.0,16.14,16.14,16.14,0.0,0.0
2018-06-03,16.15,16.15,16.15,0.0,0.0,16.15,16.15,16.15,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2018-06-10,15.79,15.79,15.79,0.0,0.0,15.79,15.79,15.79,0.0,0.0,15.6,15.6,15.6,0.0,0.0,15.6,15.6,15.6,0.0,0.0
2018-06-17,15.55,15.55,15.55,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.49,15.49,15.49,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2018-06-24,15.57,15.57,15.57,0.0,0.0,15.62,15.62,15.62,0.0,0.0,15.57,15.57,15.57,0.0,0.0,15.62,15.62,15.62,0.0,0.0
2018-07-01,15.17,15.17,15.17,0.0,0.0,15.33,15.33,15.33,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.33,15.33,15.33,0.0,0.0
