Date,CYOU_Open_average,CYOU_Open_max,CYOU_Open_min,CYOU_Open_volatility,CYOU_Open_change,CYOU_High_average,CYOU_High_max,CYOU_High_min,CYOU_High_volatility,CYOU_High_change,CYOU_Low_average,CYOU_Low_max,CYOU_Low_min,CYOU_Low_volatility,CYOU_Low_change,CYOU_Close_average,CYOU_Close_max,CYOU_Close_min,CYOU_Close_volatility,CYOU_Close_change,CYOU_Volume_average,CYOU_Volume_max,CYOU_Volume_min,CYOU_Volume_volatility,CYOU_Volume_change
2018-01-14,36.602000000000004,37.04,36.24,0.7999999999999972,0.36999999999999744,37.006,37.63,36.56,1.0700000000000003,0.5600000000000023,36.29,36.49,36.13,0.35999999999999943,0.35999999999999943,36.522,36.96,36.23,0.730000000000004,0.2600000000000051,145316,260921,87056,173865,-172104
2018-01-21,33.774,36.67,29.61,7.060000000000002,-7.060000000000002,34.36,36.67,31.92,4.75,-4.75,32.724000000000004,35.07,29.6,5.469999999999999,-5.469999999999999,33.088,35.18,30.13,5.050000000000001,-5.050000000000001,383150,842788,182424,660364,525931
2018-01-28,30.54,31.54,29.73,1.8099999999999987,0.5,31.296,32.39,30.75,1.6400000000000006,-0.030000000000001137,30.042,30.38,29.73,0.6499999999999986,0.28000000000000114,30.704,31.75,30.2,1.5500000000000007,-0.2699999999999996,293132,409256,199505,209751,-132408
2018-02-04,28.816,30.0,27.76,2.2399999999999984,-2.2399999999999984,29.012,30.0,27.83,2.1700000000000017,-2.1700000000000017,27.96,29.01,27.06,1.9500000000000028,-1.9500000000000028,28.264,29.49,27.22,2.2699999999999996,-2.2699999999999996,304164,444744,217955,226789,208038
2018-02-11,27.880000000000003,28.35,27.18,1.1700000000000017,0.870000000000001,28.3075,28.62,28.1,0.5199999999999996,-0.029999999999997584,27.4725,27.93,27.02,0.9100000000000001,-0.10999999999999943,27.822499999999998,28.13,27.22,0.9100000000000001,-0.6500000000000021,234642,548493,85086,463407,-416750
2018-02-18,27.956,28.46,26.93,1.5300000000000011,1.5300000000000011,28.528,28.83,28.1,0.7299999999999969,0.5999999999999979,27.752,28.26,26.93,1.3300000000000018,1.3300000000000018,28.222,28.52,27.84,0.6799999999999997,0.4499999999999993,168688,223265,116540,106725,-48440
2018-02-25,28.186,28.5,27.64,0.8599999999999994,-0.8599999999999994,28.45,28.78,28.11,0.6700000000000017,-0.6099999999999994,27.79,28.16,27.34,0.8200000000000003,-0.5199999999999996,28.106,28.3,27.89,0.41000000000000014,-0.3299999999999983,210512,307322,150066,157256,4657
2018-03-04,28.598000000000003,29.01,28.17,0.8399999999999999,0.8399999999999999,28.924,29.19,28.6,0.5899999999999999,0.5899999999999999,28.342,28.8,27.94,0.8599999999999994,0.8599999999999994,28.72,28.96,28.56,0.40000000000000213,0.39000000000000057,98540,142238,69087,73151,-34636
2018-03-11,28.5,29.09,27.68,1.4100000000000001,-1.4100000000000001,28.618,29.22,27.85,1.3699999999999974,-1.3699999999999974,27.954,28.72,27.17,1.5499999999999972,-1.5499999999999972,28.168,28.88,27.56,1.3200000000000003,-1.1699999999999982,135445,317851,71402,246449,-36375
2018-03-18,27.704,28.0,27.47,0.5300000000000011,0.3200000000000003,28.041999999999998,28.11,27.96,0.14999999999999858,0.0799999999999983,27.378,27.47,27.25,0.21999999999999886,-0.07000000000000028,27.818,27.97,27.45,0.5199999999999996,0.5199999999999996,110012,185588,69530,116058,110242
2018-03-25,27.845,28.03,27.76,0.2699999999999996,-0.21000000000000085,28.052500000000002,28.3,27.82,0.4800000000000004,-0.4800000000000004,27.38,27.86,27.01,0.8499999999999979,-0.620000000000001,27.8775,28.05,27.75,0.3000000000000007,-0.3000000000000007,141287,189581,90625,98956,47902
2018-04-01,29.158,30.6,27.5,3.1000000000000014,1.5100000000000016,29.465999999999998,30.79,27.99,2.8000000000000007,1.9499999999999993,28.604,29.49,27.42,2.0699999999999967,2.039999999999999,28.942,29.97,27.76,2.2099999999999973,1.9399999999999977,313927,829999,74778,755221,95423
2018-04-08,28.336,30.43,20.61,9.82,-9.82,28.482,30.51,20.76,9.75,-9.669999999999998,27.86,30.02,20.15,9.870000000000001,-9.510000000000002,28.14,30.15,20.71,9.439999999999998,-9.309999999999999,214055,268991,162452,106539,84369
2018-04-15,20.73,21.03,20.19,0.8399999999999999,-0.4800000000000004,21.034,21.37,20.62,0.75,-0.75,20.454,20.75,20.1,0.6499999999999986,-0.36999999999999744,20.733999999999998,21.08,20.24,0.8399999999999999,-0.8399999999999999,303770,358537,210865,147672,-17036
