Date,AREStock_Open_average,AREStock_Open_max,AREStock_Open_min,AREStock_Open_volatility,AREStock_Open_change,AREStock_High_average,AREStock_High_max,AREStock_High_min,AREStock_High_volatility,AREStock_High_change,AREStock_Low_average,AREStock_Low_max,AREStock_Low_min,AREStock_Low_volatility,AREStock_Low_change,AREStock_Close_average,AREStock_Close_max,AREStock_Close_min,AREStock_Close_volatility,AREStock_Close_change,AREStock_Volume_average,AREStock_Volume_max,AREStock_Volume_min,AREStock_Volume_volatility,AREStock_Volume_change
2018-01-14,125.4725,125.68,125.28,0.4000000000000057,0.4000000000000057,126.1875,126.6,125.9,0.6999999999999886,-0.4899999999999949,124.6925,125.13,124.25,0.8799999999999955,0.28999999999999204,125.44,125.95,124.93,1.019999999999996,1.019999999999996,763437,1227147,558247,668900,58565
2018-01-21,126.886,127.41,125.96,1.4500000000000028,1.3000000000000114,127.528,127.93,127.11,0.8200000000000074,0.09000000000000341,125.926,126.8,125.36,1.4399999999999977,0.18999999999999773,127.01,127.67,126.47,1.2000000000000028,-0.8499999999999943,523203,738629,365743,372886,-372886
2018-01-28,126.338,129.7,124.46,5.239999999999995,-1.75,127.624,130.41,125.68,4.72999999999999,-0.5299999999999869,124.242,125.87,122.68,3.1899999999999977,-1.4899999999999949,125.86,129.7,124.12,5.579999999999984,-0.39000000000000057,749093,926192,570715,355477,101505
2018-02-04,119.134,123.94,115.83,8.11,-8.11,120.984,124.43,118.91,5.52000000000001,-5.52000000000001,116.498,119.68,114.0,5.680000000000007,-5.090000000000003,118.0,119.88,114.58,5.299999999999997,-1.8399999999999892,978266,1065853,852131,213722,106055
2018-02-11,119.894,121.9,118.81,3.0900000000000034,3.0900000000000034,121.188,123.18,119.68,3.5,3.5,118.602,121.73,115.36,6.3700000000000045,6.3700000000000045,120.78,122.66,119.08,3.5799999999999983,3.5799999999999983,669556,920817,498772,422045,-344860
2018-02-18,120.60499999999999,122.28,119.07,3.210000000000008,-1.7800000000000011,122.1575,123.94,120.8,3.1400000000000006,-1.269999999999996,119.59,120.8,118.32,2.480000000000004,-0.5999999999999943,120.505,122.65,118.43,4.219999999999999,1.6800000000000068,561314,774519,273958,500561,-500561
2018-02-25,122.134,123.17,120.81,2.3599999999999994,-0.9300000000000068,123.402,123.7,123.1,0.6000000000000085,0.29999999999999716,120.954,121.69,120.22,1.4699999999999989,-0.5600000000000023,122.324,123.49,120.84,2.6499999999999915,0.10999999999999943,573362,848276,308953,539323,203250
2018-03-04,125.014,126.27,122.77,3.5,3.5,126.13,126.42,125.76,0.6599999999999966,0.5900000000000034,123.968,124.88,122.52,2.3599999999999994,1.990000000000009,125.56,125.98,124.99,0.9900000000000091,0.9900000000000091,507765,618839,388090,230749,-146879
2018-03-11,126.468,126.84,125.95,0.8900000000000006,0.75,127.48599999999999,128.57,126.55,2.019999999999996,2.019999999999996,125.868,126.42,125.46,0.960000000000008,0.9500000000000028,126.86200000000001,128.24,126.03,2.210000000000008,2.210000000000008,689306,1269042,436725,832317,554497
2018-03-18,125.77,128.25,122.06,6.189999999999998,-6.189999999999998,126.276,128.46,122.47,5.990000000000009,-5.990000000000009,123.39,126.5,118.06,8.439999999999998,-8.439999999999998,123.954,127.24,118.6,8.64,-8.64,701431,1061627,364994,696633,478707
2018-03-25,121.72749999999999,123.78,119.74,4.040000000000006,4.040000000000006,123.595,125.07,121.35,3.719999999999999,3.719999999999999,120.8275,123.23,118.76,4.469999999999999,4.469999999999999,122.885,124.89,121.11,3.780000000000001,3.780000000000001,694506,981063,441217,539846,-173963
2018-04-01,123.482,124.84,122.03,2.8100000000000023,-1.2999999999999972,124.28,125.12,123.26,1.8599999999999994,-1.3599999999999994,121.52,122.56,120.58,1.980000000000004,1.1500000000000057,122.858,124.43,121.79,2.6400000000000006,0.2799999999999869,565788,718255,456275,261980,-261980
2018-04-08,121.588,122.17,121.07,1.1000000000000085,-1.1000000000000085,122.074,122.75,121.35,1.4000000000000057,-0.6200000000000045,120.79599999999999,121.16,120.1,1.0600000000000023,-0.6299999999999955,121.394,122.05,120.79,1.259999999999991,0.7099999999999937,551737,647605,392354,255251,-235184
2018-04-15,123.28,124.44,122.33,2.1099999999999994,-0.0799999999999983,124.17399999999999,125.4,122.69,2.710000000000008,-0.7999999999999972,122.214,124.15,121.14,3.010000000000005,-0.7999999999999972,122.97,124.31,121.3,3.010000000000005,-1.6300000000000097,430520,527388,356197,171191,166365
2018-04-22,121.978,123.26,121.38,1.8800000000000097,1.8800000000000097,123.242,125.35,122.13,3.219999999999999,3.219999999999999,121.514,123.21,120.82,2.3900000000000006,2.3599999999999994,122.612,124.86,121.37,3.489999999999995,3.489999999999995,400530,457644,320264,137380,72917
2018-04-29,126.72,128.75,125.28,3.469999999999999,1.4599999999999937,128.252,130.53,125.28,5.25,3.6200000000000045,125.458,126.36,124.08,2.280000000000001,2.0700000000000074,127.366,129.41,124.57,4.840000000000003,3.980000000000018,823729,1224242,455214,769028,-202040
2018-05-06,129.298,130.0,128.64,1.3600000000000136,0.4199999999999875,129.942,130.52,129.23,1.2900000000000205,-0.06999999999999318,128.252,128.82,127.9,0.9199999999999875,-0.39000000000000057,129.076,129.84,128.04,1.8000000000000114,-1.7600000000000193,500835,664458,316640,347818,209596
2018-05-13,124.712,128.19,121.71,6.480000000000004,-6.480000000000004,124.934,128.38,121.93,6.449999999999989,-6.449999999999989,122.958,126.34,120.58,5.760000000000005,-5.760000000000005,123.348,126.98,121.22,5.760000000000005,-5.760000000000005,683867,844802,516196,328606,199440
2018-05-20,123.804,125.98,122.04,3.9399999999999977,1.8699999999999903,124.874,126.28,123.8,2.480000000000004,0.5,122.654,123.42,120.75,2.6700000000000017,2.5400000000000063,124.07000000000001,125.81,123.43,2.3799999999999955,0.06999999999999318,649738,782744,504062,278682,-93366
2018-05-27,124.4025,125.24,123.1,2.1400000000000006,2.1400000000000006,125.4825,126.21,124.45,1.759999999999991,1.3199999999999932,123.82000000000001,124.36,122.68,1.6799999999999926,1.519999999999996,125.055,125.58,124.39,1.1899999999999977,1.1899999999999977,1116856,1356449,905487,450962,-121266
2018-06-03,126.55,127.47,126.04,1.4299999999999926,0.18999999999999773,127.30199999999999,128.06,126.71,1.3500000000000085,0.1799999999999926,125.712,126.21,125.28,0.9299999999999926,-0.07000000000000739,126.734,127.21,126.32,0.8900000000000006,-0.01999999999999602,614569,770034,549155,220879,49289
2018-06-10,126.60600000000001,127.91,125.01,2.8999999999999915,0.5999999999999943,127.73,128.61,127.2,1.4100000000000108,1.3000000000000114,125.522,127.43,124.67,2.760000000000005,2.760000000000005,126.658,127.84,125.27,2.5700000000000074,2.5700000000000074,882354,1465053,599867,865186,603845
2018-06-17,126.584,127.12,125.98,1.1400000000000006,-0.13000000000000966,127.236,127.87,126.78,1.0900000000000034,-0.4900000000000091,125.62599999999999,126.07,125.21,0.8599999999999994,0.8599999999999994,126.57,127.08,126.36,0.7199999999999989,0.6799999999999926,848979,1308666,682094,626572,530150
2018-06-24,125.92,127.31,124.16,3.1500000000000057,-1.269999999999996,126.796,127.57,126.15,1.4199999999999875,0.2599999999999909,124.956,125.6,124.08,1.519999999999996,-0.22999999999998977,125.774,126.34,124.82,1.5200000000000102,0.23000000000000398,764920,945812,585461,360351,60148
