Date,Fidelity Quality_etf_Open_average,Fidelity Quality_etf_Open_max,Fidelity Quality_etf_Open_min,Fidelity Quality_etf_Open_volatility,Fidelity Quality_etf_Open_change,Fidelity Quality_etf_High_average,Fidelity Quality_etf_High_max,Fidelity Quality_etf_High_min,Fidelity Quality_etf_High_volatility,Fidelity Quality_etf_High_change,Fidelity Quality_etf_Low_average,Fidelity Quality_etf_Low_max,Fidelity Quality_etf_Low_min,Fidelity Quality_etf_Low_volatility,Fidelity Quality_etf_Low_change,Fidelity Quality_etf_Close_average,Fidelity Quality_etf_Close_max,Fidelity Quality_etf_Close_min,Fidelity Quality_etf_Close_volatility,Fidelity Quality_etf_Close_change
2018-03-25,31.18,31.18,31.18,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.52,31.52,31.52,0.0,0.0
2018-04-01,31.45,31.45,31.45,0.0,0.0,31.61,31.61,31.61,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2018-04-08,31.8,31.8,31.8,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2018-04-15,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2018-04-22,31.72,31.72,31.72,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-04-29,31.15,31.15,31.15,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-05-06,32.44,32.44,32.44,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2018-05-13,32.46,32.46,32.46,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2018-05-20,32.37,32.37,32.37,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-05-27,32.45,32.45,32.45,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2018-06-03,33.17,33.17,33.17,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.22,33.22,33.22,0.0,0.0
2018-06-10,32.92,32.92,32.92,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2018-06-17,32.74,32.74,32.74,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.75,32.75,32.75,0.0,0.0
2018-06-24,32.51,32.51,32.51,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2018-07-01,32.49,32.49,32.49,0.0,0.0,32.89,32.89,32.89,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.83,32.83,32.83,0.0,0.0
2018-07-08,33.25,33.25,33.25,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2018-07-15,33.43,33.43,33.43,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2018-07-22,33.76,33.76,33.76,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2018-07-29,33.61,33.61,33.61,0.0,0.0,33.76,33.76,33.76,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2018-08-05,33.94,33.94,33.94,0.0,0.0,33.94,33.94,33.94,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.78,33.78,33.78,0.0,0.0
2018-08-12,34.02,34.02,34.02,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2018-08-19,34.35,34.35,34.35,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.42,34.42,34.42,0.0,0.0
2018-08-26,34.66,34.66,34.66,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2018-09-02,34.3,34.3,34.3,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-09-09,34.82,34.82,34.82,0.0,0.0,34.82,34.82,34.82,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-09-16,35.05,35.05,35.05,0.0,0.0,35.05,35.05,35.05,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-09-23,34.59,34.59,34.59,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2018-09-30,34.58,34.58,34.58,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2018-10-07,32.99,32.99,32.99,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-10-14,33.15,33.15,33.15,0.0,0.0,33.26,33.26,33.26,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-10-21,31.74,31.74,31.74,0.0,0.0,32.06,32.06,32.06,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2018-10-28,32.81,32.81,32.81,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2018-11-04,33.12,33.12,33.12,0.0,0.0,33.22,33.22,33.22,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2018-11-11,32.7,32.7,32.7,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2018-11-18,31.52,31.52,31.52,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-11-25,32.6,32.6,32.6,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2018-12-02,32.23,32.23,32.23,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-12-09,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2018-12-16,29.8,29.8,29.8,0.0,0.0,30.02,30.02,30.02,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-12-23,30.09,30.09,30.09,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.85,29.85,29.85,0.0,0.0
2018-12-30,29.92,29.92,29.92,0.0,0.0,30.45,30.45,30.45,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2019-01-06,31.08,31.08,31.08,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-01-13,31.7,31.7,31.7,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.94,31.94,31.94,0.0,0.0
2019-01-20,31.75,31.75,31.75,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2019-01-27,32.47,32.47,32.47,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2019-02-03,32.34,32.34,32.34,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2019-02-10,33.19,33.19,33.19,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-02-17,33.35,33.35,33.35,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-02-24,33.63,33.63,33.63,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.6,33.6,33.6,0.0,0.0
2019-03-03,32.9,32.9,32.9,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.98,32.98,32.98,0.0,0.0
2019-03-10,33.59,33.59,33.59,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.71,33.71,33.71,0.0,0.0
2019-03-17,33.9,33.9,33.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.34,33.34,33.34,0.0,0.0
2019-03-24,33.77,33.77,33.77,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-03-31,34.5,34.5,34.5,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2019-04-07,34.71,34.71,34.71,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2019-04-14,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.64,34.64,34.64,0.0,0.0
2019-04-21,34.82,34.82,34.82,0.0,0.0,34.94,34.94,34.94,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2019-04-28,34.85,34.85,34.85,0.0,0.0,35.02,35.02,35.02,0.0,0.0,34.81,34.81,34.81,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-05-05,34.0,34.0,34.0,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.64,33.64,33.64,0.0,0.0,34.26,34.26,34.26,0.0,0.0
2019-05-12,33.94,33.94,33.94,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2019-05-19,33.73,33.73,33.73,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.58,33.58,33.58,0.0,0.0
2019-05-26,32.86,32.86,32.86,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-06-02,34.09,34.09,34.09,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.09,34.09,34.09,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2019-06-09,34.29,34.29,34.29,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.29,34.29,34.29,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2019-06-16,34.99,34.99,34.99,0.0,0.0,35.04,35.04,35.04,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-06-23,34.65,34.65,34.65,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.58,34.58,34.58,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-06-30,35.22,35.22,35.22,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.09,35.09,35.09,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-07-07,35.47,35.47,35.47,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-07-14,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-07-21,35.59,35.59,35.59,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-07-28,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2019-08-04,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-08-11,34.1,34.1,34.1,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.1,34.1,34.1,0.0,0.0,34.36,34.36,34.36,0.0,0.0
2019-08-18,34.69,34.69,34.69,0.0,0.0,34.8,34.8,34.8,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-08-25,34.87,34.87,34.87,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2019-09-01,35.39,35.39,35.39,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-09-08,35.42,35.42,35.42,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.29,35.29,35.29,0.0,0.0
2019-09-15,35.42,35.42,35.42,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.11,35.11,35.11,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2019-09-22,35.13,35.13,35.13,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-09-29,34.44,34.44,34.44,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.81,34.81,34.81,0.0,0.0
2019-10-06,35.13,35.13,35.13,0.0,0.0,35.31,35.31,35.31,0.0,0.0,35.06,35.06,35.06,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2019-10-13,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2019-10-20,35.37,35.37,35.37,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.37,35.37,35.37,0.0,0.0,35.56,35.56,35.56,0.0,0.0
2019-10-27,36.0,36.0,36.0,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.89,35.89,35.89,0.0,0.0,36.0,36.0,36.0,0.0,0.0
2019-11-03,36.05,36.05,36.05,0.0,0.0,36.09,36.09,36.09,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2019-11-10,36.51,36.51,36.51,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.53,36.53,36.53,0.0,0.0
2019-11-17,36.44,36.44,36.44,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.48,36.48,36.48,0.0,0.0
2019-11-24,37.02,37.02,37.02,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2019-12-01,36.87,36.87,36.87,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.87,36.87,36.87,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2019-12-08,37.5,37.5,37.5,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.11,37.11,37.11,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2019-12-15,37.55,37.55,37.55,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2019-12-22,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.73,37.73,37.73,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2019-12-29,37.57,37.57,37.57,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.81,37.81,37.81,0.0,0.0
