Date,AMGStock_Open_average,AMGStock_Open_max,AMGStock_Open_min,AMGStock_Open_volatility,AMGStock_Open_change,AMGStock_High_average,AMGStock_High_max,AMGStock_High_min,AMGStock_High_volatility,AMGStock_High_change,AMGStock_Low_average,AMGStock_Low_max,AMGStock_Low_min,AMGStock_Low_volatility,AMGStock_Low_change,AMGStock_Close_average,AMGStock_Close_max,AMGStock_Close_min,AMGStock_Close_volatility,AMGStock_Close_change,AMGStock_Volume_average,AMGStock_Volume_max,AMGStock_Volume_min,AMGStock_Volume_volatility,AMGStock_Volume_change
2018-01-14,206.0,207.99,204.41,3.5800000000000125,1.9199999999999875,209.16750000000002,213.86,206.07,7.7900000000000205,7.7900000000000205,204.045,206.76,201.51,5.25,5.25,207.0025,212.0,203.01,8.990000000000009,8.990000000000009,356253,489960,216520,273440,102719
2018-01-21,212.616,214.27,211.31,2.960000000000008,-0.3499999999999943,214.364,217.0,212.0,5.0,3.0,210.42600000000002,211.97,209.4,2.569999999999993,1.6099999999999852,213.01999999999998,215.76,211.0,4.759999999999991,1.789999999999992,318113,491660,217130,274530,139524
2018-01-28,203.298,208.25,198.39,9.860000000000014,-6.289999999999992,205.776,212.84,200.52,12.319999999999993,-12.319999999999993,198.956,203.56,195.29,8.27000000000001,-8.27000000000001,202.186,209.21,197.11,12.099999999999994,-12.099999999999994,623393,859692,450329,409363,-120646
2018-02-04,186.90800000000002,194.65,181.96,12.689999999999998,-12.689999999999998,190.032,197.65,182.07,15.580000000000013,-15.580000000000013,181.426,186.67,173.93,12.73999999999998,-12.669999999999987,185.284,190.7,179.11,11.589999999999975,-8.259999999999991,626115,719019,526223,192796,66800
2018-02-11,184.62,190.76,180.53,10.22999999999999,7.969999999999999,188.406,192.91,182.49,10.419999999999987,8.590000000000003,182.984,188.86,178.64,10.220000000000027,9.380000000000024,186.93,191.79,181.19,10.599999999999994,10.599999999999994,537067,689105,366922,322183,-14138
2018-02-18,189.035,190.35,187.83,2.519999999999982,-2.3499999999999943,191.9375,194.05,190.01,4.0400000000000205,-2.3300000000000125,186.825,187.22,186.57,0.6500000000000057,0.37999999999999545,188.29250000000002,190.01,186.83,3.1799999999999784,2.7099999999999795,409758,477440,274084,203356,-203356
2018-02-25,189.752,194.06,183.85,10.210000000000008,-6.890000000000015,192.244,195.38,188.15,7.22999999999999,-6.949999999999989,187.216,190.09,182.33,7.759999999999991,-7.449999999999989,189.464,194.86,185.37,9.490000000000009,-7.380000000000024,410620,512508,264405,248103,-93503
2018-03-04,189.598,193.27,185.2,8.070000000000022,8.070000000000022,191.964,196.25,189.35,6.900000000000006,6.900000000000006,188.008,192.26,184.88,7.3799999999999955,7.3799999999999955,191.542,196.11,188.16,7.950000000000017,7.950000000000017,374063,425713,290582,135131,-80003
2018-03-11,194.356,196.23,190.57,5.659999999999997,-4.980000000000018,195.792,197.03,194.17,2.8600000000000136,-2.8600000000000136,192.078,194.11,189.55,4.560000000000002,-3.3400000000000034,193.2,194.95,190.46,4.489999999999981,-2.329999999999984,429557,775981,300237,475744,420417
2018-03-18,189.712,192.44,185.69,6.75,-6.75,191.44400000000002,194.9,186.47,8.430000000000007,-7.150000000000006,185.84799999999998,188.44,180.62,7.819999999999993,-7.579999999999984,187.652,192.26,180.92,11.340000000000003,-9.740000000000009,400244,513214,344414,168800,-75338
2018-03-25,186.7175,189.77,184.97,4.800000000000011,1.289999999999992,189.03,190.82,186.5,4.319999999999993,1.789999999999992,183.8175,185.3,182.51,2.7900000000000205,2.7900000000000205,187.1025,189.58,185.0,4.5800000000000125,0.9800000000000182,332593,418872,266571,152301,-22386
2018-04-01,182.008,187.53,177.21,10.319999999999993,-8.080000000000013,184.178,187.53,180.69,6.840000000000003,-6.840000000000003,177.81,181.3,174.37,6.930000000000007,-3.6500000000000057,180.85,183.93,176.44,7.490000000000009,-3.990000000000009,431480,518538,378945,139593,-63881
2018-04-08,175.08,178.52,171.99,6.530000000000001,-2.890000000000015,176.534,179.64,174.21,5.429999999999978,-4.689999999999998,172.072,175.62,168.17,7.450000000000017,-6.440000000000026,172.868,176.28,169.25,7.030000000000001,-5.430000000000007,579554,804975,383530,421445,235191
2018-04-15,172.328,173.42,171.04,2.3799999999999955,1.7600000000000193,173.962,174.5,173.24,1.259999999999991,0.8700000000000045,171.012,171.96,170.05,1.9099999999999966,-0.4399999999999977,171.92600000000002,172.93,171.36,1.5699999999999932,0.01999999999998181,443817,554719,259302,295417,-550
2018-04-22,170.46,172.37,168.91,3.460000000000008,-1.7199999999999989,171.45,173.72,170.07,3.6500000000000057,-3.1599999999999966,168.578,170.5,167.61,2.8899999999999864,-1.6999999999999886,169.77,170.82,168.96,1.8599999999999852,-0.8199999999999932,406648,571844,273956,297888,297888
2018-04-29,161.678,164.08,158.86,5.219999999999999,-2.369999999999976,165.166,170.73,160.8,9.929999999999978,-7.369999999999976,159.544,161.53,156.19,5.340000000000003,-1.4499999999999886,162.374,164.86,160.07,4.7900000000000205,-3.140000000000015,669739,993884,329045,664839,-664839
2018-05-06,163.524,165.1,162.27,2.829999999999984,2.4399999999999977,165.03199999999998,165.89,163.95,1.9399999999999977,1.9399999999999977,162.362,164.3,160.95,3.3500000000000227,3.3500000000000227,163.744,164.76,162.45,2.3100000000000023,2.3100000000000023,274869,414472,177136,237336,-129183
