Date,First Trust Switzerland AlphaDEXEtf_Open_average,First Trust Switzerland AlphaDEXEtf_Open_max,First Trust Switzerland AlphaDEXEtf_Open_min,First Trust Switzerland AlphaDEXEtf_Open_volatility,First Trust Switzerland AlphaDEXEtf_Open_change,First Trust Switzerland AlphaDEXEtf_High_average,First Trust Switzerland AlphaDEXEtf_High_max,First Trust Switzerland AlphaDEXEtf_High_min,First Trust Switzerland AlphaDEXEtf_High_volatility,First Trust Switzerland AlphaDEXEtf_High_change,First Trust Switzerland AlphaDEXEtf_Low_average,First Trust Switzerland AlphaDEXEtf_Low_max,First Trust Switzerland AlphaDEXEtf_Low_min,First Trust Switzerland AlphaDEXEtf_Low_volatility,First Trust Switzerland AlphaDEXEtf_Low_change,First Trust Switzerland AlphaDEXEtf_Close_average,First Trust Switzerland AlphaDEXEtf_Close_max,First Trust Switzerland AlphaDEXEtf_Close_min,First Trust Switzerland AlphaDEXEtf_Close_volatility,First Trust Switzerland AlphaDEXEtf_Close_change
2018-04-15,52.31,52.31,52.31,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2018-04-22,52.19,52.19,52.19,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2018-04-29,51.82,51.82,51.82,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2018-05-06,53.06,53.06,53.06,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.97,52.97,52.97,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-05-13,53.1,53.1,53.1,0.0,0.0,53.15,53.15,53.15,0.0,0.0,52.83,52.83,52.83,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2018-05-20,52.49,52.49,52.49,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.31,52.31,52.31,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-05-27,52.42,52.42,52.42,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2018-06-03,52.44,52.44,52.44,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.69,52.69,52.69,0.0,0.0
2018-06-10,52.88,52.88,52.88,0.0,0.0,52.95,52.95,52.95,0.0,0.0,52.85,52.85,52.85,0.0,0.0,52.93,52.93,52.93,0.0,0.0
2018-06-17,50.91,50.91,50.91,0.0,0.0,51.1,51.1,51.1,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2018-06-24,50.34,50.34,50.34,0.0,0.0,50.38,50.38,50.38,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2018-07-01,50.53,50.53,50.53,0.0,0.0,50.72,50.72,50.72,0.0,0.0,50.5,50.5,50.5,0.0,0.0,50.61,50.61,50.61,0.0,0.0
2018-07-08,50.6,50.6,50.6,0.0,0.0,50.73,50.73,50.73,0.0,0.0,50.54,50.54,50.54,0.0,0.0,50.72,50.72,50.72,0.0,0.0
2018-07-15,51.1,51.1,51.1,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.04,51.04,51.04,0.0,0.0,51.12,51.12,51.12,0.0,0.0
2018-07-22,51.77,51.77,51.77,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2018-07-29,51.4,51.4,51.4,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2018-08-05,51.43,51.43,51.43,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.21,51.21,51.21,0.0,0.0
2018-08-12,50.46,50.46,50.46,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2018-08-19,52.17,52.17,52.17,0.0,0.0,52.17,52.17,52.17,0.0,0.0,52.15,52.15,52.15,0.0,0.0,52.15,52.15,52.15,0.0,0.0
2018-08-26,52.37,52.37,52.37,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-09-02,50.76,50.76,50.76,0.0,0.0,51.02,51.02,51.02,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2018-09-09,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2018-09-16,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.0,52.0,52.0,0.0,0.0
2018-09-23,50.88,50.88,50.88,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2018-09-30,49.04,49.04,49.04,0.0,0.0,49.05,49.05,49.05,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2018-10-07,46.14,46.14,46.14,0.0,0.0,46.37,46.37,46.37,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2018-10-14,46.44,46.44,46.44,0.0,0.0,46.54,46.54,46.54,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2018-10-21,44.77,44.77,44.77,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.28,44.28,44.28,0.0,0.0,45.01,45.01,45.01,0.0,0.0
2018-10-28,47.57,47.57,47.57,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2018-11-04,46.79,46.79,46.79,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.73,46.73,46.73,0.0,0.0
2018-11-11,45.15,45.15,45.15,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.15,45.15,45.15,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2018-11-18,44.63,44.63,44.63,0.0,0.0,44.79,44.79,44.79,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.79,44.79,44.79,0.0,0.0
2018-11-25,45.48,45.48,45.48,0.0,0.0,45.58,45.58,45.58,0.0,0.0,45.24,45.24,45.24,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2018-12-02,44.9,44.9,44.9,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2018-12-09,44.52,44.52,44.52,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.28,44.28,44.28,0.0,0.0
2018-12-16,43.1,43.1,43.1,0.0,0.0,43.12,43.12,43.12,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2018-12-23,43.9,43.9,43.9,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-12-30,43.95,43.95,43.95,0.0,0.0,44.58,44.58,44.58,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-01-06,46.14,46.14,46.14,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.1,46.1,46.1,0.0,0.0
2019-01-13,47.04,47.04,47.04,0.0,0.0,47.28,47.28,47.28,0.0,0.0,47.04,47.04,47.04,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-01-20,46.88,46.88,46.88,0.0,0.0,46.92,46.92,46.92,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2019-01-27,46.97,46.97,46.97,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.92,46.92,46.92,0.0,0.0
2019-02-03,45.87,45.87,45.87,0.0,0.0,46.08,46.08,46.08,0.0,0.0,45.72,45.72,45.72,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2019-02-10,46.6,46.6,46.6,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-02-17,47.32,47.32,47.32,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.32,47.32,47.32,0.0,0.0,47.46,47.46,47.46,0.0,0.0
2019-02-24,47.92,47.92,47.92,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2019-03-03,46.73,46.73,46.73,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.89,46.89,46.89,0.0,0.0
2019-03-10,48.05,48.05,48.05,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.11,48.11,48.11,0.0,0.0
2019-03-17,47.97,47.97,47.97,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.58,47.58,47.58,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-03-24,48.08,48.08,48.08,0.0,0.0,48.14,48.14,48.14,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2019-03-31,49.52,49.52,49.52,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.47,49.47,49.47,0.0,0.0
2019-04-07,49.77,49.77,49.77,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.75,49.75,49.75,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-04-14,50.17,50.17,50.17,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.27,50.27,50.27,0.0,0.0
2019-04-21,49.87,49.87,49.87,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.87,49.87,49.87,0.0,0.0,50.07,50.07,50.07,0.0,0.0
2019-04-28,49.89,49.89,49.89,0.0,0.0,50.08,50.08,50.08,0.0,0.0,49.89,49.89,49.89,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-05-05,48.79,48.79,48.79,0.0,0.0,49.07,49.07,49.07,0.0,0.0,48.7,48.7,48.7,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2019-05-12,48.75,48.75,48.75,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.75,48.75,48.75,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-05-19,49.13,49.13,49.13,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.21,49.21,49.21,0.0,0.0
2019-05-26,48.48,48.48,48.48,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.42,48.42,48.42,0.0,0.0
2019-06-02,50.51,50.51,50.51,0.0,0.0,50.62,50.62,50.62,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.58,50.58,50.58,0.0,0.0
2019-06-09,49.54,49.54,49.54,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-06-16,50.87,50.87,50.87,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-06-23,51.16,51.16,51.16,0.0,0.0,51.33,51.33,51.33,0.0,0.0,51.16,51.16,51.16,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-06-30,50.55,50.55,50.55,0.0,0.0,50.55,50.55,50.55,0.0,0.0,50.47,50.47,50.47,0.0,0.0,50.47,50.47,50.47,0.0,0.0
2019-07-07,49.75,49.75,49.75,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2019-07-14,50.44,50.44,50.44,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.02,50.02,50.02,0.0,0.0,50.39,50.39,50.39,0.0,0.0
2019-07-21,50.08,50.08,50.08,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.08,50.08,50.08,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-07-28,48.7,48.7,48.7,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.73,48.73,48.73,0.0,0.0
2019-08-04,48.1,48.1,48.1,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2019-08-11,46.61,46.61,46.61,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.59,46.59,46.59,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2019-08-18,47.35,47.35,47.35,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.13,47.13,47.13,0.0,0.0
2019-08-25,47.41,47.41,47.41,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.65,47.65,47.65,0.0,0.0
2019-09-01,48.83,48.83,48.83,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-09-08,49.83,49.83,49.83,0.0,0.0,49.84,49.84,49.84,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-09-15,48.99,48.99,48.99,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.99,48.99,48.99,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-09-22,48.83,48.83,48.83,0.0,0.0,48.83,48.83,48.83,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.68,48.68,48.68,0.0,0.0
2019-09-29,47.64,47.64,47.64,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-10-06,49.0,49.0,49.0,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.0,49.0,49.0,0.0,0.0,49.28,49.28,49.28,0.0,0.0
2019-10-13,49.58,49.58,49.58,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.57,49.57,49.57,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2019-10-20,49.98,49.98,49.98,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.88,49.88,49.88,0.0,0.0
2019-10-27,50.78,50.78,50.78,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.75,50.75,50.75,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2019-11-03,51.21,51.21,51.21,0.0,0.0,51.48,51.48,51.48,0.0,0.0,51.13,51.13,51.13,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-11-10,51.51,51.51,51.51,0.0,0.0,51.57,51.57,51.57,0.0,0.0,51.44,51.44,51.44,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2019-11-17,51.45,51.45,51.45,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.27,51.27,51.27,0.0,0.0
2019-11-24,51.7,51.7,51.7,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.59,51.59,51.59,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2019-12-01,52.06,52.06,52.06,0.0,0.0,52.09,52.09,52.09,0.0,0.0,52.06,52.06,52.06,0.0,0.0,52.09,52.09,52.09,0.0,0.0
2019-12-08,52.37,52.37,52.37,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.57,52.57,52.57,0.0,0.0
2019-12-15,53.25,53.25,53.25,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.21,53.21,53.21,0.0,0.0,53.26,53.26,53.26,0.0,0.0
2019-12-22,54.05,54.05,54.05,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.01,54.01,54.01,0.0,0.0,54.01,54.01,54.01,0.0,0.0
2019-12-29,54.03,54.03,54.03,0.0,0.0,54.22,54.22,54.22,0.0,0.0,54.03,54.03,54.03,0.0,0.0,54.06,54.06,54.06,0.0,0.0
