Date,GS_Open_average,GS_Open_max,GS_Open_min,GS_Open_volatility,GS_Open_change,GS_High_average,GS_High_max,GS_High_min,GS_High_volatility,GS_High_change,GS_Low_average,GS_Low_max,GS_Low_min,GS_Low_volatility,GS_Low_change,GS_Close_average,GS_Close_max,GS_Close_min,GS_Close_volatility,GS_Close_change,GS_Volume_average,GS_Volume_max,GS_Volume_min,GS_Volume_volatility,GS_Volume_change
2018-01-14,256.234,260.98,251.0,9.980000000000018,-3.8000000000000114,259.464,262.87,254.54,8.330000000000013,1.1000000000000227,252.25799999999998,256.4,248.84,7.559999999999974,-1.2099999999999795,256.144,261.52,250.97,10.549999999999983,3.0600000000000023,5589235,8608134,4445460,4162674,819212
2018-01-21,264.324,269.04,258.0,11.04000000000002,11.04000000000002,267.866,273.79,260.26,13.53000000000003,13.53000000000003,263.404,268.81,256.85,11.95999999999998,11.95999999999998,267.084,272.48,260.09,12.390000000000043,12.390000000000043,4157792,5054952,3535395,1519557,-122469
2018-01-28,266.52,270.39,257.51,12.879999999999995,-12.879999999999995,269.928,272.59,263.3,9.289999999999964,-8.699999999999989,260.058,267.11,241.5,25.610000000000014,-25.610000000000014,263.642,272.23,249.11,23.120000000000005,-19.829999999999984,4702243,6528467,3388237,3140230,2558034
2018-02-04,251.762,257.93,244.21,13.719999999999999,6.939999999999998,257.46,261.95,251.67,10.280000000000001,-2.6000000000000227,246.386,255.66,239.29,16.370000000000005,6.7099999999999795,252.922,258.7,246.35,12.349999999999994,-5.539999999999992,4940438,6739908,3692544,3047364,-3047364
2018-02-11,259.69,265.99,252.01,13.980000000000018,13.980000000000018,264.09749999999997,269.28,256.4,12.879999999999995,12.879999999999995,258.4675,265.9,250.58,15.319999999999965,15.319999999999965,263.3525,267.68,255.53,12.150000000000006,12.090000000000003,3154963,3793777,2602502,1191275,-97991
2018-02-18,265.142,267.5,263.0,4.5,0.6100000000000136,268.786,271.78,266.32,5.4599999999999795,2.92999999999995,263.266,266.77,260.72,6.0499999999999545,3.4599999999999795,265.55,271.26,261.43,9.829999999999984,6.3700000000000045,2714719,3017869,2507056,510813,132944
2018-02-25,262.842,271.0,255.0,16.0,-14.54000000000002,265.99,273.12,259.24,13.879999999999995,-8.569999999999993,259.008,267.93,252.1,15.830000000000013,-11.689999999999998,261.776,267.93,256.78,11.150000000000034,-4.810000000000002,3059428,3483534,2445846,1037688,-694763
2018-03-04,266.728,271.0,262.69,8.310000000000002,6.230000000000018,269.76,275.31,266.43,8.879999999999995,7.439999999999998,264.92,270.77,260.95,9.819999999999993,7.560000000000002,268.554,273.38,265.35,8.029999999999973,6.449999999999989,2953636,4410571,2217341,2193230,848216
2018-03-11,268.692,274.34,265.72,8.619999999999948,-7.349999999999966,270.432,275.03,267.5,7.529999999999973,-7.529999999999973,264.3,267.44,259.47,7.96999999999997,-7.96999999999997,265.94,268.53,262.53,6.0,-6.0,2712642,4114368,2255191,1859177,138761
2018-03-18,257.8,263.29,250.65,12.640000000000015,-12.640000000000015,260.452,266.49,254.95,11.54000000000002,-9.279999999999973,253.552,261.89,244.93,16.95999999999998,-13.439999999999998,255.556,263.19,245.26,17.930000000000007,-8.310000000000002,3248619,4489285,1514754,2974531,2272423
2018-03-25,251.68,255.89,248.78,7.109999999999985,-4.6299999999999955,253.4675,257.06,251.23,5.8300000000000125,-4.460000000000008,245.52,248.33,243.77,4.560000000000002,-1.8400000000000034,248.96,251.86,247.26,4.600000000000023,0.09000000000000341,3036374,3429894,2660194,769700,448410
2018-04-01,250.356,254.5,245.71,8.789999999999992,2.869999999999976,254.99,258.0,250.89,7.110000000000014,6.610000000000014,247.932,253.4,244.51,8.890000000000015,3.269999999999982,252.234,255.81,249.97,5.840000000000003,1.6099999999999852,2828963,3621939,1924810,1697129,768525
2018-04-08,257.178,261.94,252.59,9.349999999999994,-0.8299999999999841,259.722,262.5,254.83,7.6699999999999875,0.7700000000000387,254.41,256.66,249.79,6.870000000000033,0.7100000000000364,256.58,259.59,252.94,6.649999999999977,1.3100000000000023,3195863,3321982,3026173,295809,-57224
2018-04-15,255.252,261.6,251.66,9.940000000000026,-9.940000000000026,256.772,262.25,252.75,9.5,-9.5,251.018,252.83,246.19,6.640000000000015,-6.150000000000006,252.08599999999998,254.17,246.67,7.5,-6.960000000000008,5071136,10134395,2930638,7203757,-6358521
2018-04-22,242.25,248.82,239.27,9.549999999999983,-7.849999999999994,243.654,249.15,241.66,7.490000000000009,-6.0800000000000125,238.56,240.04,237.51,2.530000000000001,-1.8199999999999932,239.988,242.49,238.33,4.159999999999997,-4.159999999999997,3512963,5041420,2136781,2904639,-1914608
2018-04-29,234.974,237.51,232.31,5.199999999999989,-1.509999999999991,236.954,238.17,234.0,4.1699999999999875,0.2699999999999818,232.468,235.28,227.4,7.8799999999999955,1.3199999999999932,235.254,237.2,233.41,3.789999999999992,0.5300000000000011,3218753,4511425,1979446,2531979,-1290347
2018-05-06,241.074,243.6,237.98,5.6200000000000045,5.359999999999985,243.784,245.88,240.66,5.219999999999999,5.219999999999999,239.724,243.5,236.0,7.5,7.5,241.79999999999998,243.91,237.0,6.909999999999997,6.909999999999997,2353726,3267002,1540146,1726856,-1338476
2018-05-13,240.378,243.0,238.1,4.900000000000006,-3.9000000000000057,241.408,243.95,238.74,5.2099999999999795,-3.8799999999999955,238.846,240.67,236.87,3.799999999999983,-3.3499999999999943,239.264,241.56,237.0,4.560000000000002,-3.8600000000000136,2248860,2698990,1951741,747249,-213964
2018-05-20,236.795,238.7,235.0,3.6999999999999886,-3.6999999999999886,237.965,240.7,236.12,4.579999999999984,-4.579999999999984,235.0725,237.98,233.65,4.329999999999984,-3.6999999999999886,236.73,238.0,235.01,2.990000000000009,-2.990000000000009,2489937,3114002,1985610,1128392,-565868
2018-05-27,229.31,231.52,227.34,4.180000000000007,-1.170000000000016,230.33,232.47,228.11,4.359999999999985,-1.3199999999999932,226.486,228.95,224.09,4.859999999999985,3.9299999999999784,228.06199999999998,229.89,225.88,4.009999999999991,2.859999999999985,3894303,5334873,2133594,3201279,-3190015
