Date,BLRX_stock_Open_average,BLRX_stock_Open_max,BLRX_stock_Open_min,BLRX_stock_Open_volatility,BLRX_stock_Open_change,BLRX_stock_High_average,BLRX_stock_High_max,BLRX_stock_High_min,BLRX_stock_High_volatility,BLRX_stock_High_change,BLRX_stock_Low_average,BLRX_stock_Low_max,BLRX_stock_Low_min,BLRX_stock_Low_volatility,BLRX_stock_Low_change,BLRX_stock_Close_average,BLRX_stock_Close_max,BLRX_stock_Close_min,BLRX_stock_Close_volatility,BLRX_stock_Close_change,BLRX_stock_Volume_average,BLRX_stock_Volume_max,BLRX_stock_Volume_min,BLRX_stock_Volume_volatility,BLRX_stock_Volume_change
2018-01-14,16.8,17.7,16.05,1.6499999999999986,-0.8999999999999986,17.1375,17.85,16.65,1.2000000000000028,-0.9000000000000021,15.7875,16.2,15.6,0.5999999999999996,0.5999999999999996,16.275,16.65,15.9,0.7499999999999982,0.15000000000000213,83945,156046,31511,124535,-124535
2018-01-21,16.11,16.5,15.75,0.75,-0.4499999999999993,16.41,16.8,16.2,0.6000000000000014,0.0,15.765,15.9,15.6,0.3000000000000007,0.15000000000000036,16.11,16.35,15.9,0.45000000000000107,0.15000000000000036,36121,65294,19087,46207,-30611
2018-01-28,16.2,16.5,15.75,0.75,-0.3000000000000007,16.41,16.8,16.05,0.75,-0.3000000000000007,15.870000000000001,16.05,15.6,0.45000000000000107,-0.15000000000000036,16.0758,16.35,15.729000000000001,0.6210000000000004,-0.4709999999999983,30169,38897,23699,15198,-6128
2018-02-04,14.8768,15.3,14.110999999999999,1.1890000000000018,-0.9270000000000014,15.249799999999999,15.6,14.85,0.75,-0.75,14.292,14.715,13.95,0.7650000000000006,0.19500000000000028,14.622399999999999,15.15,14.100999999999999,1.0490000000000013,0.4490000000000016,39741,84495,22579,61916,-53435
2018-02-11,14.9046,15.45,14.295,1.1549999999999994,1.1549999999999994,15.267,15.45,14.985,0.46499999999999986,0.46499999999999986,14.61,15.0,14.25,0.75,0.75,14.9518,15.15,14.579,0.5709999999999997,0.41999999999999993,14894,24380,8018,16362,3480
2018-02-18,15.337499999999999,15.45,15.0,0.4499999999999993,0.0,15.375,15.45,15.15,0.29999999999999893,0.0,14.85,15.0,14.55,0.4499999999999993,-0.4499999999999993,15.033750000000001,15.15,14.835,0.3149999999999995,-0.3149999999999995,12546,19313,9330,9983,9983
2018-02-25,14.9682,15.15,14.841,0.30900000000000105,-0.009000000000000341,15.209800000000001,15.3,15.0,0.3000000000000007,-0.3000000000000007,14.655,14.85,14.4,0.4499999999999993,-0.29999999999999893,14.9738,15.15,14.572000000000001,0.5779999999999994,-0.15000000000000036,14688,18992,6728,12264,-9354
2018-03-04,15.03,15.15,14.85,0.3000000000000007,-0.15000000000000036,15.15,15.3,15.0,0.3000000000000007,-0.15000000000000036,14.6702,14.85,14.4,0.4499999999999993,-0.4499999999999993,14.9996,15.3,14.7,0.6000000000000014,-0.45000000000000107,18152,31197,11099,20098,19939
2018-03-11,14.4132,14.58,14.25,0.33000000000000007,-0.02999999999999936,14.801,15.15,14.523,0.6270000000000007,-0.07500000000000107,14.179,14.325,13.95,0.375,0.07499999999999929,14.4042,14.552999999999999,14.12,0.43299999999999983,0.05799999999999983,22958,33911,15089,18822,9475
2018-03-18,14.2944,14.4,14.25,0.15000000000000036,-0.026999999999999247,14.7096,14.998,14.495999999999999,0.5020000000000007,-0.05000000000000071,14.1668,14.325,14.059000000000001,0.26599999999999824,-0.04099999999999859,14.3822,14.472000000000001,14.295,0.17700000000000138,0.10299999999999976,17300,21307,14975,6332,-3790
