Date,Vanguard Long-Term Bond_Open_average,Vanguard Long-Term Bond_Open_max,Vanguard Long-Term Bond_Open_min,Vanguard Long-Term Bond_Open_volatility,Vanguard Long-Term Bond_Open_change,Vanguard Long-Term Bond_High_average,Vanguard Long-Term Bond_High_max,Vanguard Long-Term Bond_High_min,Vanguard Long-Term Bond_High_volatility,Vanguard Long-Term Bond_High_change,Vanguard Long-Term Bond_Low_average,Vanguard Long-Term Bond_Low_max,Vanguard Long-Term Bond_Low_min,Vanguard Long-Term Bond_Low_volatility,Vanguard Long-Term Bond_Low_change,Vanguard Long-Term Bond_Close_average,Vanguard Long-Term Bond_Close_max,Vanguard Long-Term Bond_Close_min,Vanguard Long-Term Bond_Close_volatility,Vanguard Long-Term Bond_Close_change
2018-07-15,89.17,89.17,89.17,0.0,0.0,89.17,89.17,89.17,0.0,0.0,88.65,88.65,88.65,0.0,0.0,88.71,88.71,88.71,0.0,0.0
2018-07-22,88.81,88.81,88.81,0.0,0.0,88.81,88.81,88.81,0.0,0.0,88.56,88.56,88.56,0.0,0.0,88.6,88.6,88.6,0.0,0.0
2018-07-29,88.12,88.12,88.12,0.0,0.0,88.45,88.45,88.45,0.0,0.0,88.12,88.12,88.12,0.0,0.0,88.36,88.36,88.36,0.0,0.0
2018-08-05,88.5,88.5,88.5,0.0,0.0,88.88,88.88,88.88,0.0,0.0,88.41,88.41,88.41,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2018-08-12,89.18,89.18,89.18,0.0,0.0,89.39,89.39,89.39,0.0,0.0,89.04,89.04,89.04,0.0,0.0,89.18,89.18,89.18,0.0,0.0
2018-08-19,89.38,89.38,89.38,0.0,0.0,89.78,89.78,89.78,0.0,0.0,89.29,89.29,89.29,0.0,0.0,89.78,89.78,89.78,0.0,0.0
2018-08-26,89.39,89.39,89.39,0.0,0.0,89.4,89.4,89.4,0.0,0.0,88.85,88.85,88.85,0.0,0.0,88.85,88.85,88.85,0.0,0.0
2018-09-02,87.91,87.91,87.91,0.0,0.0,87.95,87.95,87.95,0.0,0.0,87.73,87.73,87.73,0.0,0.0,87.84,87.84,87.84,0.0,0.0
2018-09-09,87.8,87.8,87.8,0.0,0.0,88.02,88.02,88.02,0.0,0.0,87.75,87.75,87.75,0.0,0.0,87.89,87.89,87.89,0.0,0.0
2018-09-16,87.01,87.01,87.01,0.0,0.0,87.32,87.32,87.32,0.0,0.0,87.01,87.01,87.01,0.0,0.0,87.21,87.21,87.21,0.0,0.0
2018-09-23,87.76,87.76,87.76,0.0,0.0,87.81,87.81,87.81,0.0,0.0,87.42,87.42,87.42,0.0,0.0,87.43,87.43,87.43,0.0,0.0
2018-09-30,85.18,85.18,85.18,0.0,0.0,85.3,85.3,85.3,0.0,0.0,84.66,84.66,84.66,0.0,0.0,84.89,84.89,84.89,0.0,0.0
2018-10-07,85.62,85.62,85.62,0.0,0.0,85.89,85.89,85.89,0.0,0.0,85.47,85.47,85.47,0.0,0.0,85.58,85.58,85.58,0.0,0.0
2018-10-14,84.9,84.9,84.9,0.0,0.0,85.0,85.0,85.0,0.0,0.0,84.67,84.67,84.67,0.0,0.0,84.8,84.8,84.8,0.0,0.0
2018-10-21,85.12,85.12,85.12,0.0,0.0,85.39,85.39,85.39,0.0,0.0,85.12,85.12,85.12,0.0,0.0,85.17,85.17,85.17,0.0,0.0
2018-10-28,83.92,83.92,83.92,0.0,0.0,84.16,84.16,84.16,0.0,0.0,83.46,83.46,83.46,0.0,0.0,83.53,83.53,83.53,0.0,0.0
2018-11-04,84.18,84.18,84.18,0.0,0.0,84.47,84.47,84.47,0.0,0.0,84.09,84.09,84.09,0.0,0.0,84.36,84.36,84.36,0.0,0.0
2018-11-11,84.07,84.07,84.07,0.0,0.0,84.3,84.3,84.3,0.0,0.0,83.84,83.84,83.84,0.0,0.0,84.05,84.05,84.05,0.0,0.0
2018-11-18,84.69,84.69,84.69,0.0,0.0,84.69,84.69,84.69,0.0,0.0,84.37,84.37,84.37,0.0,0.0,84.37,84.37,84.37,0.0,0.0
2018-11-25,84.31,84.31,84.31,0.0,0.0,84.39,84.39,84.39,0.0,0.0,84.18,84.18,84.18,0.0,0.0,84.39,84.39,84.39,0.0,0.0
2018-12-02,85.71,85.71,85.71,0.0,0.0,85.81,85.81,85.81,0.0,0.0,85.48,85.48,85.48,0.0,0.0,85.81,85.81,85.81,0.0,0.0
2018-12-09,86.51,86.51,86.51,0.0,0.0,86.55,86.55,86.55,0.0,0.0,86.25,86.25,86.25,0.0,0.0,86.35,86.35,86.35,0.0,0.0
2018-12-16,87.45,87.45,87.45,0.0,0.0,87.48,87.48,87.48,0.0,0.0,87.04,87.04,87.04,0.0,0.0,87.19,87.19,87.19,0.0,0.0
2018-12-23,86.46,86.46,86.46,0.0,0.0,86.92,86.92,86.92,0.0,0.0,86.42,86.42,86.42,0.0,0.0,86.92,86.92,86.92,0.0,0.0
2018-12-30,87.74,87.74,87.74,0.0,0.0,87.84,87.84,87.84,0.0,0.0,87.45,87.45,87.45,0.0,0.0,87.74,87.74,87.74,0.0,0.0
2019-01-06,87.59,87.59,87.59,0.0,0.0,87.7,87.7,87.7,0.0,0.0,87.38,87.38,87.38,0.0,0.0,87.52,87.52,87.52,0.0,0.0
2019-01-13,87.21,87.21,87.21,0.0,0.0,87.39,87.39,87.39,0.0,0.0,87.02,87.02,87.02,0.0,0.0,87.12,87.12,87.12,0.0,0.0
2019-01-20,87.87,87.87,87.87,0.0,0.0,87.9,87.9,87.9,0.0,0.0,87.69,87.69,87.69,0.0,0.0,87.86,87.86,87.86,0.0,0.0
2019-01-27,88.77,88.77,88.77,0.0,0.0,88.86,88.86,88.86,0.0,0.0,88.38,88.38,88.38,0.0,0.0,88.5,88.5,88.5,0.0,0.0
2019-02-03,89.15,89.15,89.15,0.0,0.0,89.24,89.24,89.24,0.0,0.0,88.99,88.99,88.99,0.0,0.0,89.15,89.15,89.15,0.0,0.0
2019-02-10,88.85,88.85,88.85,0.0,0.0,89.07,89.07,89.07,0.0,0.0,88.75,88.75,88.75,0.0,0.0,89.04,89.04,89.04,0.0,0.0
2019-02-17,88.76,88.76,88.76,0.0,0.0,89.02,89.02,89.02,0.0,0.0,88.71,88.71,88.71,0.0,0.0,88.83,88.83,88.83,0.0,0.0
2019-02-24,87.74,87.74,87.74,0.0,0.0,87.85,87.85,87.85,0.0,0.0,87.39,87.39,87.39,0.0,0.0,87.42,87.42,87.42,0.0,0.0
2019-03-03,88.53,88.53,88.53,0.0,0.0,88.74,88.74,88.74,0.0,0.0,88.29,88.29,88.29,0.0,0.0,88.73,88.73,88.73,0.0,0.0
2019-03-10,89.06,89.06,89.06,0.0,0.0,89.17,89.17,89.17,0.0,0.0,88.91,88.91,88.91,0.0,0.0,89.09,89.09,89.09,0.0,0.0
2019-03-17,90.66,90.66,90.66,0.0,0.0,91.26,91.26,91.26,0.0,0.0,90.6,90.6,90.6,0.0,0.0,91.14,91.14,91.14,0.0,0.0
2019-03-24,91.75,91.75,91.75,0.0,0.0,92.17,92.17,92.17,0.0,0.0,91.75,91.75,91.75,0.0,0.0,92.14,92.14,92.14,0.0,0.0
2019-03-31,90.73,90.73,90.73,0.0,0.0,91.05,91.05,91.05,0.0,0.0,90.72,90.72,90.72,0.0,0.0,90.93,90.93,90.93,0.0,0.0
2019-04-07,90.91,90.91,90.91,0.0,0.0,91.06,91.06,91.06,0.0,0.0,90.81,90.81,90.81,0.0,0.0,90.87,90.87,90.87,0.0,0.0
2019-04-14,90.75,90.75,90.75,0.0,0.0,90.75,90.75,90.75,0.0,0.0,90.58,90.58,90.58,0.0,0.0,90.66,90.66,90.66,0.0,0.0
2019-04-21,91.57,91.57,91.57,0.0,0.0,91.66,91.66,91.66,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.56,91.56,91.56,0.0,0.0
2019-04-28,91.05,91.05,91.05,0.0,0.0,91.29,91.29,91.29,0.0,0.0,91.0,91.0,91.0,0.0,0.0,91.08,91.08,91.08,0.0,0.0
2019-05-05,91.35,91.35,91.35,0.0,0.0,91.53,91.53,91.53,0.0,0.0,91.28,91.28,91.28,0.0,0.0,91.4,91.4,91.4,0.0,0.0
2019-05-12,92.22,92.22,92.22,0.0,0.0,92.22,92.22,92.22,0.0,0.0,91.91,91.91,91.91,0.0,0.0,92.07,92.07,92.07,0.0,0.0
2019-05-19,92.88,92.88,92.88,0.0,0.0,92.95,92.95,92.95,0.0,0.0,92.69,92.69,92.69,0.0,0.0,92.95,92.95,92.95,0.0,0.0
2019-05-26,94.25,94.25,94.25,0.0,0.0,94.82,94.82,94.82,0.0,0.0,94.25,94.25,94.25,0.0,0.0,94.8,94.8,94.8,0.0,0.0
2019-06-02,95.14,95.14,95.14,0.0,0.0,95.42,95.42,95.42,0.0,0.0,95.04,95.04,95.04,0.0,0.0,95.18,95.18,95.18,0.0,0.0
2019-06-09,94.91,94.91,94.91,0.0,0.0,95.21,95.21,95.21,0.0,0.0,94.85,94.85,94.85,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2019-06-16,96.87,96.87,96.87,0.0,0.0,96.9,96.9,96.9,0.0,0.0,96.13,96.13,96.13,0.0,0.0,96.24,96.24,96.24,0.0,0.0
2019-06-23,96.98,96.98,96.98,0.0,0.0,97.2,97.2,97.2,0.0,0.0,96.82,96.82,96.82,0.0,0.0,97.06,97.06,97.06,0.0,0.0
2019-06-30,97.13,97.13,97.13,0.0,0.0,97.13,97.13,97.13,0.0,0.0,96.31,96.31,96.31,0.0,0.0,97.03,97.03,97.03,0.0,0.0
2019-07-07,95.44,95.44,95.44,0.0,0.0,95.76,95.76,95.76,0.0,0.0,95.29,95.29,95.29,0.0,0.0,95.7,95.7,95.7,0.0,0.0
2019-07-14,96.64,96.64,96.64,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.43,96.43,96.43,0.0,0.0,96.55,96.55,96.55,0.0,0.0
2019-07-21,97.04,97.04,97.04,0.0,0.0,97.04,97.04,97.04,0.0,0.0,96.73,96.73,96.73,0.0,0.0,96.84,96.84,96.84,0.0,0.0
2019-07-28,98.75,98.75,98.75,0.0,0.0,99.24,99.24,99.24,0.0,0.0,98.54,98.54,98.54,0.0,0.0,99.24,99.24,99.24,0.0,0.0
2019-08-04,101.44,101.44,101.44,0.0,0.0,101.65,101.65,101.65,0.0,0.0,100.82,100.82,100.82,0.0,0.0,100.9,100.9,100.9,0.0,0.0
2019-08-11,103.96,103.96,103.96,0.0,0.0,104.26,104.26,104.26,0.0,0.0,103.26,103.26,103.26,0.0,0.0,104.19,104.19,104.19,0.0,0.0
2019-08-18,103.1,103.1,103.1,0.0,0.0,104.55,104.55,104.55,0.0,0.0,103.05,103.05,103.05,0.0,0.0,104.33,104.33,104.33,0.0,0.0
2019-08-25,104.98,104.98,104.98,0.0,0.0,105.1,105.1,105.1,0.0,0.0,104.49,104.49,104.49,0.0,0.0,104.99,104.99,104.99,0.0,0.0
2019-09-01,103.77,103.77,103.77,0.0,0.0,104.2,104.2,104.2,0.0,0.0,103.74,103.74,103.74,0.0,0.0,104.13,104.13,104.13,0.0,0.0
2019-09-08,99.87,99.87,99.87,0.0,0.0,100.07,100.07,100.07,0.0,0.0,98.83,98.83,98.83,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2019-09-15,101.56,101.56,101.56,0.0,0.0,102.27,102.27,102.27,0.0,0.0,101.34,101.34,101.34,0.0,0.0,102.26,102.26,102.26,0.0,0.0
2019-09-22,102.25,102.25,102.25,0.0,0.0,102.5,102.5,102.5,0.0,0.0,102.12,102.12,102.12,0.0,0.0,102.44,102.44,102.44,0.0,0.0
2019-09-29,103.79,103.79,103.79,0.0,0.0,104.18,104.18,104.18,0.0,0.0,103.72,103.72,103.72,0.0,0.0,104.1,104.1,104.1,0.0,0.0
2019-10-06,101.46,101.46,101.46,0.0,0.0,101.49,101.49,101.49,0.0,0.0,100.85,100.85,100.85,0.0,0.0,101.14,101.14,101.14,0.0,0.0
2019-10-13,101.36,101.36,101.36,0.0,0.0,101.57,101.57,101.57,0.0,0.0,101.19,101.19,101.19,0.0,0.0,101.27,101.27,101.27,0.0,0.0
2019-10-20,101.43,101.43,101.43,0.0,0.0,101.43,101.43,101.43,0.0,0.0,100.8,100.8,100.8,0.0,0.0,100.96,100.96,100.96,0.0,0.0
2019-10-27,101.94,101.94,101.94,0.0,0.0,102.22,102.22,102.22,0.0,0.0,101.56,101.56,101.56,0.0,0.0,101.89,101.89,101.89,0.0,0.0
2019-11-03,98.96,98.96,98.96,0.0,0.0,99.44,99.44,99.44,0.0,0.0,98.73,98.73,98.73,0.0,0.0,98.83,98.83,98.83,0.0,0.0
2019-11-10,100.35,100.35,100.35,0.0,0.0,100.64,100.64,100.64,0.0,0.0,100.26,100.26,100.26,0.0,0.0,100.43,100.43,100.43,0.0,0.0
2019-11-17,101.73,101.73,101.73,0.0,0.0,101.75,101.75,101.75,0.0,0.0,101.42,101.42,101.42,0.0,0.0,101.56,101.56,101.56,0.0,0.0
2019-11-24,102.4,102.4,102.4,0.0,0.0,102.4,102.4,102.4,0.0,0.0,101.83,101.83,101.83,0.0,0.0,102.13,102.13,102.13,0.0,0.0
2019-12-01,101.02,101.02,101.02,0.0,0.0,101.69,101.69,101.69,0.0,0.0,100.99,100.99,100.99,0.0,0.0,101.23,101.23,101.23,0.0,0.0
2019-12-08,101.48,101.48,101.48,0.0,0.0,102.22,102.22,102.22,0.0,0.0,101.08,101.08,101.08,0.0,0.0,101.9,101.9,101.9,0.0,0.0
2019-12-15,100.81,100.81,100.81,0.0,0.0,101.07,101.07,101.07,0.0,0.0,100.67,100.67,100.67,0.0,0.0,101.06,101.06,101.06,0.0,0.0
2019-12-22,101.23,101.23,101.23,0.0,0.0,101.3,101.3,101.3,0.0,0.0,101.12,101.12,101.12,0.0,0.0,101.18,101.18,101.18,0.0,0.0
2019-12-29,101.28,101.28,101.28,0.0,0.0,102.0,102.0,102.0,0.0,0.0,101.23,101.23,101.23,0.0,0.0,101.94,101.94,101.94,0.0,0.0
