Date,PowerShares Dynamic Building & Construction_Open_average,PowerShares Dynamic Building & Construction_Open_max,PowerShares Dynamic Building & Construction_Open_min,PowerShares Dynamic Building & Construction_Open_volatility,PowerShares Dynamic Building & Construction_Open_change,PowerShares Dynamic Building & Construction_High_average,PowerShares Dynamic Building & Construction_High_max,PowerShares Dynamic Building & Construction_High_min,PowerShares Dynamic Building & Construction_High_volatility,PowerShares Dynamic Building & Construction_High_change,PowerShares Dynamic Building & Construction_Low_average,PowerShares Dynamic Building & Construction_Low_max,PowerShares Dynamic Building & Construction_Low_min,PowerShares Dynamic Building & Construction_Low_volatility,PowerShares Dynamic Building & Construction_Low_change,PowerShares Dynamic Building & Construction_Close_average,PowerShares Dynamic Building & Construction_Close_max,PowerShares Dynamic Building & Construction_Close_min,PowerShares Dynamic Building & Construction_Close_volatility,PowerShares Dynamic Building & Construction_Close_change
2018-04-22,30.87,30.87,30.87,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2018-04-29,30.61,30.61,30.61,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-05-06,30.9,30.9,30.9,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-05-13,31.07,31.07,31.07,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2018-05-20,30.75,30.75,30.75,0.0,0.0,31.07,31.07,31.07,0.0,0.0,30.74,30.74,30.74,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2018-05-27,31.29,31.29,31.29,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2018-06-03,32.27,32.27,32.27,0.0,0.0,32.27,32.27,32.27,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2018-06-10,31.31,31.31,31.31,0.0,0.0,31.68,31.68,31.68,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.55,31.55,31.55,0.0,0.0
2018-06-17,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-06-24,30.23,30.23,30.23,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-07-01,31.11,31.11,31.11,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-07-08,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-07-15,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2018-07-22,30.26,30.26,30.26,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2018-07-29,30.35,30.35,30.35,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2018-08-05,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.17,30.17,30.17,0.0,0.0,30.22,30.22,30.22,0.0,0.0
2018-08-12,30.81,30.81,30.81,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-08-19,31.19,31.19,31.19,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.32,31.32,31.32,0.0,0.0
2018-08-26,30.86,30.86,30.86,0.0,0.0,31.02,31.02,31.02,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-09-02,30.82,30.82,30.82,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.94,30.94,30.94,0.0,0.0
2018-09-09,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2018-09-16,30.51,30.51,30.51,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2018-09-23,29.93,29.93,29.93,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2018-09-30,28.83,28.83,28.83,0.0,0.0,29.1,29.1,29.1,0.0,0.0,28.75,28.75,28.75,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-10-07,27.06,27.06,27.06,0.0,0.0,27.39,27.39,27.39,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2018-10-14,26.17,26.17,26.17,0.0,0.0,26.17,26.17,26.17,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.96,25.96,25.96,0.0,0.0
2018-10-21,25.35,25.35,25.35,0.0,0.0,25.62,25.62,25.62,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-10-28,26.74,26.74,26.74,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2018-11-04,26.62,26.62,26.62,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2018-11-11,26.3,26.3,26.3,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2018-11-18,26.15,26.15,26.15,0.0,0.0,26.35,26.35,26.35,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-11-25,26.97,26.97,26.97,0.0,0.0,27.17,27.17,27.17,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-12-02,25.03,25.03,25.03,0.0,0.0,25.22,25.22,25.22,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2018-12-09,24.24,24.24,24.24,0.0,0.0,24.6,24.6,24.6,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.06,24.06,24.06,0.0,0.0
2018-12-16,22.6,22.6,22.6,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-12-23,23.73,23.73,23.73,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2018-12-30,24.49,24.49,24.49,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-01-06,25.07,25.07,25.07,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.17,25.17,25.17,0.0,0.0
2019-01-13,25.44,25.44,25.44,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-01-20,25.19,25.19,25.19,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.15,25.15,25.15,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2019-01-27,26.36,26.36,26.36,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2019-02-03,26.34,26.34,26.34,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.43,26.43,26.43,0.0,0.0
2019-02-10,27.22,27.22,27.22,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.22,27.22,27.22,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-02-17,28.23,28.23,28.23,0.0,0.0,28.31,28.31,28.31,0.0,0.0,27.98,27.98,27.98,0.0,0.0,28.0,28.0,28.0,0.0,0.0
2019-02-24,27.89,27.89,27.89,0.0,0.0,27.96,27.96,27.96,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-03-03,27.01,27.01,27.01,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.01,27.01,27.01,0.0,0.0,27.33,27.33,27.33,0.0,0.0
2019-03-10,27.1,27.1,27.1,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.1,27.1,27.1,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2019-03-17,26.8,26.8,26.8,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2019-03-24,27.83,27.83,27.83,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.83,27.83,27.83,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2019-03-31,28.77,28.77,28.77,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2019-04-07,29.19,29.19,29.19,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2019-04-14,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.2,29.2,29.2,0.0,0.0
2019-04-21,29.58,29.58,29.58,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2019-04-28,29.77,29.77,29.77,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.77,29.77,29.77,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-05-05,29.2,29.2,29.2,0.0,0.0,29.2,29.2,29.2,0.0,0.0,28.87,28.87,28.87,0.0,0.0,29.07,29.07,29.07,0.0,0.0
2019-05-12,29.39,29.39,29.39,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-05-19,29.0,29.0,29.0,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2019-05-26,28.34,28.34,28.34,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-06-02,30.21,30.21,30.21,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-06-09,30.13,30.13,30.13,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2019-06-16,30.18,30.18,30.18,0.0,0.0,30.37,30.37,30.37,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-06-23,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,30.92,30.92,30.92,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2019-06-30,31.12,31.12,31.12,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2019-07-07,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.4,31.4,31.4,0.0,0.0
2019-07-14,30.99,30.99,30.99,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-07-21,31.31,31.31,31.31,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.04,31.04,31.04,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2019-07-28,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.13,30.13,30.13,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2019-08-04,30.75,30.75,30.75,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-08-11,31.02,31.02,31.02,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-08-18,30.71,30.71,30.71,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.75,30.75,30.75,0.0,0.0
2019-08-25,31.45,31.45,31.45,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2019-09-01,31.68,31.68,31.68,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-09-08,32.31,32.31,32.31,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.03,32.03,32.03,0.0,0.0,32.28,32.28,32.28,0.0,0.0
2019-09-15,32.22,32.22,32.22,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-09-22,32.21,32.21,32.21,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-09-29,32.3,32.3,32.3,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.13,32.13,32.13,0.0,0.0
2019-10-06,32.28,32.28,32.28,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2019-10-13,33.82,33.82,33.82,0.0,0.0,33.98,33.98,33.98,0.0,0.0,33.57,33.57,33.57,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-10-20,34.21,34.21,34.21,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2019-10-27,34.5,34.5,34.5,0.0,0.0,34.56,34.56,34.56,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-11-03,33.04,33.04,33.04,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-11-10,33.93,33.93,33.93,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2019-11-17,33.96,33.96,33.96,0.0,0.0,34.22,34.22,34.22,0.0,0.0,33.96,33.96,33.96,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2019-11-24,34.38,34.38,34.38,0.0,0.0,34.38,34.38,34.38,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-12-01,34.17,34.17,34.17,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-12-08,34.0,34.0,34.0,0.0,0.0,34.03,34.03,34.03,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-12-15,33.58,33.58,33.58,0.0,0.0,33.67,33.67,33.67,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-12-22,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-12-29,33.29,33.29,33.29,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.44,33.44,33.44,0.0,0.0
