Date,MGA_stock_Open_average,MGA_stock_Open_max,MGA_stock_Open_min,MGA_stock_Open_volatility,MGA_stock_Open_change,MGA_stock_High_average,MGA_stock_High_max,MGA_stock_High_min,MGA_stock_High_volatility,MGA_stock_High_change,MGA_stock_Low_average,MGA_stock_Low_max,MGA_stock_Low_min,MGA_stock_Low_volatility,MGA_stock_Low_change,MGA_stock_Close_average,MGA_stock_Close_max,MGA_stock_Close_min,MGA_stock_Close_volatility,MGA_stock_Close_change,MGA_stock_Volume_average,MGA_stock_Volume_max,MGA_stock_Volume_min,MGA_stock_Volume_volatility,MGA_stock_Volume_change
2018-01-14,58.835,59.52,58.05,1.470000000000006,0.1700000000000017,59.505,59.99,58.97,1.0200000000000031,-0.14000000000000057,58.17,58.98,57.75,1.2299999999999969,0.36999999999999744,58.865,59.67,58.04,1.6300000000000026,0.240000000000002,1703808,2190212,1238013,952199,-714285
2018-01-21,58.762,59.87,57.73,2.1400000000000006,0.28000000000000114,59.206,59.9,58.54,1.3599999999999994,0.45000000000000284,58.18,58.91,57.42,1.4899999999999949,1.0599999999999952,58.764,59.52,57.97,1.5500000000000043,1.009999999999998,1091177,1648383,672988,975395,-118309
2018-01-28,57.416000000000004,58.85,55.84,3.009999999999998,-3.009999999999998,57.71,59.06,56.17,2.8900000000000006,-2.8900000000000006,56.467999999999996,58.12,54.34,3.779999999999994,-3.779999999999994,56.786,58.15,54.42,3.729999999999997,-3.729999999999997,1333303,1732417,1002532,729885,729885
2018-02-04,53.606,54.81,51.12,3.690000000000005,-0.00999999999999801,54.84,55.35,54.06,1.2899999999999991,-0.5,52.494,54.26,50.78,3.479999999999997,-0.6900000000000048,53.622,54.89,52.31,2.5799999999999983,0.8099999999999952,1965934,2718705,1311866,1406839,-257998
2018-02-11,54.062,55.05,53.35,1.6999999999999957,0.8000000000000043,54.864,55.14,54.29,0.8500000000000014,0.28999999999999915,53.620000000000005,54.17,53.2,0.9699999999999989,0.740000000000002,54.28,54.77,53.75,1.0200000000000031,0.10999999999999943,1118919,1372928,955526,417402,-286403
2018-02-18,55.0475,56.3,53.68,2.6199999999999974,2.6199999999999974,55.9475,56.78,54.67,2.1099999999999994,2.019999999999996,54.79,56.14,53.34,2.799999999999997,2.799999999999997,55.5475,56.5,54.31,2.1899999999999977,2.1899999999999977,1182291,1639825,820665,819160,80914
2018-02-25,55.786,57.28,52.91,4.3700000000000045,-3.6300000000000026,56.134,57.73,53.01,4.719999999999999,-4.460000000000001,54.634,56.71,52.06,4.649999999999999,-4.189999999999998,55.036,57.37,52.46,4.909999999999997,-4.909999999999997,1464885,1953357,1040267,913090,913090
2018-03-04,52.516,52.96,52.11,0.8500000000000014,0.8500000000000014,52.984,53.44,52.68,0.759999999999998,0.6599999999999966,52.094,52.5,51.76,0.740000000000002,0.740000000000002,52.702,53.3,52.48,0.8200000000000003,0.7999999999999972,1337720,1688204,886522,801682,-801682
2018-03-11,54.152,56.38,53.33,3.0500000000000043,3.0500000000000043,55.0,56.63,53.83,2.8000000000000043,2.1200000000000045,53.62,55.18,53.02,2.1599999999999966,1.9200000000000017,54.388,56.53,53.15,3.3800000000000026,2.299999999999997,1346912,2860302,730888,2129414,298721
2018-03-18,55.584,56.22,54.81,1.4099999999999966,-0.759999999999998,56.26,58.0,55.2,2.799999999999997,-0.4899999999999949,54.734,56.1,53.14,2.960000000000001,-1.7100000000000009,55.266,57.72,53.21,4.509999999999998,-1.9499999999999957,1475427,1787535,1095053,692482,468209
