Date,iShares S&P 100_Open_average,iShares S&P 100_Open_max,iShares S&P 100_Open_min,iShares S&P 100_Open_volatility,iShares S&P 100_Open_change,iShares S&P 100_High_average,iShares S&P 100_High_max,iShares S&P 100_High_min,iShares S&P 100_High_volatility,iShares S&P 100_High_change,iShares S&P 100_Low_average,iShares S&P 100_Low_max,iShares S&P 100_Low_min,iShares S&P 100_Low_volatility,iShares S&P 100_Low_change,iShares S&P 100_Close_average,iShares S&P 100_Close_max,iShares S&P 100_Close_min,iShares S&P 100_Close_volatility,iShares S&P 100_Close_change
2018-04-01,115.42,115.42,115.42,0.0,0.0,116.89,116.89,116.89,0.0,0.0,114.91,114.91,114.91,0.0,0.0,115.09,115.09,115.09,0.0,0.0
2018-04-08,117.81,117.81,117.81,0.0,0.0,118.28,118.28,118.28,0.0,0.0,117.43,117.43,117.43,0.0,0.0,117.85,117.85,117.85,0.0,0.0
2018-04-15,117.62,117.62,117.62,0.0,0.0,117.85,117.85,117.85,0.0,0.0,116.79,116.79,116.79,0.0,0.0,117.35,117.35,117.35,0.0,0.0
2018-04-22,117.62,117.62,117.62,0.0,0.0,118.02,118.02,118.02,0.0,0.0,116.37,116.37,116.37,0.0,0.0,116.39,116.39,116.39,0.0,0.0
2018-04-29,117.78,117.78,117.78,0.0,0.0,118.27,118.27,118.27,0.0,0.0,117.41,117.41,117.41,0.0,0.0,117.75,117.75,117.75,0.0,0.0
2018-05-06,120.77,120.77,120.77,0.0,0.0,121.13,121.13,121.13,0.0,0.0,120.5,120.5,120.5,0.0,0.0,120.71,120.71,120.71,0.0,0.0
2018-05-13,120.36,120.36,120.36,0.0,0.0,120.91,120.91,120.91,0.0,0.0,120.29,120.29,120.29,0.0,0.0,120.6,120.6,120.6,0.0,0.0
2018-05-20,120.04,120.04,120.04,0.0,0.0,120.32,120.32,120.32,0.0,0.0,119.77,119.77,119.77,0.0,0.0,120.01,120.01,120.01,0.0,0.0
2018-05-27,121.19,121.19,121.19,0.0,0.0,121.6,121.6,121.6,0.0,0.0,121.19,121.19,121.19,0.0,0.0,121.42,121.42,121.42,0.0,0.0
2018-06-03,122.95,122.95,122.95,0.0,0.0,123.33,123.33,123.33,0.0,0.0,122.84,122.84,122.84,0.0,0.0,122.96,122.96,122.96,0.0,0.0
2018-06-10,121.98,121.98,121.98,0.0,0.0,122.53,122.53,122.53,0.0,0.0,121.65,121.65,121.65,0.0,0.0,122.48,122.48,122.48,0.0,0.0
2018-06-17,121.15,121.15,121.15,0.0,0.0,121.15,121.15,121.15,0.0,0.0,119.01,119.01,119.01,0.0,0.0,119.94,119.94,119.94,0.0,0.0
2018-06-24,118.83,118.83,118.83,0.0,0.0,120.1,120.1,120.1,0.0,0.0,118.69,118.69,118.69,0.0,0.0,120.05,120.05,120.05,0.0,0.0
2018-07-01,122.06,122.06,122.06,0.0,0.0,122.76,122.76,122.76,0.0,0.0,122.06,122.06,122.06,0.0,0.0,122.74,122.74,122.74,0.0,0.0
2018-07-08,123.83,123.83,123.83,0.0,0.0,124.01,124.01,124.01,0.0,0.0,123.65,123.65,123.65,0.0,0.0,123.92,123.92,123.92,0.0,0.0
2018-07-15,123.85,123.85,123.85,0.0,0.0,124.3,124.3,124.3,0.0,0.0,123.68,123.68,123.68,0.0,0.0,124.25,124.25,124.25,0.0,0.0
2018-07-22,124.76,124.76,124.76,0.0,0.0,124.8,124.8,124.8,0.0,0.0,123.76,123.76,123.76,0.0,0.0,124.07,124.07,124.07,0.0,0.0
2018-07-29,126.08,126.08,126.08,0.0,0.0,126.72,126.72,126.72,0.0,0.0,125.85,125.85,125.85,0.0,0.0,126.59,126.59,126.59,0.0,0.0
2018-08-05,126.13,126.13,126.13,0.0,0.0,126.49,126.49,126.49,0.0,0.0,125.44,125.44,125.44,0.0,0.0,125.52,125.52,125.52,0.0,0.0
2018-08-12,127.02,127.02,127.02,0.0,0.0,127.1,127.1,127.1,0.0,0.0,126.72,126.72,126.72,0.0,0.0,126.98,126.98,126.98,0.0,0.0
2018-08-19,128.4,128.4,128.4,0.0,0.0,128.96,128.96,128.96,0.0,0.0,128.4,128.4,128.4,0.0,0.0,128.9,128.9,128.9,0.0,0.0
2018-08-26,129.15,129.15,129.15,0.0,0.0,129.62,129.62,129.62,0.0,0.0,128.85,128.85,128.85,0.0,0.0,129.25,129.25,129.25,0.0,0.0
2018-09-02,128.35,128.35,128.35,0.0,0.0,128.43,128.43,128.43,0.0,0.0,127.85,127.85,127.85,0.0,0.0,127.95,127.95,127.95,0.0,0.0
2018-09-09,129.15,129.15,129.15,0.0,0.0,129.15,129.15,129.15,0.0,0.0,128.34,128.34,128.34,0.0,0.0,128.48,128.48,128.48,0.0,0.0
2018-09-16,130.12,130.12,130.12,0.0,0.0,130.25,130.25,130.25,0.0,0.0,129.77,129.77,129.77,0.0,0.0,130.18,130.18,130.18,0.0,0.0
2018-09-23,130.32,130.32,130.32,0.0,0.0,130.78,130.78,130.78,0.0,0.0,129.95,129.95,129.95,0.0,0.0,130.28,130.28,130.28,0.0,0.0
2018-09-30,128.16,128.16,128.16,0.0,0.0,128.83,128.83,128.83,0.0,0.0,127.49,127.49,127.49,0.0,0.0,128.62,128.62,128.62,0.0,0.0
2018-10-07,123.32,123.32,123.32,0.0,0.0,123.91,123.91,123.91,0.0,0.0,122.66,122.66,122.66,0.0,0.0,122.68,122.68,122.68,0.0,0.0
2018-10-14,124.21,124.21,124.21,0.0,0.0,124.37,124.37,124.37,0.0,0.0,123.1,123.1,123.1,0.0,0.0,123.41,123.41,123.41,0.0,0.0
2018-10-21,120.65,120.65,120.65,0.0,0.0,121.23,121.23,121.23,0.0,0.0,116.23,116.23,116.23,0.0,0.0,118.14,118.14,118.14,0.0,0.0
2018-10-28,121.63,121.63,121.63,0.0,0.0,122.33,122.33,122.33,0.0,0.0,121.25,121.25,121.25,0.0,0.0,122.11,122.11,122.11,0.0,0.0
2018-11-04,123.83,123.83,123.83,0.0,0.0,123.83,123.83,123.83,0.0,0.0,121.4,121.4,121.4,0.0,0.0,121.64,121.64,121.64,0.0,0.0
2018-11-11,121.71,121.71,121.71,0.0,0.0,121.72,121.72,121.72,0.0,0.0,119.47,119.47,119.47,0.0,0.0,119.94,119.94,119.94,0.0,0.0
2018-11-18,117.82,117.82,117.82,0.0,0.0,118.65,118.65,118.65,0.0,0.0,117.59,117.59,117.59,0.0,0.0,118.61,118.61,118.61,0.0,0.0
2018-11-25,124.98,124.98,124.98,0.0,0.0,125.22,125.22,125.22,0.0,0.0,123.81,123.81,123.81,0.0,0.0,124.53,124.53,124.53,0.0,0.0
2018-12-02,117.23,117.23,117.23,0.0,0.0,118.15,118.15,118.15,0.0,0.0,115.2,115.2,115.2,0.0,0.0,117.7,117.7,117.7,0.0,0.0
2018-12-09,114.86,114.86,114.86,0.0,0.0,115.51,115.51,115.51,0.0,0.0,112.4,112.4,112.4,0.0,0.0,113.11,113.11,113.11,0.0,0.0
2018-12-16,106.31,106.31,106.31,0.0,0.0,107.02,107.02,107.02,0.0,0.0,104.34,104.34,104.34,0.0,0.0,104.34,104.34,104.34,0.0,0.0
2018-12-23,111.36,111.36,111.36,0.0,0.0,111.64,111.64,111.64,0.0,0.0,110.48,110.48,110.48,0.0,0.0,111.53,111.53,111.53,0.0,0.0
2018-12-30,112.94,112.94,112.94,0.0,0.0,114.14,114.14,114.14,0.0,0.0,112.33,112.33,112.33,0.0,0.0,113.48,113.48,113.48,0.0,0.0
2019-01-06,114.15,114.15,114.15,0.0,0.0,114.84,114.84,114.84,0.0,0.0,113.98,113.98,113.98,0.0,0.0,114.5,114.5,114.5,0.0,0.0
2019-01-13,118.0,118.0,118.0,0.0,0.0,118.68,118.68,118.68,0.0,0.0,117.47,117.47,117.47,0.0,0.0,118.36,118.36,118.36,0.0,0.0
2019-01-20,116.74,116.74,116.74,0.0,0.0,116.74,116.74,116.74,0.0,0.0,115.76,115.76,115.76,0.0,0.0,116.64,116.64,116.64,0.0,0.0
2019-01-27,119.34,119.34,119.34,0.0,0.0,120.35,120.35,120.35,0.0,0.0,119.23,119.23,119.23,0.0,0.0,120.34,120.34,120.34,0.0,0.0
2019-02-03,119.72,119.72,119.72,0.0,0.0,119.82,119.82,119.82,0.0,0.0,119.1,119.1,119.1,0.0,0.0,119.35,119.35,119.35,0.0,0.0
2019-02-10,121.85,121.85,121.85,0.0,0.0,122.28,122.28,122.28,0.0,0.0,121.69,121.69,121.69,0.0,0.0,122.28,122.28,122.28,0.0,0.0
2019-02-17,123.75,123.75,123.75,0.0,0.0,124.11,124.11,124.11,0.0,0.0,123.33,123.33,123.33,0.0,0.0,123.36,123.36,123.36,0.0,0.0
2019-02-24,124.36,124.36,124.36,0.0,0.0,124.54,124.54,124.54,0.0,0.0,122.44,122.44,122.44,0.0,0.0,123.57,123.57,123.57,0.0,0.0
2019-03-03,122.08,122.08,122.08,0.0,0.0,123.64,123.64,123.64,0.0,0.0,122.08,122.08,122.08,0.0,0.0,123.57,123.57,123.57,0.0,0.0
2019-03-10,125.48,125.48,125.48,0.0,0.0,126.01,126.01,126.01,0.0,0.0,125.47,125.47,125.47,0.0,0.0,125.91,125.91,125.91,0.0,0.0
2019-03-17,123.81,123.81,123.81,0.0,0.0,124.38,124.38,124.38,0.0,0.0,123.23,123.23,123.23,0.0,0.0,123.88,123.88,123.88,0.0,0.0
2019-03-24,126.23,126.23,126.23,0.0,0.0,126.84,126.84,126.84,0.0,0.0,126.08,126.08,126.08,0.0,0.0,126.73,126.73,126.73,0.0,0.0
2019-03-31,127.51,127.51,127.51,0.0,0.0,127.98,127.98,127.98,0.0,0.0,127.28,127.28,127.28,0.0,0.0,127.94,127.94,127.94,0.0,0.0
2019-04-07,128.41,128.41,128.41,0.0,0.0,128.5,128.5,128.5,0.0,0.0,127.93,127.93,127.93,0.0,0.0,128.47,128.47,128.47,0.0,0.0
2019-04-14,128.67,128.67,128.67,0.0,0.0,129.44,129.44,129.44,0.0,0.0,128.67,128.67,128.67,0.0,0.0,129.43,129.43,129.43,0.0,0.0
2019-04-21,130.74,130.74,130.74,0.0,0.0,131.29,131.29,131.29,0.0,0.0,130.74,130.74,130.74,0.0,0.0,131.06,131.06,131.06,0.0,0.0
2019-04-28,128.76,128.76,128.76,0.0,0.0,130.59,130.59,130.59,0.0,0.0,128.64,128.64,128.64,0.0,0.0,130.44,130.44,130.44,0.0,0.0
2019-05-05,125.44,125.44,125.44,0.0,0.0,125.95,125.95,125.95,0.0,0.0,124.43,124.43,124.43,0.0,0.0,124.8,124.8,124.8,0.0,0.0
2019-05-12,126.38,126.38,126.38,0.0,0.0,127.02,127.02,127.02,0.0,0.0,126.04,126.04,126.04,0.0,0.0,126.4,126.4,126.4,0.0,0.0
2019-05-19,126.17,126.17,126.17,0.0,0.0,126.29,126.29,126.29,0.0,0.0,125.49,125.49,125.49,0.0,0.0,125.74,125.74,125.74,0.0,0.0
2019-05-26,122.03,122.03,122.03,0.0,0.0,122.28,122.28,122.28,0.0,0.0,120.58,120.58,120.58,0.0,0.0,121.22,121.22,121.22,0.0,0.0
2019-06-02,128.03,128.03,128.03,0.0,0.0,128.83,128.83,128.83,0.0,0.0,127.88,127.88,127.88,0.0,0.0,127.95,127.95,127.95,0.0,0.0
2019-06-09,127.49,127.49,127.49,0.0,0.0,127.94,127.94,127.94,0.0,0.0,127.47,127.47,127.47,0.0,0.0,127.67,127.67,127.67,0.0,0.0
2019-06-16,130.38,130.38,130.38,0.0,0.0,130.56,130.56,130.56,0.0,0.0,130.16,130.16,130.16,0.0,0.0,130.2,130.2,130.2,0.0,0.0
2019-06-23,131.22,131.22,131.22,0.0,0.0,131.37,131.37,131.37,0.0,0.0,130.23,130.23,130.23,0.0,0.0,130.76,130.76,130.76,0.0,0.0
2019-06-30,131.5,131.5,131.5,0.0,0.0,131.57,131.57,131.57,0.0,0.0,131.12,131.12,131.12,0.0,0.0,131.43,131.43,131.43,0.0,0.0
2019-07-07,133.48,133.48,133.48,0.0,0.0,133.48,133.48,133.48,0.0,0.0,133.1,133.1,133.1,0.0,0.0,133.41,133.41,133.41,0.0,0.0
2019-07-14,131.88,131.88,131.88,0.0,0.0,132.3,132.3,132.3,0.0,0.0,131.58,131.58,131.58,0.0,0.0,132.1,132.1,132.1,0.0,0.0
2019-07-21,134.04,134.04,134.04,0.0,0.0,134.04,134.04,134.04,0.0,0.0,133.55,133.55,133.55,0.0,0.0,133.89,133.89,133.89,0.0,0.0
2019-07-28,127.73,127.73,127.73,0.0,0.0,127.73,127.73,127.73,0.0,0.0,124.82,124.82,124.82,0.0,0.0,125.76,125.76,125.76,0.0,0.0
2019-08-04,128.24,128.24,128.24,0.0,0.0,128.54,128.54,128.54,0.0,0.0,127.01,127.01,127.01,0.0,0.0,127.47,127.47,127.47,0.0,0.0
2019-08-11,129.39,129.39,129.39,0.0,0.0,129.81,129.81,129.81,0.0,0.0,129.11,129.11,129.11,0.0,0.0,129.53,129.53,129.53,0.0,0.0
2019-08-18,127.24,127.24,127.24,0.0,0.0,127.62,127.62,127.62,0.0,0.0,126.53,126.53,126.53,0.0,0.0,127.59,127.59,127.59,0.0,0.0
2019-08-25,130.29,130.29,130.29,0.0,0.0,130.29,130.29,130.29,0.0,0.0,129.04,129.04,129.04,0.0,0.0,129.52,129.52,129.52,0.0,0.0
2019-09-01,132.56,132.56,132.56,0.0,0.0,132.56,132.56,132.56,0.0,0.0,131.73,131.73,131.73,0.0,0.0,132.17,132.17,132.17,0.0,0.0
2019-09-08,133.06,133.06,133.06,0.0,0.0,133.3,133.3,133.3,0.0,0.0,132.66,132.66,132.66,0.0,0.0,132.93,132.93,132.93,0.0,0.0
2019-09-15,132.28,132.28,132.28,0.0,0.0,133.0,133.0,133.0,0.0,0.0,132.28,132.28,132.28,0.0,0.0,132.65,132.65,132.65,0.0,0.0
2019-09-22,131.12,131.12,131.12,0.0,0.0,131.76,131.76,131.76,0.0,0.0,131.1,131.1,131.1,0.0,0.0,131.49,131.49,131.49,0.0,0.0
2019-09-29,130.37,130.37,130.37,0.0,0.0,131.13,131.13,131.13,0.0,0.0,130.1,130.1,130.1,0.0,0.0,130.18,130.18,130.18,0.0,0.0
2019-10-06,131.46,131.46,131.46,0.0,0.0,131.83,131.83,131.83,0.0,0.0,131.32,131.32,131.32,0.0,0.0,131.51,131.51,131.51,0.0,0.0
2019-10-13,132.89,132.89,132.89,0.0,0.0,133.29,133.29,133.29,0.0,0.0,132.7,132.7,132.7,0.0,0.0,133.26,133.26,133.26,0.0,0.0
2019-10-20,134.81,134.81,134.81,0.0,0.0,135.31,135.31,135.31,0.0,0.0,134.81,134.81,134.81,0.0,0.0,135.13,135.13,135.13,0.0,0.0
2019-10-27,137.21,137.21,137.21,0.0,0.0,137.37,137.37,137.37,0.0,0.0,136.91,136.91,136.91,0.0,0.0,137.05,137.05,137.05,0.0,0.0
2019-11-03,137.49,137.49,137.49,0.0,0.0,137.95,137.95,137.95,0.0,0.0,137.37,137.37,137.37,0.0,0.0,137.87,137.87,137.87,0.0,0.0
2019-11-10,139.09,139.09,139.09,0.0,0.0,139.48,139.48,139.48,0.0,0.0,138.74,138.74,138.74,0.0,0.0,139.32,139.32,139.32,0.0,0.0
2019-11-17,139.31,139.31,139.31,0.0,0.0,139.9,139.9,139.9,0.0,0.0,139.3,139.3,139.3,0.0,0.0,139.86,139.86,139.86,0.0,0.0
2019-11-24,140.53,140.53,140.53,0.0,0.0,140.53,140.53,140.53,0.0,0.0,138.88,138.88,138.88,0.0,0.0,139.26,139.26,139.26,0.0,0.0
2019-12-01,140.54,140.54,140.54,0.0,0.0,141.03,141.03,141.03,0.0,0.0,140.32,140.32,140.32,0.0,0.0,140.36,140.36,140.36,0.0,0.0
2019-12-08,142.05,142.05,142.05,0.0,0.0,142.61,142.61,142.61,0.0,0.0,142.05,142.05,142.05,0.0,0.0,142.3,142.3,142.3,0.0,0.0
2019-12-15,143.79,143.79,143.79,0.0,0.0,143.85,143.85,143.85,0.0,0.0,143.63,143.63,143.63,0.0,0.0,143.71,143.71,143.71,0.0,0.0
2019-12-22,144.7,144.7,144.7,0.0,0.0,144.73,144.73,144.73,0.0,0.0,143.55,143.55,143.55,0.0,0.0,143.8,143.8,143.8,0.0,0.0
2019-12-29,144.18,144.18,144.18,0.0,0.0,145.24,145.24,145.24,0.0,0.0,144.06,144.06,144.06,0.0,0.0,144.56,144.56,144.56,0.0,0.0
