Date,RE_stock_Open_average,RE_stock_Open_max,RE_stock_Open_min,RE_stock_Open_volatility,RE_stock_Open_change,RE_stock_High_average,RE_stock_High_max,RE_stock_High_min,RE_stock_High_volatility,RE_stock_High_change,RE_stock_Low_average,RE_stock_Low_max,RE_stock_Low_min,RE_stock_Low_volatility,RE_stock_Low_change,RE_stock_Close_average,RE_stock_Close_max,RE_stock_Close_min,RE_stock_Close_volatility,RE_stock_Close_change,RE_stock_Volume_average,RE_stock_Volume_max,RE_stock_Volume_min,RE_stock_Volume_volatility,RE_stock_Volume_change
2018-01-14,224.715,225.59,223.83,1.759999999999991,-1.759999999999991,226.2425,227.1,225.55,1.549999999999983,-0.549999999999983,222.8275,223.41,222.44,0.9699999999999989,0.9499999999999886,224.1475,226.0,222.75,3.25,1.8499999999999943,302036,370479,259152,111327,-111327
2018-01-21,231.024,232.0,230.0,2.0,1.0999999999999943,232.982,235.83,231.1,4.730000000000018,-4.730000000000018,228.746,231.03,225.78,5.25,-4.1699999999999875,230.856,231.96,229.25,2.710000000000008,-1.25,365632,476974,288744,188230,-182187
2018-01-28,228.698,229.32,227.9,1.4199999999999875,0.09999999999999432,231.016,232.63,229.76,2.8700000000000045,2.8700000000000045,227.284,229.32,225.26,4.060000000000002,4.060000000000002,229.164,230.14,227.45,2.6899999999999977,0.7900000000000205,321517,419595,253849,165746,92938
2018-02-04,237.202,246.0,225.98,20.02000000000001,15.099999999999994,243.26,250.68,231.79,18.890000000000015,11.620000000000005,234.202,242.23,224.32,17.909999999999997,13.099999999999994,239.056,246.7,225.43,21.269999999999982,14.340000000000003,626175,942034,493402,448632,17941
2018-02-11,240.7,243.51,237.52,5.989999999999981,0.18000000000000682,243.09799999999998,244.65,239.15,5.5,-0.030000000000001137,238.342,240.36,236.42,3.940000000000026,2.920000000000016,241.18,243.26,238.18,5.079999999999984,3.780000000000001,358735,472821,280330,192491,-189487
2018-02-18,241.7175,243.17,239.68,3.4899999999999807,-3.4899999999999807,244.1475,245.0,243.13,1.8700000000000045,-1.8700000000000045,239.0525,240.62,236.52,4.099999999999994,-4.099999999999994,241.385,243.26,239.4,3.859999999999985,-0.3199999999999932,347115,382345,257074,125271,-116372
2018-02-25,241.8,244.47,237.34,7.1299999999999955,-6.319999999999993,243.168,245.02,239.27,5.75,-4.389999999999986,239.24,240.84,236.99,3.8499999999999943,-3.1399999999999864,240.486,243.18,238.38,4.800000000000011,-2.6299999999999955,306200,367295,226260,141035,-109741
2018-03-04,252.838,258.54,245.0,13.54000000000002,13.54000000000002,257.614,263.44,255.34,8.099999999999994,8.099999999999994,250.848,256.17,243.06,13.110000000000014,13.110000000000014,256.90999999999997,262.62,254.35,8.27000000000001,8.27000000000001,400725,507208,322574,184634,-107016
2018-03-11,261.57,262.46,259.37,3.089999999999975,-2.8700000000000045,262.93,263.63,261.96,1.670000000000016,0.2799999999999727,259.544,260.36,258.66,1.6999999999999886,-0.9900000000000091,260.86,261.77,259.37,2.3999999999999773,0.009999999999990905,314198,559810,184997,374813,296210
2018-03-18,259.176,263.13,254.26,8.870000000000005,-6.920000000000016,261.264,264.88,256.04,8.839999999999975,-7.2999999999999545,255.78799999999998,260.38,248.63,11.75,-11.75,256.888,262.67,248.63,14.04000000000002,-14.04000000000002,242048,352662,151795,200867,133375
2018-03-25,253.9775,259.65,251.29,8.359999999999985,8.359999999999985,256.6825,259.65,252.6,7.049999999999983,7.049999999999983,251.6325,256.71,248.77,7.939999999999969,7.939999999999969,254.575,258.33,250.7,7.6299999999999955,4.3700000000000045,285047,361375,220541,140834,101645
2018-04-01,256.688,259.96,254.78,5.179999999999978,-2.909999999999968,258.846,259.96,256.91,3.0499999999999545,-2.5600000000000023,253.764,256.17,251.66,4.510000000000019,0.5300000000000011,256.074,258.27,254.25,4.019999999999982,-0.1699999999999875,266460,293216,240368,52848,-43881
2018-04-08,256.438,260.0,250.9,9.099999999999994,-4.759999999999991,259.31,261.89,251.69,10.199999999999989,-10.199999999999989,252.154,255.33,247.99,7.340000000000003,-5.6200000000000045,254.77599999999998,260.0,249.19,10.810000000000002,-8.649999999999977,320022,517097,219760,297337,-96729
2018-04-15,247.562,252.61,243.29,9.320000000000022,-7.090000000000003,249.224,252.94,244.26,8.680000000000007,-5.460000000000008,244.48,248.97,241.8,7.1699999999999875,-6.219999999999999,246.312,250.92,242.35,8.569999999999993,-3.9299999999999784,395840,458526,280483,178043,178043
2018-04-22,241.404,246.99,232.98,14.01000000000002,-14.01000000000002,243.246,248.67,237.63,11.039999999999992,-10.45999999999998,237.722,244.67,229.62,15.049999999999983,-12.619999999999976,239.816,245.36,231.91,13.450000000000017,-8.640000000000015,379019,743269,175149,568120,188445
2018-04-29,230.5,236.42,223.01,13.409999999999997,-13.409999999999997,232.38,237.26,228.87,8.389999999999986,-8.159999999999997,227.236,232.65,222.66,9.990000000000009,-9.640000000000015,229.482,232.9,226.15,6.75,-5.149999999999977,320632,553737,209982,343755,-33549
2018-05-06,227.502,228.38,226.15,2.2299999999999898,0.020000000000010232,228.73,229.76,227.97,1.789999999999992,0.8499999999999943,225.962,227.57,223.91,3.6599999999999966,1.5500000000000114,227.628,228.29,226.54,1.75,1.75,244549,390897,164461,226436,-35306
2018-05-13,227.828,228.98,226.5,2.4799999999999898,-0.9599999999999795,228.87800000000001,229.5,228.12,1.3799999999999955,1.1500000000000057,226.292,227.18,225.75,1.4300000000000068,-0.12000000000000455,227.668,229.07,226.54,2.530000000000001,-0.37000000000000455,278994,315818,223619,92199,3544
2018-05-20,227.624,228.8,226.01,2.7900000000000205,-1.7800000000000011,228.998,230.39,227.24,3.1499999999999773,-1.9099999999999966,226.47,228.43,225.09,3.3400000000000034,-2.0,227.694,229.04,226.53,2.509999999999991,-1.4799999999999898,236298,315114,178935,136179,-84722
2018-05-27,225.845,227.62,225.11,2.509999999999991,2.5,226.385,227.62,225.71,1.9099999999999966,1.9099999999999966,223.9375,225.19,222.95,2.240000000000009,2.1599999999999966,225.35999999999999,225.92,224.72,1.1999999999999886,1.1999999999999886,334050,487651,179240,308411,-267626
2018-06-03,227.62,230.2,225.95,4.25,4.25,228.754,231.02,226.75,4.27000000000001,3.5100000000000193,226.228,228.41,224.99,3.4199999999999875,2.9099999999999966,228.34,230.32,226.52,3.799999999999983,3.6399999999999864,161156,188662,122316,66346,66346
2018-06-10,228.012,230.62,225.79,4.8300000000000125,-4.8300000000000125,229.35,231.87,228.08,3.789999999999992,-3.7700000000000102,226.108,227.9,224.54,3.3600000000000136,-3.3600000000000136,227.142,228.48,226.0,2.4799999999999898,-1.8799999999999955,250436,525103,145537,379566,379566
2018-06-17,228.428,229.94,226.17,3.7700000000000102,2.6500000000000057,230.058,231.06,228.28,2.780000000000001,2.0,226.99,228.66,225.21,3.4499999999999886,2.5999999999999943,228.956,230.13,226.75,3.3799999999999955,3.25,287879,499287,213998,285289,266608
2018-06-24,230.412,232.28,228.99,3.289999999999992,1.3400000000000034,232.622,233.48,231.46,2.019999999999982,-0.9099999999999966,228.668,229.76,226.77,2.9899999999999807,-0.5,230.65,232.67,228.72,3.9499999999999886,-2.1899999999999977,298748,465353,208386,256967,73816
