Date,SPDR S&P 400 Mid Cap ValueEtf_Open_average,SPDR S&P 400 Mid Cap ValueEtf_Open_max,SPDR S&P 400 Mid Cap ValueEtf_Open_min,SPDR S&P 400 Mid Cap ValueEtf_Open_volatility,SPDR S&P 400 Mid Cap ValueEtf_Open_change,SPDR S&P 400 Mid Cap ValueEtf_High_average,SPDR S&P 400 Mid Cap ValueEtf_High_max,SPDR S&P 400 Mid Cap ValueEtf_High_min,SPDR S&P 400 Mid Cap ValueEtf_High_volatility,SPDR S&P 400 Mid Cap ValueEtf_High_change,SPDR S&P 400 Mid Cap ValueEtf_Low_average,SPDR S&P 400 Mid Cap ValueEtf_Low_max,SPDR S&P 400 Mid Cap ValueEtf_Low_min,SPDR S&P 400 Mid Cap ValueEtf_Low_volatility,SPDR S&P 400 Mid Cap ValueEtf_Low_change,SPDR S&P 400 Mid Cap ValueEtf_Close_average,SPDR S&P 400 Mid Cap ValueEtf_Close_max,SPDR S&P 400 Mid Cap ValueEtf_Close_min,SPDR S&P 400 Mid Cap ValueEtf_Close_volatility,SPDR S&P 400 Mid Cap ValueEtf_Close_change
2019-01-27,49.64,49.64,49.64,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.62,49.62,49.62,0.0,0.0
2019-02-03,49.76,49.76,49.76,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.79,49.79,49.79,0.0,0.0
2019-02-10,51.12,51.12,51.12,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.54,51.54,51.54,0.0,0.0
2019-02-17,52.01,52.01,52.01,0.0,0.0,52.23,52.23,52.23,0.0,0.0,51.98,51.98,51.98,0.0,0.0,52.21,52.21,52.21,0.0,0.0
2019-02-24,51.87,51.87,51.87,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.89,51.89,51.89,0.0,0.0
2019-03-03,49.85,49.85,49.85,0.0,0.0,50.07,50.07,50.07,0.0,0.0,49.72,49.72,49.72,0.0,0.0,50.04,50.04,50.04,0.0,0.0
2019-03-10,50.86,50.86,50.86,0.0,0.0,51.22,51.22,51.22,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2019-03-17,50.35,50.35,50.35,0.0,0.0,50.45,50.45,50.45,0.0,0.0,49.12,49.12,49.12,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-03-24,50.54,50.54,50.54,0.0,0.0,50.68,50.68,50.68,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.38,50.38,50.38,0.0,0.0
2019-03-31,51.83,51.83,51.83,0.0,0.0,52.16,52.16,52.16,0.0,0.0,51.73,51.73,51.73,0.0,0.0,52.13,52.13,52.13,0.0,0.0
2019-04-07,52.45,52.45,52.45,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.64,52.64,52.64,0.0,0.0
2019-04-14,52.49,52.49,52.49,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.35,52.35,52.35,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2019-04-21,52.29,52.29,52.29,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-04-28,52.4,52.4,52.4,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.4,52.4,52.4,0.0,0.0,53.01,53.01,53.01,0.0,0.0
2019-05-05,51.22,51.22,51.22,0.0,0.0,51.66,51.66,51.66,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.58,51.58,51.58,0.0,0.0
2019-05-12,50.54,50.54,50.54,0.0,0.0,50.95,50.95,50.95,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.22,50.22,50.22,0.0,0.0
2019-05-19,49.36,49.36,49.36,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.11,49.11,49.11,0.0,0.0,49.33,49.33,49.33,0.0,0.0
2019-05-26,47.75,47.75,47.75,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.67,47.67,47.67,0.0,0.0
2019-06-02,49.67,49.67,49.67,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.76,49.76,49.76,0.0,0.0
2019-06-09,50.32,50.32,50.32,0.0,0.0,50.49,50.49,50.49,0.0,0.0,49.99,49.99,49.99,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-06-16,51.09,51.09,51.09,0.0,0.0,51.09,51.09,51.09,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.82,50.82,50.82,0.0,0.0
2019-06-23,50.78,50.78,50.78,0.0,0.0,51.42,51.42,51.42,0.0,0.0,50.78,50.78,50.78,0.0,0.0,51.37,51.37,51.37,0.0,0.0
2019-06-30,51.33,51.33,51.33,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.1,51.1,51.1,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-07-07,50.9,50.9,50.9,0.0,0.0,51.51,51.51,51.51,0.0,0.0,50.85,50.85,50.85,0.0,0.0,51.46,51.46,51.46,0.0,0.0
2019-07-14,51.12,51.12,51.12,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.98,50.98,50.98,0.0,0.0,50.98,50.98,50.98,0.0,0.0
2019-07-21,51.95,51.95,51.95,0.0,0.0,52.42,52.42,52.42,0.0,0.0,51.95,51.95,51.95,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2019-07-28,50.57,50.57,50.57,0.0,0.0,50.57,50.57,50.57,0.0,0.0,49.86,49.86,49.86,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-08-04,50.15,50.15,50.15,0.0,0.0,50.15,50.15,50.15,0.0,0.0,49.48,49.48,49.48,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2019-08-11,47.92,47.92,47.92,0.0,0.0,48.8,48.8,48.8,0.0,0.0,47.92,47.92,47.92,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2019-08-18,48.94,48.94,48.94,0.0,0.0,49.14,49.14,49.14,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2019-08-25,49.18,49.18,49.18,0.0,0.0,49.29,49.29,49.29,0.0,0.0,48.87,48.87,48.87,0.0,0.0,49.11,49.11,49.11,0.0,0.0
2019-09-01,50.18,50.18,50.18,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.09,50.09,50.09,0.0,0.0
2019-09-08,52.42,52.42,52.42,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2019-09-15,51.68,51.68,51.68,0.0,0.0,51.96,51.96,51.96,0.0,0.0,51.42,51.42,51.42,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2019-09-22,51.33,51.33,51.33,0.0,0.0,51.51,51.51,51.51,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.95,50.95,50.95,0.0,0.0
2019-09-29,49.72,49.72,49.72,0.0,0.0,50.14,50.14,50.14,0.0,0.0,49.49,49.49,49.49,0.0,0.0,50.14,50.14,50.14,0.0,0.0
2019-10-06,50.32,50.32,50.32,0.0,0.0,51.04,51.04,51.04,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.67,50.67,50.67,0.0,0.0
2019-10-13,51.15,51.15,51.15,0.0,0.0,51.41,51.41,51.41,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-10-20,51.71,51.71,51.71,0.0,0.0,52.21,52.21,52.21,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.07,52.07,52.07,0.0,0.0
2019-10-27,52.29,52.29,52.29,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-11-03,53.24,53.24,53.24,0.0,0.0,53.51,53.51,53.51,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.51,53.51,53.51,0.0,0.0
2019-11-10,53.52,53.52,53.52,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.24,53.24,53.24,0.0,0.0,53.37,53.37,53.37,0.0,0.0
2019-11-17,52.8,52.8,52.8,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.84,52.84,52.84,0.0,0.0
2019-11-24,53.87,53.87,53.87,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.43,53.43,53.43,0.0,0.0
2019-12-01,53.66,53.66,53.66,0.0,0.0,54.03,54.03,54.03,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.82,53.82,53.82,0.0,0.0
2019-12-08,54.49,54.49,54.49,0.0,0.0,54.65,54.65,54.65,0.0,0.0,53.93,53.93,53.93,0.0,0.0,54.14,54.14,54.14,0.0,0.0
2019-12-15,55.12,55.12,55.12,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.05,55.05,55.05,0.0,0.0,55.16,55.16,55.16,0.0,0.0
2019-12-22,54.99,54.99,54.99,0.0,0.0,54.99,54.99,54.99,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.67,54.67,54.67,0.0,0.0
2019-12-29,54.12,54.12,54.12,0.0,0.0,54.45,54.45,54.45,0.0,0.0,53.96,53.96,53.96,0.0,0.0,54.31,54.31,54.31,0.0,0.0
