Date,SPDR S&P 400 Mid Cap ValueEtf_Open_average,SPDR S&P 400 Mid Cap ValueEtf_Open_max,SPDR S&P 400 Mid Cap ValueEtf_Open_min,SPDR S&P 400 Mid Cap ValueEtf_Open_volatility,SPDR S&P 400 Mid Cap ValueEtf_Open_change,SPDR S&P 400 Mid Cap ValueEtf_High_average,SPDR S&P 400 Mid Cap ValueEtf_High_max,SPDR S&P 400 Mid Cap ValueEtf_High_min,SPDR S&P 400 Mid Cap ValueEtf_High_volatility,SPDR S&P 400 Mid Cap ValueEtf_High_change,SPDR S&P 400 Mid Cap ValueEtf_Low_average,SPDR S&P 400 Mid Cap ValueEtf_Low_max,SPDR S&P 400 Mid Cap ValueEtf_Low_min,SPDR S&P 400 Mid Cap ValueEtf_Low_volatility,SPDR S&P 400 Mid Cap ValueEtf_Low_change,SPDR S&P 400 Mid Cap ValueEtf_Close_average,SPDR S&P 400 Mid Cap ValueEtf_Close_max,SPDR S&P 400 Mid Cap ValueEtf_Close_min,SPDR S&P 400 Mid Cap ValueEtf_Close_volatility,SPDR S&P 400 Mid Cap ValueEtf_Close_change
2018-01-14,52.42,52.42,52.42,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.38,52.38,52.38,0.0,0.0,52.83,52.83,52.83,0.0,0.0
2018-01-21,53.2,53.2,53.2,0.0,0.0,53.2,53.2,53.2,0.0,0.0,52.86,52.86,52.86,0.0,0.0,53.13,53.13,53.13,0.0,0.0
2018-01-28,51.83,51.83,51.83,0.0,0.0,51.83,51.83,51.83,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2018-02-04,48.5,48.5,48.5,0.0,0.0,48.81,48.81,48.81,0.0,0.0,47.31,47.31,47.31,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-02-11,50.17,50.17,50.17,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2018-02-18,50.31,50.31,50.31,0.0,0.0,50.59,50.59,50.59,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2018-02-25,48.98,48.98,48.98,0.0,0.0,50.05,50.05,50.05,0.0,0.0,48.65,48.65,48.65,0.0,0.0,50.05,50.05,50.05,0.0,0.0
2018-03-04,51.1,51.1,51.1,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.02,51.02,51.02,0.0,0.0,51.6,51.6,51.6,0.0,0.0
2018-03-11,50.93,50.93,50.93,0.0,0.0,51.43,51.43,51.43,0.0,0.0,50.93,50.93,50.93,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-03-18,49.45,49.45,49.45,0.0,0.0,49.49,49.49,49.49,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-03-25,49.33,49.33,49.33,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2018-04-01,49.63,49.63,49.63,0.0,0.0,49.95,49.95,49.95,0.0,0.0,48.68,48.68,48.68,0.0,0.0,49.02,49.02,49.02,0.0,0.0
2018-04-08,50.19,50.19,50.19,0.0,0.0,50.19,50.19,50.19,0.0,0.0,49.8,49.8,49.8,0.0,0.0,49.94,49.94,49.94,0.0,0.0
2018-04-15,50.88,50.88,50.88,0.0,0.0,50.88,50.88,50.88,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-04-22,50.48,50.48,50.48,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.4,50.4,50.4,0.0,0.0,50.51,50.51,50.51,0.0,0.0
2018-04-29,49.8,49.8,49.8,0.0,0.0,50.67,50.67,50.67,0.0,0.0,49.8,49.8,49.8,0.0,0.0,50.45,50.45,50.45,0.0,0.0
2018-05-06,51.67,51.67,51.67,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.5,51.5,51.5,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2018-05-13,52.02,52.02,52.02,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.81,51.81,51.81,0.0,0.0
2018-05-20,51.87,51.87,51.87,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.71,51.71,51.71,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-05-27,52.43,52.43,52.43,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2018-06-03,53.08,53.08,53.08,0.0,0.0,53.21,53.21,53.21,0.0,0.0,52.88,52.88,52.88,0.0,0.0,53.21,53.21,53.21,0.0,0.0
2018-06-10,52.79,52.79,52.79,0.0,0.0,52.92,52.92,52.92,0.0,0.0,52.5,52.5,52.5,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-06-17,52.94,52.94,52.94,0.0,0.0,53.16,53.16,53.16,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.87,52.87,52.87,0.0,0.0
2018-06-24,52.23,52.23,52.23,0.0,0.0,52.51,52.51,52.51,0.0,0.0,52.03,52.03,52.03,0.0,0.0,52.03,52.03,52.03,0.0,0.0
2018-07-01,52.52,52.52,52.52,0.0,0.0,53.1,53.1,53.1,0.0,0.0,52.52,52.52,52.52,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2018-07-08,52.99,52.99,52.99,0.0,0.0,53.36,53.36,53.36,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2018-07-15,53.26,53.26,53.26,0.0,0.0,53.3,53.3,53.3,0.0,0.0,52.95,52.95,52.95,0.0,0.0,53.08,53.08,53.08,0.0,0.0
2018-07-22,53.25,53.25,53.25,0.0,0.0,53.29,53.29,53.29,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-07-29,53.27,53.27,53.27,0.0,0.0,53.58,53.58,53.58,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.42,53.42,53.42,0.0,0.0
2018-08-05,53.34,53.34,53.34,0.0,0.0,53.6,53.6,53.6,0.0,0.0,53.22,53.22,53.22,0.0,0.0,53.34,53.34,53.34,0.0,0.0
2018-08-12,53.38,53.38,53.38,0.0,0.0,53.84,53.84,53.84,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2018-08-19,54.44,54.44,54.44,0.0,0.0,54.58,54.58,54.58,0.0,0.0,54.4,54.4,54.4,0.0,0.0,54.5,54.5,54.5,0.0,0.0
2018-08-26,54.38,54.38,54.38,0.0,0.0,54.53,54.53,54.53,0.0,0.0,54.27,54.27,54.27,0.0,0.0,54.49,54.49,54.49,0.0,0.0
2018-09-02,53.93,53.93,53.93,0.0,0.0,54.04,54.04,54.04,0.0,0.0,53.62,53.62,53.62,0.0,0.0,53.84,53.84,53.84,0.0,0.0
2018-09-09,54.2,54.2,54.2,0.0,0.0,54.55,54.55,54.55,0.0,0.0,54.2,54.2,54.2,0.0,0.0,54.39,54.39,54.39,0.0,0.0
2018-09-16,54.84,54.84,54.84,0.0,0.0,54.85,54.85,54.85,0.0,0.0,54.59,54.59,54.59,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2018-09-23,53.36,53.36,53.36,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.73,53.73,53.73,0.0,0.0
2018-09-30,53.03,53.03,53.03,0.0,0.0,53.17,53.17,53.17,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.82,52.82,52.82,0.0,0.0
2018-10-07,51.04,51.04,51.04,0.0,0.0,51.04,51.04,51.04,0.0,0.0,49.69,49.69,49.69,0.0,0.0,50.41,50.41,50.41,0.0,0.0
2018-10-14,50.83,50.83,50.83,0.0,0.0,51.0,51.0,51.0,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.49,50.49,50.49,0.0,0.0
2018-10-21,48.24,48.24,48.24,0.0,0.0,48.59,48.59,48.59,0.0,0.0,47.41,47.41,47.41,0.0,0.0,48.13,48.13,48.13,0.0,0.0
2018-10-28,50.05,50.05,50.05,0.0,0.0,50.2,50.2,50.2,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.78,49.78,49.78,0.0,0.0
2018-11-04,50.83,50.83,50.83,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2018-11-11,50.08,50.08,50.08,0.0,0.0,50.34,50.34,50.34,0.0,0.0,49.9,49.9,49.9,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2018-11-18,49.05,49.05,49.05,0.0,0.0,49.54,49.54,49.54,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.23,49.23,49.23,0.0,0.0
2018-11-25,50.0,50.0,50.0,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.0,50.0,50.0,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2018-12-02,48.77,48.77,48.77,0.0,0.0,49.08,49.08,49.08,0.0,0.0,47.74,47.74,47.74,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-12-09,46.8,46.8,46.8,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.39,46.39,46.39,0.0,0.0,46.51,46.51,46.51,0.0,0.0
2018-12-16,44.19,44.19,44.19,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.32,43.32,43.32,0.0,0.0
2018-12-23,44.07,44.07,44.07,0.0,0.0,44.59,44.59,44.59,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2018-12-30,44.52,44.52,44.52,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.52,44.52,44.52,0.0,0.0,45.39,45.39,45.39,0.0,0.0
2019-01-06,47.29,47.29,47.29,0.0,0.0,47.67,47.67,47.67,0.0,0.0,47.15,47.15,47.15,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2019-01-13,48.73,48.73,48.73,0.0,0.0,49.23,49.23,49.23,0.0,0.0,48.58,48.58,48.58,0.0,0.0,49.1,49.1,49.1,0.0,0.0
2019-01-20,48.78,48.78,48.78,0.0,0.0,49.12,49.12,49.12,0.0,0.0,48.78,48.78,48.78,0.0,0.0,49.01,49.01,49.01,0.0,0.0
